Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	Confidence
70	Spectrogram 1	1	122.367	123.227	96.1	538.2	humpback_call	0.1578
71	Spectrogram 1	1	125.528	126.229	143.1	542.9	humpback_call	0.5405
72	Spectrogram 1	1	126.386	127.141	104.6	407.2	humpback_call	0.2205
73	Spectrogram 1	1	127.236	128.748	137.4	478.0	humpback_call	0.2176
74	Spectrogram 1	1	128.608	130.498	97.6	518.4	humpback_call	0.2409
75	Spectrogram 1	1	132.019	132.834	121.3	505.9	humpback_call	0.5298
76	Spectrogram 1	1	132.500	133.079	158.7	512.0	humpback_call	0.1585
77	Spectrogram 1	1	133.738	134.706	114.3	435.3	humpback_call	0.4372
78	Spectrogram 1	1	135.191	136.080	100.5	516.6	humpback_call	0.5184
79	Spectrogram 1	1	137.379	138.276	111.7	410.0	humpback_call	0.2010
80	Spectrogram 1	1	138.482	139.870	132.7	500.1	humpback_call	0.3786
81	Spectrogram 1	1	140.354	141.248	54.4	276.2	humpback_call	0.1924
82	Spectrogram 1	1	141.783	142.500	64.0	400.6	humpback_call	0.2062
83	Spectrogram 1	1	142.492	143.573	115.7	479.0	humpback_call	0.4915
84	Spectrogram 1	1	144.720	145.661	83.4	396.3	humpback_call	0.4576
85	Spectrogram 1	1	145.846	146.622	112.8	397.0	humpback_call	0.2386
86	Spectrogram 1	1	146.921	147.746	101.6	473.0	humpback_call	0.5355
87	Spectrogram 1	1	148.647	150.359	105.7	453.2	humpback_call	0.3166
88	Spectrogram 1	1	150.836	151.853	85.1	476.8	humpback_call	0.5144
89	Spectrogram 1	1	153.194	153.963	148.2	476.1	humpback_call	0.2170
90	Spectrogram 1	1	153.850	154.478	82.0	445.0	humpback_call	0.2006
91	Spectrogram 1	1	157.217	158.086	88.2	459.1	humpback_call	0.6144
92	Spectrogram 1	1	158.266	159.233	117.6	389.7	humpback_call	0.3082
93	Spectrogram 1	1	160.257	161.255	205.6	479.0	humpback_call	0.2023
94	Spectrogram 1	1	161.253	161.891	115.7	481.7	humpback_call	0.4349
95	Spectrogram 1	1	164.986	165.682	176.4	472.6	humpback_call	0.1623
96	Spectrogram 1	1	165.618	166.606	81.7	461.3	humpback_call	0.3344
97	Spectrogram 1	1	166.731	167.387	65.3	366.1	humpback_call	0.1611
98	Spectrogram 1	1	169.266	170.140	130.1	465.3	humpback_call	0.4966
99	Spectrogram 1	1	170.033	170.742	407.1	645.8	humpback_call	0.1757
100	Spectrogram 1	1	170.328	171.184	99.7	390.2	humpback_call	0.4269
101	Spectrogram 1	1	171.593	173.223	87.7	499.7	humpback_call	0.3017
102	Spectrogram 1	1	173.052	174.364	116.7	460.6	humpback_call	0.2582
103	Spectrogram 1	1	175.435	176.708	108.7	470.9	humpback_call	0.4759
104	Spectrogram 1	1	177.259	177.958	108.8	432.8	humpback_call	0.2399
105	Spectrogram 1	1	179.202	179.998	187.5	521.3	humpback_call	0.2559
106	Spectrogram 1	1	180.064	181.083	134.1	486.2	humpback_call	0.5324
107	Spectrogram 1	1	181.433	182.100	119.8	486.1	humpback_call	0.3540
108	Spectrogram 1	1	182.104	183.774	167.8	488.3	humpback_call	0.3359
109	Spectrogram 1	1	184.133	184.917	57.0	385.9	humpback_call	0.2600
110	Spectrogram 1	1	186.131	187.484	99.0	474.5	humpback_call	0.5333
111	Spectrogram 1	1	188.037	189.012	201.5	504.7	humpback_call	0.1550
112	Spectrogram 1	1	189.882	190.765	100.7	464.4	humpback_call	0.4396
113	Spectrogram 1	1	190.816	191.383	165.1	472.3	humpback_call	0.1734
114	Spectrogram 1	1	193.497	194.749	195.8	462.6	humpback_call	0.2654
115	Spectrogram 1	1	195.156	195.727	139.3	461.7	humpback_call	0.2308
116	Spectrogram 1	1	196.310	197.457	100.7	403.8	humpback_call	0.4283
117	Spectrogram 1	1	199.076	199.630	152.1	496.1	humpback_call	0.3825
118	Spectrogram 1	1	200.483	201.467	116.8	482.6	humpback_call	0.5274
119	Spectrogram 1	1	203.089	203.723	138.6	485.1	humpback_call	0.3206
120	Spectrogram 1	1	204.502	205.213	55.6	294.6	humpback_call	0.1671
121	Spectrogram 1	1	205.365	206.508	73.0	492.5	humpback_call	0.1711
122	Spectrogram 1	1	206.933	208.538	101.9	493.6	humpback_call	0.4697
123	Spectrogram 1	1	211.353	212.630	88.1	499.3	humpback_call	0.3171
124	Spectrogram 1	1	214.470	215.201	103.0	506.6	humpback_call	0.3595
125	Spectrogram 1	1	215.016	215.842	54.9	401.4	humpback_call	0.3248
126	Spectrogram 1	1	217.888	219.582	103.8	438.4	humpback_call	0.2453
127	Spectrogram 1	1	221.670	222.722	122.2	494.7	humpback_call	0.5348
128	Spectrogram 1	1	223.718	225.000	72.5	454.0	humpback_call	0.1913
129	Spectrogram 1	1	226.079	226.984	106.5	492.4	humpback_call	0.3488
130	Spectrogram 1	1	227.987	229.247	105.3	427.9	humpback_call	0.4530
131	Spectrogram 1	1	230.600	231.327	128.8	506.5	humpback_call	0.5408
132	Spectrogram 1	1	231.931	233.295	139.4	492.8	humpback_call	0.3930
133	Spectrogram 1	1	233.794	234.638	220.6	516.4	humpback_call	0.5021
134	Spectrogram 1	1	235.000	236.087	55.7	454.5	humpback_call	0.3351
135	Spectrogram 1	1	237.557	238.398	64.9	388.0	humpback_call	0.2760
136	Spectrogram 1	1	238.602	240.074	122.6	464.2	humpback_call	0.4304
137	Spectrogram 1	1	240.005	240.697	183.1	481.8	humpback_call	0.1634
138	Spectrogram 1	1	240.892	241.744	157.1	490.7	humpback_call	0.3665
139	Spectrogram 1	1	244.017	245.637	142.4	470.0	humpback_call	0.3656
140	Spectrogram 1	1	246.221	247.022	56.4	402.3	humpback_call	0.2449
141	Spectrogram 1	1	247.296	248.077	56.2	402.3	humpback_call	0.1830
142	Spectrogram 1	1	248.165	248.908	143.9	464.2	humpback_call	0.1835
143	Spectrogram 1	1	248.700	249.978	124.3	469.1	humpback_call	0.1735
144	Spectrogram 1	1	249.727	250.677	115.7	424.4	humpback_call	0.4162
145	Spectrogram 1	1	252.777	253.526	139.0	483.8	humpback_call	0.2047
146	Spectrogram 1	1	253.431	254.510	136.6	470.8	humpback_call	0.4517
147	Spectrogram 1	1	255.073	256.702	259.1	534.7	humpback_call	0.2596
148	Spectrogram 1	1	256.611	257.497	54.0	363.4	humpback_call	0.1566
149	Spectrogram 1	1	257.439	258.343	54.2	275.9	humpback_call	0.2591
150	Spectrogram 1	1	260.053	261.541	106.6	432.2	humpback_call	0.4277
151	Spectrogram 1	1	263.504	264.256	108.8	414.4	humpback_call	0.4227
152	Spectrogram 1	1	264.851	265.852	145.2	428.4	humpback_call	0.6422
153	Spectrogram 1	1	268.915	270.000	62.3	373.1	humpback_call	0.3408
154	Spectrogram 1	1	271.202	271.935	128.4	405.5	humpback_call	0.2541
155	Spectrogram 1	1	272.028	272.831	90.7	393.9	humpback_call	0.4467
156	Spectrogram 1	1	273.534	274.454	130.0	400.9	humpback_call	0.4352
157	Spectrogram 1	1	275.386	276.371	146.1	440.9	humpback_call	0.4751
158	Spectrogram 1	1	275.920	276.701	250.4	901.2	humpback_call	0.1565
159	Spectrogram 1	1	278.096	278.901	249.1	903.2	humpback_call	0.1789
160	Spectrogram 1	1	278.413	279.373	53.5	360.7	humpback_call	0.1558
161	Spectrogram 1	1	279.490	280.223	52.7	357.1	humpback_call	0.2480
162	Spectrogram 1	1	281.380	282.614	100.5	409.7	humpback_call	0.4300
163	Spectrogram 1	1	283.313	283.835	214.6	890.6	humpback_call	0.3750
164	Spectrogram 1	1	283.582	284.344	117.5	396.2	humpback_call	0.1992
165	Spectrogram 1	1	285.015	286.089	86.2	463.6	humpback_call	0.5155
166	Spectrogram 1	1	290.759	291.704	119.9	455.9	humpback_call	0.5258
167	Spectrogram 1	1	292.538	293.475	449.4	772.4	humpback_call	0.3099
168	Spectrogram 1	1	293.995	294.926	95.5	458.6	humpback_call	0.5159
169	Spectrogram 1	1	296.134	296.968	52.9	315.1	humpback_call	0.4013
170	Spectrogram 1	1	298.229	299.100	313.2	899.9	humpback_call	0.2686
171	Spectrogram 1	1	299.248	300.462	111.3	407.6	humpback_call	0.5159
172	Spectrogram 1	1	300.756	301.449	491.7	869.1	humpback_call	0.2728
173	Spectrogram 1	1	302.275	303.027	465.4	919.8	humpback_call	0.2389
174	Spectrogram 1	1	302.991	304.036	88.3	452.0	humpback_call	0.5714
175	Spectrogram 1	1	305.049	306.024	55.6	312.7	humpback_call	0.1889
176	Spectrogram 1	1	306.858	307.475	349.3	857.3	humpback_call	0.2773
177	Spectrogram 1	1	307.542	308.674	104.7	410.1	humpback_call	0.5172
178	Spectrogram 1	1	312.057	312.899	115.7	417.4	humpback_call	0.5899
179	Spectrogram 1	1	313.529	314.345	184.1	455.1	humpback_call	0.2152
180	Spectrogram 1	1	314.591	315.577	54.9	266.1	humpback_call	0.2342
181	Spectrogram 1	1	316.158	316.874	345.8	732.2	humpback_call	0.3666
182	Spectrogram 1	1	316.778	317.594	67.4	403.4	humpback_call	0.7026
183	Spectrogram 1	1	318.531	319.410	326.1	984.9	humpback_call	0.2467
184	Spectrogram 1	1	320.031	320.852	81.7	409.7	humpback_call	0.6882
185	Spectrogram 1	1	321.811	322.547	55.8	267.0	humpback_call	0.2258
186	Spectrogram 1	1	323.987	324.777	89.0	427.1	humpback_call	0.7016
187	Spectrogram 1	1	325.962	326.807	441.1	947.3	humpback_call	0.1598
188	Spectrogram 1	1	326.926	327.499	259.9	839.3	humpback_call	0.1964
189	Spectrogram 1	1	327.711	328.472	81.0	413.6	humpback_call	0.6678
190	Spectrogram 1	1	329.443	330.112	312.9	954.6	humpback_call	0.2058
191	Spectrogram 1	1	331.562	332.325	72.4	416.0	humpback_call	0.6538
192	Spectrogram 1	1	333.569	334.232	54.7	265.0	humpback_call	0.1534
193	Spectrogram 1	1	334.510	335.358	92.5	465.7	humpback_call	0.7021
194	Spectrogram 1	1	335.354	335.949	308.9	824.4	humpback_call	0.1644
195	Spectrogram 1	1	338.307	339.407	75.3	464.6	humpback_call	0.5012
196	Spectrogram 1	1	339.888	340.585	370.9	892.5	humpback_call	0.3120
197	Spectrogram 1	1	342.018	342.925	346.5	940.1	humpback_call	0.2459
198	Spectrogram 1	1	342.822	343.649	88.6	451.0	humpback_call	0.6750
199	Spectrogram 1	1	343.851	344.707	250.1	925.5	humpback_call	0.4609
200	Spectrogram 1	1	345.753	346.312	259.3	900.0	humpback_call	0.1986
201	Spectrogram 1	1	347.035	347.595	351.7	804.3	humpback_call	0.4225
202	Spectrogram 1	1	347.131	347.900	80.4	429.4	humpback_call	0.6866
203	Spectrogram 1	1	347.848	348.561	495.0	881.8	humpback_call	0.2415
204	Spectrogram 1	1	349.115	349.918	512.6	912.8	humpback_call	0.2982
205	Spectrogram 1	1	350.537	351.336	88.5	427.8	humpback_call	0.6889
206	Spectrogram 1	1	351.078	351.936	488.1	872.9	humpback_call	0.1588
207	Spectrogram 1	1	352.473	353.379	91.2	393.2	humpback_call	0.2307
208	Spectrogram 1	1	352.656	353.755	316.2	886.4	humpback_call	0.3756
209	Spectrogram 1	1	354.990	355.710	74.7	445.8	humpback_call	0.6720
210	Spectrogram 1	1	355.995	357.507	401.8	878.9	humpback_call	0.1808
211	Spectrogram 1	1	358.036	358.744	84.3	436.3	humpback_call	0.6658
212	Spectrogram 1	1	360.453	361.371	52.9	318.7	humpback_call	0.1777
213	Spectrogram 1	1	361.661	362.315	89.6	416.1	humpback_call	0.6052
214	Spectrogram 1	1	363.193	364.031	299.7	890.0	humpback_call	0.1684
215	Spectrogram 1	1	364.052	365.000	67.1	536.6	humpback_call	0.3056
216	Spectrogram 1	1	364.603	365.402	79.7	466.8	humpback_call	0.4409
217	Spectrogram 1	1	367.076	367.963	329.2	829.4	humpback_call	0.4956
218	Spectrogram 1	1	368.741	369.812	83.7	482.8	humpback_call	0.5296
219	Spectrogram 1	1	370.351	370.920	365.1	790.4	humpback_call	0.5429
220	Spectrogram 1	1	371.494	372.524	77.7	338.6	humpback_call	0.2052
221	Spectrogram 1	1	373.472	374.345	109.0	468.4	humpback_call	0.5220
222	Spectrogram 1	1	374.392	375.225	455.7	914.4	humpback_call	0.3024
223	Spectrogram 1	1	375.259	375.916	132.9	408.3	humpback_call	0.1567
224	Spectrogram 1	1	375.821	377.029	345.5	863.7	humpback_call	0.1790
225	Spectrogram 1	1	378.064	378.791	77.5	420.6	humpback_call	0.6670
226	Spectrogram 1	1	379.251	380.686	348.5	853.4	humpback_call	0.2039
227	Spectrogram 1	1	380.453	381.138	82.7	403.7	humpback_call	0.1555
228	Spectrogram 1	1	381.050	381.850	91.9	458.0	humpback_call	0.6705
229	Spectrogram 1	1	381.745	382.450	506.9	847.1	humpback_call	0.1647
230	Spectrogram 1	1	384.372	384.956	346.7	761.7	humpback_call	0.1579
231	Spectrogram 1	1	384.667	385.418	83.0	419.9	humpback_call	0.6721
232	Spectrogram 1	1	385.010	386.424	377.5	704.6	humpback_call	0.3161
233	Spectrogram 1	1	386.484	387.291	298.1	896.2	humpback_call	0.3816
234	Spectrogram 1	1	387.314	388.273	97.5	393.9	humpback_call	0.2784
235	Spectrogram 1	1	388.219	388.995	87.8	481.6	humpback_call	0.5975
236	Spectrogram 1	1	390.371	391.313	265.5	937.9	humpback_call	0.2502
237	Spectrogram 1	1	391.914	392.699	96.2	477.5	humpback_call	0.6825
238	Spectrogram 1	1	392.757	393.463	357.6	833.6	humpback_call	0.1679
239	Spectrogram 1	1	393.619	394.228	374.8	806.6	humpback_call	0.3365
240	Spectrogram 1	1	394.779	395.601	96.0	488.2	humpback_call	0.6855
241	Spectrogram 1	1	395.664	396.385	488.2	873.9	humpback_call	0.2625
242	Spectrogram 1	1	396.477	397.223	206.3	538.8	humpback_call	0.4755
243	Spectrogram 1	1	397.774	398.338	188.9	483.6	humpback_call	0.2415
244	Spectrogram 1	1	398.265	398.842	209.5	869.8	humpback_call	0.3333
245	Spectrogram 1	1	398.372	399.275	90.2	378.4	humpback_call	0.3917
246	Spectrogram 1	1	400.000	400.597	495.6	855.5	humpback_call	0.1523
247	Spectrogram 1	1	400.310	401.566	132.8	470.3	humpback_call	0.4610
248	Spectrogram 1	1	401.995	402.766	202.1	822.8	humpback_call	0.1860
249	Spectrogram 1	1	402.399	403.827	439.1	777.7	humpback_call	0.2449
250	Spectrogram 1	1	403.632	404.387	123.4	409.9	humpback_call	0.3329
251	Spectrogram 1	1	404.961	405.817	154.0	479.2	humpback_call	0.4036
252	Spectrogram 1	1	407.301	408.295	175.3	521.7	humpback_call	0.5626
253	Spectrogram 1	1	409.247	409.993	142.0	913.1	humpback_call	0.2183
254	Spectrogram 1	1	409.736	411.562	89.7	478.5	humpback_call	0.2423
255	Spectrogram 1	1	411.697	412.755	294.3	966.1	humpback_call	0.3802
256	Spectrogram 1	1	413.067	413.906	118.8	517.1	humpback_call	0.5653
257	Spectrogram 1	1	414.156	414.860	111.2	411.6	humpback_call	0.4128
258	Spectrogram 1	1	415.035	415.649	222.4	555.6	humpback_call	0.2415
259	Spectrogram 1	1	416.070	417.145	196.2	492.3	humpback_call	0.4669
260	Spectrogram 1	1	417.501	418.221	177.2	537.8	humpback_call	0.5342
261	Spectrogram 1	1	418.381	419.416	361.5	944.5	humpback_call	0.2794
262	Spectrogram 1	1	418.507	419.358	139.5	463.2	humpback_call	0.5881
263	Spectrogram 1	1	420.000	421.686	446.4	839.8	humpback_call	0.1633
264	Spectrogram 1	1	421.379	422.630	175.3	495.4	humpback_call	0.2987
265	Spectrogram 1	1	423.689	424.587	178.5	520.0	humpback_call	0.4541
266	Spectrogram 1	1	423.892	425.156	463.3	741.9	humpback_call	0.2877
267	Spectrogram 1	1	425.101	426.124	214.6	482.3	humpback_call	0.4648
268	Spectrogram 1	1	427.822	429.263	123.0	500.1	humpback_call	0.1571
269	Spectrogram 1	1	429.965	431.280	119.5	395.6	humpback_call	0.3031
270	Spectrogram 1	1	432.803	434.168	165.6	491.0	humpback_call	0.3153
271	Spectrogram 1	1	434.684	435.738	187.0	554.4	humpback_call	0.4611
272	Spectrogram 1	1	436.303	437.316	204.0	531.0	humpback_call	0.2358
273	Spectrogram 1	1	436.739	437.329	350.4	750.6	humpback_call	0.2128
274	Spectrogram 1	1	439.039	440.115	212.5	477.3	humpback_call	0.4096
275	Spectrogram 1	1	440.226	441.107	157.4	467.7	humpback_call	0.1785
276	Spectrogram 1	1	441.418	442.016	138.8	407.0	humpback_call	0.2030
277	Spectrogram 1	1	442.965	444.712	157.6	524.6	humpback_call	0.1726
278	Spectrogram 1	1	444.866	446.232	199.8	644.1	humpback_call	0.2849
279	Spectrogram 1	1	446.700	447.875	212.3	479.0	humpback_call	0.2304
280	Spectrogram 1	1	449.225	449.767	371.2	647.7	humpback_call	0.1814
281	Spectrogram 1	1	450.162	451.043	126.3	439.4	humpback_call	0.2085
282	Spectrogram 1	1	451.167	452.324	288.1	884.3	humpback_call	0.3304
283	Spectrogram 1	1	453.354	454.677	115.8	448.7	humpback_call	0.4407
284	Spectrogram 1	1	456.851	457.569	266.7	681.4	humpback_call	0.3775
285	Spectrogram 1	1	459.312	459.757	128.8	453.9	humpback_call	0.1696
286	Spectrogram 1	1	460.757	461.720	127.6	415.4	humpback_call	0.2421
287	Spectrogram 1	1	461.682	462.377	431.7	752.7	humpback_call	0.3367
288	Spectrogram 1	1	462.632	463.408	129.9	466.7	humpback_call	0.4392
289	Spectrogram 1	1	464.462	465.870	254.7	669.9	humpback_call	0.2081
290	Spectrogram 1	1	467.230	467.753	161.9	490.4	humpback_call	0.2689
291	Spectrogram 1	1	469.170	469.830	281.1	561.8	humpback_call	0.2093
292	Spectrogram 1	1	471.460	472.653	264.3	758.7	humpback_call	0.1630
293	Spectrogram 1	1	472.951	473.853	113.3	387.0	humpback_call	0.2501
294	Spectrogram 1	1	473.707	474.745	366.5	683.8	humpback_call	0.3461
295	Spectrogram 1	1	475.134	475.644	150.3	462.6	humpback_call	0.3253
296	Spectrogram 1	1	476.747	477.489	273.2	636.7	humpback_call	0.5007
297	Spectrogram 1	1	477.765	478.637	149.5	450.2	humpback_call	0.3368
298	Spectrogram 1	1	480.917	481.670	269.8	633.2	humpback_call	0.4438
299	Spectrogram 1	1	481.821	482.456	69.7	460.9	humpback_call	0.2597
300	Spectrogram 1	1	483.926	484.732	255.5	613.4	humpback_call	0.2984
301	Spectrogram 1	1	487.932	488.882	199.8	643.9	humpback_call	0.3768
302	Spectrogram 1	1	490.153	491.075	149.0	470.2	humpback_call	0.1503
303	Spectrogram 1	1	491.266	492.010	184.9	597.7	humpback_call	0.5441
304	Spectrogram 1	1	492.600	493.472	51.7	334.3	humpback_call	0.2502
305	Spectrogram 1	1	493.671	494.257	83.1	483.9	humpback_call	0.1660
306	Spectrogram 1	1	495.053	495.867	203.1	554.7	humpback_call	0.5048
307	Spectrogram 1	1	496.129	496.779	105.5	440.3	humpback_call	0.2175
308	Spectrogram 1	1	497.452	498.556	63.9	589.5	humpback_call	0.5388
309	Spectrogram 1	1	500.514	501.341	182.9	564.6	humpback_call	0.4547
310	Spectrogram 1	1	501.828	503.024	211.4	476.3	humpback_call	0.1950
311	Spectrogram 1	1	504.157	505.232	91.1	503.2	humpback_call	0.2333
312	Spectrogram 1	1	505.585	506.435	193.3	461.3	humpback_call	0.3259
313	Spectrogram 1	1	506.824	507.488	80.9	413.5	humpback_call	0.1990
314	Spectrogram 1	1	508.261	508.988	163.8	555.6	humpback_call	0.4152
315	Spectrogram 1	1	509.020	509.771	188.0	477.8	humpback_call	0.3748
316	Spectrogram 1	1	510.640	511.552	100.3	481.8	humpback_call	0.1946
317	Spectrogram 1	1	511.470	513.285	202.7	513.8	humpback_call	0.2543
318	Spectrogram 1	1	513.543	514.129	126.3	456.5	humpback_call	0.2742
319	Spectrogram 1	1	515.039	515.775	154.9	551.1	humpback_call	0.5747
320	Spectrogram 1	1	516.586	517.256	128.2	480.6	humpback_call	0.3493
321	Spectrogram 1	1	518.074	518.978	138.1	523.0	humpback_call	0.5335
322	Spectrogram 1	1	521.149	521.940	130.6	495.4	humpback_call	0.4781
323	Spectrogram 1	1	522.449	523.061	137.7	481.5	humpback_call	0.4713
324	Spectrogram 1	1	524.103	524.862	138.4	486.4	humpback_call	0.4443
325	Spectrogram 1	1	525.303	526.324	208.2	510.5	humpback_call	0.3103
326	Spectrogram 1	1	526.438	527.089	80.1	515.1	humpback_call	0.3161
327	Spectrogram 1	1	527.271	528.086	135.0	508.9	humpback_call	0.5233
328	Spectrogram 1	1	527.880	528.858	306.5	623.1	humpback_call	0.2429
329	Spectrogram 1	1	530.512	531.137	131.6	488.4	humpback_call	0.3496
330	Spectrogram 1	1	531.380	532.110	135.9	485.0	humpback_call	0.5019
331	Spectrogram 1	1	533.769	534.430	122.0	496.8	humpback_call	0.6041
332	Spectrogram 1	1	535.405	536.686	110.8	498.6	humpback_call	0.3233
333	Spectrogram 1	1	537.955	538.459	193.7	483.4	humpback_call	0.1982
334	Spectrogram 1	1	538.517	539.187	162.1	493.8	humpback_call	0.2739
335	Spectrogram 1	1	540.499	541.226	68.5	426.8	humpback_call	0.2048
336	Spectrogram 1	1	541.610	542.651	116.6	491.5	humpback_call	0.4266
337	Spectrogram 1	1	543.192	543.755	1067.3	1826.2	humpback_call	0.1904
338	Spectrogram 1	1	544.857	546.146	165.3	497.1	humpback_call	0.4483
339	Spectrogram 1	1	546.897	547.500	1152.7	1828.5	humpback_call	0.2123
340	Spectrogram 1	1	548.899	549.686	107.7	500.7	humpback_call	0.2971
341	Spectrogram 1	1	549.635	550.315	126.3	479.0	humpback_call	0.2813
342	Spectrogram 1	1	551.331	552.232	442.3	693.0	humpback_call	0.2518
343	Spectrogram 1	1	552.322	553.007	144.3	505.6	humpback_call	0.5683
344	Spectrogram 1	1	553.850	554.724	93.6	515.5	humpback_call	0.2770
345	Spectrogram 1	1	557.197	558.247	132.1	553.7	humpback_call	0.3351
346	Spectrogram 1	1	558.746	559.442	131.6	520.4	humpback_call	0.4649
347	Spectrogram 1	1	560.499	561.128	161.8	548.9	humpback_call	0.2776
