begin_time,end_time,filename,call_length,label,Top freq (Hz),Species,Call Type,Bottom freq (Hz),Comments
179.94572,185.13872,ICLISTENHF1251_20130520T185843.706Z,5.193000000000012,0.0,15569.51,Oo,PC,1064.66,BKW
186.55006,191.29071,ICLISTENHF1251_20130520T185843.706Z,4.740649999999988,0.0,11720.9,Oo,PC,1028.25,BKW
192.61158,195.85042,ICLISTENHF1251_20130520T185843.706Z,3.2388400000000104,0.0,10671.74,Oo,PC,1200.66,BKW
196.91796,199.8854,ICLISTENHF1251_20130520T185843.706Z,2.9674400000000105,0.0,7499.42,Oo,PC,876.98,BKW
201.27864,232.0386,ICLISTENHF1251_20130520T185843.706Z,30.759960000000007,0.0,4091.39,Oo,PC,1160.41,BKW
232.87093,238.02774,ICLISTENHF1251_20130520T185843.706Z,5.156810000000007,0.0,8181.67,Oo,PC,325.43,BKW
239.56574,247.58142,ICLISTENHF1251_20130520T185843.706Z,8.015680000000003,0.0,9819.07,Oo,PC,305.32,BKW
249.10133,251.924,ICLISTENHF1251_20130520T185843.706Z,2.8226700000000164,0.0,12708.12,Oo,PC,594.61,BKW
253.73341,259.77684,ICLISTENHF1251_20130520T185843.706Z,6.043430000000001,0.0,8489.49,Oo,PC,1010.44,BKW
261.29674,271.19421,ICLISTENHF1251_20130520T185843.706Z,9.897469999999998,0.0,3171.02,Oo,PC,1467.44,BKW
272.55126,274.30639,ICLISTENHF1251_20130520T185843.706Z,1.7551300000000083,0.0,3710.13,Oo,PC,339.43,BKW
275.86248,278.14233,ICLISTENHF1251_20130520T185843.706Z,2.2798500000000104,0.0,6116.14,Oo,PC,892.8,BKW
279.13752,288.65501,ICLISTENHF1251_20130520T185843.706Z,9.51749000000001,0.0,7221.91,Oo,PC,641.55,BKW
290.33776,292.49094,ICLISTENHF1251_20130520T185843.706Z,2.1531800000000203,0.0,5019.22,Oo,PC,876.98,BKW
13.91435,18.3293,ICLISTENHF1251_20130520T190343.707Z,4.414949999999999,0.0,9245.44,Oo,PC,1102.14,BKW
19.50543,21.56815,ICLISTENHF1251_20130520T190343.707Z,2.0627199999999988,0.0,9245.44,Oo,PC,1010.44,BKW
22.87093,26.39928,ICLISTENHF1251_20130520T190343.707Z,3.5283499999999997,0.0,6607.51,Oo,PC,1083.26,BKW
27.59348,37.14717,ICLISTENHF1251_20130520T190343.707Z,9.553690000000003,0.0,5155.21,Oo,PC,1140.7,BKW
38.39566,45.21713,ICLISTENHF1251_20130520T190343.707Z,6.821469999999998,0.0,6276.42,Oo,PC,653.76,BKW
46.79131,58.80578,ICLISTENHF1251_20130520T190343.707Z,12.014469999999996,0.0,5019.22,Oo,PC,1284.67,BKW
61.5199,124.08925,ICLISTENHF1251_20130520T190343.707Z,62.56935000000001,0.0,3869.72,Oo,PC,1373.52,BKW
125.37394,129.96984,ICLISTENHF1251_20130520T190343.707Z,4.5959,0.0,4091.39,Oo,PC,758.55,BKW
131.61641,139.16164,ICLISTENHF1251_20130520T190343.707Z,7.545230000000004,0.0,3815.9,Oo,PC,744.73,BKW
140.50059,151.30277,ICLISTENHF1251_20130520T190343.707Z,10.802180000000021,0.0,4443.66,Oo,PC,629.54,BKW
152.89505,158.92039,ICLISTENHF1251_20130520T190343.707Z,6.02534,0.0,5508.68,Oo,PC,861.39,BKW
160.3679,169.16164,ICLISTENHF1251_20130520T190343.707Z,8.793740000000014,0.0,7221.91,Oo,PC,1102.14,BKW
171.64053,172.50905,ICLISTENHF1251_20130520T190343.707Z,0.8685199999999895,0.0,2991.95,Oo,PC,830.89,BKW
173.73945,178.44391,ICLISTENHF1251_20130520T190343.707Z,4.704459999999983,0.0,3556.05,Oo,PC,846.02,BKW
179.72858,182.67793,ICLISTENHF1251_20130520T190343.707Z,2.9493500000000097,0.0,8594.22,Oo,PC,2357.51,BKW
186.31484,190.56695,ICLISTENHF1251_20130520T190343.707Z,4.252109999999988,0.0,3217.16,Oo,PC,758.55,BKW
191.6345,192.99156,ICLISTENHF1251_20130520T190343.707Z,1.35705999999999,0.0,5655.61,Oo,PC,1160.41,BKW
194.11339,200.59107,ICLISTENHF1251_20130520T190343.707Z,6.477679999999992,0.0,2739.19,Oo,PC,606.07,BKW
201.76719,213.13028,ICLISTENHF1251_20130520T190343.707Z,11.36309,0.0,3979.27,Oo,PC,641.55,BKW
214.84922,223.1544,ICLISTENHF1251_20130520T190343.707Z,8.305180000000007,0.0,5581.74,Oo,PC,892.8,BKW
224.29433,224.87334,ICLISTENHF1251_20130520T190343.707Z,0.5790100000000109,0.0,3125.44,Oo,PC,572.24,BKW
226.2304,226.73703,ICLISTENHF1251_20130520T190343.707Z,0.5066300000000012,0.0,2863.24,Oo,PC,1306.42,BKW
227.62364,229.08926,ICLISTENHF1251_20130520T190343.707Z,1.4656200000000013,0.0,6953.01,Oo,PC,1180.39,BKW
230.5006,241.32087,ICLISTENHF1251_20130520T190343.707Z,10.820270000000022,0.0,3125.44,Oo,PC,666.16,BKW
242.24367,244.01689,ICLISTENHF1251_20130520T190343.707Z,1.7732199999999807,0.0,7499.42,Oo,PC,786.83,BKW
245.93485,248.73945,ICLISTENHF1251_20130520T190343.707Z,2.8045999999999935,0.0,7131.33,Oo,PC,1419.84,BKW
250.72979,251.6345,ICLISTENHF1251_20130520T190343.707Z,0.9047099999999944,0.0,3407.34,Oo,PC,666.16,BKW
254.51146,255.8866,ICLISTENHF1251_20130520T190343.707Z,1.3751399999999876,0.0,6195.85,Oo,PC,892.8,BKW
257.08082,264.31846,ICLISTENHF1251_20130520T190343.707Z,7.237639999999999,0.0,7131.33,Oo,PC,892.8,BKW
265.94691,269.3848,ICLISTENHF1251_20130520T190343.707Z,3.4378899999999817,0.0,5959.28,Oo,PC,731.13,BKW
271.79131,295.89264,ICLISTENHF1251_20130520T190343.707Z,24.10132999999996,0.0,11720.9,Oo,PC,861.39,BKW
2.91315,6.45959,ICLISTENHF1251_20130520T190843.708Z,3.5464400000000005,0.0,2863.24,Oo,PC,815.98,BKW
7.58142,15.94089,ICLISTENHF1251_20130520T190843.708Z,8.35947,0.0,2991.95,Oo,PC,815.98,BKW
17.11701,27.68396,ICLISTENHF1251_20130520T190843.708Z,10.566949999999999,0.0,6953.01,Oo,PC,892.8,BKW
28.96864,38.59469,ICLISTENHF1251_20130520T190843.708Z,9.62605,0.0,7981.67,Oo,PC,678.75,BKW
40.00603,48.99879,ICLISTENHF1251_20130520T190843.708Z,8.992759999999997,0.0,5730.29,Oo,PC,941.74,BKW
50.37394,55.62122,ICLISTENHF1251_20130520T190843.708Z,5.2472800000000035,0.0,7221.91,Oo,PC,1028.25,BKW
57.95537,64.36068,ICLISTENHF1251_20130520T190843.708Z,6.40531,0.0,6037.29,Oo,PC,678.75,BKW
65.84439,75.01809,ICLISTENHF1251_20130520T190843.708Z,9.173699999999997,0.0,7785.76,Oo,PC,1102.14,BKW
77.69602,292.6538,ICLISTENHF1251_20130520T190843.708Z,214.95777999999999,0.0,4952.35,Oo,PC,744.73,BKW
28.80578,64.30638,ICLISTENHF1251_20130623T072000.109Z,35.500600000000006,0.0,1810.44,Oo,PC,717.73,BKW
25.56694,34.25211,ICLISTENHF1251_20130623T073000.111Z,8.685170000000003,0.0,3125.44,Oo,PC,908.88,BKW
35.68153,65.55489,ICLISTENHF1251_20130623T073000.111Z,29.873359999999998,0.0,3407.34,Oo,PC,801.29,BKW
66.47768,77.17128,ICLISTENHF1251_20130623T073000.111Z,10.69359999999999,0.0,2252.07,Oo,PC,830.89,BKW
77.78649,78.61882,ICLISTENHF1251_20130623T073000.111Z,0.8323299999999989,0.0,2739.19,Oo,PC,1221.22,BKW
80.66345,84.4994,ICLISTENHF1251_20130623T073000.111Z,3.835949999999997,0.0,3311.11,Oo,PC,815.98,BKW
86.10977,86.77925,ICLISTENHF1251_20130623T073000.111Z,0.6694800000000072,0.0,2698.84,Oo,PC,1102.14,BKW
88.00964,92.40651,ICLISTENHF1251_20130623T073000.111Z,4.396869999999993,0.0,3762.7,Oo,PC,815.98,BKW
94.17973,102.64777,ICLISTENHF1251_20130623T073000.111Z,8.468039999999988,0.0,4035.0,Oo,PC,1046.3,BKW
104.40289,105.0,ICLISTENHF1251_20130623T073000.111Z,0.5971100000000007,0.0,3979.27,Oo,PC,1350.85,BKW
105.99517,107.02654,ICLISTENHF1251_20130623T073000.111Z,1.0313699999999955,0.0,5294.26,Oo,PC,1491.74,BKW
108.02171,116.99637,ICLISTENHF1251_20130623T073000.111Z,8.97466,0.0,3311.11,Oo,PC,1140.7,BKW
117.97345,122.65983,ICLISTENHF1251_20130623T073000.111Z,4.68638,0.0,4756.18,Oo,PC,992.89,BKW
126.49578,142.25573,ICLISTENHF1251_20130623T073000.111Z,15.759950000000003,0.0,4952.35,Oo,PC,1350.85,BKW
143.19662,155.04825,ICLISTENHF1251_20130623T073000.111Z,11.85163,0.0,4629.05,Oo,PC,801.29,BKW
156.00724,165.16284,ICLISTENHF1251_20130623T073000.111Z,9.155599999999993,0.0,8181.67,Oo,PC,2217.8,BKW
165.66948,166.79131,ICLISTENHF1251_20130623T073000.111Z,1.121830000000017,0.0,3311.11,Oo,PC,801.29,BKW
167.55126,221.96019,ICLISTENHF1251_20130623T073000.111Z,54.40893,0.0,3762.7,Oo,PC,772.58,BKW
223.89626,232.52714,ICLISTENHF1251_20130623T073000.111Z,8.63087999999999,0.0,5294.26,Oo,PC,846.02,BKW
233.21471,234.04704,ICLISTENHF1251_20130623T073000.111Z,0.8323300000000131,0.0,6865.26,Oo,PC,908.88,BKW
235.00603,264.91556,ICLISTENHF1251_20130623T073000.111Z,29.909530000000018,0.0,4035.0,Oo,PC,925.19,BKW
266.924,273.99879,ICLISTENHF1251_20130623T073000.111Z,7.074790000000007,0.0,1781.89,Oo,PC,691.54,BKW
24.91556,51.29674,ICLISTENHF1251_20130623T073500.112Z,26.38118,0.0,2580.77,Oo,PC,786.83,BKW
52.0386,73.08203,ICLISTENHF1251_20130623T073500.112Z,21.04343,0.0,7689.32,Oo,PC,540.0,BKW
76.35706,76.88179,ICLISTENHF1251_20130623T073500.112Z,0.524729999999991,0.0,7883.21,Oo,PC,519.35,BKW
130.58504,136.95416,ICLISTENHF1251_20130623T074000.113Z,6.369120000000009,0.0,5436.42,Oo,PC,758.55,BKW
138.13027,152.7503,ICLISTENHF1251_20130623T074000.113Z,14.620030000000014,0.0,1064.66,Oo,PC,744.73,BKW
153.54643,157.09288,ICLISTENHF1251_20130623T074000.113Z,3.5464500000000214,0.0,6440.19,Oo,PC,1010.44,BKW
157.79855,158.30519,ICLISTENHF1251_20130623T074000.113Z,0.5066400000000044,0.0,5655.61,Oo,PC,572.24,BKW
159.4994,163.69722,ICLISTENHF1251_20130623T074000.113Z,4.197819999999979,0.0,4820.85,Oo,PC,1046.3,BKW
165.63329,181.66466,ICLISTENHF1251_20130623T074000.113Z,16.03137000000001,0.0,5581.74,Oo,PC,1566.65,BKW
182.78649,183.29312,ICLISTENHF1251_20130623T074000.113Z,0.5066300000000012,0.0,7041.7,Oo,PC,1083.26,BKW
185.93486,189.08323,ICLISTENHF1251_20130623T074000.113Z,3.14837,0.0,4323.52,Oo,PC,594.61,BKW
191.38118,191.90591,ICLISTENHF1251_20130623T074000.113Z,0.5247300000000052,0.0,3125.44,Oo,PC,629.54,BKW
192.93727,202.50905,ICLISTENHF1251_20130623T074000.113Z,9.57177999999999,0.0,5364.95,Oo,PC,480.04,BKW
203.17853,213.99879,ICLISTENHF1251_20130623T074000.113Z,10.820260000000019,0.0,7041.7,Oo,PC,470.61,BKW
216.18818,220.20507,ICLISTENHF1251_20130623T074000.113Z,4.016890000000018,0.0,6440.19,Oo,PC,1046.3,BKW
220.98311,227.4608,ICLISTENHF1251_20130623T074000.113Z,6.4776899999999955,0.0,7499.42,Oo,PC,666.16,BKW
230.8263,232.50905,ICLISTENHF1251_20130623T074000.113Z,1.6827499999999986,0.0,6276.42,Oo,PC,606.07,BKW
234.4813,235.87455,ICLISTENHF1251_20130623T074000.113Z,1.3932499999999948,0.0,4756.18,Oo,PC,1284.67,BKW
237.17732,241.24849,ICLISTENHF1251_20130623T074000.113Z,4.071169999999995,0.0,4504.76,Oo,PC,731.13,BKW
243.36549,245.41013,ICLISTENHF1251_20130623T074000.113Z,2.0446400000000153,0.0,3456.32,Oo,PC,1200.66,BKW
246.87575,248.90229,ICLISTENHF1251_20130623T074000.113Z,2.026539999999983,0.0,4148.43,Oo,PC,561.32,BKW
250.72979,253.19058,ICLISTENHF1251_20130623T074000.113Z,2.460790000000003,0.0,4504.76,Oo,PC,704.53,BKW
254.40289,258.5102501,ICLISTENHF1251_20130623T074000.113Z,4.107360099999994,0.0,4566.55,Oo,PC,678.75,BKW
259.7587454,270.21713,ICLISTENHF1251_20130623T074000.113Z,10.458384599999988,0.0,4035.0,Oo,PC,1698.46,BKW
270.94089,272.1351,ICLISTENHF1251_20130623T074000.113Z,1.1942099999999982,0.0,3311.11,Oo,PC,1242.08,BKW
116.07358,117.39445,ICLISTENHF1251_20130623T074500.114Z,1.3208699999999993,0.0,3815.9,Oo,PC,1102.14,BKW
118.26297,146.0012,ICLISTENHF1251_20130623T074500.114Z,27.738230000000016,0.0,6276.42,Oo,PC,744.73,BKW
109.99397,195.81423,ICLISTENHF1251_20130623T075000.115Z,85.82026,0.0,13454.9,Oo,PC,461.33,BKW
198.72738,248.75754,ICLISTENHF1251_20130623T075000.115Z,50.030159999999995,0.0,11585.24,Oo,PC,1467.44,BKW
251.58022,252.10495,ICLISTENHF1251_20130623T075000.115Z,0.5247300000000052,0.0,4091.39,Oo,PC,876.98,BKW
252.70205,255.41615,ICLISTENHF1251_20130623T075000.115Z,2.7140999999999735,0.0,5155.21,Oo,PC,434.41,BKW
256.95416,261.31484,ICLISTENHF1251_20130623T075000.115Z,4.360680000000002,0.0,2821.38,Oo,PC,704.53,BKW
262.40048,277.09287,ICLISTENHF1251_20130623T075000.115Z,14.692389999999989,0.0,10798.44,Oo,PC,3358.94,BKW
279.06513,284.25814,ICLISTENHF1251_20130623T075000.115Z,5.193010000000015,0.0,10671.74,Oo,PC,1102.14,BKW
3.67309,8.06996,ICLISTENHF1251_20130623T075500.116Z,4.39687,0.0,4323.52,Oo,PC,2150.58,BKW
9.24608,11.61641,ICLISTENHF1251_20130623T075500.116Z,2.370330000000001,0.0,8081.16,Oo,PC,861.39,BKW
13.1725,13.87817,ICLISTENHF1251_20130623T075500.116Z,0.7056700000000014,0.0,13920.26,Oo,PC,480.04,BKW
16.46562,44.92762,ICLISTENHF1251_20130623T075500.116Z,28.461999999999996,0.0,7785.76,Oo,PC,786.83,BKW
46.24849,150.63329,ICLISTENHF1251_20130623T075500.116Z,104.38479999999998,0.0,5882.12,Oo,PC,717.73,BKW
151.82749,152.56935,ICLISTENHF1251_20130623T075500.116Z,0.7418599999999742,0.0,6195.85,Oo,PC,704.53,BKW
155.03016,156.91193,ICLISTENHF1251_20130623T075500.116Z,1.8817700000000173,0.0,5086.84,Oo,PC,519.35,BKW
159.40892,160.25935,ICLISTENHF1251_20130623T075500.116Z,0.8504300000000171,0.0,4886.22,Oo,PC,617.71,BKW
162.30398,165.99834,ICLISTENHF1251_20130623T075500.116Z,3.6943600000000174,0.0,6778.43,Oo,PC,384.48,BKW
167.21065,169.25528,ICLISTENHF1251_20130623T075500.116Z,2.044630000000012,0.0,8700.02,Oo,PC,529.59,BKW
173.85118,175.53393,ICLISTENHF1251_20130623T075500.116Z,1.6827499999999986,0.0,7405.95,Oo,PC,691.54,BKW
177.68712,178.75468,ICLISTENHF1251_20130623T075500.116Z,1.0675600000000145,0.0,6778.43,Oo,PC,617.71,BKW
180.81739,187.8741,ICLISTENHF1251_20130623T075500.116Z,7.05671000000001,0.0,5959.28,Oo,PC,815.98,BKW
189.91873,190.80534,ICLISTENHF1251_20130623T075500.116Z,0.8866099999999904,0.0,4820.85,Oo,PC,666.16,BKW
194.65938,195.36505,ICLISTENHF1251_20130623T075500.116Z,0.7056699999999978,0.0,10546.29,Oo,PC,1200.66,BKW
196.86686,198.62199,ICLISTENHF1251_20130623T075500.116Z,1.7551300000000083,0.0,6195.85,Oo,PC,678.75,BKW
201.48084,203.7969,ICLISTENHF1251_20130623T075500.116Z,2.316059999999993,0.0,7981.67,Oo,PC,731.13,BKW
204.81016,208.60991,ICLISTENHF1251_20130623T075500.116Z,3.7997500000000173,0.0,5959.28,Oo,PC,678.75,BKW
209.76794,213.2782,ICLISTENHF1251_20130623T075500.116Z,3.510259999999988,0.0,5508.68,Oo,PC,772.58,BKW
215.61234,216.35419,ICLISTENHF1251_20130623T075500.116Z,0.7418499999999995,0.0,4091.39,Oo,PC,892.8,BKW
217.49412,218.29025,ICLISTENHF1251_20130623T075500.116Z,0.7961299999999767,0.0,4091.39,Oo,PC,731.13,BKW
219.95491,221.04056,ICLISTENHF1251_20130623T075500.116Z,1.085649999999987,0.0,7499.42,Oo,PC,1160.41,BKW
223.91752,226.68591,ICLISTENHF1251_20130623T075500.116Z,2.768390000000011,0.0,4566.55,Oo,PC,691.54,BKW
227.22873,229.00196,ICLISTENHF1251_20130623T075500.116Z,1.7732299999999839,0.0,6440.19,Oo,PC,641.55,BKW
231.13706,234.26733,ICLISTENHF1251_20130623T075500.116Z,3.130269999999996,0.0,7041.7,Oo,PC,434.41,BKW
243.07916,247.36746,ICLISTENHF1251_20130623T075500.116Z,4.2882999999999925,0.0,8489.49,Oo,PC,691.54,BKW
248.68833,249.23115,ICLISTENHF1251_20130623T075500.116Z,0.5428200000000061,0.0,4756.18,Oo,PC,1242.08,BKW
250.37108,253.42898,ICLISTENHF1251_20130623T075500.116Z,3.0578999999999894,0.0,6953.01,Oo,PC,641.55,BKW
255.74503,256.55926,ICLISTENHF1251_20130623T075500.116Z,0.8142299999999807,0.0,2948.52,Oo,PC,1419.84,BKW
257.31921,259.58096,ICLISTENHF1251_20130623T075500.116Z,2.2617500000000064,0.0,6865.26,Oo,PC,583.34,BKW
260.6847,262.04176,ICLISTENHF1251_20130623T075500.116Z,1.35705999999999,0.0,8806.9,Oo,PC,594.61,BKW
264.12258,269.74985,ICLISTENHF1251_20130623T075500.116Z,5.627269999999953,0.0,4629.05,Oo,PC,434.41,BKW
271.23356,274.59907,ICLISTENHF1251_20130623T075500.116Z,3.365509999999972,0.0,5730.29,Oo,PC,772.58,BKW
203.32328,206.10977,ICLISTENHF1251_20130730T074820.094Z,2.7864899999999864,0.0,4206.13,Oo,PC,339.43,SRKW
207.06876,277.81664,ICLISTENHF1251_20130730T074820.094Z,70.74788000000001,0.0,4756.18,Oo,PC,392.45,SRKW
278.66707,281.67068,ICLISTENHF1251_20130730T074820.094Z,3.0036099999999806,0.0,5294.26,Oo,PC,941.74,SRKW
282.5573,287.117,ICLISTENHF1251_20130730T074820.094Z,4.559700000000021,0.0,4886.22,Oo,PC,1396.52,SRKW
287.91314,292.3462,ICLISTENHF1251_20130730T074820.094Z,4.433060000000012,0.0,3556.05,Oo,PC,519.35,SRKW
23.81182,24.4994,ICLISTENHF1251_20130730T080820.097Z,0.6875800000000005,0.0,5959.28,Oo,PC,786.83,SRKW
