Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin File,End File,batch,call_type,date,time,time_in_file,begin_time,end_time,call_length,filename,channel,audio_length,label
8,Spectrogram 1,1,4293.190413744,4293.190413744,1984.7,1984.7,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,93.19041374399967,92.44041374399967,93.94041374399967,1.5,5756.210501072958,1,839.9938333333333,2
9,Spectrogram 1,1,4302.821824007,4302.821824007,2213.7,2213.7,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,102.82182400700003,93.94041374399967,102.07182400700003,8.131410263000362,5756.210501072958,1,839.9938333333333,0
9,Spectrogram 1,1,4302.821824007,4302.821824007,2213.7,2213.7,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,102.82182400700003,102.07182400700003,103.57182400700003,1.5,5756.210501072958,1,839.9938333333333,2
10,Spectrogram 1,1,4321.129169435,4321.129169435,2251.9,2251.9,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,121.12916943500022,103.57182400700003,120.37916943500022,16.80734542800019,5756.210501072958,1,839.9938333333333,0
10,Spectrogram 1,1,4321.129169435,4321.129169435,2251.9,2251.9,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,121.12916943500022,120.37916943500022,121.87916943500022,1.5,5756.210501072958,1,839.9938333333333,2
11,Spectrogram 1,1,4537.827384411,4537.827384411,1946.6,1946.6,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,337.8273844109999,121.87916943500022,337.0773844109999,215.1982149759997,5756.210501072958,1,839.9938333333333,0
11,Spectrogram 1,1,4537.827384411,4537.827384411,1946.6,1946.6,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,337.8273844109999,337.0773844109999,338.5773844109999,1.5,5756.210501072958,1,839.9938333333333,2
12,Spectrogram 1,1,4548.160353533,4548.160353533,2251.9,2251.9,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,348.1603535329996,338.5773844109999,347.4103535329996,8.832969121999668,5756.210501072958,1,839.9938333333333,0
12,Spectrogram 1,1,4548.160353533,4548.160353533,2251.9,2251.9,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,348.1603535329996,347.4103535329996,348.9103535329996,1.5,5756.210501072958,1,839.9938333333333,2
13,Spectrogram 1,1,4559.051219608,4559.051219608,1793.9,1793.9,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,359.0512196079999,348.9103535329996,358.3012196079999,9.390866075000304,5756.210501072958,1,839.9938333333333,0
13,Spectrogram 1,1,4559.051219608,4559.051219608,1793.9,1793.9,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,359.0512196079999,358.3012196079999,359.8012196079999,1.5,5756.210501072958,1,839.9938333333333,2
14,Spectrogram 1,1,4608.070148594,4608.070148594,1984.7,1984.7,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,408.0701485939999,359.8012196079999,407.3201485939999,47.51892898599999,5756.210501072958,1,839.9938333333333,0
14,Spectrogram 1,1,4608.070148594,4608.070148594,1984.7,1984.7,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,408.0701485939999,407.3201485939999,408.8201485939999,1.5,5756.210501072958,1,839.9938333333333,2
15,Spectrogram 1,1,4668.123605559,4668.123605559,2022.9,2022.9,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,468.12360555899977,408.8201485939999,467.37360555899977,58.553456964999896,5756.210501072958,1,839.9938333333333,0
15,Spectrogram 1,1,4668.123605559,4668.123605559,2022.9,2022.9,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,468.12360555899977,467.37360555899977,468.87360555899977,1.5,5756.210501072958,1,839.9938333333333,2
16,Spectrogram 1,1,4689.337409111,4689.337409111,1870.2,1870.2,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,489.33740911099994,468.87360555899977,488.58740911099994,19.713803552000172,5756.210501072958,1,839.9938333333333,0
16,Spectrogram 1,1,4689.337409111,4689.337409111,1870.2,1870.2,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,489.33740911099994,488.58740911099994,490.08740911099994,1.5,5756.210501072958,1,839.9938333333333,2
17,Spectrogram 1,1,4967.792866849,4967.792866849,1984.7,1984.7,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,767.7928668490003,490.08740911099994,767.0428668490003,276.9554577380004,5756.210501072958,1,839.9938333333333,0
17,Spectrogram 1,1,4967.792866849,4967.792866849,1984.7,1984.7,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,767.7928668490003,767.0428668490003,768.5428668490003,1.5,5756.210501072958,1,839.9938333333333,2
18,Spectrogram 1,1,5023.660346588,5023.660346588,1908.4,1908.4,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,823.6603465879998,768.5428668490003,822.9103465879998,54.367479738999464,5756.210501072958,1,839.9938333333333,0
18,Spectrogram 1,1,5023.660346588,5023.660346588,1908.4,1908.4,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,823.6603465879998,822.9103465879998,824.4103465879998,1.5,5756.210501072958,1,839.9938333333333,2
19,Spectrogram 1,1,5030.485521421,5030.485521421,1984.7,1984.7,5756.210501072958.wav,5756.210501072958.wav,123,,20210501,07:29:58,830.4855214210002,824.4103465879998,829.7355214210002,5.3251748330003466,5756.210501072958,1,839.9938333333333,0
19,Spectrogram 1,1,5030.485521421,5030.485521421,1984.7,1984.7,5756.210501072958.wav,5756.210501072958.wav,123,Downsweeps,20210501,07:29:58,830.4855214210002,829.7355214210002,831.2355214210002,1.5,5756.210501072958,1,839.9938333333333,2
1,Spectrogram 1,1,12004.536744502,12004.536744502,1717.6,1717.6,5756.210503162958.wav,5756.210503162958.wav,126,Downsweeps,20210503,16:29:58,244.53674450200015,243.78674450200015,245.28674450200015,1.5,5756.210503162958,1,840.021,2
2,Spectrogram 1,1,12023.679279046,12023.679279046,1832.1,1832.1,5756.210503162958.wav,5756.210503162958.wav,126,,20210503,16:29:58,263.6792790460004,245.28674450200015,262.9292790460004,17.642534544000227,5756.210503162958,1,840.021,0
2,Spectrogram 1,1,12023.679279046,12023.679279046,1832.1,1832.1,5756.210503162958.wav,5756.210503162958.wav,126,Downsweeps,20210503,16:29:58,263.6792790460004,262.9292790460004,264.4292790460004,1.5,5756.210503162958,1,840.021,2
1,Spectrogram 1,1,5954.498883058,5954.498883058,1908.4,1908.4,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,74.49888305799959,73.74888305799959,75.24888305799959,1.5,5756.210505092958,1,839.9991666666666,1
2,Spectrogram 1,1,5982.427607105,5982.427607105,2099.2,2099.2,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,102.42760710499988,75.24888305799959,101.67760710499988,26.428724047000287,5756.210505092958,1,839.9991666666666,0
2,Spectrogram 1,1,5982.427607105,5982.427607105,2099.2,2099.2,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,102.42760710499988,101.67760710499988,103.17760710499988,1.5,5756.210505092958,1,839.9991666666666,1
3,Spectrogram 1,1,6055.610236977,6055.610236977,1297.7,1297.7,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,175.61023697699966,103.17760710499988,174.86023697699966,71.68262987199978,5756.210505092958,1,839.9991666666666,0
3,Spectrogram 1,1,6055.610236977,6055.610236977,1297.7,1297.7,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,175.61023697699966,174.86023697699966,176.36023697699966,1.5,5756.210505092958,1,839.9991666666666,1
1,Spectrogram 1,1,6101.221594369,6101.221594369,3549.618,3549.618,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,221.22159436899983,176.36023697699966,220.47159436899983,44.11135739200017,5756.210505092958,1,839.9991666666666,0
1,Spectrogram 1,1,6101.221594369,6101.221594369,3549.618,3549.618,5756.210505092958.wav,5756.210505092958.wav,129,Downsweeps,20210505,09:29:58,221.22159436899983,220.47159436899983,221.97159436899983,1.5,5756.210505092958,1,839.9991666666666,2
4,Spectrogram 1,1,6111.688193748,6111.688193748,4313.0,4313.0,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,231.68819374800023,221.97159436899983,230.93819374800023,8.9665993790004,5756.210505092958,1,839.9991666666666,0
4,Spectrogram 1,1,6111.688193748,6111.688193748,4313.0,4313.0,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,231.68819374800023,230.93819374800023,232.43819374800023,1.5,5756.210505092958,1,839.9991666666666,1
5,Spectrogram 1,1,6114.895319955,6114.895319955,4236.6,4236.6,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,234.89531995499965,232.43819374800023,234.14531995499965,1.707126206999419,5756.210505092958,1,839.9991666666666,0
5,Spectrogram 1,1,6114.895319955,6114.895319955,4236.6,4236.6,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,234.89531995499965,234.14531995499965,235.64531995499965,1.5,5756.210505092958,1,839.9991666666666,1
6,Spectrogram 1,1,6130.930950987,6130.930950987,5648.9,5648.9,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,250.93095098699996,235.64531995499965,250.18095098699996,14.53563103200031,5756.210505092958,1,839.9991666666666,0
6,Spectrogram 1,1,6130.930950987,6130.930950987,5648.9,5648.9,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,250.93095098699996,250.18095098699996,251.68095098699996,1.5,5756.210505092958,1,839.9991666666666,1
7,Spectrogram 1,1,6143.893086071,6143.893086071,3664.1,3664.1,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,263.89308607099974,251.68095098699996,263.14308607099974,11.462135083999783,5756.210505092958,1,839.9991666666666,0
7,Spectrogram 1,1,6143.893086071,6143.893086071,3664.1,3664.1,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,263.89308607099974,263.14308607099974,264.64308607099974,1.5,5756.210505092958,1,839.9991666666666,1
8,Spectrogram 1,1,6146.265023161,6146.265023161,3855.0,3855.0,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,266.2650231609996,264.64308607099974,265.5150231609996,0.8719370899998466,5756.210505092958,1,839.9991666666666,0
8,Spectrogram 1,1,6146.265023161,6146.265023161,3855.0,3855.0,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,266.2650231609996,265.5150231609996,267.0150231609996,1.5,5756.210505092958,1,839.9991666666666,1
9,Spectrogram 1,1,6150.050109611,6150.050109611,3320.6,3320.6,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,270.05010961100015,267.0150231609996,269.30010961100015,2.2850864500005628,5756.210505092958,1,839.9991666666666,0
9,Spectrogram 1,1,6150.050109611,6150.050109611,3320.6,3320.6,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,270.05010961100015,269.30010961100015,270.80010961100015,1.5,5756.210505092958,1,839.9991666666666,1
10,Spectrogram 1,1,6151.854118102,6151.854118102,5190.8,5190.8,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,271.85411810200003,270.80010961100015,271.10411810200003,0.3040084909998768,5756.210505092958,1,839.9991666666666,0
10,Spectrogram 1,1,6151.854118102,6151.854118102,5190.8,5190.8,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,271.85411810200003,271.10411810200003,272.60411810200003,1.5,5756.210505092958,1,839.9991666666666,1
11,Spectrogram 1,1,6155.86302586,6155.86302586,1870.2,1870.2,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,275.86302585999965,272.60411810200003,275.11302585999965,2.508907757999623,5756.210505092958,1,839.9991666666666,0
11,Spectrogram 1,1,6155.86302586,6155.86302586,1870.2,1870.2,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,275.86302585999965,275.11302585999965,276.61302585999965,1.5,5756.210505092958,1,839.9991666666666,1
12,Spectrogram 1,1,6160.874160557,6160.874160557,2022.9,2022.9,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,280.8741605570003,276.61302585999965,280.1241605570003,3.5111346970006707,5756.210505092958,1,839.9991666666666,0
12,Spectrogram 1,1,6160.874160557,6160.874160557,2022.9,2022.9,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,280.8741605570003,280.1241605570003,281.6241605570003,1.5,5756.210505092958,1,839.9991666666666,1
13,Spectrogram 1,1,6163.4799506,6163.4799506,5725.2,5725.2,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,283.47995059999994,281.6241605570003,282.72995059999994,1.1057900429996153,5756.210505092958,1,839.9991666666666,0
13,Spectrogram 1,1,6163.4799506,6163.4799506,5725.2,5725.2,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,283.47995059999994,282.72995059999994,284.22995059999994,1.5,5756.210505092958,1,839.9991666666666,1
14,Spectrogram 1,1,6166.753891936,6166.753891936,4389.3,4389.3,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,286.7538919360004,284.22995059999994,286.0038919360004,1.7739413360004619,5756.210505092958,1,839.9991666666666,0
14,Spectrogram 1,1,6166.753891936,6166.753891936,4389.3,4389.3,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,286.7538919360004,286.0038919360004,287.5038919360004,1.5,5756.210505092958,1,839.9991666666666,1
2,Spectrogram 1,1,6169.025606332,6169.025606332,1526.718,1526.718,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,289.0256063320003,287.5038919360004,288.2756063320003,0.7717143959998793,5756.210505092958,1,839.9991666666666,0
2,Spectrogram 1,1,6169.025606332,6169.025606332,1526.718,1526.718,5756.210505092958.wav,5756.210505092958.wav,129,Downsweeps,20210505,09:29:58,289.0256063320003,288.2756063320003,289.7756063320003,1.5,5756.210505092958,1,839.9991666666666,2
3,Spectrogram 1,1,6171.297320728,6171.297320728,1984.733,1984.733,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,291.29732072800016,289.7756063320003,290.54732072800016,0.7717143959998793,5756.210505092958,1,839.9991666666666,0
3,Spectrogram 1,1,6171.297320728,6171.297320728,1984.733,1984.733,5756.210505092958.wav,5756.210505092958.wav,129,Downsweeps,20210505,09:29:58,291.29732072800016,290.54732072800016,292.04732072800016,1.5,5756.210505092958,1,839.9991666666666,2
4,Spectrogram 1,1,6174.504446935,6174.504446935,2366.412,2366.412,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,294.5044469349996,292.04732072800016,293.7544469349996,1.707126206999419,5756.210505092958,1,839.9991666666666,0
4,Spectrogram 1,1,6174.504446935,6174.504446935,2366.412,2366.412,5756.210505092958.wav,5756.210505092958.wav,129,Downsweeps,20210505,09:29:58,294.5044469349996,293.7544469349996,295.2544469349996,1.5,5756.210505092958,1,839.9991666666666,2
15,Spectrogram 1,1,6178.646984951,6178.646984951,5763.4,5763.4,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,298.6469849510004,295.2544469349996,297.8969849510004,2.642538016000799,5756.210505092958,1,839.9991666666666,0
15,Spectrogram 1,1,6178.646984951,6178.646984951,5763.4,5763.4,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,298.6469849510004,297.8969849510004,299.3969849510004,1.5,5756.210505092958,1,839.9991666666666,1
16,Spectrogram 1,1,6185.328497881,6185.328497881,1832.1,1832.1,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,305.32849788099975,299.3969849510004,304.57849788099975,5.181512929999371,5756.210505092958,1,839.9991666666666,0
16,Spectrogram 1,1,6185.328497881,6185.328497881,1832.1,1832.1,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,305.32849788099975,304.57849788099975,306.07849788099975,1.5,5756.210505092958,1,839.9991666666666,1
17,Spectrogram 1,1,6231.283962563,6231.283962563,1755.7,1755.7,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,351.2839625630004,306.07849788099975,350.5339625630004,44.45546468200064,5756.210505092958,1,839.9991666666666,0
17,Spectrogram 1,1,6231.283962563,6231.283962563,1755.7,1755.7,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,351.2839625630004,350.5339625630004,352.0339625630004,1.5,5756.210505092958,1,839.9991666666666,1
18,Spectrogram 1,1,6259.981060598,6259.981060598,2442.7,2442.7,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,379.9810605980001,352.0339625630004,379.2310605980001,27.197098034999726,5756.210505092958,1,839.9991666666666,0
18,Spectrogram 1,1,6259.981060598,6259.981060598,2442.7,2442.7,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,379.9810605980001,379.2310605980001,380.7310605980001,1.5,5756.210505092958,1,839.9991666666666,1
5,Spectrogram 1,1,6281.037857971,6281.037857971,3435.115,3435.115,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,401.03785797100045,380.7310605980001,400.28785797100045,19.556797373000336,5756.210505092958,1,839.9991666666666,0
5,Spectrogram 1,1,6281.037857971,6281.037857971,3435.115,3435.115,5756.210505092958.wav,5756.210505092958.wav,129,Downsweeps,20210505,09:29:58,401.03785797100045,400.28785797100045,401.78785797100045,1.5,5756.210505092958,1,839.9991666666666,2
19,Spectrogram 1,1,6291.728278659,6291.728278659,4274.8,4274.8,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,411.72827865900035,401.78785797100045,410.97827865900035,9.190420687999904,5756.210505092958,1,839.9991666666666,0
19,Spectrogram 1,1,6291.728278659,6291.728278659,4274.8,4274.8,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,411.72827865900035,410.97827865900035,412.47827865900035,1.5,5756.210505092958,1,839.9991666666666,1
20,Spectrogram 1,1,6301.015581632,6301.015581632,3969.5,3969.5,5756.210505092958.wav,5756.210505092958.wav,129,,20210505,09:29:58,421.01558163200025,412.47827865900035,420.26558163200025,7.787302972999896,5756.210505092958,1,839.9991666666666,0
20,Spectrogram 1,1,6301.015581632,6301.015581632,3969.5,3969.5,5756.210505092958.wav,5756.210505092958.wav,129,Upsweeps,20210505,09:29:58,421.01558163200025,420.26558163200025,421.76558163200025,1.5,5756.210505092958,1,839.9991666666666,1
