begin_time,end_time,filename,call_length,label
2.9,4.1,honk/8671_20230728071657839_wav_20230728071748783_,1.2,0
2.9,4.1,honk/8980_20230730120935864_wav_20230730121028089_,1.2,0
2.9,4.1,honk/8315_20230726010300873_wav_20230726010351953_,1.2,0
2.9,4.1,honk/8480_20230726174654874_wav_20230726174754109_,1.2,0
2.9,4.1,honk/7064_20230702160614859_wav_20230704151955148_,1.2,0
2.9,4.1,honk/9912_20230803123659856_wav_20230803123818122_,1.2,0
2.9,4.1,honk/8870_20230729223350840_wav_20230729223439409_,1.2,0
2.9,4.1,honk/9522_20230801171849851_wav_20230801171931912_,1.2,0
2.9,4.1,honk/8821_20230729122111863_wav_20230729122155280_,1.2,0
2.9,4.1,honk/7625_20230711101757861_wav_20230720201634082_,1.2,0
2.9,4.1,honk/7151_20230703080407877_wav_20230704163003734_,1.2,0
2.9,4.1,honk/8835_20230729162327842_wav_20230729162422602_,1.2,0
2.9,4.1,honk/9048_20230730165749849_wav_20230730165845393_,1.2,0
2.9,4.1,honk/8712_20230728103642861_wav_20230728103750051_,1.2,0
2.9,4.1,honk/9436_20230801111029853_wav_20230801111125958_,1.2,0
2.9,4.1,honk/7197_20230703114356863_wav_20230704170208599_,1.2,0
2.9,4.1,honk/8921_20230730074402868_wav_20230730074445278_,1.2,0
2.9,4.1,honk/10685_20230813155119853_wav_20230813155211955_,1.2,0
2.9,4.1,honk/7826_20230720131748851_wav_20230723144102803_,1.2,0
2.9,4.1,honk/9455_20230801122926852_wav_20230801123028304_,1.2,0
2.9,4.1,honk/9846_20230803072638862_wav_20230803072725827_,1.2,0
2.9,4.1,honk/9010_20230730141153871_wav_20230730141312597_,1.2,0
2.9,4.1,honk/10570_20230807154447873_wav_20230807154543546_,1.2,0
2.9,4.1,honk/7643_20230711113710869_wav_20230720202928753_,1.2,0
2.9,4.1,honk/6706_20230629221112839_wav_20230704105912418_,1.2,0
2.9,4.1,honk/9697_20230802132216843_wav_20230802132308549_,1.2,0
2.9,4.1,honk/7967_20230723133128853_wav_20230723161243144_,1.2,0
2.9,4.1,honk/10707_20230813170424865_wav_20230813170514723_,1.2,0
2.9,4.1,honk/9480_20230801142735864_wav_20230801142826006_,1.2,0
2.9,4.1,honk/7929_20230720225508878_wav_20230723154013636_,1.2,0
2.9,4.1,honk/7012_20230702120631839_wav_20230704144219328_,1.2,0
2.9,4.1,honk/7191_20230703111455852_wav_20230704165739372_,1.2,0
2.9,4.1,honk/6879_20230701142838872_wav_20230704125912823_,1.2,0
2.9,4.1,honk/7927_20230720224249849_wav_20230723153852250_,1.2,0
2.9,4.1,honk/8836_20230729164328852_wav_20230729164426435_,1.2,0
2.9,4.1,honk/10884_20230814155231863_wav_20230814155323703_,1.2,0
2.9,4.1,honk/8041_20230723210634855_wav_20230723210734319_,1.2,0
2.9,4.1,honk/8206_20230725112358853_wav_20230725112450999_,1.2,0
2.9,4.1,honk/9996_20230803170149878_wav_20230803170239821_,1.2,0
2.9,4.1,honk/9939_20230803133939851_wav_20230803134034326_,1.2,0
2.9,4.1,honk/8692_20230728084709869_wav_20230728084814382_,1.2,0
2.9,4.1,honk/7925_20230720222251880_wav_20230723153731988_,1.2,0
2.9,4.1,honk/6674_20230629183058854_wav_20230704103555600_,1.2,0
2.9,4.1,honk/9789_20230802193743861_wav_20230802193833918_,1.2,0
2.9,4.1,honk/10162_20230804152956870_wav_20230804153042441_,1.2,0
2.9,4.1,honk/10013_20230803180410854_wav_20230803180455848_,1.2,0
2.9,4.1,honk/9670_20230802113939868_wav_20230802114057137_,1.2,0
2.9,4.1,honk/8600_20230727143420849_wav_20230727143512184_,1.2,0
2.9,4.1,honk/8216_20230725122859861_wav_20230725123002553_,1.2,0
2.9,4.1,honk/6993_20230702102507856_wav_20230704142606568_,1.2,0
2.9,4.1,honk/10015_20230803181118865_wav_20230803181210186_,1.2,0
2.9,4.1,honk/8607_20230727155201864_wav_20230727155254373_,1.2,0
2.9,4.1,honk/10182_20230804184310880_wav_20230804184408228_,1.2,0
2.9,4.1,honk/6886_20230701153125880_wav_20230704130324628_,1.2,0
2.9,4.1,honk/6762_20230630111428850_wav_20230704114047027_,1.2,0
2.9,4.1,honk/6736_20230630083041857_wav_20230704112047393_,1.2,0
2.9,4.1,honk/9891_20230803110402853_wav_20230803110447790_,1.2,0
2.9,4.1,honk/7663_20230711132107873_wav_20230720204428414_,1.2,0
2.9,4.1,honk/7345_20230709201206858_wav_20230720165230991_,1.2,0
2.9,4.1,honk/7223_20230703133136875_wav_20230704172233810_,1.2,0
2.9,4.1,honk/10194_20230804213311843_wav_20230804213357808_,1.2,0
2.9,4.1,honk/9640_20230802095216846_wav_20230802095305259_,1.2,0
2.9,4.1,honk/9760_20230802172710858_wav_20230802172801846_,1.2,0
2.9,4.1,honk/10027_20230803192326854_wav_20230803192415245_,1.2,0
2.9,4.1,honk/10093_20230804080847877_wav_20230804080937023_,1.2,0
2.9,4.1,honk/10531_20230807132055858_wav_20230807132148462_,1.2,0
2.9,4.1,honk/10815_20230814113527871_wav_20230814113618439_,1.2,0
2.9,4.1,honk/6872_20230701125157849_wav_20230704125459907_,1.2,0
2.9,4.1,honk/7770_20230711194717877_wav_20230723135854973_,1.2,0
2.9,4.1,honk/10577_20230807160444842_wav_20230807160545154_,1.2,0
2.9,4.1,honk/10083_20230804073045845_wav_20230804073129573_,1.2,0
2.9,4.1,honk/10566_20230807153318846_wav_20230807153418550_,1.2,0
2.9,4.1,honk/9817_20230802224919868_wav_20230802225014473_,1.2,0
2.9,4.1,honk/8689_20230728084010872_wav_20230728084058617_,1.2,0
2.9,4.1,honk/8379_20230726112328871_wav_20230726112424876_,1.2,0
2.9,4.1,honk/9953_20230803141226848_wav_20230803141321265_,1.2,0
2.9,4.1,honk/9363_20230801004018851_wav_20230801004206155_,1.2,0
2.9,4.1,honk/10852_20230814140143862_wav_20230814140230605_,1.2,0
2.9,4.1,honk/10050_20230803214402876_wav_20230803214457587_,1.2,0
2.9,4.1,honk/9458_20230801124612845_wav_20230801124700951_,1.2,0
2.9,4.1,honk/8967_20230730111519854_wav_20230730111609897_,1.2,0
2.9,4.1,honk/10856_20230814140853841_wav_20230814140939933_,1.2,0
2.9,4.1,honk/10276_20230806041746876_wav_20230806041828052_,1.2,0
2.9,4.1,honk/8676_20230728074354860_wav_20230728074447983_,1.2,0
2.9,4.1,honk/6701_20230629212624872_wav_20230704105503909_,1.2,0
2.9,4.1,honk/10386_20230806153711865_wav_20230806153805937_,1.2,0
2.9,4.1,honk/8439_20230726151653857_wav_20230726151743619_,1.2,0
2.9,4.1,honk/10070_20230804055447848_wav_20230804055531824_,1.2,0
2.9,4.1,honk/10828_20230814122640859_wav_20230814122725074_,1.2,0
2.9,4.1,honk/9980_20230803161518865_wav_20230803161613200_,1.2,0
2.9,4.1,honk/10521_20230807123046848_wav_20230807123137339_,1.2,0
2.9,4.1,honk/6963_20230702081956872_wav_20230704140552048_,1.2,0
2.9,4.1,honk/7334_20230709164751872_wav_20230720164249288_,1.2,0
2.9,4.1,honk/9459_20230801124710859_wav_20230801124803716_,1.2,0
2.9,4.1,honk/10860_20230814143212852_wav_20230814143300234_,1.2,0
2.9,4.1,honk/8725_20230728114007876_wav_20230728114056102_,1.2,0
2.9,4.1,honk/7252_20230709132756856_wav_20230709132932373_,1.2,0
2.9,4.1,honk/7940_20230723114205853_wav_20230723154911393_,1.2,0
2.9,4.1,honk/10117_20230804104625871_wav_20230804104715409_,1.2,0
2.9,4.1,honk/6728_20230630073250839_wav_20230704111525183_,1.2,0
2.9,4.1,honk/6876_20230701131329847_wav_20230704125731097_,1.2,0
2.9,4.1,honk/6733_20230630082242854_wav_20230704111906316_,1.2,0
2.9,4.1,honk/10449_20230806220044868_wav_20230806220137993_,1.2,0
2.9,4.1,honk/7622_20230711101310874_wav_20230720201444600_,1.2,0
2.9,4.1,honk/10853_20230814140221862_wav_20230814140310929_,1.2,0
2.9,4.1,honk/10474_20230807080658850_wav_20230807080752420_,1.2,0
2.9,4.1,honk/9047_20230730165030873_wav_20230730165143664_,1.2,0
2.9,4.1,honk/8848_20230729184506856_wav_20230729184558387_,1.2,0
2.9,4.1,honk/6771_20230630113858855_wav_20230704114608020_,1.2,0
2.9,4.1,honk/7917_20230720205518845_wav_20230723153242203_,1.2,0
2.9,4.1,honk/9768_20230802180613852_wav_20230802180659281_,1.2,0
2.9,4.1,honk/8993_20230730131437854_wav_20230730131533560_,1.2,0
2.9,4.1,honk/6903_20230701174520866_wav_20230704131222943_,1.2,0
2.9,4.1,honk/9955_20230803142406860_wav_20230803142458551_,1.2,0
2.9,4.1,honk/8925_20230730075948845_wav_20230730080047564_,1.2,0
2.9,4.1,honk/10296_20230806075200876_wav_20230806075252330_,1.2,0
2.9,4.1,honk/10320_20230806094142846_wav_20230806094235996_,1.2,0
2.9,4.1,honk/8157_20230725085041855_wav_20230725085231944_,1.2,0
2.9,4.1,honk/8511_20230727000543862_wav_20230727000631902_,1.2,0
2.9,4.1,honk/7090_20230702175946872_wav_20230704153852625_,1.2,0
2.9,4.1,honk/6721_20230630064656859_wav_20230704111136926_,1.2,0
2.9,4.1,honk/10197_20230804221325879_wav_20230804221419430_,1.2,0
2.9,4.1,honk/8943_20230730092627849_wav_20230730092801591_,1.2,0
2.9,4.1,honk/7009_20230702115811859_wav_20230704144015494_,1.2,0
2.9,4.1,honk/8283_20230725194816843_wav_20230725194907028_,1.2,0
2.9,4.1,honk/10387_20230806154913879_wav_20230806155008906_,1.2,0
2.9,4.1,honk/7225_20230703133957845_wav_20230704172348938_,1.2,0
2.9,4.1,honk/9486_20230801144055860_wav_20230801144150305_,1.2,0
2.9,4.1,honk/10338_20230806105912865_wav_20230806110030736_,1.2,0
2.9,4.1,honk/9896_20230803112402867_wav_20230803112457123_,1.2,0
2.9,4.1,honk/10115_20230804103744856_wav_20230804103839665_,1.2,0
2.9,4.1,honk/7994_20230723161005853_wav_20230723164140662_,1.2,0
2.9,4.1,honk/8695_20230728090018859_wav_20230728090107134_,1.2,0
2.9,4.1,honk/10426_20230806183710845_wav_20230806183807646_,1.2,0
2.9,4.1,honk/8752_20230728140608873_wav_20230728140701018_,1.2,0
2.9,4.1,honk/9555_20230801195135846_wav_20230801195228718_,1.2,0
2.9,4.1,honk/7054_20230702142318861_wav_20230704150952906_,1.2,0
2.9,4.1,honk/8449_20230726155718844_wav_20230726155826138_,1.2,0
2.9,4.1,honk/10447_20230806205912843_wav_20230806210014590_,1.2,0
2.9,4.1,honk/9024_20230730150020849_wav_20230730150109189_,1.2,0
2.9,4.1,honk/10759_20230813231158871_wav_20230813231313560_,1.2,0
2.9,4.1,honk/9927_20230803131406874_wav_20230803131455675_,1.2,0
2.9,4.1,honk/9045_20230730164750862_wav_20230730164849112_,1.2,0
2.9,4.1,honk/7627_20230711103352876_wav_20230720201913218_,1.2,0
2.9,4.1,honk/10022_20230803185948856_wav_20230803190042641_,1.2,0
2.9,4.1,honk/10416_20230806175836857_wav_20230806175940522_,1.2,0
2.9,4.1,honk/10644_20230807222225878_wav_20230807222324348_,1.2,0
2.9,4.1,honk/8605_20230727153130847_wav_20230727153219272_,1.2,0
2.9,4.1,honk/10104_20230804092710871_wav_20230804092827041_,1.2,0
2.9,4.1,honk/10517_20230807120907864_wav_20230807121036745_,1.2,0
2.9,4.1,honk/6712_20230629232549867_wav_20230704110324953_,1.2,0
2.9,4.1,honk/6898_20230701165840846_wav_20230704130904484_,1.2,0
2.9,4.1,honk/9472_20230801135851847_wav_20230801135946220_,1.2,0
2.9,4.1,honk/10355_20230806122848851_wav_20230806122955192_,1.2,0
2.9,4.1,honk/8447_20230726155323853_wav_20230726155443804_,1.2,0
2.9,4.1,honk/7101_20230702194216849_wav_20230704154917054_,1.2,0
2.9,4.1,honk/7169_20230703095212860_wav_20230704164352382_,1.2,0
2.9,4.1,honk/9826_20230802235715845_wav_20230802235806899_,1.2,0
2.9,4.1,honk/6690_20230629194057877_wav_20230704104534106_,1.2,0
2.9,4.1,honk/8361_20230726100055851_wav_20230726100145439_,1.2,0
2.9,4.1,honk/10423_20230806182109841_wav_20230806182205011_,1.2,0
2.9,4.1,honk/10595_20230807173142851_wav_20230807173228109_,1.2,0
2.9,4.1,honk/8537_20230727074742841_wav_20230727074840195_,1.2,0
2.9,4.1,honk/10929_20230814195433859_wav_20230814195533319_,1.2,0
2.9,4.1,honk/9076_20230730182553865_wav_20230730182648239_,1.2,0
2.9,4.1,honk/9902_20230803120634879_wav_20230803120728745_,1.2,0
2.9,4.1,honk/9645_20230802101541839_wav_20230802101644400_,1.2,0
2.9,4.1,honk/9944_20230803135111868_wav_20230803135213510_,1.2,0
2.9,4.1,honk/7207_20230703121401840_wav_20230704170845797_,1.2,0
2.9,4.1,honk/8945_20230730094616850_wav_20230730094704379_,1.2,0
2.9,4.1,honk/9061_20230730174202842_wav_20230730174303829_,1.2,0
2.9,4.1,honk/9615_20230802081032868_wav_20230802081117652_,1.2,0
2.9,4.1,honk/8572_20230727114822861_wav_20230727114916331_,1.2,0
2.9,4.1,honk/10354_20230806122831858_wav_20230806122928054_,1.2,0
2.9,4.1,honk/10506_20230807114011859_wav_20230807114104619_,1.2,0
2.9,4.1,honk/9718_20230802142719876_wav_20230802142822783_,1.2,0
2.9,4.1,honk/10870_20230814145353867_wav_20230814145438034_,1.2,0
2.9,4.1,honk/9956_20230803142445866_wav_20230803142539767_,1.2,0
2.9,4.1,honk/8007_20230723165234852_wav_20230723165511582_,1.2,0
2.9,4.1,honk/8906_20230730062237866_wav_20230730062328190_,1.2,0
2.9,4.1,honk/9998_20230803170519844_wav_20230803170608220_,1.2,0
2.9,4.1,honk/6667_20230629173255866_wav_20230704103058863_,1.2,0
2.9,4.1,honk/10691_20230813155854860_wav_20230813155956031_,1.2,0
2.9,4.1,honk/9467_20230801132710871_wav_20230801132800284_,1.2,0
2.9,4.1,honk/8462_20230726164824878_wav_20230726164929153_,1.2,0
2.9,4.1,honk/9771_20230802181513868_wav_20230802181602966_,1.2,0
2.9,4.1,honk/8026_20230723190048852_wav_20230723190138658_,1.2,0
2.9,4.1,honk/8219_20230725125821870_wav_20230725125903970_,1.2,0
2.9,4.1,honk/10452_20230806222204856_wav_20230806222253549_,1.2,0
2.9,4.1,honk/8393_20230726115047858_wav_20230726115135679_,1.2,0
2.9,4.1,honk/6685_20230629192055845_wav_20230704104259949_,1.2,0
2.9,4.1,honk/9772_20230802181517869_wav_20230802181629051_,1.2,0
2.9,4.1,honk/10590_20230807170246846_wav_20230807170337440_,1.2,0
2.9,4.1,honk/8441_20230726152626867_wav_20230726152727727_,1.2,0
2.9,4.1,honk/6910_20230701185022855_wav_20230704131612001_,1.2,0
2.9,4.1,honk/6647_20230629154223866_wav_20230704101759864_,1.2,0
2.9,4.1,honk/7239_20230703143817843_wav_20230704173131605_,1.2,0
2.9,4.1,honk/10392_20230806162724861_wav_20230806162816450_,1.2,0
2.9,4.1,honk/7148_20230703072621859_wav_20230704162716253_,1.2,0
2.9,4.1,honk/7343_20230709192602852_wav_20230720164911741_,1.2,0
2.9,4.1,honk/7162_20230703091014845_wav_20230704163941907_,1.2,0
2.9,4.1,honk/9987_20230803162614849_wav_20230803162728119_,1.2,0
2.9,4.1,honk/6683_20230629191254850_wav_20230704104206811_,1.2,0
2.9,4.1,honk/9055_20230730172551862_wav_20230730172654239_,1.2,0
2.9,4.1,honk/9756_20230802164712840_wav_20230802164804448_,1.2,0
2.9,4.1,honk/7862_20230720161047844_wav_20230723150353351_,1.2,0
2.9,4.1,honk/9103_20230730205430855_wav_20230730205526801_,1.2,0
2.9,4.1,honk/10661_20230813140310858_wav_20230813140359101_,1.2,0
2.9,4.1,honk/8177_20230725100502857_wav_20230725100607603_,1.2,0
2.9,4.1,honk/10712_20230813174724861_wav_20230813174817134_,1.2,0
2.9,4.1,honk/9037_20230730161050840_wav_20230730161140701_,1.2,0
2.9,4.1,honk/8505_20230726205231880_wav_20230726205331684_,1.2,0
2.9,4.1,honk/9997_20230803170401845_wav_20230803170450948_,1.2,0
2.9,4.1,honk/10831_20230814123532865_wav_20230814123626799_,1.2,0
2.9,4.1,honk/10835_20230814124852855_wav_20230814124940678_,1.2,0
2.9,4.1,honk/9049_20230730170223861_wav_20230730170309128_,1.2,0
2.9,4.1,honk/9087_20230730185751861_wav_20230730185847453_,1.2,0
2.9,4.1,honk/10554_20230807145916872_wav_20230807150008321_,1.2,0
2.9,4.1,honk/7204_20230703120637872_wav_20230704170642258_,1.2,0
2.9,4.1,honk/10654_20230813133525858_wav_20230813133638466_,1.2,0
2.9,4.1,honk/10438_20230806191259843_wav_20230806191353871_,1.2,0
2.9,4.1,honk/8430_20230726142832849_wav_20230726142922584_,1.2,0
2.9,4.1,honk/7025_20230702130206840_wav_20230704145126762_,1.2,0
2.9,4.1,honk/8589_20230727134916849_wav_20230727135007032_,1.2,0
2.9,4.1,honk/8630_20230727183823869_wav_20230727183925097_,1.2,0
2.9,4.1,honk/10787_20230814084404874_wav_20230814084500854_,1.2,0
2.9,4.1,honk/8253_20230725145722844_wav_20230725145837400_,1.2,0
2.9,4.1,honk/9096_20230730195552859_wav_20230730195645955_,1.2,0
2.9,4.1,honk/9643_20230802100007876_wav_20230802100056877_,1.2,0
2.9,4.1,honk/8782_20230728183245857_wav_20230728183339960_,1.2,0
2.9,4.1,honk/10800_20230814101817872_wav_20230814101901246_,1.2,0
2.9,4.1,honk/8241_20230725141144852_wav_20230725141230673_,1.2,0
2.9,4.1,honk/7181_20230703104533863_wav_20230704165207763_,1.2,0
2.9,4.1,honk/10640_20230807213930848_wav_20230807214023731_,1.2,0
2.9,4.1,honk/7842_20230720145430840_wav_20230723145204918_,1.2,0
2.9,4.1,honk/6992_20230702102449858_wav_20230704142517826_,1.2,0
2.9,4.1,honk/10746_20230813215752850_wav_20230813215848488_,1.2,0
2.9,4.1,honk/9098_20230730202350840_wav_20230730202443076_,1.2,0
2.9,4.1,honk/9943_20230803135043849_wav_20230803135147480_,1.2,0
2.9,4.1,honk/8707_20230728102242851_wav_20230728102332546_,1.2,0
2.9,4.1,honk/6911_20230701190333862_wav_20230704131700919_,1.2,0
2.9,4.1,honk/10527_20230807130547854_wav_20230807130634952_,1.2,0
2.9,4.1,honk/9802_20230802204942845_wav_20230802205039994_,1.2,0
2.9,4.1,honk/9631_20230802090537875_wav_20230802090629606_,1.2,0
2.9,4.1,honk/10057_20230803232443875_wav_20230803232536864_,1.2,0
2.9,4.1,honk/8251_20230725145328878_wav_20230725145420027_,1.2,0
2.9,4.1,honk/9116_20230730233315867_wav_20230730233413280_,1.2,0
2.9,4.1,honk/8828_20230729141325878_wav_20230729141419160_,1.2,0
2.9,4.1,honk/6687_20230629193233869_wav_20230704104352941_,1.2,0
2.9,4.1,honk/8003_20230723164259873_wav_20230723165129039_,1.2,0
2.9,4.1,honk/10791_20230814091855843_wav_20230814091948848_,1.2,0
2.9,4.1,honk/9903_20230803120730854_wav_20230803120822012_,1.2,0
2.9,4.1,honk/8721_20230728111735839_wav_20230728111824315_,1.2,0
2.9,4.1,honk/10284_20230806064442846_wav_20230806064529987_,1.2,0
2.9,4.1,honk/8969_20230730111937868_wav_20230730112019656_,1.2,0
2.9,4.1,honk/8553_20230727093555841_wav_20230727093648261_,1.2,0
2.9,4.1,honk/9971_20230803155116861_wav_20230803155207802_,1.2,0
2.9,4.1,honk/7243_20230709124118858_wav_20230709124221115_,1.2,0
2.9,4.1,honk/7947_20230723121710859_wav_20230723155541960_,1.2,0
2.9,4.1,honk/7222_20230703131637848_wav_20230704171952615_,1.2,0
2.9,4.1,honk/10684_20230813154824852_wav_20230813154905897_,1.2,0
2.9,4.1,honk/7337_20230709184834879_wav_20230720164636149_,1.2,0
2.9,4.1,honk/8244_20230725142233868_wav_20230725142329397_,1.2,0
2.9,4.1,honk/9711_20230802140859857_wav_20230802140949716_,1.2,0
2.9,4.1,honk/8696_20230728091512844_wav_20230728091611288_,1.2,0
2.9,4.1,honk/9489_20230801145533866_wav_20230801145628242_,1.2,0
2.9,4.1,honk/10505_20230807113046853_wav_20230807113142762_,1.2,0
2.9,4.1,honk/6857_20230701014908840_wav_20230704124217435_,1.2,0
2.9,4.1,honk/6804_20230630134900853_wav_20230704120909546_,1.2,0
2.9,4.1,honk/8413_20230726131335864_wav_20230726131436247_,1.2,0
2.9,4.1,honk/9981_20230803161601872_wav_20230803161654175_,1.2,0
2.9,4.1,honk/10342_20230806111228847_wav_20230806111322980_,1.2,0
2.9,4.1,honk/9427_20230801094246874_wav_20230801094342278_,1.2,0
2.9,4.1,honk/10036_20230803200327839_wav_20230803200504444_,1.2,0
2.9,4.1,honk/8795_20230728200321843_wav_20230728200414037_,1.2,0
2.9,4.1,honk/9538_20230801182725874_wav_20230801182827878_,1.2,0
2.9,4.1,honk/8580_20230727125812857_wav_20230727125904012_,1.2,0
2.9,4.1,honk/10562_20230807152316858_wav_20230807152420345_,1.2,0
2.9,4.1,honk/9626_20230802084044878_wav_20230802084141756_,1.2,0
2.9,4.1,honk/9598_20230802061016876_wav_20230802061112383_,1.2,0
2.9,4.1,honk/10343_20230806113538875_wav_20230806113636905_,1.2,0
2.9,4.1,honk/9108_20230730214715849_wav_20230730214807686_,1.2,0
2.9,4.1,honk/8048_20230723230051865_wav_20230723230146531_,1.2,0
2.9,4.1,honk/10002_20230803171012854_wav_20230803171106440_,1.2,0
2.9,4.1,honk/8556_20230727101312871_wav_20230727101408158_,1.2,0
2.9,4.1,honk/8190_20230725103824860_wav_20230725103918304_,1.2,0
2.9,4.1,honk/9868_20230803090853858_wav_20230803090945822_,1.2,0
2.9,4.1,honk/10575_20230807160116871_wav_20230807160207129_,1.2,0
2.9,4.1,honk/9680_20230802123113877_wav_20230802123158448_,1.2,0
2.9,4.1,honk/10528_20230807131013848_wav_20230807131138157_,1.2,0
2.9,4.1,honk/7048_20230702141132855_wav_20230704150713767_,1.2,0
2.9,4.1,honk/7355_20230709214218868_wav_20230720165818649_,1.2,0
2.9,4.1,honk/7117_20230702212425839_wav_20230704155820807_,1.2,0
2.9,4.1,honk/10850_20230814135213841_wav_20230814135303877_,1.2,0
2.9,4.1,honk/8646_20230727214135868_wav_20230727214234681_,1.2,0
2.9,4.1,honk/9423_20230801093348878_wav_20230801093443007_,1.2,0
2.9,4.1,honk/8823_20230729125145842_wav_20230729125235489_,1.2,0
2.9,4.1,honk/10424_20230806183123851_wav_20230806183208200_,1.2,0
2.9,4.1,honk/10525_20230807124512858_wav_20230807124607868_,1.2,0
2.9,4.1,honk/8200_20230725110645846_wav_20230725110743951_,1.2,0
2.9,4.1,honk/6773_20230630114101839_wav_20230704114702957_,1.2,0
2.9,4.1,honk/10857_20230814141138851_wav_20230814141223184_,1.2,0
2.9,4.1,honk/10175_20230804172205855_wav_20230804172258839_,1.2,0
2.9,4.1,honk/8867_20230729214114873_wav_20230729214206426_,1.2,0
2.9,4.1,honk/8175_20230725095405862_wav_20230725095528547_,1.2,0
2.9,4.1,honk/9504_20230801162505844_wav_20230801162617898_,1.2,0
2.9,4.1,honk/7003_20230702114310871_wav_20230704143713057_,1.2,0
2.9,4.1,honk/9803_20230802205510858_wav_20230802205610414_,1.2,0
2.9,4.1,honk/8298_20230725215143864_wav_20230725215236635_,1.2,0
2.9,4.1,honk/6909_20230701184520858_wav_20230704131545789_,1.2,0
2.9,4.1,honk/9788_20230802193711844_wav_20230802193808019_,1.2,0
2.9,4.1,honk/7956_20230723125845861_wav_20230723160601007_,1.2,0
2.9,4.1,honk/7236_20230703142719858_wav_20230704173012230_,1.2,0
2.9,4.1,honk/9532_20230801180138849_wav_20230801180239875_,1.2,0
2.9,4.1,honk/7790_20230711233609871_wav_20230723141047521_,1.2,0
2.9,4.1,honk/6954_20230702071419848_wav_20230704135728310_,1.2,0
2.9,4.1,honk/8649_20230727220549841_wav_20230727220647104_,1.2,0
2.9,4.1,honk/8781_20230728180807860_wav_20230728180900353_,1.2,0
2.9,4.1,honk/9044_20230730164222856_wav_20230730164320746_,1.2,0
2.9,4.1,honk/10315_20230806092516863_wav_20230806092619864_,1.2,0
2.9,4.1,honk/8741_20230728124807848_wav_20230728124932830_,1.2,0
2.9,4.1,honk/6785_20230630121458855_wav_20230704115533506_,1.2,0
2.9,4.1,honk/6946_20230702061929872_wav_20230704135249621_,1.2,0
2.9,4.1,honk/9676_20230802121537842_wav_20230802121627027_,1.2,0
2.9,4.1,honk/7816_20230712075011868_wav_20230723143329778_,1.2,0
2.9,4.1,honk/10480_20230807090419848_wav_20230807090518707_,1.2,0
2.9,4.1,honk/10821_20230814115213842_wav_20230814115258432_,1.2,0
2.9,4.1,honk/9804_20230802205750869_wav_20230802205849206_,1.2,0
