label,Selection,Delta Time (s),begin_time,View,StartMicInWater,EndMicInWater,Low Freq (Hz),High Freq (Hz),filepath,call_length,end_time,Delta Freq (Hz),channel,filename,split_type
0,15,0.2789999999999999,1146.107,Spectrogram 1,1031.939,4277.935,0.0,1365.4,annotations,52.19200000000001,1198.299,1365.4,1,67407878.170708215525,train
0,16,0.2019999999999999,1198.578,Spectrogram 1,1031.939,4277.935,6339.6,11801.4,annotations,775.4929999999999,1974.071,5461.8,1,67407878.170708215525,train
0,17,0.283,1974.273,Spectrogram 1,1031.939,4277.935,1931.0,17241.4,annotations,7.775000000000091,1982.048,15310.4,1,67407878.170708215525,train
0,18,0.265,1982.331,Spectrogram 1,1031.939,4277.935,1379.3,19586.2,annotations,1.211999999999989,1983.543,18206.9,1,67407878.170708215525,train
0,19,0.291,1983.808,Spectrogram 1,1031.939,4277.935,2206.9,17931.0,annotations,11.361000000000104,1995.169,15724.1,1,67407878.170708215525,train
0,20,0.257,1995.46,Spectrogram 1,1031.939,4277.935,551.7,12551.7,annotations,5.880999999999858,2001.341,12000.0,1,67407878.170708215525,train
0,21,0.158,2001.598,Spectrogram 1,1031.939,4277.935,6620.7,9056.6,annotations,0.0820000000001073,2001.68,2435.9,1,67407878.170708215525,train
0,22,0.325,2001.838,Spectrogram 1,1031.939,4277.935,827.6,24000.0,annotations,0.6089999999999236,2002.447,23172.4,1,67407878.170708215525,train
0,23,0.214,2002.772,Spectrogram 1,1031.939,4277.935,5266.7,21457.0,annotations,13.948000000000093,2016.72,16190.3,1,67407878.170708215525,train
0,24,0.273,2016.934,Spectrogram 1,1031.939,4277.935,4096.3,19116.3,annotations,13.281999999999924,2030.216,15020.0,1,67407878.170708215525,train
0,25,0.206,2030.489,Spectrogram 1,1031.939,4277.935,1365.4,15605.1,annotations,11.636999999999944,2042.126,14239.7,1,67407878.170708215525,train
0,26,0.127,2042.332,Spectrogram 1,1031.939,4277.935,7217.4,11954.7,annotations,15.914206770999726,2058.246206771,4737.3,1,67407878.170708215525,train
0,27,0.369,2058.373,Spectrogram 1,1031.939,4277.935,2340.8,18921.2,annotations,6.433999999999742,2064.807,16580.4,1,67407878.170708215525,train
0,28,0.175,2065.176,Spectrogram 1,1031.939,4277.935,2340.8,20871.8,annotations,16.164000000000215,2081.34,18531.0,1,67407878.170708215525,train
0,29,0.266,2081.515,Spectrogram 1,1031.939,4277.935,1950.6,17897.5,annotations,11.963999999999942,2093.479,15946.9,1,67407878.170708215525,train
0,30,0.236,2093.745,Spectrogram 1,1031.939,4277.935,1560.5,24773.1,annotations,15.610000000000127,2109.355,23212.6,1,67407878.170708215525,train
0,31,0.233,2109.591,Spectrogram 1,1031.939,4277.935,1365.4,24187.9,annotations,9.626000000000204,2119.217,22822.5,1,67407878.170708215525,train
0,32,0.341,2119.45,Spectrogram 1,1031.939,4277.935,3316.1,21066.9,annotations,11.69800000000032,2131.148,17750.8,1,67407878.170708215525,train
0,33,0.235,2131.489,Spectrogram 1,1031.939,4277.935,975.3,15215.0,annotations,15.291999999999916,2146.781,14239.7,1,67407878.170708215525,train
0,34,0.287,2147.016,Spectrogram 1,1031.939,4277.935,1365.4,18140.9,annotations,5.804999999999836,2152.821,16775.5,1,67407878.170708215525,train
0,35,0.292,2153.108,Spectrogram 1,1031.939,4277.935,1560.5,21847.2,annotations,9.153999999999996,2162.262,20286.7,1,67407878.170708215525,train
0,36,0.225,2162.554,Spectrogram 1,1031.939,4277.935,3511.2,23797.8,annotations,7.489999999999782,2170.044,20286.6,1,67407878.170708215525,train
0,37,0.325,2170.269,Spectrogram 1,1031.939,4277.935,1755.6,27113.9,annotations,38.74100000000044,2209.01,25358.3,1,67407878.170708215525,train
0,38,0.159,2209.335,Spectrogram 1,1031.939,4277.935,10143.3,17165.6,annotations,15.400000000000093,2224.735,7022.3,1,67407878.170708215525,train
0,39,0.154,2224.894,Spectrogram 1,1031.939,4277.935,7349.0,25657.3,annotations,103.29200000000036,2328.186,18308.3,1,67407878.170708215525,train
0,40,0.193,2328.34,Spectrogram 1,1031.939,4277.935,1950.6,16970.6,annotations,17.087999999999738,2345.428,15020.0,1,67407878.170708215525,train
0,41,0.278,2345.621,Spectrogram 1,1031.939,4277.935,7607.5,15800.2,annotations,5.54300000000012,2351.164,8192.7,1,67407878.170708215525,train
0,42,0.175,2351.442,Spectrogram 1,1031.939,4277.935,5071.7,15410.1,annotations,22.09999999999991,2373.542,10338.4,1,67407878.170708215525,train
0,43,0.27,2373.717,Spectrogram 1,1031.939,4277.935,3511.2,15410.1,annotations,0.5189999999997781,2374.236,11898.9,1,67407878.170708215525,train
0,44,0.18,2374.506,Spectrogram 1,1031.939,4277.935,1365.4,20871.8,annotations,21.131000000000316,2395.637,19506.4,1,67407878.170708215525,train
0,45,0.108,2395.817,Spectrogram 1,1031.939,4277.935,2145.7,11954.7,annotations,2.8991090270001223,2398.716109027,9809.0,1,67407878.170708215525,train
0,46,0.145,2398.824,Spectrogram 1,1031.939,4277.935,1560.5,11118.6,annotations,0.6770000000001346,2399.501,9558.1,1,67407878.170708215525,train
0,47,0.1669999999999999,2399.646,Spectrogram 1,1031.939,4277.935,2340.8,21066.9,annotations,4.270999999999731,2403.917,18726.1,1,67407878.170708215525,train
0,48,0.281,2404.084,Spectrogram 1,1031.939,4277.935,4876.6,21847.2,annotations,68.2840000000001,2472.368,16970.6,1,67407878.170708215525,train
0,49,0.283,2472.649,Spectrogram 1,1031.939,4277.935,4291.4,20676.8,annotations,8.039999999999964,2480.689,16385.4,1,67407878.170708215525,train
0,50,0.088,2480.972,Spectrogram 1,1031.939,4277.935,6520.8,14852.8,annotations,59.91895112799966,2540.890951128,8332.1,1,67407878.170708215525,train
0,51,0.074,2540.979062023,Spectrogram 1,1031.939,4277.935,10143.4,24271.7,annotations,0.2220394539999688,2541.201101477,14128.3,1,67407878.170708215525,train
0,52,0.129,2541.275114629,Spectrogram 1,1031.939,4277.935,2730.9,21652.1,annotations,8.500885371000095,2549.776,18921.2,1,67407878.170708215525,train
0,53,0.249,2549.905,Spectrogram 1,1031.939,4277.935,6985.2,17165.6,annotations,7.092999999999847,2556.998,10180.4,1,67407878.170708215525,train
0,54,0.048,2557.247,Spectrogram 1,1031.939,4277.935,5384.6,11452.1,annotations,9.253000000000156,2566.5,6067.5,1,67407878.170708215525,train
0,56,0.327,2566.911,Spectrogram 1,1031.939,4277.935,10728.5,16580.4,annotations,128.7829999999999,2695.694,5851.9,1,67407878.170708215525,train
0,57,0.182,2696.021,Spectrogram 1,1031.939,4277.935,3121.0,10728.5,annotations,1.356999999999971,2697.378,7607.5,1,67407878.170708215525,train
0,58,0.193,2697.56,Spectrogram 1,1031.939,4277.935,9168.0,19701.5,annotations,6.566000000000258,2704.126,10533.5,1,67407878.170708215525,train
0,59,0.369,2704.319,Spectrogram 1,1031.939,4277.935,4486.5,16970.6,annotations,4.605000000000018,2708.924,12484.1,1,67407878.170708215525,train
0,60,0.2239999999999999,2709.293,Spectrogram 1,1031.939,4277.935,8192.7,15995.2,annotations,9.045000000000073,2718.338,7802.5,1,67407878.170708215525,train
0,61,0.115,2718.562,Spectrogram 1,1031.939,4277.935,4876.6,11118.6,annotations,0.1579999999999017,2718.72,6242.0,1,67407878.170708215525,train
0,62,0.151,2718.835,Spectrogram 1,1031.939,4277.935,9753.2,16442.5,annotations,8.24499999999989,2727.08,6689.3,1,67407878.170708215525,train
0,63,0.12,2727.231,Spectrogram 1,1031.939,4277.935,10143.3,22504.9,annotations,24.26799999999957,2751.499,12361.6,1,67407878.170708215525,train
0,64,0.1159999999999999,2751.619,Spectrogram 1,1031.939,4277.935,7607.5,22460.4,annotations,18.81365789900019,2770.4326578990003,14852.8,1,67407878.170708215525,train
0,65,0.198,2770.54896428,Spectrogram 1,1031.939,4277.935,10482.8,16689.7,annotations,14.473035720000098,2785.022,6206.9,1,67407878.170708215525,train
0,66,0.161,2785.22,Spectrogram 1,1031.939,4277.935,4137.9,19200.0,annotations,31.96224249099987,2817.182242491,15062.1,1,67407878.170708215525,train
0,67,0.146,2817.343,Spectrogram 1,1031.939,4277.935,2758.6,24827.6,annotations,163.5630000000001,2980.906,22069.0,1,67407878.170708215525,train
0,68,3.405,2981.052,Spectrogram 1,1031.939,4277.935,0.0,4000.0,annotations,183.09699999999972,3164.149,4000.0,1,67407878.170708215525,train
0,69,0.103,3167.554,Spectrogram 1,1031.939,4277.935,5793.1,16689.7,annotations,385.951,3553.505,10896.6,1,67407878.170708215525,train
0,70,0.128,3553.608,Spectrogram 1,1031.939,4277.935,2896.6,16827.6,annotations,13.784999999999854,3567.393,13931.0,1,67407878.170708215525,train
0,71,0.244,3567.521,Spectrogram 1,1031.939,4277.935,8551.7,29705.7,annotations,64.32397369699993,3631.844973697,21154.0,1,67407878.170708215525,train
0,72,0.254,3632.089,Spectrogram 1,1031.939,4277.935,8332.1,31154.7,annotations,50.040022569000485,3682.129022569,22822.6,1,67407878.170708215525,train
0,73,0.22,3682.382781945,Spectrogram 1,1031.939,4277.935,8000.0,28965.5,annotations,6.84021805500015,3689.223,20965.5,1,67407878.170708215525,train
0,74,0.133,3689.443,Spectrogram 1,1031.939,4277.935,3862.1,24444.8,annotations,201.45699999999988,3890.9,20582.7,1,67407878.170708215525,train
0,75,0.146,3891.033,Spectrogram 1,1031.939,4277.935,2758.6,21793.1,annotations,8.26299999999992,3899.296,19034.5,1,67407878.170708215525,train
0,76,0.317,3899.442,Spectrogram 1,1031.939,4277.935,4689.7,11230.2,annotations,24.340000000000146,3923.782,6540.5,1,67407878.170708215525,train
0,77,0.24,3924.099,Spectrogram 1,1031.939,4277.935,7172.4,23448.3,annotations,9.577999999999976,3933.677,16275.9,1,67407878.170708215525,train
0,78,0.236,3933.917,Spectrogram 1,1031.939,4277.935,3310.3,28413.8,annotations,9.935193619000527,3943.852193619,25103.5,1,67407878.170708215525,train
0,79,0.288,3944.088330817,Spectrogram 1,1031.939,4277.935,3586.2,28137.9,annotations,15.726669183000013,3959.815,24551.7,1,67407878.170708215525,train
0,80,0.176,3960.103,Spectrogram 1,1031.939,4277.935,3034.5,25379.3,annotations,10.777999999999793,3970.881,22344.8,1,67407878.170708215525,train
0,81,0.146,3971.057,Spectrogram 1,1031.939,4277.935,2758.6,26482.8,annotations,7.260000000000218,3978.317,23724.2,1,67407878.170708215525,train
0,82,0.261,3978.463,Spectrogram 1,1031.939,4277.935,724.5,31517.0,annotations,2.5602180549999503,3981.023218055,30792.5,1,67407878.170708215525,train
0,83,0.335,3981.284026303,Spectrogram 1,1031.939,4277.935,5530.3,20689.7,annotations,12.453973697000038,3993.738,15159.4,1,67407878.170708215525,train
0,84,0.086,3994.073,Spectrogram 1,1031.939,4277.935,12137.9,17931.0,annotations,3.992000000000189,3998.065,5793.1,1,67407878.170708215525,train
0,85,0.154,3998.151,Spectrogram 1,1031.939,4277.935,3105.3,18261.2,annotations,0.7960000000002765,3998.947,15155.9,1,67407878.170708215525,train
0,86,0.18,3999.101,Spectrogram 1,1031.939,4277.935,2590.4,21241.4,annotations,4.407999999999902,4003.509,18651.0,1,67407878.170708215525,train
0,87,0.2269999999999999,4003.689,Spectrogram 1,1031.939,4277.935,5241.4,19034.5,annotations,4.001000000000204,4007.69,13793.1,1,67407878.170708215525,train
0,88,0.15,4007.917,Spectrogram 1,1031.939,4277.935,3310.3,14896.6,annotations,3.175000000000182,4011.092,11586.3,1,67407878.170708215525,train
0,89,0.172,4011.242,Spectrogram 1,1031.939,4277.935,3586.2,27839.7,annotations,2.8479999999999563,4014.09,24253.5,1,67407878.170708215525,train
0,90,0.208,4014.262,Spectrogram 1,1031.939,4277.935,9418.9,22460.4,annotations,121.63300000000028,4135.895,13041.5,1,67407878.170708215525,train
0,91,0.104,4136.103355252,Spectrogram 1,1031.939,4277.935,14206.9,18475.5,annotations,77.85327821099963,4213.956633463,4268.6,1,67407878.170708215525,train
0,92,0.146,4214.061,Spectrogram 1,1031.939,4277.935,10482.8,15034.5,annotations,0.1370000000006257,4214.198,4551.7,1,67407878.170708215525,train
0,93,0.236,4214.344,Spectrogram 1,1031.939,4277.935,4827.6,11862.1,annotations,48.22500000000037,4262.569,7034.5,1,67407878.170708215525,train
0,94,0.321,4262.805,Spectrogram 1,1031.939,4277.935,7022.3,24383.0,annotations,3.6799999999993815,4266.485,17360.7,1,67407878.170708215525,train
0,95,0.3229999999999999,4266.806,Spectrogram 1,1031.939,4277.935,10923.6,14852.8,annotations,10.805680467999991,4277.611680468,3929.2,1,67407878.170708215525,train
0,2,0.324,822.281,Spectrogram 1,822.031169183,5392.058,6931.4,13169.7,annotations,233.55252256900008,1055.833522569,6238.3,1,67407878.170708232525,train
0,3,0.437,1056.157770661,Spectrogram 1,822.031169183,5392.058,2758.6,92137.9,annotations,1306.315229339,2362.473,89379.3,1,67407878.170708232525,train
0,4,0.15,2362.91,Spectrogram 1,822.031169183,5392.058,0.0,3862.1,annotations,1016.7040000000002,3379.614,3862.1,1,67407878.170708232525,train
0,5,0.214,3379.764,Spectrogram 1,822.031169183,5392.058,6620.7,14344.8,annotations,222.75099999999972,3602.515,7724.1,1,67407878.170708232525,train
0,6,0.1639999999999999,3602.729,Spectrogram 1,822.031169183,5392.058,7914.2,15942.2,annotations,8.484864670000206,3611.21386467,8028.0,1,67407878.170708232525,train
0,7,0.193,3611.378,Spectrogram 1,822.031169183,5392.058,5388.4,14460.2,annotations,7.713999999999942,3619.092,9071.8,1,67407878.170708232525,train
0,8,0.179,3619.285,Spectrogram 1,822.031169183,5392.058,3310.3,15724.1,annotations,11.086999999999987,3630.372,12413.8,1,67407878.170708232525,train
0,9,0.402,3630.551,Spectrogram 1,822.031169183,5392.058,1386.3,17675.1,annotations,4.795180468000126,3635.346180468,16288.8,1,67407878.170708232525,train
0,10,0.6559999999999999,3635.747966147,Spectrogram 1,822.031169183,5392.058,0.0,24606.5,annotations,8.993188017999728,3644.741154165,24606.5,1,67407878.170708232525,train
0,11,0.402,3645.396699221,Spectrogram 1,822.031169183,5392.058,693.1,23566.8,annotations,472.2302368890005,4117.62693611,22873.6,1,67407878.170708232525,train
0,12,0.244,4118.028721789,Spectrogram 1,822.031169183,5392.058,1747.0,15470.5,annotations,109.3872782110002,4227.416,13723.5,1,67407878.170708232525,train
0,13,0.423,4227.66,Spectrogram 1,822.031169183,5392.058,346.6,23566.8,annotations,125.21498498100028,4352.874984981,23220.2,1,67407878.170708232525,train
0,14,0.266,4353.297917275,Spectrogram 1,822.031169183,5392.058,5598.8,12523.7,annotations,163.4790827249999,4516.777,6924.9,1,67407878.170708232525,train
0,15,0.262,4517.043,Spectrogram 1,822.031169183,5392.058,6230.3,17328.5,annotations,38.15271805500015,4555.195718055,11098.2,1,67407878.170708232525,train
0,16,0.14,4555.458,Spectrogram 1,822.031169183,5392.058,6167.2,10187.4,annotations,10.25500000000011,4565.713,4020.2,1,67407878.170708232525,train
0,17,0.261,4565.853,Spectrogram 1,822.031169183,5392.058,3465.7,18368.2,annotations,5.504120311999941,4571.357120312,14902.5,1,67407878.170708232525,train
0,18,0.357,4571.61792856,Spectrogram 1,822.031169183,5392.058,7619.5,13169.7,annotations,175.45334965099937,4747.071278211,5550.2,1,67407878.170708232525,train
0,19,0.1159999999999999,4747.428,Spectrogram 1,822.031169183,5392.058,8040.5,17675.1,annotations,126.91220677099956,4874.340206770999,9634.6,1,67407878.170708232525,train
0,20,0.17,4874.456,Spectrogram 1,822.031169183,5392.058,5198.6,16186.1,annotations,3.068999999999505,4877.525,10987.5,1,67407878.170708232525,train
0,21,0.238,4877.695469637,Spectrogram 1,822.031169183,5392.058,7682.6,20447.7,annotations,4.422808573999646,4882.118278211,12765.1,1,67407878.170708232525,train
0,22,0.648,4882.356,Spectrogram 1,822.031169183,5392.058,1732.9,28765.3,annotations,5.394424824999987,4887.750424825,27032.5,1,67407878.170708232525,train
0,23,0.43,4888.39892101,Spectrogram 1,822.031169183,5392.058,0.0,23220.2,annotations,37.6633196140001,4926.062240624,23220.2,1,67407878.170708232525,train
0,24,0.248,4926.492221789,Spectrogram 1,822.031169183,5392.058,6965.4,25272.0,annotations,15.043778211000244,4941.536,18306.6,1,67407878.170708232525,train
0,25,0.5,4941.784,Spectrogram 1,822.031169183,5392.058,0.0,27032.5,annotations,0.0945150190009371,4941.878515019001,27032.5,1,67407878.170708232525,train
0,26,0.33,4942.3789849,Spectrogram 1,822.031169183,5392.058,8156.1,17532.6,annotations,6.597015099999226,4948.976,9376.5,1,67407878.170708232525,train
0,27,0.367,4949.306,Spectrogram 1,822.031169183,5392.058,1386.3,19061.4,annotations,0.011221789000956,4949.3172217890005,17675.1,1,67407878.170708232525,train
0,28,0.564,4949.683763111,Spectrogram 1,822.031169183,5392.058,0.0,29458.5,annotations,40.33893992499998,4990.022703036,29458.5,1,67407878.170708232525,train
0,29,0.317,4990.586612762,Spectrogram 1,822.031169183,5392.058,9704.0,21640.5,annotations,4.411387237999406,4994.998,11936.5,1,67407878.170708232525,train
0,30,0.451,4995.315,Spectrogram 1,822.031169183,5392.058,0.0,19407.9,annotations,0.2221390650001922,4995.537139065,19407.9,1,67407878.170708232525,train
0,31,0.381,4995.988266845,Spectrogram 1,822.031169183,5392.058,6935.7,13335.5,annotations,40.038733155000045,5036.027,6399.8,1,67407878.170708232525,train
0,32,0.804,5036.408,Spectrogram 1,822.031169183,5392.058,0.0,40202.2,annotations,107.35684965099972,5143.764849651,40202.2,1,67407878.170708232525,train
0,33,0.302,5144.56842101,Spectrogram 1,822.031169183,5392.058,8364.5,13186.7,annotations,8.060578990000067,5152.629,4822.2,1,67407878.170708232525,train
0,34,0.5920000000000001,5152.931,Spectrogram 1,822.031169183,5392.058,173.3,17675.1,annotations,28.07304513700092,5181.0040451370005,17501.8,1,67407878.170708232525,train
0,35,0.104,5181.596150349,Spectrogram 1,822.031169183,5392.058,5030.6,18276.8,annotations,2.919849650999822,5184.516,13246.2,1,67407878.170708232525,train
0,36,0.156,5184.62,Spectrogram 1,822.031169183,5392.058,7769.1,16371.7,annotations,38.95100000000002,5223.571,8602.6,1,67407878.170708232525,train
0,37,0.129,5223.727,Spectrogram 1,822.031169183,5392.058,7918.0,11817.4,annotations,30.80500000000029,5254.532,3899.4,1,67407878.170708232525,train
0,38,0.747,5254.661,Spectrogram 1,822.031169183,5392.058,1906.1,24779.8,annotations,10.406360934999611,5265.067360935,22873.6,1,67407878.170708232525,train
0,39,0.171,5265.814541322,Spectrogram 1,822.031169183,5392.058,6905.9,16639.6,annotations,7.528458677999879,5273.343,9733.7,1,67407878.170708232525,train
0,40,0.105,5273.514,Spectrogram 1,822.031169183,5392.058,7531.0,9882.6,annotations,0.7179999999998472,5274.232,2351.6,1,67407878.170708232525,train
0,41,0.228,5274.337,Spectrogram 1,822.031169183,5392.058,5447.3,20330.7,annotations,17.527999999999338,5291.865,14883.4,1,67407878.170708232525,train
0,42,0.16,5292.093,Spectrogram 1,822.031169183,5392.058,5179.4,34053.2,annotations,0.3110000000006039,5292.404,28873.8,1,67407878.170708232525,train
0,43,0.085,5292.564,Spectrogram 1,822.031169183,5392.058,11549.5,14228.5,annotations,0.2999999999992724,5292.864,2679.0,1,67407878.170708232525,train
0,44,0.153,5292.949,Spectrogram 1,822.031169183,5392.058,7084.5,20003.3,annotations,27.903000000000247,5320.852,12918.8,1,67407878.170708232525,train
0,45,0.213,5321.005,Spectrogram 1,822.031169183,5392.058,6965.4,25242.2,annotations,6.994999999999891,5328.0,18276.8,1,67407878.170708232525,train
0,46,0.181,5328.213,Spectrogram 1,822.031169183,5392.058,7501.2,14466.7,annotations,4.333999999999833,5332.547,6965.5,1,67407878.170708232525,train
0,47,0.437,5332.728,Spectrogram 1,822.031169183,5392.058,866.4,25126.4,annotations,8.546484980999594,5341.274484981,24259.9,1,67407878.170708232525,train
0,48,0.214,5341.711515019,Spectrogram 1,822.031169183,5392.058,7997.6,29259.6,annotations,18.04348498099989,5359.755,21262.0,1,67407878.170708232525,train
0,49,0.1369999999999999,5359.969,Spectrogram 1,822.031169183,5392.058,1170.4,31210.2,annotations,0.6859999999996944,5360.655,30039.8,1,67407878.170708232525,train
0,50,0.3989999999999999,5360.792,Spectrogram 1,822.031169183,5392.058,6905.9,18021.7,annotations,7.686154164999607,5368.478154165,11115.8,1,67407878.170708232525,train
0,51,0.162,5368.877,Spectrogram 1,822.031169183,5392.058,8513.3,13514.1,annotations,23.018999999999323,5391.896,5000.8,1,67407878.170708232525,train
0,2,0.262,1.265,Spectrogram 1,1.066,5392.924,5656.9,8875.5,annotations,12.22,13.485,3218.6,1,67407878.170709035524,train
0,3,0.252,13.747,Spectrogram 1,1.066,5392.924,5364.3,7720.9,annotations,38.082,51.829,2356.6,1,67407878.170709035524,train
0,4,0.1159999999999999,52.081,Spectrogram 1,1.066,5392.924,4867.0,17675.0,annotations,6.626999999999995,58.708,12808.0,1,67407878.170709035524,train
0,5,0.313,58.824,Spectrogram 1,1.066,5392.924,0.0,2438.3,annotations,7.286000000000001,66.11,2438.3,1,67407878.170709035524,train
0,6,0.2319999999999999,66.423,Spectrogram 1,1.066,5392.924,97.5,2243.2,annotations,46.859,113.282,2145.7,1,67407878.170709035524,train
0,7,0.2,113.514,Spectrogram 1,1.066,5392.924,6430.2,11773.6,annotations,71.40400000000001,184.918,5343.4,1,67407878.170709035524,train
0,8,1.092,185.118,Spectrogram 1,1.066,5392.924,0.0,4681.5,annotations,88.892,274.01,4681.5,1,67407878.170709035524,train
0,9,0.135,275.102,Spectrogram 1,1.066,5392.924,7517.0,12407.5,annotations,65.97700000000003,341.079,4890.5,1,67407878.170709035524,train
0,10,0.283,341.214,Spectrogram 1,1.066,5392.924,3894.3,15486.8,annotations,141.08499999999998,482.299,11592.5,1,67407878.170709035524,train
0,11,0.105,482.582,Spectrogram 1,1.066,5392.924,4800.0,11335.1,annotations,207.56600000000003,690.148,6535.1,1,67407878.170709035524,train
0,12,0.0,690.253,Spectrogram 1,1.066,5392.924,4235.9,4235.9,annotations,14.620000000000005,704.873,0.0,1,67407878.170709035524,train
0,13,0.13,704.873,Spectrogram 1,1.066,5392.924,5524.5,18294.3,annotations,0.1589999999999918,705.032,12769.8,1,67407878.170709035524,train
0,14,0.079,705.162,Spectrogram 1,1.066,5392.924,4347.2,5968.0,annotations,5.374054189999924,710.53605419,1620.8,1,67407878.170709035524,train
0,15,0.0969999999999999,710.615,Spectrogram 1,1.066,5392.924,5886.8,11216.2,annotations,131.789,842.404,5329.4,1,67407878.170709035524,train
0,16,0.154,842.501,Spectrogram 1,1.066,5392.924,3441.5,12498.1,annotations,10.74599999999998,853.247,9056.6,1,67407878.170709035524,train
0,17,0.1,853.401,Spectrogram 1,1.066,5392.924,7426.4,13675.5,annotations,53.696000000000026,907.097,6249.1,1,67407878.170709035524,train
0,18,0.081,907.197,Spectrogram 1,1.066,5392.924,11230.2,14834.8,annotations,52.89443596399997,960.091435964,3604.6,1,67407878.170709035524,train
0,19,0.076,960.172,Spectrogram 1,1.066,5392.924,7335.8,12618.1,annotations,52.68979064300004,1012.861790643,5282.3,1,67407878.170709035524,train
0,20,0.174,1012.938,Spectrogram 1,1.066,5392.924,5524.5,25515.8,annotations,47.61399999999992,1060.552,19991.3,1,67407878.170709035524,train
0,21,0.3,1060.726,Spectrogram 1,1.066,5392.924,4603.9,15005.3,annotations,11.096044344999882,1071.822044345,10401.4,1,67407878.170709035524,train
0,22,0.103,1072.122229048,Spectrogram 1,1.066,5392.924,5524.5,12679.2,annotations,8.052770951999946,1080.175,7154.7,1,67407878.170709035524,train
0,23,0.0969999999999999,1080.278,Spectrogram 1,1.066,5392.924,7245.3,15687.4,annotations,8.331963058999918,1088.609963059,8442.1,1,67407878.170709035524,train
0,24,0.149,1088.707,Spectrogram 1,1.066,5392.924,6534.6,9207.8,annotations,5.849990154999887,1094.556990155,2673.2,1,67407878.170709035524,train
0,25,0.198,1094.706,Spectrogram 1,1.066,5392.924,4256.6,7698.1,annotations,12.935000000000173,1107.641,3441.5,1,67407878.170709035524,train
0,26,0.148,1107.839,Spectrogram 1,1.066,5392.924,4166.0,7517.0,annotations,1.8040000000000875,1109.643,3351.0,1,67407878.170709035524,train
0,27,0.508,1109.791,Spectrogram 1,1.066,5392.924,1560.5,21143.9,annotations,6.194879333000017,1115.985879333,19583.4,1,67407878.170709035524,train
0,28,0.141,1116.493884215,Spectrogram 1,1.066,5392.924,6520.8,12094.0,annotations,9.32511578499998,1125.819,5573.2,1,67407878.170709035524,train
0,29,0.947,1125.96,Spectrogram 1,1.066,5392.924,1108.3,17989.3,annotations,5.764305451999917,1131.724305452,16881.0,1,67407878.170709035524,train
0,30,0.178,1132.671041823,Spectrogram 1,1.066,5392.924,6520.8,14943.4,annotations,6.38595817700002,1139.057,8422.6,1,67407878.170709035524,train
0,31,0.201,1139.235,Spectrogram 1,1.066,5392.924,7879.2,16845.3,annotations,4.601000000000113,1143.836,8966.1,1,67407878.170709035524,train
0,32,0.171,1144.037,Spectrogram 1,1.066,5392.924,7969.8,11864.2,annotations,4.33400000000006,1148.371,3894.4,1,67407878.170709035524,train
0,33,0.304,1148.542,Spectrogram 1,1.066,5392.924,6249.1,15667.9,annotations,14.022000000000162,1162.564,9418.8,1,67407878.170709035524,train
0,34,0.17,1162.868,Spectrogram 1,1.066,5392.924,5891.7,23694.7,annotations,14.642000000000053,1177.51,17803.0,1,67407878.170709035524,train
