Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
48	Spectrogram 1	1	269.580627553	270.736313942	353.020	470.693	1.1557	117.673	-77.51	
49	Spectrogram 1	1	273.526071172	274.281272178	353.020	433.920	0.7552	80.900	-76.57	
50	Spectrogram 1	1	284.981886089	285.874396370	316.247	404.502	0.8925	88.255	-70.25	
51	Spectrogram 1	1	281.591761470	282.541483948	286.829	404.502	0.9497	117.673	-74.53	
52	Spectrogram 1	1	282.747447859	283.468321547	338.311	536.884	0.7209	198.574	-76.61	
53	Spectrogram 1	1	277.789065682	278.395514975	404.502	529.530	0.6064	125.028	-73.20	
54	Spectrogram 1	1	297.232690437	298.239625113	220.637	375.083	1.0069	154.446	-74.03	
55	Spectrogram 1	1	308.688505354	309.306397087	242.701	389.793	0.6179	147.092	-74.64	
56	Spectrogram 1	1	312.990862605	313.517214822	235.346	397.147	0.5264	161.801	-77.28	
57	Spectrogram 1	1	317.012983140	318.157227090	227.992	330.956	1.1442	102.964	-71.45	
58	Spectrogram 1	1	320.670883104	321.231562639	242.701	382.438	0.5607	139.737	-74.79	
59	Spectrogram 1	1	324.975179708	325.570186561	264.765	375.083	0.5950	110.319	-75.43	
60	Spectrogram 1	1	329.100472314	329.718364047	227.992	345.665	0.6179	117.673	-73.17	
61	Spectrogram 1	1	332.592370158	333.164492133	250.056	353.020	0.5721	102.964	-73.95	
62	Spectrogram 1	1	336.800665923	337.258363503	272.119	360.374	0.4577	88.255	-75.18	
63	Spectrogram 1	1	341.232190450	341.598348514	191.219	338.311	0.3662	147.092	-75.05	
64	Spectrogram 1	1	344.081357884	345.156947197	242.701	485.402	1.0756	242.701	-75.70	
65	Spectrogram 1	1	348.550307787	349.156757080	235.346	353.020	0.6064	117.673	-76.67	
66	Spectrogram 1	1	352.200445987	352.864107477	213.283	353.020	0.6637	139.737	-77.15	
67	Spectrogram 1	1	356.148483992	356.434544979	257.410	353.020	0.2861	95.610	-75.62	
68	Spectrogram 1	1	366.627101701	367.634036376	213.283	375.083	1.0069	161.801	-75.05	
69	Spectrogram 1	1	374.505282773	374.825671079	220.637	345.665	0.3204	125.028	-75.25	
70	Spectrogram 1	1	377.777820469	378.498694158	250.056	375.083	0.7209	125.028	-78.74	
71	Spectrogram 1	1	375.213551123	375.774230658	161.801	338.311	0.5607	176.510	-75.68	
72	Spectrogram 1	1	392.325611668	392.806194126	264.765	353.020	0.4806	88.255	-75.66	
73	Spectrogram 1	1	396.146411500	396.821515430	183.864	375.083	0.6751	191.219	-77.06	
74	Spectrogram 1	1	399.682125304	400.254247279	227.992	360.374	0.5721	132.382	-74.03	
75	Spectrogram 1	1	403.383078903	403.863661362	213.283	367.729	0.4806	154.446	-77.47	
76	Spectrogram 1	1	409.207280607	409.859499658	227.992	353.020	0.6522	125.028	-74.53	
77	Spectrogram 1	1	416.672203933	417.152786392	125.028	227.992	0.4806	102.964	-77.09	
78	Spectrogram 1	1	419.143770865	419.693007961	235.346	367.729	0.5492	132.382	-76.91	
79	Spectrogram 1	1	422.887009877	423.459131851	88.255	367.729	0.5721	279.474	-78.78	
80	Spectrogram 1	1	427.954849692	428.332450196	205.928	308.892	0.3776	102.964	-77.76	
81	Spectrogram 1	1	431.479121057	431.925376198	227.992	323.601	0.4463	95.610	-76.58	
82	Spectrogram 1	1	445.233505066	445.828511920	272.119	316.247	0.5950	44.127	-72.17	
83	Spectrogram 1	1	449.569813597	450.050396056	205.928	330.956	0.4806	125.028	-76.35	
84	Spectrogram 1	1	454.334521727	454.860873944	191.219	353.020	0.5264	161.801	-75.99	
85	Spectrogram 1	1	463.656412621	464.285746793	198.574	345.665	0.6293	147.092	-72.58	
86	Spectrogram 1	1	483.425448806	483.791606870	183.864	308.892	0.3662	125.028	-78.53	
87	Spectrogram 1	1	521.926315736	522.361128437	389.793	478.048	0.4348	88.255	-81.82	
88	Spectrogram 1	1	20.197550539	20.781114953	514.820	581.012	0.5836	66.191	-73.05	
89	Spectrogram 1	1	29.902678427	30.943940421	485.402	558.948	1.0413	73.546	-73.25	
90	Spectrogram 1	1	40.719084034	41.703133831	441.275	544.239	0.9840	102.964	-73.37	
91	Spectrogram 1	1	74.476774856	76.078716386	279.474	397.147	1.6019	117.673	-74.20	
92	Spectrogram 1	1	77.795092560	78.699045280	272.119	353.020	0.9040	80.900	-76.38	
93	Spectrogram 1	1	86.572013528	87.132693063	242.701	330.956	0.5607	88.255	-73.91	
