Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
67	Spectrogram 1	1	188.940645042	189.131161194	259.442	503.623	0.1905	244.181	-39.16	
68	Spectrogram 1	1	192.034264457	192.814473459	300.139	462.926	0.7802	162.787	-47.06	
69	Spectrogram 1	1	195.181946530	196.279682452	315.400	437.491	1.0977	122.090	-46.36	
70	Spectrogram 1	1	201.619936425	202.554372788	310.313	468.013	0.9344	157.700	-46.39	
71	Spectrogram 1	1	205.517710350	205.880598258	305.226	503.623	0.3629	198.397	-49.46	
72	Spectrogram 1	1	208.166792078	208.729268335	554.494	803.762	0.5625	249.268	-47.62	
73	Spectrogram 1	1	209.146589429	209.790715466	295.052	432.403	0.6441	137.352	-48.29	
74	Spectrogram 1	1	219.527713893	220.189984325	345.923	493.449	0.6623	147.526	-47.75	
75	Spectrogram 1	1	229.742268672	230.622271849	366.271	498.536	0.8800	132.265	-46.92	
76	Spectrogram 1	1	232.826815889	233.734035659	340.836	498.536	0.9072	157.700	-46.91	
77	Spectrogram 1	1	239.929976772	241.109362473	371.358	513.797	1.1794	142.439	-46.33	
78	Spectrogram 1	1	242.742358058	243.404628490	366.271	488.362	0.6623	122.090	-48.24	
79	Spectrogram 1	1	249.171090237	250.314187147	340.836	498.536	1.1431	157.700	-46.70	
80	Spectrogram 1	1	253.446810988	254.199803397	401.881	620.626	0.7530	218.745	-46.77	
81	Spectrogram 1	1	259.742546275	260.686054836	371.358	488.362	0.9435	117.003	-44.93	
82	Spectrogram 1	1	263.062784755	263.579900024	361.184	529.058	0.5171	167.874	-47.50	
83	Spectrogram 1	1	263.797632769	264.632274957	640.974	808.849	0.8346	167.874	-48.00	
84	Spectrogram 1	1	269.410051445	270.498715169	366.271	493.449	1.0887	127.177	-44.35	
85	Spectrogram 1	1	279.180067310	280.413886196	366.271	498.536	1.2338	132.265	-43.63	
86	Spectrogram 1	1	282.282758922	283.180906494	335.749	432.403	0.8981	96.655	-49.51	
87	Spectrogram 1	1	288.883863111	289.600566729	335.749	462.926	0.7167	127.177	-48.11	
88	Spectrogram 1	1	292.304081643	293.265734599	300.139	488.362	0.9617	188.223	-46.32	
89	Spectrogram 1	1	296.431931595	296.912758073	351.010	493.449	0.4808	142.439	-47.11	
90	Spectrogram 1	1	299.721683379	300.819419300	320.487	473.100	1.0977	152.613	-43.44	
91	Spectrogram 1	1	303.241696085	303.922110913	289.965	452.752	0.6804	162.787	-46.68	
92	Spectrogram 1	1	307.181745792	307.698861061	259.442	396.794	0.5171	137.352	-46.22	
93	Spectrogram 1	1	310.535187626	311.215602453	320.487	447.665	0.6804	127.177	-45.85	
94	Spectrogram 1	1	311.787150908	313.020969795	432.403	605.365	1.2338	172.961	-43.97	
95	Spectrogram 1	1	314.263860880	314.980564498	284.878	391.707	0.7167	106.829	-48.57	
96	Spectrogram 1	1	315.479535371	316.586343490	437.491	600.278	1.1068	162.787	-39.31	
97	Spectrogram 1	1	318.215883341	318.769287401	244.181	396.794	0.5534	152.613	-47.89	
98	Spectrogram 1	1	320.620015731	321.527235501	503.623	727.455	0.9072	223.832	-40.54	
99	Spectrogram 1	1	335.110661446	336.190252972	513.797	752.891	1.0796	239.094	-39.86	
100	Spectrogram 1	1	336.199325170	336.861595602	269.616	412.055	0.6623	142.439	-47.12	
101	Spectrogram 1	1	338.893397972	340.553610150	508.710	763.065	1.6602	254.355	-38.98	
103	Spectrogram 1	1	342.881893874	343.063337828	157.700	305.226	0.1814	147.526	-43.92	
102	Spectrogram 1	1	344.587467041	345.503759008	600.278	895.329	0.9163	295.052	-38.58	
104	Spectrogram 1	1	347.200259978	347.354487339	162.787	310.313	0.1542	147.526	-42.64	
105	Spectrogram 1	1	348.409578178	348.926693447	213.658	371.358	0.5171	157.700	-49.56	
106	Spectrogram 1	1	355.207554810	356.477662488	585.016	971.636	1.2701	386.620	-40.86	
107	Spectrogram 1	1	358.657520577	360.980003188	640.974	941.113	2.3225	300.139	-39.71	
108	Spectrogram 1	1	364.282283150	365.461668851	590.104	895.329	1.1794	305.226	-38.41	
109	Spectrogram 1	1	369.389560096	369.797808993	228.919	376.445	0.4082	147.526	-45.14	
110	Spectrogram 1	1	373.349243718	374.673784582	646.062	910.591	1.3245	264.529	-39.64	
111	Spectrogram 1	1	374.655640187	375.063889083	193.310	345.923	0.4082	152.613	-48.48	
112	Spectrogram 1	1	376.772178157	378.686411871	666.410	951.288	1.9142	284.878	-38.49	
113	Spectrogram 1	1	378.895072418	379.239815930	178.048	351.010	0.3447	172.961	-47.14	
114	Spectrogram 1	1	382.321092063	383.391611391	585.016	956.375	1.0705	371.358	-38.12	
115	Spectrogram 1	1	387.497861213	387.688377365	122.090	345.923	0.1905	223.832	-39.31	
116	Spectrogram 1	1	393.431078508	393.730461032	218.745	473.100	0.2994	254.355	-40.52	
117	Spectrogram 1	1	396.349055082	397.292563642	1149.684	1566.827	0.9435	417.142	-46.10	
118	Spectrogram 1	1	399.560613067	400.331749871	1261.601	1470.172	0.7711	208.571	-46.05	
119	Spectrogram 1	1	403.808932231	404.416769477	208.571	351.010	0.6078	142.439	-47.62	
120	Spectrogram 1	1	407.510388892	407.909565591	244.181	335.749	0.3992	91.568	-47.92	
121	Spectrogram 1	1	407.501316694	408.526475034	1053.030	1470.172	1.0252	417.142	-46.43	
124	Spectrogram 1	1	410.307341689	410.915178935	1281.949	1429.475	0.6078	147.526	-40.89	
122	Spectrogram 1	1	412.003842659	412.421163753	234.007	381.532	0.4173	147.526	-44.13	
125	Spectrogram 1	1	412.294152985	412.793123858	1271.775	1393.865	0.4990	122.090	-41.79	
126	Spectrogram 1	1	414.798079549	415.070245480	1190.381	1337.907	0.2722	147.526	-43.59	
123	Spectrogram 1	1	415.623649540	416.031898436	228.919	381.532	0.4082	152.613	-43.28	
127	Spectrogram 1	1	419.112989919	420.256086828	1078.465	1393.865	1.1431	315.400	-42.44	
128	Spectrogram 1	1	421.217739784	422.061454170	1103.901	1251.426	0.8437	147.526	-44.00	
129	Spectrogram 1	1	424.150775547	425.085211910	1012.333	1241.252	0.9344	228.919	-40.60	
130	Spectrogram 1	1	427.117384194	427.616355067	936.026	1236.165	0.4990	300.139	-39.13	
131	Spectrogram 1	1	430.325486444	430.606724573	1108.988	1353.168	0.2812	244.181	-50.33	
132	Spectrogram 1	1	432.348586531	433.854571348	1047.942	1266.688	1.5060	218.745	-44.45	
133	Spectrogram 1	1	435.514783527	437.111490322	1093.726	1236.165	1.5967	142.439	-39.90	
135	Spectrogram 1	1	438.919573570	439.599988397	991.984	1302.297	0.6804	310.313	-49.37	
134	Spectrogram 1	1	441.886182217	442.403297486	345.923	483.274	0.5171	137.352	-43.74	
136	Spectrogram 1	1	445.073239515	445.363549841	610.452	936.026	0.2903	325.574	-41.05	
137	Spectrogram 1	1	447.374306646	448.998230034	590.104	819.023	1.6239	228.919	-48.48	
138	Spectrogram 1	1	449.950810792	452.890202846	554.494	819.023	2.9394	264.529	-46.86	
139	Spectrogram 1	1	454.616636315	455.569217073	585.016	768.152	0.9526	183.136	-37.11	
140	Spectrogram 1	1	457.685755043	458.039570753	559.581	895.329	0.3538	335.749	-37.64	
141	Spectrogram 1	1	460.026382049	462.058554333	544.320	1002.159	2.0322	457.839	-39.84	
142	Spectrogram 1	1	462.965774103	465.986815936	549.407	895.329	3.0210	345.923	-41.05	
143	Spectrogram 1	1	468.202962816	468.692861492	523.971	946.200	0.4899	422.229	-35.91	
144	Spectrogram 1	1	471.523387174	473.201743748	534.145	773.239	1.6784	239.094	-32.06	
145	Spectrogram 1	1	474.299109755	477.265718402	559.581	991.984	2.9666	432.403	-41.81	
146	Spectrogram 1	1	479.025724755	479.969233316	498.536	910.591	0.9435	412.055	-37.17	
147	Spectrogram 1	1	482.735883699	484.196507529	503.623	1058.117	1.4606	554.494	-35.02	
148	Spectrogram 1	1	485.557337183	488.487657040	539.233	930.939	2.9303	391.707	-32.02	
149	Spectrogram 1	1	489.506459088	491.665642140	478.187	859.720	2.1592	381.532	-35.62	
150	Spectrogram 1	1	494.302380585	495.055372994	452.752	834.284	0.7530	381.532	-37.82	
151	Spectrogram 1	1	496.833523743	497.459505384	1129.336	1337.907	0.6260	208.571	-47.90	
152	Spectrogram 1	1	497.679954035	499.775631703	452.752	707.107	2.0957	254.355	-34.94	
153	Spectrogram 1	1	500.973161799	503.295644410	412.055	788.500	2.3225	376.445	-38.63	
154	Spectrogram 1	1	505.817345456	506.425182701	381.532	585.016	0.6078	203.484	-40.14	
155	Spectrogram 1	1	508.820242893	511.405819237	396.794	737.629	2.5856	340.836	-37.62	
156	Spectrogram 1	1	512.412463267	514.925462030	381.532	783.413	2.5130	401.881	-36.37	
157	Spectrogram 1	1	517.238872443	518.073514631	396.794	585.016	0.8346	188.223	-39.16	
158	Spectrogram 1	1	520.643661872	523.319960192	345.923	549.407	2.6763	203.484	-36.65	
159	Spectrogram 1	1	524.559395542	525.022077625	406.968	488.362	0.4627	81.394	-38.42	
160	Spectrogram 1	1	525.475687510	526.818372769	300.139	513.797	1.3427	213.658	-38.32	
161	Spectrogram 1	1	528.859617251	529.839414602	391.707	737.629	0.9798	345.923	-44.41	
162	Spectrogram 1	1	532.884401944	534.553686320	259.442	462.926	1.6693	203.484	-32.14	
163	Spectrogram 1	1	536.661152092	538.185281306	279.790	447.665	1.5241	167.874	-34.48	
164	Spectrogram 1	1	540.643846882	541.451272477	284.878	437.491	0.8074	152.613	-34.62	
165	Spectrogram 1	1	544.369063787	545.902265198	274.703	412.055	1.5332	137.352	-29.28	
166	Spectrogram 1	1	548.115881436	549.658155045	244.181	396.794	1.5423	152.613	-33.98	
167	Spectrogram 1	1	552.669754152	553.377385573	259.442	442.578	0.7076	183.136	-35.81	
168	Spectrogram 1	1	555.935745323	557.641318490	249.268	396.794	1.7056	147.526	-32.44	
169	Spectrogram 1	1	559.204452401	560.828375789	249.268	391.707	1.6239	142.439	-33.89	
170	Spectrogram 1	1	563.697906167	564.496259565	208.571	401.881	0.7984	193.310	-32.53	
171	Spectrogram 1	1	566.637298221	568.116066446	213.658	406.968	1.4788	193.310	-34.05	
172	Spectrogram 1	1	570.023943869	571.520856489	188.223	366.271	1.4969	178.048	-29.19	
173	Spectrogram 1	1	574.517397635	575.415545207	183.136	417.142	0.8981	234.007	-34.52	
174	Spectrogram 1	1	575.733072127	576.177609814	162.787	315.400	0.4445	152.613	-44.38	
175	Spectrogram 1	1	577.719883422	579.044424286	183.136	366.271	1.3245	183.136	-29.25	
177	Spectrogram 1	1	579.400955289	579.745698802	157.700	315.400	0.3447	157.700	-42.63	
176	Spectrogram 1	1	581.269828015	582.440141518	203.484	366.271	1.1703	162.787	-31.21	
178	Spectrogram 1	1	582.730451844	582.957256787	193.310	412.055	0.2268	218.745	-39.99	
179	Spectrogram 1	1	584.399736220	584.753551931	183.136	340.836	0.3538	157.700	-40.55	
180	Spectrogram 1	1	585.778710270	586.531702679	198.397	371.358	0.7530	172.961	-33.14	
181	Spectrogram 1	1	588.772164983	589.942478486	172.961	340.836	1.1703	167.874	-30.46	
182	Spectrogram 1	1	591.956506375	592.945375924	193.310	371.358	0.9889	178.048	-31.81	
183	Spectrogram 1	1	596.135333778	596.888326187	208.571	396.794	0.7530	188.223	-33.99	
184	Spectrogram 1	1	597.287502886	597.650390794	198.397	345.923	0.3629	147.526	-47.96	
185	Spectrogram 1	1	598.512249575	599.718851869	172.961	340.836	1.2066	167.874	-27.71	
186	Spectrogram 1	1	601.324630861	602.576594144	193.310	371.358	1.2520	178.048	-31.54	
187	Spectrogram 1	1	605.155628932	606.035632109	198.397	376.445	0.8800	178.048	-33.27	
188	Spectrogram 1	1	608.203887358	609.337912071	142.439	310.313	1.1340	167.874	-39.15	
189	Spectrogram 1	1	610.145337666	610.526369969	218.745	356.097	0.3810	137.352	-43.65	
190	Spectrogram 1	1	611.070701831	611.968849403	172.961	371.358	0.8981	198.397	-31.98	
191	Spectrogram 1	1	613.749530794	614.175924086	223.832	396.794	0.4264	172.961	-46.42	
192	Spectrogram 1	1	614.792833529	615.346237589	178.048	386.620	0.5534	208.571	-33.17	
193	Spectrogram 1	1	616.915727790	617.233254710	132.265	249.268	0.3175	117.003	-40.25	
194	Spectrogram 1	1	617.460059652	617.750369978	117.003	249.268	0.2903	132.265	-39.56	
195	Spectrogram 1	1	618.539651178	619.011405458	228.919	396.794	0.4718	167.874	-43.29	
196	Spectrogram 1	1	620.027491601	620.907494777	167.874	371.358	0.8800	203.484	-33.76	
197	Spectrogram 1	1	622.183218304	622.709405771	228.919	381.532	0.5262	152.613	-42.14	
198	Spectrogram 1	1	623.852502680	624.569206299	198.397	401.881	0.7167	203.484	-32.28	
199	Spectrogram 1	1	626.217075195	626.634396289	244.181	406.968	0.4173	162.787	-41.93	
200	Spectrogram 1	1	627.051717383	627.786565397	81.394	234.007	0.7348	152.613	-35.69	
201	Spectrogram 1	1	629.709871308	630.662452067	188.223	386.620	0.9526	198.397	-30.11	
202	Spectrogram 1	1	633.377755085	634.656934960	208.571	406.968	1.2792	198.397	-36.38	
203	Spectrogram 1	1	636.235497359	637.233439106	96.655	228.919	0.9979	132.265	-35.77	
204	Spectrogram 1	1	637.804987561	638.140658876	239.094	406.968	0.3357	167.874	-43.00	
205	Spectrogram 1	1	638.657774145	639.501488530	157.700	391.707	0.8437	234.007	-32.36	
206	Spectrogram 1	1	642.419280454	643.163200665	188.223	386.620	0.7439	198.397	-32.09	
207	Spectrogram 1	1	645.186300752	646.184242499	96.655	279.790	0.9979	183.136	-37.55	
208	Spectrogram 1	1	647.874387177	648.690884969	193.310	386.620	0.8165	193.310	-30.94	
209	Spectrogram 1	1	651.738957518	652.555455311	188.223	391.707	0.8165	203.484	-34.07	
210	Spectrogram 1	1	653.344736511	653.571541453	234.007	391.707	0.2268	157.700	-43.39	
211	Spectrogram 1	1	654.025151338	655.422269783	91.568	234.007	1.3971	142.439	-34.37	
212	Spectrogram 1	1	656.982317873	657.916754236	198.397	401.881	0.9344	203.484	-31.29	
213	Spectrogram 1	1	659.440883449	659.803771357	223.832	366.271	0.3629	142.439	-45.15	
214	Spectrogram 1	1	660.239236846	660.937796069	213.658	376.445	0.6986	162.787	-30.51	
215	Spectrogram 1	1	662.824813190	663.732032960	91.568	325.574	0.9072	234.007	-34.56	
216	Spectrogram 1	1	665.385703583	666.120551597	172.961	406.968	0.7348	234.007	-29.37	
217	Spectrogram 1	1	666.773749831	666.991482576	208.571	396.794	0.2177	188.223	-41.33	
218	Spectrogram 1	1	668.996438267	669.658708699	193.310	401.881	0.6623	208.571	-30.50	
219	Spectrogram 1	1	671.890469332	672.543667567	76.306	228.919	0.6532	152.613	-32.04	
220	Spectrogram 1	1	674.221654226	674.784130484	157.700	371.358	0.5625	213.658	-29.78	
221	Spectrogram 1	1	677.043107710	677.542078584	183.136	381.532	0.4990	198.397	-28.13	
222	Spectrogram 1	1	679.162730887	679.870362307	71.219	269.616	0.7076	198.397	-33.16	
223	Spectrogram 1	1	681.439852509	681.993256569	208.571	366.271	0.5534	157.700	-30.29	
224	Spectrogram 1	1	683.877002605	684.512056444	162.787	396.794	0.6351	234.007	-38.69	
225	Spectrogram 1	1	685.954535878	686.870827845	35.610	259.442	0.9163	223.832	-34.94	
226	Spectrogram 1	1	688.452106151	688.996438013	167.874	386.620	0.5443	218.745	-31.99	
227	Spectrogram 1	1	691.708839861	692.235027327	228.919	401.881	0.5262	172.961	-33.98	
228	Spectrogram 1	1	694.004105878	694.893181252	61.045	269.616	0.8891	208.571	-33.83	
229	Spectrogram 1	1	696.598754419	697.106797491	203.484	417.142	0.5080	213.658	-31.89	
230	Spectrogram 1	1	697.868492183	698.086224928	676.584	859.720	0.2177	183.136	-41.28	
231	Spectrogram 1	1	699.837159083	700.372418747	198.397	417.142	0.5353	218.745	-30.35	
233	Spectrogram 1	1	701.379432692	701.651598623	564.668	768.152	0.2722	203.484	-41.51	
232	Spectrogram 1	1	701.987269938	702.921706300	55.958	249.268	0.9344	193.310	-29.77	
234	Spectrogram 1	1	704.681712654	705.099033748	651.149	874.981	0.4173	223.832	-38.48	
235	Spectrogram 1	1	704.500268700	705.126250341	183.136	401.881	0.6260	218.745	-28.24	
238	Spectrogram 1	1	706.807322821	707.070416554	142.439	295.052	0.2631	152.613	-43.36	
237	Spectrogram 1	1	708.159080278	708.766917524	147.526	406.968	0.6078	259.442	-29.70	
236	Spectrogram 1	1	708.122791487	709.030011257	605.365	768.152	0.9072	162.787	-40.44	
239	Spectrogram 1	1	710.578085979	711.204067620	81.394	244.181	0.6260	162.787	-29.22	
240	Spectrogram 1	1	712.437886507	712.682835845	661.323	808.849	0.2449	147.526	-37.82	
241	Spectrogram 1	1	713.000362764	713.780571766	178.048	432.403	0.7802	254.355	-28.86	
242	Spectrogram 1	1	715.005318455	715.322845375	569.755	788.500	0.3175	218.745	-37.45	
243	Spectrogram 1	1	716.698363690	717.424139506	213.658	371.358	0.7258	157.700	-29.77	
244	Spectrogram 1	1	717.859604995	718.204348508	605.365	813.936	0.3447	208.571	-39.90	
245	Spectrogram 1	1	719.166001464	720.046004640	76.306	234.007	0.8800	157.700	-29.91	
246	Spectrogram 1	1	720.182087606	720.635697491	559.581	788.500	0.4536	228.919	-38.67	
247	Spectrogram 1	1	721.815083191	722.568075600	188.223	412.055	0.7530	223.832	-29.62	
248	Spectrogram 1	1	723.913476766	724.212859290	574.842	819.023	0.2994	244.181	-38.80	
249	Spectrogram 1	1	725.764205096	726.381114539	223.832	401.881	0.6169	178.048	-29.08	
250	Spectrogram 1	1	727.097818157	728.431431219	549.407	793.587	1.3336	244.181	-43.57	
251	Spectrogram 1	1	728.213698474	729.238856814	55.958	234.007	1.0252	178.048	-32.62	
252	Spectrogram 1	1	729.882612936	730.436016996	554.494	707.107	0.5534	152.613	-40.49	
253	Spectrogram 1	1	730.871482485	731.642619290	203.484	442.578	0.7711	239.094	-28.34	
254	Spectrogram 1	1	734.627372332	735.371292543	172.961	386.620	0.7439	213.658	-26.34	
255	Spectrogram 1	1	737.285156343	738.147015124	61.045	259.442	0.8619	198.397	-35.07	
256	Spectrogram 1	1	738.763924568	739.135884674	518.884	778.326	0.3720	259.442	-41.00	
257	Spectrogram 1	1	739.807227303	740.796096852	193.310	396.794	0.9889	203.484	-30.42	
258	Spectrogram 1	1	742.558819112	742.948923613	417.142	615.539	0.3901	198.397	-44.11	
259	Spectrogram 1	1	743.810782394	744.509341617	193.310	376.445	0.6986	183.136	-32.51	
260	Spectrogram 1	1	745.634294131	746.078831818	412.055	625.713	0.4445	213.658	-41.85	
261	Spectrogram 1	1	746.360069947	747.303578508	71.219	254.355	0.9435	183.136	-32.84	
262	Spectrogram 1	1	749.024024986	749.749800801	178.048	396.794	0.7258	218.745	-27.39	
263	Spectrogram 1	1	749.468562673	750.711453757	498.536	808.849	1.2429	310.313	-45.57	
265	Spectrogram 1	1	752.317232750	753.260741310	447.665	646.062	0.9435	198.397	-44.88	
264	Spectrogram 1	1	752.925069996	753.541979439	213.658	340.836	0.6169	127.177	-28.57	
266	Spectrogram 1	1	753.831919851	754.131302375	406.968	544.320	0.2994	137.352	-41.51	
267	Spectrogram 1	1	754.303674131	754.639345446	269.616	508.710	0.3357	239.094	-40.09	
268	Spectrogram 1	1	755.600998402	756.589867951	71.219	295.052	0.9889	223.832	-34.58	
269	Spectrogram 1	1	756.753167510	757.079766627	478.187	773.239	0.3266	295.052	-43.34	
270	Spectrogram 1	1	758.377090897	759.193588690	188.223	356.097	0.8165	167.874	-27.79	
271	Spectrogram 1	1	759.647198575	761.017100427	391.707	605.365	1.3699	213.658	-43.57	
272	Spectrogram 1	1	762.193030393	762.882517418	178.048	417.142	0.6895	239.094	-31.11	
273	Spectrogram 1	1	763.472210269	764.207058282	376.445	539.233	0.7348	162.787	-41.43	
274	Spectrogram 1	1	764.733245749	765.776548484	45.784	254.355	1.0433	208.571	-32.25	
275	Spectrogram 1	1	767.445832860	768.343980432	193.310	406.968	0.8981	213.658	-30.01	
277	Spectrogram 1	1	770.524023786	771.231655206	412.055	529.058	0.7076	117.003	-35.80	
276	Spectrogram 1	1	770.823406310	771.431243556	208.571	386.620	0.6078	178.048	-28.68	
278	Spectrogram 1	1	772.057225197	772.311246732	406.968	529.058	0.2540	122.090	-42.75	
279	Spectrogram 1	1	773.291044084	774.397852203	96.655	249.268	1.1068	152.613	-29.93	
280	Spectrogram 1	1	774.279913633	774.887750878	396.794	529.058	0.6078	132.265	-38.82	
281	Spectrogram 1	1	776.109041833	776.852962044	172.961	401.881	0.7439	228.919	-25.89	
282	Spectrogram 1	1	778.159358512	778.603896200	376.445	666.410	0.4445	289.965	-44.85	
283	Spectrogram 1	1	779.592765749	780.291324971	203.484	401.881	0.6986	198.397	-34.24	
284	Spectrogram 1	1	781.204345854	782.020843647	351.010	508.710	0.8165	157.700	-39.28	
285	Spectrogram 1	1	782.438164741	783.417962092	45.784	244.181	0.9798	198.397	-32.39	
286	Spectrogram 1	1	784.424976037	785.259618225	366.271	508.710	0.8346	142.439	-40.16	
287	Spectrogram 1	1	785.295907016	786.067043820	167.874	396.794	0.7711	228.919	-29.29	
288	Spectrogram 1	1	788.882141013	789.689566608	162.787	391.707	0.8074	228.919	-33.39	
290	Spectrogram 1	1	791.576583729	792.374937126	386.620	488.362	0.7984	101.742	-39.90	
