Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
112	Spectrogram 1	1	111.716636444	112.345339767	338.311	581.012	0.6287	242.701	-58.06	
113	Spectrogram 1	1	112.730909374	112.888085205	375.083	433.920	0.1572	58.837	-57.80	
114	Spectrogram 1	1	113.249589616	113.501070945	441.275	492.757	0.2515	51.482	-57.10	
115	Spectrogram 1	1	114.035468770	114.224079767	441.275	500.111	0.1886	58.836	-54.13	
116	Spectrogram 1	1	114.396973181	114.648454510	411.856	470.693	0.2515	58.837	-56.69	
117	Spectrogram 1	1	116.353812275	116.605293604	419.211	500.111	0.2515	80.900	-53.54	
118	Spectrogram 1	1	114.334102849	116.055178196	581.012	867.840	1.7211	286.828	-52.22	
119	Spectrogram 1	1	115.882284782	116.110189737	125.028	345.665	0.2279	220.637	-51.80	
120	Spectrogram 1	1	112.966673120	113.894010522	205.928	323.601	0.9273	117.673	-59.65	
121	Spectrogram 1	1	117.116115054	117.878417834	463.338	764.876	0.7623	301.538	-71.40	
122	Spectrogram 1	1	117.658941962	118.146187038	272.119	404.502	0.4872	132.383	-67.93	
123	Spectrogram 1	1	117.580354047	118.051881539	147.092	213.283	0.4715	66.191	-63.61	
124	Spectrogram 1	1	118.963501358	119.466464017	573.657	853.131	0.5030	279.474	-52.67	
125	Spectrogram 1	1	119.450746434	119.670792597	88.255	455.984	0.2200	367.729	-53.48	
126	Spectrogram 1	1	120.268060754	120.896764077	191.219	338.311	0.6287	147.092	-63.20	
127	Spectrogram 1	1	120.495965709	122.075582809	544.239	875.195	1.5796	330.956	-52.07	
128	Spectrogram 1	1	121.721937189	122.287770180	66.191	198.574	0.5658	132.383	-56.86	
129	Spectrogram 1	1	118.743455195	118.994936524	404.502	500.111	0.2515	95.609	-60.89	
130	Spectrogram 1	1	122.187212620	123.703959388	632.494	845.776	1.5167	213.282	-52.40	
131	Spectrogram 1	1	124.128334131	124.395533044	95.610	389.793	0.2672	294.183	-52.91	
132	Spectrogram 1	1	123.499630808	124.073322590	220.637	308.892	0.5737	88.255	-62.54	
133	Spectrogram 1	1	124.254074796	125.527199026	470.693	867.840	1.2731	397.147	-58.24	
134	Spectrogram 1	1	125.236423738	126.855334796	617.785	867.840	1.6189	250.055	-51.81	
135	Spectrogram 1	1	125.079247908	125.629363316	169.155	242.701	0.5501	73.546	-58.13	
136	Spectrogram 1	1	127.361689227	128.249732671	250.056	338.311	0.8880	88.255	-56.63	
137	Spectrogram 1	1	127.644605722	127.974674967	95.610	375.083	0.3301	279.473	-54.57	
138	Spectrogram 1	1	128.839142037	129.617162399	132.382	198.574	0.7780	66.192	-67.31	
139	Spectrogram 1	1	129.412833819	130.010101976	573.657	860.486	0.5973	286.829	-53.24	
140	Spectrogram 1	1	129.664315148	130.371606387	404.502	735.458	0.7073	330.956	-53.48	
141	Spectrogram 1	1	130.740969590	131.534707535	147.092	264.765	0.7937	117.673	-61.85	
142	Spectrogram 1	1	131.872635572	132.084822943	102.964	551.593	0.2122	448.629	-54.03	
143	Spectrogram 1	1	129.923655269	130.670240466	1132.605	1426.788	0.7466	294.183	-66.90	
144	Spectrogram 1	1	132.751737673	133.608345951	353.020	492.757	0.8566	139.737	-57.58	
145	Spectrogram 1	1	133.113242084	133.356864621	161.801	250.056	0.2436	88.255	-58.42	
146	Spectrogram 1	1	132.901054712	135.180104259	610.430	816.358	2.2790	205.928	-51.55	
147	Spectrogram 1	1	134.048438277	134.991493262	183.864	301.538	0.9431	117.674	-61.85	
148	Spectrogram 1	1	135.329421298	135.612337794	80.900	558.948	0.2829	478.048	-54.16	
149	Spectrogram 1	1	136.508240030	137.749929093	632.494	860.486	1.2417	227.992	-52.02	
150	Spectrogram 1	1	136.508240030	137.757787885	279.474	558.948	1.2495	279.474	-59.19	
151	Spectrogram 1	1	138.065327186	138.599725011	470.693	779.585	0.5344	308.892	-64.22	
152	Spectrogram 1	1	137.829563440	138.238220600	191.219	375.083	0.4087	183.864	-62.67	
153	Spectrogram 1	1	140.155765736	140.784469060	551.593	867.840	0.6287	316.247	-55.38	
154	Spectrogram 1	1	140.022166280	140.265788818	117.673	544.239	0.2436	426.566	-53.46	
155	Spectrogram 1	1	141.554630631	141.774676794	353.020	573.657	0.2200	220.637	-53.63	
156	Spectrogram 1	1	141.829688335	142.631285072	397.147	779.585	0.8016	382.438	-58.31	
157	Spectrogram 1	1	140.808045434	141.373878425	154.446	301.538	0.5658	147.092	-67.32	
158	Spectrogram 1	1	143.530713967	145.770469557	595.721	831.067	2.2398	235.346	-51.95	
159	Spectrogram 1	1	143.695748590	143.978665085	102.964	581.012	0.2829	478.048	-55.78	
160	Spectrogram 1	1	144.811696988	145.652587683	1169.378	1404.724	0.8409	235.346	-69.04	
161	Spectrogram 1	1	144.112264541	144.795979405	227.992	323.601	0.6837	95.609	-59.50	
162	Spectrogram 1	1	147.135823719	148.676146861	566.302	926.677	1.5403	360.375	-51.64	
163	Spectrogram 1	1	147.921702873	148.236054535	95.610	544.239	0.3144	448.629	-54.86	
164	Spectrogram 1	1	148.291066076	149.917835925	1191.442	1654.780	1.6268	463.338	-61.51	
165	Spectrogram 1	1	149.100521604	149.752801302	551.593	801.649	0.6523	250.056	-63.05	
166	Spectrogram 1	1	149.124097979	149.391296891	147.092	213.283	0.2672	66.191	-59.34	
167	Spectrogram 1	1	149.163391937	149.289132601	301.538	367.729	0.1257	66.191	-58.66	
168	Spectrogram 1	1	149.647776449	151.172382008	169.155	301.538	1.5246	132.383	-67.72	
169	Spectrogram 1	1	150.229327023	150.975912220	441.275	779.585	0.7466	338.310	-56.64	
170	Spectrogram 1	1	151.211675966	151.856096872	566.302	831.067	0.6444	264.765	-49.90	
171	Spectrogram 1	1	151.431722129	151.722497416	125.028	382.438	0.2908	257.410	-52.50	
172	Spectrogram 1	1	151.785367749	152.162589743	213.283	323.601	0.3772	110.318	-60.20	
173	Spectrogram 1	1	152.201883700	153.247102975	367.729	654.557	1.0452	286.828	-61.27	
174	Spectrogram 1	1	153.915100256	154.936743157	213.283	316.247	1.0216	102.964	-54.11	
175	Spectrogram 1	1	154.040234509	154.331009796	551.593	676.621	0.2908	125.028	-65.86	
176	Spectrogram 1	1	154.433174086	156.767235174	595.721	948.741	2.3341	353.020	-54.15	
177	Spectrogram 1	1	155.690580733	155.997073603	102.964	610.430	0.3065	507.466	-55.36	
178	Spectrogram 1	1	154.794678497	155.533404902	1191.442	1720.971	0.7387	529.529	-64.04	
179	Spectrogram 1	1	157.089445627	158.197535235	147.092	382.438	1.1081	235.346	-62.07	
180	Spectrogram 1	1	157.906759948	159.470659464	551.593	904.613	1.5639	353.020	-51.40	
181	Spectrogram 1	1	158.771227017	158.849814933	88.255	272.119	0.0786	183.864	-49.20	
182	Spectrogram 1	1	159.242754510	159.399930341	139.737	360.374	0.1572	220.637	-49.87	
183	Spectrogram 1	1	161.577385889	162.520440874	419.211	757.521	0.9431	338.310	-57.73	
184	Spectrogram 1	1	162.331829877	163.046979907	573.657	904.613	0.7152	330.956	-53.32	
185	Spectrogram 1	1	163.487072234	163.769988729	88.255	500.111	0.2829	411.856	-54.32	
186	Spectrogram 1	1	162.732628246	163.557801358	198.574	338.311	0.8252	139.737	-56.61	
187	Spectrogram 1	1	159.424077007	160.571460572	220.637	345.665	1.1474	125.028	-61.17	
188	Spectrogram 1	1	160.705060028	161.074423230	88.255	198.574	0.3694	110.319	-58.96	
189	Spectrogram 1	1	162.544017249	162.614746373	110.319	250.056	0.0707	139.737	-45.85	
190	Spectrogram 1	1	163.754271146	164.453703593	235.346	389.793	0.6994	154.447	-59.33	
191	Spectrogram 1	1	165.175122982	166.165330716	455.984	735.458	0.9902	279.474	-54.16	
192	Spectrogram 1	1	166.157471925	166.904057121	161.801	375.083	0.7466	213.282	-58.38	
193	Spectrogram 1	1	167.139820868	167.524901653	80.900	492.757	0.3851	411.857	-55.08	
194	Spectrogram 1	1	167.949276396	168.020005520	110.319	250.056	0.0707	139.737	-46.36	
195	Spectrogram 1	1	166.071025218	167.666359901	566.302	911.968	1.5953	345.666	-51.43	
196	Spectrogram 1	1	167.689936275	168.680144010	544.239	823.713	0.9902	279.474	-61.93	
197	Spectrogram 1	1	169.033789629	170.526960022	581.012	882.549	1.4932	301.537	-51.49	
198	Spectrogram 1	1	168.986636880	170.165455611	80.900	220.637	1.1788	139.737	-59.14	
199	Spectrogram 1	1	169.222400626	170.636983104	1154.669	1669.489	1.4146	514.820	-66.55	
200	Spectrogram 1	1	170.494414251	171.264575822	360.374	750.167	0.7702	389.793	-59.31	
201	Spectrogram 1	1	172.026878602	172.262642348	95.610	529.530	0.2358	433.920	-53.55	
202	Spectrogram 1	1	171.461045611	172.600570384	176.510	367.729	1.1395	191.219	-55.74	
203	Spectrogram 1	1	173.032803919	173.787247907	529.530	838.422	0.7544	308.892	-51.69	
204	Spectrogram 1	1	173.221414916	174.510256729	1132.605	1640.071	1.2888	507.466	-65.35	
205	Spectrogram 1	1	173.307861623	174.015152862	161.801	404.502	0.7073	242.701	-64.43	
206	Spectrogram 1	1	175.224079797	175.601301791	88.255	573.657	0.3772	485.402	-55.76	
207	Spectrogram 1	1	175.624878166	176.237863906	205.928	316.247	0.6130	110.319	-56.01	
208	Spectrogram 1	1	176.096405658	178.359737622	603.075	1007.577	2.2633	404.502	-50.45	
209	Spectrogram 1	1	175.656313332	177.149483725	345.665	610.430	1.4932	264.765	-62.60	
210	Spectrogram 1	1	177.306659556	177.715316716	95.610	220.637	0.4087	125.027	-59.29	
211	Spectrogram 1	1	178.059325806	179.128121455	102.964	235.346	1.0688	132.382	-63.42	
212	Spectrogram 1	1	178.570147256	179.332450036	220.637	323.601	0.7623	102.964	-63.21	
213	Spectrogram 1	1	178.750899461	179.528919824	1154.669	1706.262	0.7780	551.593	-64.30	
214	Spectrogram 1	1	179.513202241	180.833479220	603.075	831.067	1.3203	227.992	-48.44	
215	Spectrogram 1	1	179.395320368	179.693954446	73.546	558.948	0.2986	485.402	-55.06	
216	Spectrogram 1	1	180.747032513	181.674369915	169.155	389.793	0.9273	220.638	-59.86	
217	Spectrogram 1	1	180.012180219	181.143846201	389.793	816.358	1.1317	426.565	-51.18	
218	Spectrogram 1	1	182.637016594	182.896356715	80.900	485.402	0.2593	404.502	-53.31	
219	Spectrogram 1	1	181.788267108	182.126195144	1321.720	2263.106	0.3379	941.386	-71.33	
220	Spectrogram 1	1	183.535724939	184.164428262	544.239	809.004	0.6287	264.765	-49.94	
221	Spectrogram 1	1	183.912946933	184.793131586	433.920	794.294	0.8802	360.374	-52.97	
222	Spectrogram 1	1	184.408050800	185.076048081	161.801	345.665	0.6680	183.864	-56.48	
223	Spectrogram 1	1	186.223431646	186.954299259	500.111	786.940	0.7309	286.829	-62.07	
224	Spectrogram 1	1	187.174345423	187.300086087	198.574	316.247	0.1257	117.673	-46.92	
225	Spectrogram 1	1	185.319670619	186.474912975	2834.506	4857.015	1.1552	2022.509	-80.11	d
226	Spectrogram 1	1	187.547612553	187.704788383	4528.536	5069.385	0.1572	540.849	-78.13	d
227	Spectrogram 1	1	186.892521928	188.794349481	588.366	845.776	1.9018	257.410	-50.37	
228	Spectrogram 1	1	188.920090145	189.682392925	154.446	338.311	0.7623	183.865	-55.43	
229	Spectrogram 1	1	188.802208272	189.564511052	389.793	772.231	0.7623	382.438	-57.85	
230	Spectrogram 1	1	189.839568756	190.091050085	1573.880	1765.099	0.2515	191.219	-72.33	d
231	Spectrogram 1	1	190.295378665	191.890713348	514.820	911.968	1.5953	397.148	-51.09	
232	Spectrogram 1	1	190.719753408	190.869070448	198.574	404.502	0.1493	205.928	-49.83	
233	Spectrogram 1	1	192.187679212	192.989275949	176.510	353.020	0.8016	176.510	-56.40	
234	Spectrogram 1	1	192.447019333	193.342921569	338.311	647.203	0.8959	308.892	-62.12	
235	Spectrogram 1	1	192.871394076	193.665132022	1213.505	1382.661	0.7937	169.156	-68.93	
236	Spectrogram 1	1	194.034495224	194.993267792	345.665	448.629	0.9588	102.964	-64.85	
237	Spectrogram 1	1	195.331195829	195.511948034	213.283	375.083	0.1808	161.800	-51.24	
238	Spectrogram 1	1	195.928463986	197.492363503	426.566	706.039	1.5639	279.473	-62.55	
239	Spectrogram 1	1	196.635755224	197.932455829	1176.732	2301.983	1.2967	1125.251	-72.15	
240	Spectrogram 1	1	196.557167309	197.327328880	176.510	338.311	0.7702	161.801	-55.52	
241	Spectrogram 1	1	194.521740300	195.276184288	500.111	838.422	0.7544	338.311	-53.84	
242	Spectrogram 1	1	194.741786463	195.087573291	227.992	286.829	0.3458	58.837	-59.33	
243	Spectrogram 1	1	197.738240873	199.561480511	507.466	919.322	1.8232	411.856	-49.76	
244	Spectrogram 1	1	198.516261236	198.673437066	154.446	426.566	0.1572	272.120	-52.68	
245	Spectrogram 1	1	200.040866795	200.740299242	205.928	330.956	0.6994	125.028	-58.70	
246	Spectrogram 1	1	200.763875617	202.744291085	492.757	801.649	1.9804	308.892	-52.16	
247	Spectrogram 1	1	201.683354227	202.319916342	1162.023	1897.481	0.6366	735.458	-64.55	
248	Spectrogram 1	1	201.812380546	202.755435531	338.311	426.566	0.9431	88.255	-62.37	
249	Spectrogram 1	1	202.661130032	203.470585561	463.338	794.294	0.8095	330.956	-55.34	
250	Spectrogram 1	1	203.242680606	203.753502057	198.574	286.829	0.5108	88.255	-59.00	
251	Spectrogram 1	1	205.285966407	206.063986770	169.155	389.793	0.7780	220.638	-57.44	
252	Spectrogram 1	1	205.788929066	206.244738975	455.984	772.231	0.4558	316.247	-51.65	
253	Spectrogram 1	1	206.433349972	206.590525803	169.155	360.374	0.1572	191.219	-54.72	
254	Spectrogram 1	1	204.798721332	204.916603205	345.665	404.502	0.1179	58.837	-60.71	
255	Spectrogram 1	1	207.532444819	208.216159683	404.502	728.103	0.6837	323.601	-57.35	
256	Spectrogram 1	1	208.648393218	210.683820227	463.338	823.713	2.0354	360.375	-53.09	
257	Spectrogram 1	1	210.644526270	210.825278475	154.446	323.601	0.1808	169.155	-57.61	
258	Spectrogram 1	1	210.132910103	211.107400254	1426.788	1720.971	0.9745	294.183	-71.28	
259	Spectrogram 1	1	211.704324470	212.246581087	88.255	176.510	0.5423	88.255	-61.64	
260	Spectrogram 1	1	212.128699214	213.629728398	463.338	889.904	1.5010	426.566	-53.41	
261	Spectrogram 1	1	213.166059697	213.598293232	330.956	419.211	0.4322	88.255	-63.65	
262	Spectrogram 1	1	213.535422900	214.297725679	176.510	426.566	0.7623	250.056	-57.33	
263	Spectrogram 1	1	214.973581752	216.254564773	1242.924	1757.744	1.2810	514.820	-65.57	
264	Spectrogram 1	1	216.451034561	217.079737885	441.275	845.776	0.6287	404.501	-52.27	
265	Spectrogram 1	1	215.280074622	215.413674078	198.574	264.765	0.1336	66.191	-60.49	
266	Spectrogram 1	1	216.453812618	217.483314310	250.056	375.083	1.0295	125.027	-61.05	
267	Spectrogram 1	1	220.068856727	220.226032558	308.892	367.729	0.1572	58.837	-61.23	
268	Spectrogram 1	1	218.811450080	219.723069899	1507.688	1831.290	0.9116	323.602	-58.49	
269	Spectrogram 1	1	219.840951772	221.719202950	426.566	911.968	1.8783	485.402	-55.20	
270	Spectrogram 1	1	218.693568207	219.833092980	382.438	757.521	1.1395	375.083	-58.05	
271	Spectrogram 1	1	219.275118781	219.903822104	191.219	272.119	0.6287	80.900	-60.04	
272	Spectrogram 1	1	218.929331953	219.840951772	88.255	220.637	0.9116	132.382	-59.05	
273	Spectrogram 1	1	220.454370228	220.619404850	308.892	389.793	0.1650	80.901	-65.01	
274	Spectrogram 1	1	221.688200500	222.002552161	205.928	286.829	0.3144	80.901	-57.05	
275	Spectrogram 1	1	222.653398063	223.730052504	397.147	757.521	1.0767	360.374	-50.80	
276	Spectrogram 1	1	223.046337640	224.649531114	397.147	948.741	1.6032	551.594	-52.75	
277	Spectrogram 1	1	222.936314558	223.942239875	264.765	397.147	1.0059	132.382	-62.78	
278	Spectrogram 1	1	223.753628878	224.209438788	1264.987	2390.238	0.4558	1125.251	-67.65	
279	Spectrogram 1	1	224.759554196	225.356822353	110.319	338.311	0.5973	227.992	-59.69	
280	Spectrogram 1	1	225.993384468	226.897145495	1095.832	1691.553	0.9038	595.721	-69.89	
281	Spectrogram 1	1	226.362747670	227.431543320	242.701	411.856	1.0688	169.155	-64.54	
282	Spectrogram 1	1	226.519923501	227.266508697	88.255	264.765	0.7466	176.510	-61.02	
283	Spectrogram 1	1	227.392249362	228.162410933	404.502	823.713	0.7702	419.211	-49.97	
284	Spectrogram 1	1	227.576925585	228.637862444	1206.509	1861.769	1.0609	655.260	-68.42	
285	Spectrogram 1	1	229.054378395	229.525905888	1976.179	2309.009	0.4715	332.830	-71.48	
