Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
34	Spectrogram 1	1	110.609891491	110.918006728	60.150	203.008	0.3081	142.858	-39.99	un
35	Spectrogram 1	1	118.642801120	118.887480868	2721.805	2857.143	0.2447	135.338	-45.08	un ?
36	Spectrogram 1	1	116.495056673	116.766923059	240.602	375.940	0.2719	135.338	-39.47	
37	Spectrogram 1	1	119.697806851	120.395597241	90.226	285.714	0.6978	195.488	-45.35	
38	Spectrogram 1	1	122.343973005	122.824270286	195.489	413.534	0.4803	218.045	-39.58	
39	Spectrogram 1	1	126.150307465	126.902471132	180.451	375.940	0.7522	195.489	-40.78	
40	Spectrogram 1	1	128.723975916	129.158962133	203.008	360.902	0.4350	157.894	-51.40	
41	Spectrogram 1	1	132.416085588	133.113875978	187.970	383.459	0.6978	195.489	-40.26	
42	Spectrogram 1	1	136.218836070	136.780693267	203.008	345.865	0.5619	142.857	-39.53	
43	Spectrogram 1	1	139.637184573	139.881864320	45.113	293.233	0.2447	248.120	-36.17	
44	Spectrogram 1	1	142.336034281	143.051949097	165.414	368.421	0.7159	203.007	-39.70	
45	Spectrogram 1	1	146.118766082	146.834680897	187.970	398.496	0.7159	210.526	-43.51	
46	Spectrogram 1	1	149.711191412	150.363670737	255.639	406.015	0.6525	150.376	-46.40	
47	Spectrogram 1	1	152.393606417	153.027961317	203.008	375.940	0.6344	172.932	-40.94	
48	Spectrogram 1	1	156.071175114	156.732716653	203.008	360.902	0.6615	157.894	-41.49	
49	Spectrogram 1	1	161.316506636	161.905550472	180.451	338.346	0.5890	157.895	-37.86	
50	Spectrogram 1	1	165.035802946	165.706406697	187.970	345.865	0.6706	157.895	-40.86	
51	Spectrogram 1	1	171.015173709	171.604217545	120.301	360.902	0.5890	240.601	-41.62	
52	Spectrogram 1	1	174.261545755	174.904962868	210.526	360.902	0.6434	150.376	-43.19	
53	Spectrogram 1	1	178.828901035	179.472318148	172.932	360.902	0.6434	187.970	-40.14	
54	Spectrogram 1	1	182.615421347	183.041345351	210.526	383.459	0.4259	172.933	-44.95	
55	Spectrogram 1	1	187.300585394	187.998375784	233.083	368.421	0.6978	135.338	-42.74	
56	Spectrogram 1	1	191.005546317	191.531154663	240.602	383.459	0.5256	142.857	-41.92	
57	Spectrogram 1	1	196.071323304	196.560682798	172.932	390.977	0.4894	218.045	-41.63	
58	Spectrogram 1	1	199.940888194	200.566180881	225.564	383.459	0.6253	157.895	-44.47	
59	Spectrogram 1	1	201.949320090	202.402430733	97.744	308.271	0.4531	210.527	-43.54	
60	Spectrogram 1	1	203.888633642	204.522988542	210.526	413.534	0.6344	203.008	-38.60	
61	Spectrogram 1	1	207.758403415	208.265887335	225.564	390.977	0.5075	165.413	-44.59	
62	Spectrogram 1	1	215.428824003	215.872872433	225.564	443.609	0.4440	218.045	-43.05	un
63	Spectrogram 1	1	218.056865732	218.664033993	82.707	278.195	0.6072	195.488	-42.27	
64	Spectrogram 1	1	220.400599944	220.862772799	240.602	406.015	0.4622	165.413	-43.64	
65	Spectrogram 1	1	224.208623599	224.616423178	203.008	413.534	0.4078	210.526	-42.66	
66	Spectrogram 1	1	228.498839846	228.752581806	187.970	368.421	0.2537	180.451	-32.56	
67	Spectrogram 1	1	232.214347118	232.422778013	203.008	368.421	0.2084	165.413	-38.40	
68	Spectrogram 1	1	236.252715134	236.497394881	172.932	390.977	0.2447	218.045	-40.01	
69	Spectrogram 1	1	234.313401582	234.539956904	466.165	669.173	0.2266	203.008	-42.16	un
70	Spectrogram 1	1	239.850618698	240.240293851	240.602	413.534	0.3897	172.932	-39.36	
71	Spectrogram 1	1	242.397100511	242.623655832	203.008	390.977	0.2266	187.969	-41.68	
72	Spectrogram 1	1	244.789524705	245.224510922	195.489	413.534	0.4350	218.045	-41.73	
73	Spectrogram 1	1	248.767836149	249.075951386	142.857	360.902	0.3081	218.045	-39.97	
74	Spectrogram 1	1	252.945720876	253.317271603	165.414	345.865	0.3716	180.451	-39.61	
75	Spectrogram 1	1	256.316864059	256.579668232	218.045	368.421	0.2628	150.376	-40.04	
76	Spectrogram 1	1	260.744906934	261.007711107	157.895	353.383	0.2628	195.488	-39.01	
77	Spectrogram 1	1	264.620155119	264.837648227	195.489	375.940	0.2175	180.451	-41.17	
78	Spectrogram 1	1	269.314381378	269.504687848	210.526	413.534	0.1903	203.008	-39.56	
79	Spectrogram 1	1	273.579304716	273.769611186	172.932	413.534	0.1903	240.602	-37.49	
80	Spectrogram 1	1	277.675424927	277.938229100	150.376	390.977	0.2628	240.601	-37.82	
81	Spectrogram 1	1	280.242131009	281.075854592	428.571	586.466	0.8337	157.895	-47.89	
82	Spectrogram 1	1	283.169225761	283.966700493	406.015	571.429	0.7975	165.414	-48.17	
83	Spectrogram 1	1	281.447405319	281.637711789	210.526	383.459	0.1903	172.933	-39.01	
84	Spectrogram 1	1	286.206960797	286.370080629	172.932	368.421	0.1631	195.489	-39.42	
85	Spectrogram 1	1	290.176414562	290.448280948	203.008	368.421	0.2719	165.413	-40.01	
86	Spectrogram 1	1	300.786780789	302.345481400	406.015	571.429	1.5587	165.414	-44.64	
87	Spectrogram 1	1	304.239483887	304.937274277	360.902	578.947	0.6978	218.045	-46.26	
88	Spectrogram 1	1	309.504834617	309.731389939	165.414	375.940	0.2266	210.526	-40.10	
89	Spectrogram 1	1	311.697890129	312.866915587	398.496	548.872	1.1690	150.376	-46.76	
90	Spectrogram 1	1	315.138151682	316.225617225	345.865	526.316	1.0875	180.451	-47.16	
91	Spectrogram 1	1	317.258709491	317.430891535	172.932	428.571	0.1722	255.639	-40.92	
92	Spectrogram 1	1	322.083595769	323.325118931	345.865	533.835	1.2415	187.970	-44.91	
93	Spectrogram 1	1	325.317116037	326.096466342	360.902	511.278	0.7794	150.376	-51.46	
94	Spectrogram 1	1	332.556133906	333.380795276	330.827	496.241	0.8247	165.414	-47.16	
95	Spectrogram 1	1	335.963731001	336.797454583	308.271	518.797	0.8337	210.526	-50.63	
96	Spectrogram 1	1	339.646778228	340.426128534	375.940	563.910	0.7794	187.970	-49.54	
97	Spectrogram 1	1	343.335098861	344.649119725	338.346	488.722	1.3140	150.376	-46.43	
98	Spectrogram 1	1	347.096122257	348.020467968	285.714	436.090	0.9243	150.376	-44.22	
99	Spectrogram 1	1	354.548844768	355.808492355	278.195	488.722	1.2596	210.527	-46.17	
100	Spectrogram 1	1	358.677834913	359.402811941	285.714	481.203	0.7250	195.489	-48.62	
101	Spectrogram 1	1	361.758987284	362.402404397	300.752	428.571	0.6434	127.819	-43.37	
102	Spectrogram 1	1	365.309685001	366.270279564	240.602	443.609	0.9606	203.007	-45.73	
103	Spectrogram 1	1	369.164914504	369.844580468	300.752	436.090	0.6797	135.338	-45.02	
104	Spectrogram 1	1	373.128890561	373.772307674	300.752	458.647	0.6434	157.895	-48.45	
105	Spectrogram 1	1	376.237229571	376.853460045	255.639	458.647	0.6162	203.008	-46.39	
106	Spectrogram 1	1	377.080015367	377.442503881	270.677	398.496	0.3625	127.819	-44.66	
107	Spectrogram 1	1	379.972961112	380.761373630	255.639	428.571	0.7884	172.932	-46.47	
108	Spectrogram 1	1	379.220797444	379.682970300	255.639	421.053	0.4622	165.414	-46.56	
109	Spectrogram 1	1	383.715655021	384.259387793	270.677	436.090	0.5437	165.413	-47.47	
110	Spectrogram 1	1	386.773409793	387.534635673	225.564	436.090	0.7612	210.526	-48.39	
111	Spectrogram 1	1	391.875640692	393.343719174	909.774	1052.632	1.4681	142.858	-54.56	un
112	Spectrogram 1	1	389.534005796	389.968992013	180.451	360.902	0.4350	180.451	-47.33	
113	Spectrogram 1	1	399.274194895	399.700118899	187.970	383.459	0.4259	195.489	-48.54	
114	Spectrogram 1	1	412.492789595	412.891526960	187.970	375.940	0.3987	187.970	-45.74	
115	Spectrogram 1	1	416.425995035	416.906292316	255.639	428.571	0.4803	172.932	-45.67	
116	Spectrogram 1	1	426.742787365	427.186835795	240.602	383.459	0.4440	142.857	-42.81	
117	Spectrogram 1	1	431.518778601	432.098760224	503.759	654.135	0.5800	150.376	-46.56	
118	Spectrogram 1	1	433.829642879	433.965576072	293.233	518.797	0.1359	225.564	-44.30	un
119	Spectrogram 1	1	435.216366507	435.923219110	503.759	646.617	0.7069	142.858	-45.27	
120	Spectrogram 1	1	442.054958296	442.716499834	218.045	421.053	0.6615	203.008	-45.87	
121	Spectrogram 1	1	448.409463764	448.790076704	360.902	503.759	0.3806	142.857	-49.46	
122	Spectrogram 1	1	451.324117386	451.804414667	248.120	406.015	0.4803	157.895	-45.04	
123	Spectrogram 1	1	455.331509725	455.784620367	248.120	390.977	0.4531	142.857	-44.74	
124	Spectrogram 1	1	456.455224119	456.808650420	315.789	481.203	0.3534	165.414	-48.08	
125	Spectrogram 1	1	454.784193502	455.101370952	406.015	541.353	0.3172	135.338	-44.01	
126	Spectrogram 1	1	459.358921272	459.703285360	353.383	473.684	0.3444	120.301	-46.95	
127	Spectrogram 1	1	459.784845276	460.083898300	308.271	436.090	0.2991	127.819	-43.70	
128	Spectrogram 1	1	466.307948810	467.005739200	338.346	488.722	0.6978	150.376	-42.80	
129	Spectrogram 1	1	474.571202801	475.015251231	338.346	473.684	0.4440	135.338	-46.87	
130	Spectrogram 1	1	478.214417429	478.912207819	315.789	496.241	0.6978	180.452	-45.03	
131	Spectrogram 1	1	489.654923627	490.162407547	308.271	451.128	0.5075	142.857	-44.76	
132	Spectrogram 1	1	493.350616750	493.930598373	270.677	436.090	0.5800	165.413	-46.24	
133	Spectrogram 1	1	500.954018381	502.186479330	248.120	443.609	1.2325	195.489	-46.75	
134	Spectrogram 1	1	504.805458845	505.077325231	233.083	398.496	0.2719	165.413	-46.02	
135	Spectrogram 1	1	512.265758816	513.344162146	263.158	428.571	1.0784	165.413	-45.44	
136	Spectrogram 1	1	516.079260706	517.003606417	270.677	390.977	0.9243	120.300	-44.68	
137	Spectrogram 1	1	520.378538639	520.677591663	255.639	496.241	0.2991	240.602	-46.53	
138	Spectrogram 1	1	523.794992886	524.646840894	255.639	421.053	0.8518	165.414	-46.07	
139	Spectrogram 1	1	527.344001408	528.349907035	233.083	443.609	1.0059	210.526	-45.05	w & un
142	Spectrogram 1	1	531.593436391	532.128106950	270.677	443.609	0.5347	172.932	-47.27	
143	Spectrogram 1	1	535.200197108	535.743929880	255.639	413.534	0.5437	157.895	-45.83	
144	Spectrogram 1	1	538.722018992	539.610115851	255.639	413.534	0.8881	157.895	-45.91	
145	Spectrogram 1	1	543.130043479	543.383785439	210.526	436.090	0.2537	225.564	-40.78	
146	Spectrogram 1	1	546.229320276	547.108354923	240.602	421.053	0.8790	180.451	-48.29	
147	Spectrogram 1	1	550.267688292	550.602990167	218.045	360.902	0.3353	142.857	-44.58	
148	Spectrogram 1	1	561.615883108	562.494917755	203.008	375.940	0.8790	172.932	-47.18	
149	Spectrogram 1	1	565.077648419	565.666692255	218.045	368.421	0.5890	150.376	-43.22	
150	Spectrogram 1	1	568.628346136	569.063332354	270.677	413.534	0.4350	142.857	-45.67	
151	Spectrogram 1	1	572.722776625	573.484002505	210.526	368.421	0.7612	157.895	-43.84	
152	Spectrogram 1	1	579.501516902	580.344302698	225.564	406.015	0.8428	180.451	-46.63	
153	Spectrogram 1	1	583.403746313	584.137785555	187.970	368.421	0.7340	180.451	-48.13	
154	Spectrogram 1	1	587.389430248	587.960349658	210.526	375.940	0.5709	165.414	-44.60	
155	Spectrogram 1	1	599.161654343	599.641951624	240.602	375.940	0.4803	135.338	-45.47	
156	Spectrogram 1	1	602.291906817	602.935323930	97.744	548.872	0.6434	451.128	-43.02	un
157	Spectrogram 1	1	606.958946438	607.239875037	240.602	443.609	0.2809	203.007	-51.48	
158	Spectrogram 1	1	622.682705459	622.818638652	255.639	421.053	0.1359	165.414	-43.44	
159	Spectrogram 1	1	689.254082446	689.716255302	195.489	330.827	0.4622	135.338	-48.31	
160	Spectrogram 1	1	703.991544401	704.281535213	150.376	300.752	0.2900	150.376	-46.73	
161	Spectrogram 1	1	703.139696393	703.411562778	172.932	368.421	0.2719	195.489	-45.41	
162	Spectrogram 1	1	714.205068411	714.621930203	270.677	481.203	0.4169	210.526	-47.43	
163	Spectrogram 1	1	714.775987821	719.216472121	82.707	661.654	4.4405	578.947	-45.60	
164	Spectrogram 1	1	724.480133129	724.887932707	255.639	406.015	0.4078	150.376	-48.26	
165	Spectrogram 1	1	728.193950678	728.447692638	248.120	466.165	0.2537	218.045	-47.54	
166	Spectrogram 1	1	731.635901841	732.107136909	233.083	436.090	0.4712	203.007	-48.71	
167	Spectrogram 1	1	737.686081111	738.130129541	180.451	353.383	0.4440	172.932	-45.41	
168	Spectrogram 1	1	747.903189100	748.582855064	195.489	368.421	0.6797	172.932	-46.49	
169	Spectrogram 1	1	751.517322307	752.033868440	255.639	428.571	0.5165	172.932	-47.43	
170	Spectrogram 1	1	756.626720636	757.378884303	383.459	533.835	0.7522	150.376	-46.20	
171	Spectrogram 1	1	760.306184116	760.913352377	390.977	526.316	0.6072	135.339	-48.05	
172	Spectrogram 1	1	763.405460913	763.894820407	398.496	541.353	0.4894	142.857	-46.51	
173	Spectrogram 1	1	764.121375728	765.091032504	375.940	511.278	0.9697	135.338	-43.26	
174	Spectrogram 1	1	766.930866774	767.800839209	398.496	526.316	0.8700	127.820	-45.00	
175	Spectrogram 1	1	768.172389936	768.625500579	398.496	533.835	0.4531	135.339	-45.80	
176	Spectrogram 1	1	770.876718406	771.230144707	368.421	511.278	0.3534	142.857	-46.83	
177	Spectrogram 1	1	772.627619743	773.026357109	233.083	390.977	0.3987	157.894	-45.72	
178	Spectrogram 1	1	774.548808869	775.835643094	413.534	556.391	1.2868	142.857	-44.20	
179	Spectrogram 1	1	777.202347513	777.610147092	406.015	496.241	0.4078	90.226	-44.15	
180	Spectrogram 1	1	778.316999695	779.014790085	390.977	518.797	0.6978	127.820	-41.12	
181	Spectrogram 1	1	781.438189956	781.882238386	368.421	526.316	0.4440	157.895	-47.02	
182	Spectrogram 1	1	785.226194930	786.250224983	398.496	518.797	1.0240	120.301	-40.87	
183	Spectrogram 1	1	787.365082225	787.745695165	225.564	323.308	0.3806	97.744	-44.64	
184	Spectrogram 1	1	788.389112278	789.077840455	383.459	518.797	0.6887	135.338	-43.07	
185	Spectrogram 1	1	791.506513500	791.859939802	195.489	330.827	0.3534	135.338	-46.15	
186	Spectrogram 1	1	792.322317718	792.594184104	390.977	533.835	0.2719	142.858	-48.32	
187	Spectrogram 1	1	795.385345663	796.046887202	398.496	496.241	0.6615	97.745	-40.68	
188	Spectrogram 1	1	796.264380311	796.590619973	413.534	496.241	0.3262	82.707	-44.18	
189	Spectrogram 1	1	797.071122315	797.587668448	233.083	375.940	0.5165	142.857	-43.08	
190	Spectrogram 1	1	798.747631694	799.354799955	413.534	526.316	0.6072	112.782	-44.65	
191	Spectrogram 1	1	800.949749418	801.420984486	263.158	413.534	0.4712	150.376	-46.18	
192	Spectrogram 1	1	805.992128805	806.644608131	142.857	278.195	0.6525	135.338	-43.73	
193	Spectrogram 1	1	806.526799364	807.242714179	338.346	466.165	0.7159	127.819	-44.53	
194	Spectrogram 1	1	807.531015268	808.002250337	180.451	300.752	0.4712	120.301	-45.47	
195	Spectrogram 1	1	809.506577671	810.113745932	150.376	300.752	0.6072	150.376	-42.64	
196	Spectrogram 1	1	809.968750527	810.430923382	330.827	466.165	0.4622	135.338	-41.21	
197	Spectrogram 1	1	810.920487937	811.446096283	135.338	338.346	0.5256	203.008	-42.14	
198	Spectrogram 1	1	813.195103364	813.512280814	315.789	451.128	0.3172	135.339	-43.47	
199	Spectrogram 1	1	813.929142605	814.373191035	165.414	315.789	0.4440	150.375	-43.67	
200	Spectrogram 1	1	816.385002290	816.974046125	353.383	511.278	0.5890	157.895	-43.38	
201	Spectrogram 1	1	816.756553017	817.309348001	187.970	353.383	0.5528	165.413	-45.98	
202	Spectrogram 1	1	818.424205243	819.158244484	135.338	278.195	0.7340	142.857	-40.77	
203	Spectrogram 1	1	819.937594790	820.426954284	308.271	428.571	0.4894	120.300	-43.74	
204	Spectrogram 1	1	820.707882883	821.079433610	285.714	413.534	0.3716	127.820	-45.50	
205	Spectrogram 1	1	823.312527011	823.774699867	338.346	488.722	0.4622	150.376	-45.99	
206	Spectrogram 1	1	826.511488150	826.919287728	293.233	443.609	0.4078	150.376	-45.85	
207	Spectrogram 1	1	825.641515716	826.321181680	180.451	315.789	0.6797	135.338	-44.98	
208	Spectrogram 1	1	829.589261603	830.241740929	120.301	308.271	0.6525	187.970	-46.10	
209	Spectrogram 1	1	830.468296250	831.274833194	315.789	443.609	0.8065	127.820	-43.96	
210	Spectrogram 1	1	832.824471593	833.458826493	150.376	293.233	0.6344	142.857	-41.89	
211	Spectrogram 1	1	833.757879517	834.210990160	263.158	428.571	0.4531	165.413	-43.64	
212	Spectrogram 1	1	835.012253930	835.492551212	240.602	443.609	0.4803	203.007	-45.43	
213	Spectrogram 1	1	836.779385437	837.241558293	203.008	345.865	0.4622	142.857	-45.23	
214	Spectrogram 1	1	837.604046807	838.174966217	285.714	443.609	0.5709	157.895	-45.81	
215	Spectrogram 1	1	839.025124568	839.559795126	255.639	428.571	0.5347	172.932	-46.64	
216	Spectrogram 1	1	840.021967982	840.466016412	240.602	383.459	0.4440	142.857	-46.74	
217	Spectrogram 1	1	841.580668593	842.405329963	293.233	466.165	0.8247	172.932	-45.74	
218	Spectrogram 1	1	843.356862313	844.571198836	157.895	428.571	1.2143	270.676	-44.63	
219	Spectrogram 1	1	844.679945390	845.549917824	255.639	421.053	0.8700	165.414	-45.57	
220	Spectrogram 1	1	843.882470659	843.882470659	1421.053	1421.053	0.0000	0.000	-68.90	
221	Spectrogram 1	1	847.006053849	847.219716633	262.904	398.596	0.2137	135.692	-41.04	
222	Spectrogram 1	1	847.954182453	848.094398655	212.019	313.788	0.1402	101.769	-37.01	
224	Spectrogram 1	1	848.521724222	849.029173334	245.942	381.635	0.5074	135.692	-41.17	
226	Spectrogram 1	1	851.641934972	851.995813957	279.865	415.558	0.3539	135.692	-40.55	
227	Spectrogram 1	1	852.109322311	852.222830665	245.942	347.712	0.1135	101.769	-39.69	
228	Spectrogram 1	1	854.425382135	854.705814539	203.538	322.269	0.2804	118.731	-48.06	
229	Spectrogram 1	1	854.785938083	855.346802890	118.731	347.712	0.5609	228.981	-42.61	
230	Spectrogram 1	1	855.373510738	855.754097572	279.865	415.558	0.3806	135.692	-44.93	
231	Spectrogram 1	1	856.978051114	857.178359974	262.904	381.635	0.2003	118.731	-46.01	
232	Spectrogram 1	1	858.707384271	859.141386801	186.577	330.750	0.4340	144.173	-42.39	
233	Spectrogram 1	1	859.268249079	859.548681483	279.865	407.077	0.2804	127.212	-42.90	
234	Spectrogram 1	1	860.341547982	860.601949500	245.942	373.154	0.2604	127.212	-46.07	
235	Spectrogram 1	1	861.049305953	861.276322661	254.423	407.077	0.2270	152.654	-48.31	
236	Spectrogram 1	1	862.444791010	862.845408730	220.500	381.635	0.4006	161.135	-43.71	
237	Spectrogram 1	1	864.783797206	865.705217962	186.577	398.596	0.9214	212.019	-46.80	
238	Spectrogram 1	1	868.969406388	869.336639298	178.096	330.750	0.3672	152.654	-40.58	
239	Spectrogram 1	1	869.837411448	870.071105118	245.942	381.635	0.2337	135.692	-46.77	
240	Spectrogram 1	1	868.194878797	868.468634239	262.904	415.558	0.2738	152.654	-45.03	
241	Spectrogram 1	1	870.850617693	871.044249591	228.981	313.788	0.1936	84.808	-46.39	
242	Spectrogram 1	1	872.840352367	873.227616163	203.538	364.673	0.3873	161.135	-42.85	
243	Spectrogram 1	1	874.441977257	874.722409661	254.423	415.558	0.2804	161.135	-49.79	
244	Spectrogram 1	1	879.949624915	880.343565672	237.462	381.635	0.3939	144.173	-44.51	
245	Spectrogram 1	1	878.794510489	878.794510489	288.346	288.346	0.0000	0.000	-52.87	
246	Spectrogram 1	1	884.215357519	884.889730681	203.538	356.192	0.6744	152.654	-47.03	
247	Spectrogram 1	1	884.896407643	885.190193971	296.827	415.558	0.2938	118.731	-42.74	
248	Spectrogram 1	1	885.909613888	886.203400216	152.654	296.827	0.2938	144.173	-41.08	
249	Spectrogram 1	1	889.604889358	889.945414420	220.500	373.154	0.3405	152.654	-46.60	
250	Spectrogram 1	1	890.619787581	891.047113149	203.538	322.269	0.4273	118.731	-44.22	
251	Spectrogram 1	1	894.062562004	894.463179723	262.904	407.077	0.4006	144.173	-41.44	
252	Spectrogram 1	1	896.719992878	896.953686548	271.385	407.077	0.2337	135.692	-42.55	
253	Spectrogram 1	1	897.113933636	897.748245025	178.096	313.788	0.6343	135.692	-41.76	
254	Spectrogram 1	1	901.078357083	901.445589992	220.500	330.750	0.3672	110.250	-43.57	
255	Spectrogram 1	1	904.748994202	905.423367364	237.462	373.154	0.6744	135.692	-42.57	
256	Spectrogram 1	1	906.177864069	906.364819005	254.423	398.596	0.1870	144.173	-46.65	
257	Spectrogram 1	1	907.479871658	907.927228112	186.577	296.827	0.4474	110.250	-40.83	
258	Spectrogram 1	1	908.313645894	908.600755260	279.865	424.038	0.2871	144.173	-47.16	
259	Spectrogram 1	1	911.231478286	911.672157778	178.096	305.308	0.4407	127.212	-46.07	
260	Spectrogram 1	1	914.892522957	915.566896118	245.942	415.558	0.6744	169.615	-45.06	
261	Spectrogram 1	1	917.718947378	918.379966616	152.654	313.788	0.6610	161.135	-40.63	
262	Spectrogram 1	1	921.747224959	922.214612299	169.615	305.308	0.4674	135.692	-48.66	
263	Spectrogram 1	1	925.388238744	926.129381525	254.423	373.154	0.7411	118.731	-43.64	
264	Spectrogram 1	1	928.001000381	928.421648987	186.577	305.308	0.4206	118.731	-43.52	
265	Spectrogram 1	1	932.219994374	932.620612093	178.096	313.788	0.4006	135.692	-44.69	
266	Spectrogram 1	1	934.665831961	935.500452211	203.538	432.519	0.8346	228.981	-46.29	
267	Spectrogram 1	1	937.329093808	937.983436084	169.615	347.712	0.6543	178.096	-44.58	
268	Spectrogram 1	1	939.394344562	939.534560764	169.615	441.000	0.1402	271.385	-45.76	
269	Spectrogram 1	1	941.203801263	941.624449869	178.096	322.269	0.4206	144.173	-44.33	
270	Spectrogram 1	1	943.840355262	944.187557286	271.385	474.923	0.3472	203.538	-48.48	
271	Spectrogram 1	1	944.488020576	944.775129942	67.846	195.058	0.2871	127.212	-45.07	
272	Spectrogram 1	1	946.559948292	947.207613605	152.654	330.750	0.6477	178.096	-43.36	
273	Spectrogram 1	1	950.652080006	951.079405574	152.654	296.827	0.4273	144.173	-42.86	
274	Spectrogram 1	1	953.658782401	954.172908475	212.019	390.115	0.5141	178.096	-45.21	
275	Spectrogram 1	1	954.480048727	954.767158092	220.500	356.192	0.2871	135.692	-44.04	
276	Spectrogram 1	1	956.365021507	956.832408846	186.577	322.269	0.4674	135.692	-43.02	
277	Spectrogram 1	1	959.816164869	960.276875247	135.692	330.750	0.4607	195.058	-43.30	
278	Spectrogram 1	1	962.472749313	963.053645006	212.019	407.077	0.5809	195.058	-43.68	
279	Spectrogram 1	1	964.989117996	965.456505336	195.058	339.231	0.4674	144.173	-42.28	
280	Spectrogram 1	1	968.907648698	969.268204646	186.577	313.788	0.3606	127.212	-41.13	
281	Spectrogram 1	1	971.941058942	972.375061471	203.538	407.077	0.4340	203.538	-42.43	
282	Spectrogram 1	1	974.450750663	974.944845851	152.654	330.750	0.4941	178.096	-42.39	
283	Spectrogram 1	1	978.058379638	978.332135080	169.615	330.750	0.2738	161.135	-41.91	
284	Spectrogram 1	1	981.253755629	981.605435068	198.223	387.008	0.3517	188.784	-40.85	
285	Spectrogram 1	1	982.320678178	982.593532915	217.102	387.008	0.2729	169.906	-47.77	
286	Spectrogram 1	1	983.369653057	983.781966882	207.663	368.129	0.4123	160.467	-43.68	
287	Spectrogram 1	1	988.223133026	988.502051202	188.784	339.812	0.2789	151.027	-39.37	
288	Spectrogram 1	1	992.531024679	993.094924470	169.906	349.251	0.5639	179.345	-44.23	
289	Spectrogram 1	1	996.632759420	997.026882930	198.223	358.690	0.3941	160.467	-44.60	
290	Spectrogram 1	1	999.330205058	999.572791038	96.372	250.568	0.2426	154.196	-37.80	
291	Spectrogram 1	1	1001.732588794	1002.296014296	202.382	366.215	0.5634	163.833	-46.00	
292	Spectrogram 1	1	1006.056888777	1006.508893654	149.492	355.042	0.4520	205.551	-46.31	
293	Spectrogram 1	1	1010.230894193	1010.592498095	130.805	336.356	0.3616	205.551	-42.17	
294	Spectrogram 1	1	1018.236947070	1018.431656863	242.924	485.847	0.1947	242.924	-45.66	
295	Spectrogram 1	1	1028.649055623	1028.795087968	242.924	355.042	0.1460	112.119	-40.55	
296	Spectrogram 1	1	1043.881885195	1044.466014574	850.233	1093.157	0.5841	242.924	-49.60	
