,Selection,View,Channel,Start_DateTime_ISO8601,End_DateTime_ISO8601,Low.Freq..Hz.,High.Freq..Hz.,Species,Detection_Comments,filename,begin_time,end_time,call_length
49,50,Spectrogram 1,1,2009-03-28T00:30:55-05:00,2009-03-28T00:30:57-05:00,126.3,242.4,RIWH,,NOPP6_EST_20090328_003000_CH10,55,57,2
50,51,Spectrogram 1,1,2009-03-28T00:32:29-05:00,2009-03-28T00:32:31-05:00,96.0,224.7,RIWH,,NOPP6_EST_20090328_003000_CH10,149,151,2
51,52,Spectrogram 1,1,2009-03-28T00:32:48-05:00,2009-03-28T00:32:50-05:00,90.9,186.9,RIWH,,NOPP6_EST_20090328_003000_CH10,168,170,2
52,53,Spectrogram 1,1,2009-03-28T00:33:53-05:00,2009-03-28T00:33:55-05:00,143.9,232.3,RIWH,,NOPP6_EST_20090328_003000_CH10,233,235,2
53,54,Spectrogram 1,1,2009-03-28T00:38:18-05:00,2009-03-28T00:38:20-05:00,83.3,138.9,RIWH,,NOPP6_EST_20090328_003000_CH10,498,500,2
54,55,Spectrogram 1,1,2009-03-28T00:39:12-05:00,2009-03-28T00:39:14-05:00,96.0,133.8,RIWH,,NOPP6_EST_20090328_003000_CH10,552,554,2
55,56,Spectrogram 1,1,2009-03-28T00:40:32-05:00,2009-03-28T00:40:34-05:00,136.4,197.0,RIWH,,NOPP6_EST_20090328_003000_CH10,632,634,2
667,965,Spectrogram 1,1,2009-03-28T00:40:40-05:00,2009-03-28T00:40:41-05:00,55.3,225.8,RIWH,,NOPP6_EST_20090328_003000_CH10,640,641,1
56,57,Spectrogram 1,1,2009-03-28T00:41:10-05:00,2009-03-28T00:41:11-05:00,73.2,121.2,RIWH,,NOPP6_EST_20090328_003000_CH10,670,671,1
57,58,Spectrogram 1,1,2009-03-28T00:42:06-05:00,2009-03-28T00:42:08-05:00,80.8,217.2,RIWH,,NOPP6_EST_20090328_003000_CH10,726,728,2
60,62,Spectrogram 1,1,2009-03-28T00:43:25-05:00,2009-03-28T00:43:27-05:00,98.5,146.5,RIWH,,NOPP6_EST_20090328_003000_CH10,805,807,2
58,59,Spectrogram 1,1,2009-03-28T00:43:42-05:00,2009-03-28T00:43:46-05:00,98.5,277.8,RIWH,,NOPP6_EST_20090328_003000_CH10,822,826,4
59,60,Spectrogram 1,1,2009-03-28T00:43:47-05:00,2009-03-28T00:43:50-05:00,88.4,202.0,RIWH,,NOPP6_EST_20090328_003000_CH10,827,830,3
61,63,Spectrogram 1,1,2009-03-28T00:44:18-05:00,2009-03-28T00:44:20-05:00,80.8,164.1,RIWH,,NOPP6_EST_20090328_003000_CH10,858,860,2
62,64,Spectrogram 1,1,2009-03-28T00:45:57-05:00,2009-03-28T00:45:59-05:00,75.8,146.5,RIWH,,NOPP6_EST_20090328_004500_CH10,57,59,2
63,65,Spectrogram 1,1,2009-03-28T00:46:05-05:00,2009-03-28T00:46:07-05:00,80.8,159.1,RIWH,,NOPP6_EST_20090328_004500_CH10,65,67,2
64,66,Spectrogram 1,1,2009-03-28T00:46:54-05:00,2009-03-28T00:46:58-05:00,88.4,199.5,RIWH,,NOPP6_EST_20090328_004500_CH10,114,118,4
65,67,Spectrogram 1,1,2009-03-28T00:48:14-05:00,2009-03-28T00:48:16-05:00,93.4,138.9,RIWH,,NOPP6_EST_20090328_004500_CH10,194,196,2
66,68,Spectrogram 1,1,2009-03-28T00:52:15-05:00,2009-03-28T00:52:17-05:00,90.9,214.6,RIWH,,NOPP6_EST_20090328_004500_CH10,435,437,2
67,69,Spectrogram 1,1,2009-03-28T00:52:49-05:00,2009-03-28T00:52:52-05:00,103.5,212.1,RIWH,,NOPP6_EST_20090328_004500_CH10,469,472,3
68,70,Spectrogram 1,1,2009-03-28T00:52:54-05:00,2009-03-28T00:52:57-05:00,98.5,234.8,RIWH,,NOPP6_EST_20090328_004500_CH10,474,477,3
69,71,Spectrogram 1,1,2009-03-28T00:53:55-05:00,2009-03-28T00:53:57-05:00,93.4,229.8,RIWH,,NOPP6_EST_20090328_004500_CH10,535,537,2
70,72,Spectrogram 1,1,2009-03-28T00:54:01-05:00,2009-03-28T00:54:02-05:00,106.1,169.2,RIWH,,NOPP6_EST_20090328_004500_CH10,541,542,1
71,73,Spectrogram 1,1,2009-03-28T00:54:04-05:00,2009-03-28T00:54:06-05:00,106.1,159.1,RIWH,,NOPP6_EST_20090328_004500_CH10,544,546,2
72,74,Spectrogram 1,1,2009-03-28T00:54:17-05:00,2009-03-28T00:54:18-05:00,106.1,234.8,RIWH,,NOPP6_EST_20090328_004500_CH10,557,558,1
73,75,Spectrogram 1,1,2009-03-28T00:54:26-05:00,2009-03-28T00:54:28-05:00,101.0,214.6,RIWH,,NOPP6_EST_20090328_004500_CH10,566,568,2
74,76,Spectrogram 1,1,2009-03-28T00:54:38-05:00,2009-03-28T00:54:40-05:00,78.3,159.1,RIWH,,NOPP6_EST_20090328_004500_CH10,578,583,5
76,78,Spectrogram 1,1,2009-03-28T00:54:58-05:00,2009-03-28T00:55:01-05:00,80.8,141.4,RIWH,,NOPP6_EST_20090328_004500_CH10,598,601,3
77,79,Spectrogram 1,1,2009-03-28T00:55:13-05:00,2009-03-28T00:55:15-05:00,101.0,232.3,RIWH,,NOPP6_EST_20090328_004500_CH10,613,615,2
78,80,Spectrogram 1,1,2009-03-28T00:55:18-05:00,2009-03-28T00:55:20-05:00,101.0,156.6,RIWH,,NOPP6_EST_20090328_004500_CH10,618,620,2
79,81,Spectrogram 1,1,2009-03-28T00:56:00-05:00,2009-03-28T00:56:03-05:00,90.9,227.3,RIWH,,NOPP6_EST_20090328_004500_CH10,660,663,3
80,82,Spectrogram 1,1,2009-03-28T00:56:10-05:00,2009-03-28T00:56:13-05:00,98.5,204.5,RIWH,,NOPP6_EST_20090328_004500_CH10,670,673,3
81,83,Spectrogram 1,1,2009-03-28T00:56:14-05:00,2009-03-28T00:56:17-05:00,116.2,199.5,RIWH,,NOPP6_EST_20090328_004500_CH10,674,679,5
83,85,Spectrogram 1,1,2009-03-28T00:56:30-05:00,2009-03-28T00:56:32-05:00,98.5,250.0,RIWH,,NOPP6_EST_20090328_004500_CH10,690,692,2
84,86,Spectrogram 1,1,2009-03-28T00:56:37-05:00,2009-03-28T00:56:38-05:00,98.5,161.6,RIWH,,NOPP6_EST_20090328_004500_CH10,697,698,1
85,87,Spectrogram 1,1,2009-03-28T00:57:07-05:00,2009-03-28T00:57:10-05:00,90.9,194.4,RIWH,,NOPP6_EST_20090328_004500_CH10,727,730,3
86,88,Spectrogram 1,1,2009-03-28T00:57:35-05:00,2009-03-28T00:57:38-05:00,80.8,202.0,RIWH,,NOPP6_EST_20090328_004500_CH10,755,758,3
87,89,Spectrogram 1,1,2009-03-28T00:57:39-05:00,2009-03-28T00:57:41-05:00,90.9,133.8,RIWH,,NOPP6_EST_20090328_004500_CH10,759,761,2
88,90,Spectrogram 1,1,2009-03-28T00:57:48-05:00,2009-03-28T00:57:50-05:00,78.3,156.6,RIWH,,NOPP6_EST_20090328_004500_CH10,768,770,2
89,91,Spectrogram 1,1,2009-03-28T00:58:01-05:00,2009-03-28T00:58:04-05:00,80.8,219.7,RIWH,,NOPP6_EST_20090328_004500_CH10,781,784,3
90,92,Spectrogram 1,1,2009-03-28T00:58:17-05:00,2009-03-28T00:58:19-05:00,101.0,202.0,RIWH,,NOPP6_EST_20090328_004500_CH10,797,799,2
91,93,Spectrogram 1,1,2009-03-28T00:58:27-05:00,2009-03-28T00:58:30-05:00,98.5,250.0,RIWH,,NOPP6_EST_20090328_004500_CH10,807,810,3
92,94,Spectrogram 1,1,2009-03-28T00:58:34-05:00,2009-03-28T00:58:36-05:00,103.5,174.2,RIWH,,NOPP6_EST_20090328_004500_CH10,814,816,2
93,95,Spectrogram 1,1,2009-03-28T00:58:38-05:00,2009-03-28T00:58:40-05:00,106.1,191.9,RIWH,,NOPP6_EST_20090328_004500_CH10,818,820,2
94,96,Spectrogram 1,1,2009-03-28T00:58:55-05:00,2009-03-28T00:58:58-05:00,88.4,181.8,RIWH,,NOPP6_EST_20090328_004500_CH10,835,838,3
95,97,Spectrogram 1,1,2009-03-28T00:59:03-05:00,2009-03-28T00:59:06-05:00,85.9,250.0,RIWH,,NOPP6_EST_20090328_004500_CH10,843,846,3
96,98,Spectrogram 1,1,2009-03-28T00:59:10-05:00,2009-03-28T00:59:12-05:00,80.8,217.2,RIWH,,NOPP6_EST_20090328_004500_CH10,850,852,2
97,99,Spectrogram 1,1,2009-03-28T00:59:14-05:00,2009-03-28T00:59:17-05:00,80.8,227.3,RIWH,,NOPP6_EST_20090328_004500_CH10,854,859,5
99,101,Spectrogram 1,1,2009-03-28T00:59:55-05:00,2009-03-28T00:59:57-05:00,80.8,197.0,RIWH,,NOPP6_EST_20090328_004500_CH10,895,897,2
623,628,Spectrogram 1,1,2009-03-28T00:59:59-05:00,2009-03-28T01:00:01-05:00,77.1,253.4,RIWH,,NOPP6_EST_20090328_004500_CH10,899,900,1
8666,628,Spectrogram 1,1,2009-03-28T00:59:59-05:00,2009-03-28T01:00:01-05:00,77.1,253.4,RIWH,,NOPP6_EST_20090328_010000_CH10,0,1,1
100,102,Spectrogram 1,1,2009-03-28T01:00:10-05:00,2009-03-28T01:00:12-05:00,88.4,154.0,RIWH,,NOPP6_EST_20090328_010000_CH10,10,12,2
101,103,Spectrogram 1,1,2009-03-28T01:00:30-05:00,2009-03-28T01:00:32-05:00,118.7,227.3,RIWH,,NOPP6_EST_20090328_010000_CH10,30,32,2
102,104,Spectrogram 1,1,2009-03-28T01:01:28-05:00,2009-03-28T01:01:31-05:00,83.3,237.4,RIWH,,NOPP6_EST_20090328_010000_CH10,88,91,3
103,105,Spectrogram 1,1,2009-03-28T01:02:22-05:00,2009-03-28T01:02:25-05:00,96.0,234.8,RIWH,,NOPP6_EST_20090328_010000_CH10,142,145,3
104,106,Spectrogram 1,1,2009-03-28T01:07:48-05:00,2009-03-28T01:07:50-05:00,98.5,229.8,RIWH,,NOPP6_EST_20090328_010000_CH10,468,470,2
105,107,Spectrogram 1,1,2009-03-28T01:07:53-05:00,2009-03-28T01:07:55-05:00,118.7,224.7,RIWH,,NOPP6_EST_20090328_010000_CH10,473,475,2
106,108,Spectrogram 1,1,2009-03-28T01:15:56-05:00,2009-03-28T01:15:58-05:00,113.6,194.4,RIWH,,NOPP6_EST_20090328_011500_CH10,56,58,2
668,1019,Spectrogram 1,1,2009-03-28T01:21:18-05:00,2009-03-28T01:21:20-05:00,90.9,207.8,RIWH,,NOPP6_EST_20090328_011500_CH10,378,380,2
107,109,Spectrogram 1,1,2009-03-28T01:24:38-05:00,2009-03-28T01:24:39-05:00,111.1,166.7,RIWH,,NOPP6_EST_20090328_011500_CH10,578,579,1
108,110,Spectrogram 1,1,2009-03-28T01:24:46-05:00,2009-03-28T01:24:49-05:00,93.4,181.8,RIWH,,NOPP6_EST_20090328_011500_CH10,586,589,3
109,111,Spectrogram 1,1,2009-03-28T01:25:11-05:00,2009-03-28T01:25:13-05:00,128.8,207.1,RIWH,,NOPP6_EST_20090328_011500_CH10,611,613,2
110,112,Spectrogram 1,1,2009-03-28T01:25:23-05:00,2009-03-28T01:25:24-05:00,111.1,224.7,RIWH,,NOPP6_EST_20090328_011500_CH10,623,624,1
111,113,Spectrogram 1,1,2009-03-28T01:25:25-05:00,2009-03-28T01:25:26-05:00,113.6,222.2,RIWH,,NOPP6_EST_20090328_011500_CH10,625,626,1
112,114,Spectrogram 1,1,2009-03-28T01:25:57-05:00,2009-03-28T01:25:58-05:00,83.3,174.2,RIWH,,NOPP6_EST_20090328_011500_CH10,657,658,1
113,115,Spectrogram 1,1,2009-03-28T01:26:18-05:00,2009-03-28T01:26:20-05:00,88.4,181.8,RIWH,,NOPP6_EST_20090328_011500_CH10,678,680,2
119,121,Spectrogram 1,1,2009-03-28T01:26:26-05:00,2009-03-28T01:26:28-05:00,106.1,174.2,RIWH,,NOPP6_EST_20090328_011500_CH10,686,688,2
114,116,Spectrogram 1,1,2009-03-28T01:26:47-05:00,2009-03-28T01:26:50-05:00,85.9,174.2,RIWH,,NOPP6_EST_20090328_011500_CH10,707,710,3
118,120,Spectrogram 1,1,2009-03-28T01:27:12-05:00,2009-03-28T01:27:14-05:00,121.2,176.8,RIWH,,NOPP6_EST_20090328_011500_CH10,732,734,2
115,117,Spectrogram 1,1,2009-03-28T01:27:24-05:00,2009-03-28T01:27:26-05:00,70.7,197.0,RIWH,,NOPP6_EST_20090328_011500_CH10,744,746,2
117,119,Spectrogram 1,1,2009-03-28T01:27:47-05:00,2009-03-28T01:27:49-05:00,96.0,194.4,RIWH,,NOPP6_EST_20090328_011500_CH10,767,769,2
116,118,Spectrogram 1,1,2009-03-28T01:27:52-05:00,2009-03-28T01:27:54-05:00,78.3,186.9,RIWH,,NOPP6_EST_20090328_011500_CH10,772,774,2
120,122,Spectrogram 1,1,2009-03-28T01:28:01-05:00,2009-03-28T01:28:03-05:00,98.5,161.6,RIWH,,NOPP6_EST_20090328_011500_CH10,781,783,2
121,123,Spectrogram 1,1,2009-03-28T01:28:16-05:00,2009-03-28T01:28:18-05:00,88.4,146.5,RIWH,,NOPP6_EST_20090328_011500_CH10,796,799,3
123,125,Spectrogram 1,1,2009-03-28T01:28:26-05:00,2009-03-28T01:28:28-05:00,101.0,151.5,RIWH,,NOPP6_EST_20090328_011500_CH10,806,808,2
124,126,Spectrogram 1,1,2009-03-28T01:28:32-05:00,2009-03-28T01:28:34-05:00,96.0,151.5,RIWH,,NOPP6_EST_20090328_011500_CH10,812,814,2
125,127,Spectrogram 1,1,2009-03-28T01:28:39-05:00,2009-03-28T01:28:41-05:00,123.7,176.8,RIWH,,NOPP6_EST_20090328_011500_CH10,819,821,2
126,128,Spectrogram 1,1,2009-03-28T01:28:43-05:00,2009-03-28T01:28:46-05:00,96.0,212.1,RIWH,,NOPP6_EST_20090328_011500_CH10,823,826,3
127,129,Spectrogram 1,1,2009-03-28T01:28:56-05:00,2009-03-28T01:28:58-05:00,78.3,174.2,RIWH,,NOPP6_EST_20090328_011500_CH10,836,841,5
129,131,Spectrogram 1,1,2009-03-28T01:29:25-05:00,2009-03-28T01:29:27-05:00,101.0,184.3,RIWH,,NOPP6_EST_20090328_011500_CH10,865,867,2
130,132,Spectrogram 1,1,2009-03-28T01:29:29-05:00,2009-03-28T01:29:32-05:00,75.8,171.7,RIWH,,NOPP6_EST_20090328_011500_CH10,869,872,3
131,133,Spectrogram 1,1,2009-03-28T01:29:33-05:00,2009-03-28T01:29:35-05:00,98.5,179.3,RIWH,,NOPP6_EST_20090328_011500_CH10,873,875,2
132,134,Spectrogram 1,1,2009-03-28T01:29:40-05:00,2009-03-28T01:29:43-05:00,65.7,169.2,RIWH,,NOPP6_EST_20090328_011500_CH10,880,883,3
133,135,Spectrogram 1,1,2009-03-28T01:30:01-05:00,2009-03-28T01:30:03-05:00,75.8,171.7,RIWH,,NOPP6_EST_20090328_013000_CH10,1,3,2
134,136,Spectrogram 1,1,2009-03-28T01:30:17-05:00,2009-03-28T01:30:19-05:00,75.8,156.6,RIWH,,NOPP6_EST_20090328_013000_CH10,17,19,2
626,631,Spectrogram 1,1,2009-03-28T01:30:26-05:00,2009-03-28T01:30:28-05:00,89.4,183.6,RIWH,,NOPP6_EST_20090328_013000_CH10,26,28,2
137,139,Spectrogram 1,1,2009-03-28T01:30:31-05:00,2009-03-28T01:30:33-05:00,93.4,159.1,RIWH,,NOPP6_EST_20090328_013000_CH10,31,33,2
135,137,Spectrogram 1,1,2009-03-28T01:30:37-05:00,2009-03-28T01:30:39-05:00,75.8,166.7,RIWH,,NOPP6_EST_20090328_013000_CH10,37,39,2
136,138,Spectrogram 1,1,2009-03-28T01:30:49-05:00,2009-03-28T01:30:50-05:00,98.5,164.1,RIWH,,NOPP6_EST_20090328_013000_CH10,49,50,1
138,140,Spectrogram 1,1,2009-03-28T01:31:04-05:00,2009-03-28T01:31:06-05:00,98.5,159.1,RIWH,,NOPP6_EST_20090328_013000_CH10,64,67,3
140,142,Spectrogram 1,1,2009-03-28T01:31:39-05:00,2009-03-28T01:31:41-05:00,90.9,164.1,RIWH,,NOPP6_EST_20090328_013000_CH10,99,101,2
141,143,Spectrogram 1,1,2009-03-28T01:31:49-05:00,2009-03-28T01:31:51-05:00,98.5,164.1,RIWH,,NOPP6_EST_20090328_013000_CH10,109,111,2
142,144,Spectrogram 1,1,2009-03-28T01:31:52-05:00,2009-03-28T01:31:54-05:00,85.9,151.5,RIWH,,NOPP6_EST_20090328_013000_CH10,112,114,2
143,145,Spectrogram 1,1,2009-03-28T01:31:56-05:00,2009-03-28T01:31:58-05:00,90.9,166.7,RIWH,,NOPP6_EST_20090328_013000_CH10,116,118,2
144,146,Spectrogram 1,1,2009-03-28T01:32:02-05:00,2009-03-28T01:32:03-05:00,111.1,169.2,RIWH,,NOPP6_EST_20090328_013000_CH10,122,123,1
145,147,Spectrogram 1,1,2009-03-28T01:32:15-05:00,2009-03-28T01:32:17-05:00,88.4,169.2,RIWH,,NOPP6_EST_20090328_013000_CH10,135,137,2
146,148,Spectrogram 1,1,2009-03-28T01:32:25-05:00,2009-03-28T01:32:28-05:00,88.4,181.8,RIWH,,NOPP6_EST_20090328_013000_CH10,145,148,3
147,149,Spectrogram 1,1,2009-03-28T01:32:43-05:00,2009-03-28T01:32:44-05:00,90.9,176.8,RIWH,,NOPP6_EST_20090328_013000_CH10,163,164,1
148,150,Spectrogram 1,1,2009-03-28T01:33:19-05:00,2009-03-28T01:33:20-05:00,80.8,128.8,RIWH,,NOPP6_EST_20090328_013000_CH10,199,202,3
150,152,Spectrogram 1,1,2009-03-28T01:33:28-05:00,2009-03-28T01:33:30-05:00,85.9,174.2,RIWH,,NOPP6_EST_20090328_013000_CH10,208,210,2
151,153,Spectrogram 1,1,2009-03-28T01:33:36-05:00,2009-03-28T01:33:38-05:00,78.3,161.6,RIWH,,NOPP6_EST_20090328_013000_CH10,216,221,5
153,155,Spectrogram 1,1,2009-03-28T01:33:51-05:00,2009-03-28T01:33:53-05:00,113.6,179.3,RIWH,,NOPP6_EST_20090328_013000_CH10,231,233,2
154,156,Spectrogram 1,1,2009-03-28T01:34:18-05:00,2009-03-28T01:34:20-05:00,101.0,184.3,RIWH,,NOPP6_EST_20090328_013000_CH10,258,260,2
155,157,Spectrogram 1,1,2009-03-28T01:34:24-05:00,2009-03-28T01:34:27-05:00,75.8,194.4,RIWH,,NOPP6_EST_20090328_013000_CH10,264,267,3
156,158,Spectrogram 1,1,2009-03-28T01:34:33-05:00,2009-03-28T01:34:35-05:00,111.1,209.6,RIWH,,NOPP6_EST_20090328_013000_CH10,273,275,2
