Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
159	Spectrogram 1	1	140.142825170	140.780126558	559.923	882.956	0.6373	323.033	-40.52	
160	Spectrogram 1	1	141.838170609	142.821965955	376.871	791.430	0.9838	414.559	-44.33	
161	Spectrogram 1	1	141.510238827	141.788671473	339.184	834.501	0.2784	495.317	-42.05	
162	Spectrogram 1	1	143.681496998	144.077490093	86.142	597.610	0.3960	511.468	-42.92	
163	Spectrogram 1	1	143.526812195	145.779022924	576.075	818.349	2.2522	242.274	-37.12	
164	Spectrogram 1	1	144.145551406	144.838539323	226.123	301.497	0.6930	75.374	-43.80	
165	Spectrogram 1	1	145.086035007	146.144079059	393.023	613.762	1.0580	220.739	-43.52	
166	Spectrogram 1	1	147.857986674	148.253979769	80.758	554.539	0.3960	473.781	-41.68	
167	Spectrogram 1	1	147.134061797	148.699472002	565.307	850.652	1.5654	285.345	-35.65	
168	Spectrogram 1	1	147.955645748	149.978922969	1211.372	1690.537	2.0233	479.165	-47.59	
169	Spectrogram 1	1	149.044626760	149.737614676	533.004	818.349	0.6930	285.345	-48.45	
170	Spectrogram 1	1	150.300667359	150.999842668	522.236	791.430	0.6992	269.194	-40.28	
171	Spectrogram 1	1	151.197839215	151.884639740	565.307	834.501	0.6868	269.194	-35.43	
172	Spectrogram 1	1	151.432960115	151.822765819	139.981	387.639	0.3898	247.658	-39.06	
173	Spectrogram 1	1	144.777483123	145.909775880	1216.756	1555.940	1.1323	339.184	-55.67	
174	Spectrogram 1	1	124.387358141	125.760959190	1313.666	1782.063	1.3736	468.397	-53.30	
175	Spectrogram 1	1	149.085597401	149.401154399	156.132	236.891	0.3156	80.759	-47.94	
176	Spectrogram 1	1	149.623900515	151.195498112	161.516	333.800	1.5716	172.284	-53.81	
177	Spectrogram 1	1	151.838986892	152.160731282	263.810	333.800	0.3217	69.990	-43.85	
178	Spectrogram 1	1	152.160731282	153.206400549	344.568	656.833	1.0457	312.265	-46.59	
179	Spectrogram 1	1	153.387636686	154.167248093	43.071	172.284	0.7796	129.213	-50.36	
180	Spectrogram 1	1	153.814566742	154.983983852	193.820	317.649	1.1694	123.829	-39.95	
181	Spectrogram 1	1	154.062062427	154.371432032	554.539	748.359	0.3094	193.820	-51.87	
182	Spectrogram 1	1	154.433305953	156.765952780	608.378	942.178	2.3326	333.800	-38.88	
183	Spectrogram 1	1	155.701721337	156.141026177	107.678	522.236	0.4393	414.558	-40.31	
184	Spectrogram 1	1	156.481332743	156.673141899	344.568	1173.685	0.1918	829.117	-42.66	
185	Spectrogram 1	1	154.612740325	155.565598710	1114.462	1712.073	0.9529	597.611	-50.60	
186	Spectrogram 1	1	156.988698896	157.471315481	145.365	209.971	0.4826	64.606	-48.72	
187	Spectrogram 1	1	157.378504599	158.213802535	166.900	376.871	0.8353	209.971	-46.80	
188	Spectrogram 1	1	32.895786819	34.472620962	10983.396	22050.000	1.5768	11066.604	-193.90	d
189	Spectrogram 1	1	37.984983461	38.490379019	7904.717	14561.321	0.5054	6656.604	-71.86	d
190	Spectrogram 1	1	41.212776428	41.873159957	7987.925	16391.887	0.6604	8403.962	-72.71	d
191	Spectrogram 1	1	41.387980221	41.495797940	6406.981	7821.509	0.1078	1414.528	-58.98	d
192	Spectrogram 1	1	46.326496700	47.701172620	12148.302	22050.000	1.3747	9901.698	-188.34	d
193	Spectrogram 1	1	72.807354534	74.134860201	12148.302	20885.094	1.3275	8736.792	-190.43	d
194	Spectrogram 1	1	104.182430336	105.590799292	12231.509	21717.170	1.4084	9485.661	-192.44	d
195	Spectrogram 1	1	106.062060469	106.129446543	5491.698	21883.585	0.0674	16391.887	-69.60	d
196	Spectrogram 1	1	187.722517303	188.497457159	6656.604	14977.358	0.7749	8320.754	-79.42	d
197	Spectrogram 1	1	358.452144785	359.186652996	7821.509	16391.887	0.7345	8570.378	-83.94	d
199	Spectrogram 1	1	157.899097878	159.614467286	558.948	926.677	1.7154	367.729	-36.98	
200	Spectrogram 1	1	159.118916124	159.519168986	73.546	345.665	0.4003	272.119	-40.36	
201	Spectrogram 1	1	159.519168986	160.576980120	220.637	323.601	1.0578	102.964	-45.80	
202	Spectrogram 1	1	161.615731595	162.578244429	404.502	809.004	0.9625	404.502	-43.34	
203	Spectrogram 1	1	162.177991567	162.978497291	544.239	948.741	0.8005	404.502	-39.10	
204	Spectrogram 1	1	162.688926782	163.842036217	117.673	338.311	1.1531	220.638	-41.55	
205	Spectrogram 1	1	163.479902676	163.918274857	58.837	500.111	0.4384	441.274	-40.96	
206	Spectrogram 1	1	165.166682593	166.157784917	433.920	742.812	0.9911	308.892	-39.60	
207	Spectrogram 1	1	165.418422511	167.749266534	558.948	934.031	2.3308	375.083	-37.55	
208	Spectrogram 1	1	166.114100104	166.876486508	169.155	345.665	0.7624	176.510	-43.45	
209	Spectrogram 1	1	167.143321749	167.715111551	66.191	529.530	0.5718	463.339	-42.73	
210	Spectrogram 1	1	167.848529172	168.668094556	544.239	845.776	0.8196	301.537	-47.32	
211	Spectrogram 1	1	169.020698267	170.564530734	551.593	1051.705	1.5438	500.112	-38.75	
212	Spectrogram 1	1	168.982578947	170.192867362	36.773	330.956	1.2103	294.183	-50.03	
213	Spectrogram 1	1	170.535941244	171.260208327	397.147	728.103	0.7243	330.956	-43.53	
214	Spectrogram 1	1	171.441275098	172.013064901	213.283	389.793	0.5718	176.510	-43.34	
215	Spectrogram 1	1	172.022594731	172.613444193	102.964	507.466	0.5908	404.502	-41.53	
216	Spectrogram 1	1	169.176859513	170.701632319	1147.314	1720.971	1.5248	573.657	-52.12	
217	Spectrogram 1	1	173.045970510	173.903655214	536.884	860.486	0.8577	323.602	-37.40	
218	Spectrogram 1	1	173.188917960	174.513564336	1132.605	1632.716	1.3246	500.111	-50.51	
219	Spectrogram 1	1	173.284216261	173.998953514	139.737	353.020	0.7147	213.283	-51.04	
220	Spectrogram 1	1	175.235455593	175.635708455	66.191	558.948	0.4003	492.757	-41.57	
221	Spectrogram 1	1	175.387932873	176.236087747	183.864	345.665	0.8482	161.801	-40.08	
222	Spectrogram 1	1	176.083610466	178.342180187	581.012	1051.705	2.2586	470.693	-36.19	
223	Spectrogram 1	1	178.761492708	179.581058092	1176.732	1750.389	0.8196	573.657	-49.67	
224	Spectrogram 1	1	179.504819452	180.838995658	603.075	831.067	1.3342	227.992	-33.44	
225	Spectrogram 1	1	180.000370614	181.153480049	411.856	838.422	1.1531	426.566	-36.18	
226	Spectrogram 1	1	178.275471376	179.085506930	102.964	227.992	0.8100	125.028	-52.24	
227	Spectrogram 1	1	179.419050981	179.981310954	95.610	470.693	0.5623	375.083	-41.12	
228	Spectrogram 1	1	180.171907555	180.333914665	66.191	411.856	0.1620	345.665	-46.17	
229	Spectrogram 1	1	180.638869227	180.924764128	139.737	227.992	0.2859	88.255	-46.21	
230	Spectrogram 1	1	180.896174638	181.687150531	169.155	286.829	0.7910	117.674	-43.74	
231	Spectrogram 1	1	181.760017681	182.160270543	1325.021	2288.471	0.4003	963.450	-57.31	
232	Spectrogram 1	1	181.798137002	182.665351535	419.211	661.912	0.8672	242.701	-54.09	
233	Spectrogram 1	1	182.646291875	182.913127116	88.255	522.175	0.2668	433.920	-39.60	
234	Spectrogram 1	1	183.532566069	184.085296212	566.302	823.713	0.5527	257.411	-34.75	
235	Spectrogram 1	1	183.951878591	184.771443975	478.048	764.876	0.8196	286.828	-37.39	
236	Spectrogram 1	1	184.399780603	185.085928366	176.510	353.020	0.6861	176.510	-41.85	
237	Spectrogram 1	1	186.072157813	186.920312687	455.984	823.713	0.8482	367.729	-48.50	
238	Spectrogram 1	1	187.110909288	187.339625209	66.191	316.247	0.2287	250.056	-38.48	
239	Spectrogram 1	1	186.891723197	188.873927845	595.721	875.195	1.9822	279.474	-35.87	
240	Spectrogram 1	1	188.797689205	189.569605439	448.629	764.876	0.7719	316.247	-42.63	
241	Spectrogram 1	1	188.902517336	189.683963399	139.737	323.601	0.7814	183.864	-40.92	
242	Spectrogram 1	1	190.598827083	190.894251814	110.319	426.566	0.2954	316.247	-39.80	
243	Spectrogram 1	1	190.284342692	191.913943629	507.466	823.713	1.6296	316.247	-35.17	
244	Spectrogram 1	1	192.894879297	193.723974510	1220.860	1397.370	0.8291	176.510	-53.95	
245	Spectrogram 1	1	192.466036945	193.285602328	375.083	639.848	0.8196	264.765	-46.39	
246	Spectrogram 1	1	192.313559664	192.913938957	183.864	330.956	0.6004	147.092	-39.74	
247	Spectrogram 1	1	194.534010064	195.315456127	485.402	838.422	0.7814	353.020	-39.17	
248	Spectrogram 1	1	194.514950404	195.010501566	95.610	198.574	0.4956	102.964	-45.85	
249	Spectrogram 1	1	195.296396467	195.534642218	169.155	382.438	0.2382	213.283	-38.18	
250	Spectrogram 1	1	196.058782871	197.297660776	353.020	706.039	1.2389	353.019	-47.69	
251	Spectrogram 1	1	196.563863863	197.326250266	169.155	330.956	0.7624	161.801	-40.73	
252	Spectrogram 1	1	196.516214713	197.640734658	1169.378	1456.206	1.1245	286.828	-51.60	
253	Spectrogram 1	1	197.725072697	199.659628196	492.757	845.776	1.9346	353.019	-34.43	
254	Spectrogram 1	1	198.487459100	198.782883832	183.864	411.856	0.2954	227.992	-39.95	
255	Spectrogram 1	1	200.021761737	200.707909500	205.928	330.956	0.6861	125.028	-43.56	
256	Spectrogram 1	1	200.755558651	202.737763299	492.757	816.358	1.9822	323.601	-37.30	
257	Spectrogram 1	1	202.680584319	203.347672422	441.275	786.940	0.6671	345.665	-41.84	
258	Spectrogram 1	1	202.680584319	202.861651090	132.382	389.793	0.1811	257.411	-41.03	
259	Spectrogram 1	1	203.118956501	203.766984944	198.574	308.892	0.6480	110.318	-45.66	
260	Spectrogram 1	1	203.004598541	203.547798853	95.610	176.510	0.5432	80.900	-46.86	
261	Spectrogram 1	1	201.632303014	202.347040268	1132.605	1941.608	0.7147	809.003	-50.41	
262	Spectrogram 1	1	204.732418450	204.951604541	147.092	419.211	0.2192	272.119	-52.39	
263	Spectrogram 1	1	205.809289245	206.247661427	448.629	772.231	0.4384	323.602	-36.36	
264	Spectrogram 1	1	205.323267913	206.038005166	154.446	367.729	0.7147	213.283	-42.32	
265	Spectrogram 1	1	206.409668538	206.609794969	139.737	367.729	0.2001	227.992	-40.77	
266	Spectrogram 1	1	207.639016613	208.191746756	367.729	728.103	0.5527	360.374	-41.91	
267	Spectrogram 1	1	206.638384459	206.962398680	3279.081	4124.858	0.3240	845.777	-63.08	
268	Spectrogram 1	1	209.849937183	210.154891744	2658.748	3570.716	0.3050	911.968	-57.89	
269	Spectrogram 1	1	211.994148943	212.356282484	2864.677	3688.389	0.3621	823.712	-60.96	
270	Spectrogram 1	1	208.618755441	210.820146181	448.629	801.649	2.2014	353.020	-38.21	
271	Spectrogram 1	1	210.438952979	211.258518363	1132.605	1809.226	0.8196	676.621	-56.40	
272	Spectrogram 1	1	212.114048686	213.667410983	441.275	882.549	1.5534	441.274	-38.73	
273	Spectrogram 1	1	213.543523192	214.305909596	183.864	411.856	0.7624	227.992	-42.07	
274	Spectrogram 1	1	214.896759058	216.297644074	1220.860	1735.680	1.4009	514.820	-50.97	
275	Spectrogram 1	1	216.373882715	217.088619968	426.566	816.358	0.7147	389.792	-37.32	
276	Spectrogram 1	1	216.659777616	217.345925379	250.056	353.020	0.6861	102.964	-44.30	
277	Spectrogram 1	1	216.802725067	217.307806059	66.191	250.056	0.5051	183.865	-47.34	
278	Spectrogram 1	1	218.794459546	219.737912720	1492.979	1823.935	0.9435	330.956	-43.83	
279	Spectrogram 1	1	218.651512095	219.747442550	441.275	750.167	1.0959	308.892	-42.32	
280	Spectrogram 1	1	218.975526316	219.261421218	125.028	360.374	0.2859	235.346	-45.21	
281	Spectrogram 1	1	219.280480878	219.880860170	198.574	294.183	0.6004	95.609	-45.79	
282	Spectrogram 1	1	217.083733294	217.407747516	1478.270	1588.589	0.3240	110.319	-53.64	
283	Spectrogram 1	1	219.846920967	221.686178165	397.147	934.031	1.8393	536.884	-40.64	
284	Spectrogram 1	1	219.972811620	220.310739657	125.028	198.574	0.3379	73.546	-52.34	
285	Spectrogram 1	1	221.678169385	222.204708418	154.446	338.311	0.5265	183.864	-46.78	
286	Spectrogram 1	1	223.552287003	224.212425493	1088.477	2441.720	0.6601	1353.242	-54.43	
