Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
44	Spectrogram 1	1	53.219084605	53.932286526	0.000	626.744	
45	Spectrogram 1	1	55.708159310	56.264456809	0.000	455.814	
46	Spectrogram 1	1	56.984785736	57.862024099	0.000	683.721	sc
47	Spectrogram 1	1	59.067335346	60.415286977	56.977	797.674	un
48	Spectrogram 1	1	62.761725608	64.252317623	0.000	940.116	sc
49	Spectrogram 1	1	64.872805234	64.986917541	8546.512	10882.558	d
50	Spectrogram 1	1	65.364914560	65.614535232	20.144	503.608	sc
51	Spectrogram 1	1	67.269163690	67.946705515	40.289	664.763	sc
52	Spectrogram 1	1	69.073567143	70.121973967	0.000	805.773	sc
53	Spectrogram 1	1	67.604371185	68.025160319	14073.256	14700.000	d
54	Spectrogram 1	1	68.089348492	68.652778010	8717.442	10369.767	d
55	Spectrogram 1	1	71.263097042	71.391473387	7614.553	9709.563	d
56	Spectrogram 1	1	72.083279251	72.347163962	8662.058	11441.974	d
57	Spectrogram 1	1	71.384342539	72.340033114	14.244	455.814	sc
58	Spectrogram 1	1	73.281459650	74.522430993	28.488	527.035	sc
59	Spectrogram 1	1	73.638062926	73.809231387	7775.708	10394.470	d
60	Spectrogram 1	1	74.829110134	75.071598788	9387.254	13980.159	d
61	Spectrogram 1	1	76.383890323	76.519398688	12852.077	13819.004	d
62	Spectrogram 1	1	75.528048017	75.742008594	10595.913	14302.468	d
63	Spectrogram 1	1	77.460825224	77.546409455	9064.944	11643.418	d
64	Spectrogram 1	1	75.984488823	76.990103532	42.733	484.302	
65	Spectrogram 1	1	78.152622664	79.151105353	0.000	398.837	
66	Spectrogram 1	1	79.265219690	79.557632478	56.977	555.523	
67	Spectrogram 1	1	80.113929977	81.076752570	0.000	356.105	
68	Spectrogram 1	1	80.848527955	82.167951510	14.244	640.988	
70	Spectrogram 1	1	83.194962277	83.644279487	56.977	398.837	
71	Spectrogram 1	1	83.908167917	84.207712724	142.442	341.860	un
72	Spectrogram 1	1	85.327439741	86.561279065	270.640	854.651	
73	Spectrogram 1	1	84.200580705	84.856726473	14.244	626.744	un
74	Spectrogram 1	1	87.916362715	88.543980406	85.465	512.791	
75	Spectrogram 1	1	89.670845172	91.361133726	14.244	598.256	
76	Spectrogram 1	1	91.532302187	91.960223340	142.442	341.860	un
77	Spectrogram 1	1	85.926533655	86.375850866	10996.512	13446.512	d
78	Spectrogram 1	1	91.917433370	92.609239234	7748.837	9800.000	d
79	Spectrogram 1	1	92.623503272	93.258252982	12534.884	16067.442	d
80	Spectrogram 1	1	92.060073755	93.022896348	0.000	413.081	
81	Spectrogram 1	1	93.942926827	94.420772114	85.465	527.035	un
82	Spectrogram 1	1	95.026995750	95.540501133	14.244	370.349	
83	Spectrogram 1	1	95.918498152	96.210910939	56.977	398.837	
84	Spectrogram 1	1	96.596039977	97.230789687	14.244	441.570	
85	Spectrogram 1	1	93.279651043	93.928664791	8546.512	10312.791	d
86	Spectrogram 1	1	94.064173156	95.155372096	10768.605	15725.581	d
87	Spectrogram 1	1	96.510455746	97.544598532	11509.302	15155.814	d
88	Spectrogram 1	1	98.564477280	98.871154106	13560.465	15269.767	d
89	Spectrogram 1	1	98.842626029	99.348999393	11224.419	12876.744	d
90	Spectrogram 1	1	98.771305837	99.570091989	0.000	356.105	
91	Spectrogram 1	1	98.150825181	98.735650757	0.000	797.674	un
92	Spectrogram 1	1	97.273586818	97.915468547	0.000	327.616	un
93	Spectrogram 1	1	100.754012194	102.052039691	0.000	754.942	sc
94	Spectrogram 1	1	102.059171710	102.458564786	42.733	370.349	un
95	Spectrogram 1	1	102.722449497	104.063269109	0.000	541.279	sc
96	Spectrogram 1	1	104.120331557	105.703639822	0.000	655.233	sc
97	Spectrogram 1	1	105.760695976	106.488161936	555.523	826.163	
98	Spectrogram 1	1	106.552400000	107.736265298	0.000	811.919	
99	Spectrogram 1	1	107.550800000	108.349618950	1239.244	2079.651	
102	Spectrogram 1	1	108.756144045	109.583458274	71.221	769.186	
103	Spectrogram 1	1	110.453564618	111.630347788	42.733	712.209	un
104	Spectrogram 1	1	111.887107498	112.835666054	0.000	705.051	
105	Spectrogram 1	1	112.643101535	112.935514323	725.196	2719.483	
106	Spectrogram 1	1	112.971174419	114.811235376	705.051	7030.368	
108	Spectrogram 1	1	115.923830373	116.729748544	141.010	846.061	
109	Spectrogram 1	1	116.565712102	117.200461812	80.577	362.598	
110	Spectrogram 1	1	117.585590850	118.284528732	100.722	2800.061	
111	Spectrogram 1	1	112.935513750	113.242190577	11200.243	12610.345	un
112	Spectrogram 1	1	117.828078931	118.241736045	9709.563	10555.624	un
113	Spectrogram 1	1	120.359953199	120.623837910	10112.449	10354.181	d
114	Spectrogram 1	1	120.445537429	120.802138390	10676.490	11119.665	d
115	Spectrogram 1	1	121.693640792	122.007449637	12932.654	14826.220	d
116	Spectrogram 1	1	121.921865407	122.506690982	10998.799	15229.107	d
117	Spectrogram 1	1	122.749179635	123.155704730	12771.500	13577.272	d
118	Spectrogram 1	1	122.984536269	123.262685019	10837.645	11643.418	d
119	Spectrogram 1	1	123.127176654	123.747662325	12610.345	14020.447	d
120	Spectrogram 1	1	124.696220880	125.010029726	12731.211	13859.293	d
121	Spectrogram 1	1	125.124142033	125.309574533	9346.965	11764.284	d
122	Spectrogram 1	1	125.965720300	126.443565588	8460.615	10394.470	d
123	Spectrogram 1	1	119.589695124	120.673762044	85.465	826.163	
124	Spectrogram 1	1	120.737950217	121.543868388	71.221	1039.826	
125	Spectrogram 1	1	122.956008192	124.460864246	14.244	712.209	
126	Spectrogram 1	1	124.104263286	124.867389342	470.058	6305.173	
128	Spectrogram 1	1	114.918215664	115.923830373	966.927	3646.122	
129	Spectrogram 1	1	125.666175493	125.887268089	1853.278	2679.195	
130	Spectrogram 1	1	125.366630686	126.272397126	20.144	543.897	sc
131	Spectrogram 1	1	127.342202309	129.346299708	342.453	6506.616	
132	Spectrogram 1	1	126.450699907	127.327938270	423.031	765.484	un
133	Spectrogram 1	1	129.167999227	129.981049418	0.000	725.196	un
134	Spectrogram 1	1	130.473163625	131.842511314	483.464	805.773	un
135	Spectrogram 1	1	132.356016697	132.705485639	302.165	1007.216	
136	Spectrogram 1	1	133.675441110	134.274530724	0.000	362.598	sc
137	Spectrogram 1	1	135.144637068	136.242968027	60.433	725.196	un
138	Spectrogram 1	1	136.235836007	138.296989560	20.144	3646.122	
139	Spectrogram 1	1	138.396841709	139.345400264	0.000	624.474	un
140	Spectrogram 1	1	139.794717475	141.613382374	322.309	3686.411	
141	Spectrogram 1	1	142.048435546	143.039786217	80.577	1389.958	sc
142	Spectrogram 1	1	143.581812182	144.173769777	201.443	745.340	
143	Spectrogram 1	1	144.273618046	144.794255448	241.732	7110.945	
144	Spectrogram 1	1	144.972555929	145.678625831	80.577	604.330	
145	Spectrogram 1	1	146.370431694	147.097897654	1027.360	1470.535	
146	Spectrogram 1	1	144.787123429	145.043876121	10877.933	11441.974	d
147	Spectrogram 1	1	146.028094772	146.448883906	4431.751	6687.915	d
148	Spectrogram 1	1	145.971038618	146.206395252	11804.572	12892.365	d
149	Spectrogram 1	1	147.097897654	147.383178423	10394.470	11441.974	d
150	Spectrogram 1	1	146.883937078	147.176349865	4512.328	6929.646	d
151	Spectrogram 1	1	147.597140447	148.809583713	241.732	7654.842	
153	Spectrogram 1	1	149.465730938	149.979236321	0.000	362.598	
154	Spectrogram 1	1	151.020511127	152.033257855	100.722	7352.677	
155	Spectrogram 1	1	152.589555353	152.903364199	20.144	866.206	
156	Spectrogram 1	1	153.117324775	153.687886312	80.577	644.618	
157	Spectrogram 1	1	154.308371984	155.363910827	20.144	221.588	
158	Spectrogram 1	1	155.463759096	155.984396499	0.000	3867.710	
159	Spectrogram 1	1	152.789251891	152.988948429	11224.419	11623.256	d
160	Spectrogram 1	1	153.481057755	153.666490255	11851.163	13617.442	d
161	Spectrogram 1	1	156.447984632	157.139790496	470.058	797.674	
162	Spectrogram 1	1	157.310958957	157.952840686	0.000	683.721	un
163	Spectrogram 1	1	158.252400000	158.666042607	99.709	413.081	
164	Spectrogram 1	1	159.058303664	160.235086834	99.709	7654.842	
166	Spectrogram 1	1	160.256482892	161.304889716	1228.804	2296.453	
167	Spectrogram 1	1	161.062401063	161.590170485	80.577	402.886	
168	Spectrogram 1	1	161.333417793	161.832659138	1025.581	2905.814	un
169	Spectrogram 1	1	161.775602984	162.117939906	28.488	598.256	
170	Spectrogram 1	1	162.467408848	163.351779230	28.488	7520.930	
171	Spectrogram 1	1	163.651329473	164.336003318	0.000	644.618	
172	Spectrogram 1	1	164.314607260	165.284561873	1228.804	1712.267	
173	Spectrogram 1	1	165.405806200	166.532665235	765.484	1551.113	
174	Spectrogram 1	1	165.798067256	166.732361773	0.000	5096.513	
175	Spectrogram 1	1	167.195943022	168.658006961	342.453	886.350	
177	Spectrogram 1	1	165.826597765	166.240254879	11623.256	12534.884	d
178	Spectrogram 1	1	167.723714876	168.058919779	9686.047	10882.558	d
179	Spectrogram 1	1	168.180164105	168.551029104	12079.070	12876.744	d
180	Spectrogram 1	1	167.780771029	168.094579875	6780.233	9686.047	un
181	Spectrogram 1	1	168.593821220	168.843441892	14415.116	15383.721	d
182	Spectrogram 1	1	168.615217277	168.893366027	9686.047	10597.674	d
183	Spectrogram 1	1	168.843441892	170.034489101	0.000	13788.372	
184	Spectrogram 1	1	170.298422034	171.040152032	0.000	3746.844	
185	Spectrogram 1	1	171.132868282	171.468073185	10313.892	11401.686	d
186	Spectrogram 1	1	171.781882031	172.024370684	10757.067	14423.334	d
187	Spectrogram 1	1	171.682033762	172.331047510	201.443	1611.546	
188	Spectrogram 1	1	172.281123375	173.065645489	0.000	3867.710	
189	Spectrogram 1	1	170.091596052	170.355480763	9508.120	11280.820	d
190	Spectrogram 1	1	173.229684506	173.407984986	10475.047	11240.531	d
191	Spectrogram 1	1	173.329532775	173.657605659	9508.120	10555.624	d
192	Spectrogram 1	1	173.900094312	175.084009501	725.196	1289.237	
193	Spectrogram 1	1	174.035602677	174.278091330	7936.863	8702.347	d
194	Spectrogram 1	1	173.800246043	174.156847003	12489.479	14101.025	d
195	Spectrogram 1	1	174.163979023	174.328015465	10394.470	10918.222	d
196	Spectrogram 1	1	174.427863734	174.927105078	10998.799	14020.447	d
197	Spectrogram 1	1	174.841520848	175.889927672	0.000	634.546	
198	Spectrogram 1	1	176.353508921	176.931202477	71.221	1039.826	
199	Spectrogram 1	1	176.382036998	176.524677382	11280.820	12489.479	d
200	Spectrogram 1	1	177.266407380	177.466103918	9991.583	10555.624	d
201	Spectrogram 1	1	178.093721609	178.286286128	8702.347	10394.470	d
202	Spectrogram 1	1	177.294935457	177.480367957	11159.954	11723.995	d
203	Spectrogram 1	1	177.808445561	178.657155848	483.464	1611.546	
204	Spectrogram 1	1	178.635759790	178.935304597	9226.099	10555.624	d
205	Spectrogram 1	1	178.949568635	180.147747863	0.000	8259.172	
206	Spectrogram 1	1	179.919526396	181.210421873	483.464	1208.659	
207	Spectrogram 1	1	181.902227737	182.487053312	0.000	1007.216	
208	Spectrogram 1	1	182.487053312	183.478403983	402.886	1329.525	
209	Spectrogram 1	1	183.799344847	184.690847249	0.000	966.927	
210	Spectrogram 1	1	184.484020695	184.926205886	9346.965	9749.851	d
211	Spectrogram 1	1	185.075978289	185.646539826	11885.149	13819.004	d
212	Spectrogram 1	1	185.568087615	186.031668864	8742.635	9306.676	d
213	Spectrogram 1	1	185.675067903	186.374005786	10837.645	11321.108	d
214	Spectrogram 1	1	185.946084633	186.431061940	9830.429	10313.892	d
215	Spectrogram 1	1	186.209969344	186.652154535	8863.501	13335.541	d
216	Spectrogram 1	1	185.853368384	186.117253094	12247.747	13577.272	d
217	Spectrogram 1	1	184.191607907	184.911941847	6929.646	11321.108	d
218	Spectrogram 1	1	185.161564245	186.160046935	0.000	726.453	sc
219	Spectrogram 1	1	186.538043954	186.987361164	655.233	1111.047	
220	Spectrogram 1	1	187.044417318	188.228332507	56.977	4031.105	
221	Spectrogram 1	1	189.761719642	190.824390505	28.488	854.651	
222	Spectrogram 1	1	189.134101951	189.683267431	9105.233	10475.047	d
223	Spectrogram 1	1	189.647607335	190.346545217	10837.645	11200.243	d
224	Spectrogram 1	1	190.082660507	190.845786562	10837.645	14060.736	d
225	Spectrogram 1	1	190.196772814	190.703146178	14060.736	14826.220	d
226	Spectrogram 1	1	190.845786562	193.434714258	201.443	2699.339	
227	Spectrogram 1	1	191.387820023	191.787213098	5922.430	10918.222	d
228	Spectrogram 1	1	191.637440695	192.493283001	8017.440	13577.272	d
229	Spectrogram 1	1	192.122418001	192.300718482	7090.801	12368.613	d
230	Spectrogram 1	1	192.307850501	193.263541076	6647.626	12972.943	d
231	Spectrogram 1	1	193.284937133	193.477501652	5479.255	10998.799	d
234	Spectrogram 1	1	193.470374354	194.097992044	113.953	783.430	
235	Spectrogram 1	1	194.561573293	195.823940694	398.837	754.942	
236	Spectrogram 1	1	195.845336752	197.093440114	56.977	2719.483	
238	Spectrogram 1	1	196.972195787	197.813774054	423.888	774.056	
239	Spectrogram 1	1	198.648220302	199.354290204	92.150	866.206	
240	Spectrogram 1	1	199.511199287	200.409833708	0.000	364.894	un
241	Spectrogram 1	1	200.809226784	201.529560724	52.128	794.947	
242	Spectrogram 1	1	201.914689762	202.656419760	0.000	599.468	
243	Spectrogram 1	1	203.005888701	205.302398888	65.160	990.426	
244	Spectrogram 1	1	205.701796542	206.657487116	78.191	2997.340	
245	Spectrogram 1	1	206.714543270	207.327896922	52.128	690.691	
246	Spectrogram 1	1	207.598913652	209.317730283	52.128	1107.713	
247	Spectrogram 1	1	209.317730283	209.888291820	39.096	821.011	
248	Spectrogram 1	1	209.068109610	209.217882014	11979.442	14449.050	d
249	Spectrogram 1	1	209.859763743	209.959612012	8993.796	10062.731	d
250	Spectrogram 1	1	206.557638847	206.686015193	7851.142	8993.796	d
251	Spectrogram 1	1	204.446561160	204.624861641	9730.993	12053.162	d
252	Spectrogram 1	1	205.402251735	205.887229041	12679.779	15333.686	d
253	Spectrogram 1	1	205.273876819	205.908626529	10541.909	12163.741	un
254	Spectrogram 1	1	210.801195429	211.407417062	0.000	834.043	
255	Spectrogram 1	1	211.721225907	212.969329270	78.191	2450.000	
256	Spectrogram 1	1	213.468570615	214.388601093	52.128	338.830	
257	Spectrogram 1	1	214.780862150	215.344291668	13.032	3974.734	
258	Spectrogram 1	1	210.565838795	210.958099852	7629.983	14080.452	d
259	Spectrogram 1	1	210.915307736	211.314700812	7445.684	13269.536	d
260	Spectrogram 1	1	211.328964851	211.557189466	9767.853	10799.928	d
261	Spectrogram 1	1	212.149147060	212.505748021	5565.833	12790.358	un
262	Spectrogram 1	1	213.810907537	214.153244459	7703.703	13416.975	d
264	Spectrogram 1	1	214.217432632	214.509845420	6634.768	13933.013	d
265	Spectrogram 1	1	214.267356766	214.495581381	6450.469	14043.592	d
266	Spectrogram 1	1	214.445657247	214.887842438	14559.630	15776.004	d
267	Spectrogram 1	1	214.616825708	215.344291668	10099.591	11168.526	d
268	Spectrogram 1	1	215.415617734	217.598015613	0.000	508.245	
269	Spectrogram 1	1	217.697863882	218.396801765	117.287	482.181	
270	Spectrogram 1	1	218.560838207	218.988759360	0.000	573.404	
271	Spectrogram 1	1	219.580716954	221.741718776	195.479	469.149	
272	Spectrogram 1	1	220.365239068	220.964328682	0.000	260.638	
275	Spectrogram 1	1	219.509398336	220.022903719	10008.511	11468.085	un
276	Spectrogram 1	1	220.950066217	221.570551888	10321.277	12302.128	un
277	Spectrogram 1	1	222.640361065	223.039754141	52.128	742.819	
278	Spectrogram 1	1	223.688767889	224.765702790	78.191	716.755	
279	Spectrogram 1	1	225.058115578	226.085126345	0.000	729.787	
280	Spectrogram 1	1	226.520179517	227.055080958	78.191	1980.851	
281	Spectrogram 1	1	226.833988362	228.823821722	52.128	742.819	
282	Spectrogram 1	1	229.308799029	229.729588162	130.319	2423.936	
283	Spectrogram 1	1	225.621545096	226.641423843	8956.937	13232.676	d
284	Spectrogram 1	1	228.802430815	229.294540140	182.447	573.404	
285	Spectrogram 1	1	230.100458312	231.847803019	0.000	664.628	
286	Spectrogram 1	1	233.309866957	234.101521090	0.000	625.532	
288	Spectrogram 1	1	231.847803019	232.218668018	52.128	2476.064	
289	Spectrogram 1	1	234.393940029	235.756155699	26.064	729.787	
290	Spectrogram 1	1	235.791815795	236.212604928	52.128	2606.383	
291	Spectrogram 1	1	236.127020698	237.275275791	39.096	482.181	un
292	Spectrogram 1	1	237.382256079	239.514729824	0.000	377.926	
293	Spectrogram 1	1	236.412303040	236.519283328	11155.319	12250.000	d
294	Spectrogram 1	1	236.683319770	236.897280347	9591.489	12302.128	d
295	Spectrogram 1	1	237.025656692	237.168297077	9747.872	10634.043	d
296	Spectrogram 1	1	237.025656692	237.189693134	11103.191	12458.511	d
297	Spectrogram 1	1	239.921260069	240.206540838	65.160	834.043	
298	Spectrogram 1	1	241.169363431	242.652823428	0.000	951.330	
299	Spectrogram 1	1	242.638559389	243.116404677	0.000	469.149	un
300	Spectrogram 1	1	242.831123908	244.171943520	521.277	951.330	
301	Spectrogram 1	1	243.965114963	244.549940538	0.000	2515.160	
302	Spectrogram 1	1	245.156165041	246.061931482	169.415	1003.457	
303	Spectrogram 1	1	246.775133403	247.573919555	78.191	495.213	
304	Spectrogram 1	1	247.852070307	248.194407229	78.191	1081.649	
305	Spectrogram 1	1	248.187275210	250.476653377	0.000	768.883	
306	Spectrogram 1	1	251.560726878	252.095628319	221.543	417.021	
307	Spectrogram 1	1	252.002912069	252.687585914	0.000	2515.160	
308	Spectrogram 1	1	253.058450913	253.415051873	52.128	2228.457	
309	Spectrogram 1	1	253.978481391	254.363610429	91.223	390.957	
310	Spectrogram 1	1	254.984096100	255.647373887	0.000	521.277	un
311	Spectrogram 1	1	255.654505906	256.096691098	0.000	1198.936	
312	Spectrogram 1	1	256.025370905	257.102305807	52.128	677.660	
313	Spectrogram 1	1	257.886831353	258.628561352	0.000	521.277	
314	Spectrogram 1	1	259.049350485	260.525678462	52.128	886.170	
315	Spectrogram 1	1	260.504282405	260.810959231	52.128	1225.000	
316	Spectrogram 1	1	260.825227418	262.030538665	0.000	768.883	
317	Spectrogram 1	1	262.572572125	264.626593658	0.000	964.362	
318	Spectrogram 1	1	264.626593658	264.947534523	52.128	1198.936	
319	Spectrogram 1	1	265.025986734	265.839036924	39.096	364.894	
320	Spectrogram 1	1	265.953155284	266.723413359	52.128	1798.404	
321	Spectrogram 1	1	266.523716822	267.707632011	0.000	625.532	
322	Spectrogram 1	1	267.336767012	268.356645759	534.309	1003.457	
323	Spectrogram 1	1	268.221137394	268.570606336	52.128	1303.191	
324	Spectrogram 1	1	268.770302874	269.319468353	78.191	3062.500	
325	Spectrogram 1	1	269.319468353	270.467723446	0.000	482.181	
326	Spectrogram 1	1	271.245113540	271.708694789	52.128	2384.840	
327	Spectrogram 1	1	271.929787385	272.985326228	0.000	521.277	
328	Spectrogram 1	1	272.928270075	273.834036515	0.000	2619.415	
329	Spectrogram 1	1	272.928273418	273.185026110	13605.319	15586.170	d
330	Spectrogram 1	1	273.313402456	273.641475339	14908.511	18088.298	d
331	Spectrogram 1	1	273.349062552	273.784115724	13292.553	14543.617	d
332	Spectrogram 1	1	273.719927551	274.347545242	14647.872	16211.702	d
333	Spectrogram 1	1	273.662871397	274.048000435	12562.766	14335.106	d
334	Spectrogram 1	1	273.441778801	273.990944281	11155.319	13188.298	d
335	Spectrogram 1	1	273.691399474	274.126452646	10790.426	11572.340	d
336	Spectrogram 1	1	274.732674279	275.253311682	12041.489	14595.745	d
337	Spectrogram 1	1	275.039351105	275.995041680	12614.894	19130.851	d
338	Spectrogram 1	1	275.296103797	275.624176681	14335.106	18296.809	d
339	Spectrogram 1	1	275.274707739	275.802477161	10581.915	11415.957	d
340	Spectrogram 1	1	274.475921587	275.189123509	9539.362	10373.404	d
341	Spectrogram 1	1	274.960898894	275.253311682	12145.745	12667.021	d
342	Spectrogram 1	1	276.209002256	276.551339178	13970.213	17671.277	d
343	Spectrogram 1	1	276.579867255	276.957864273	14126.596	17202.128	d
344	Spectrogram 1	1	276.465754948	276.886544081	12406.383	14178.723	d
345	Spectrogram 1	1	277.114768696	277.400049465	10998.936	12562.766	d
346	Spectrogram 1	1	277.171824850	277.471369657	14022.340	17202.128	d
347	Spectrogram 1	1	277.378653407	277.756650425	12302.128	14074.468	d
348	Spectrogram 1	1	277.549821868	277.906422829	14387.234	18765.957	d
350	Spectrogram 1	1	278.312947924	278.598228692	12250.000	14387.234	d
351	Spectrogram 1	1	278.505512443	278.940565615	14387.234	16837.234	d
352	Spectrogram 1	1	278.284419847	278.726605038	10008.511	11885.106	un
353	Spectrogram 1	1	279.297166575	279.532523209	14647.872	16055.319	d
354	Spectrogram 1	1	279.632371478	280.017500516	13709.574	15951.064	d
355	Spectrogram 1	1	279.397014844	279.903388208	12197.872	13970.213	d
356	Spectrogram 1	1	279.867728112	280.210065035	16315.957	17045.745	d
357	Spectrogram 1	1	279.903388208	280.110216766	17984.043	19026.596	un
358	Spectrogram 1	1	278.205967636	278.591096673	5528.973	9436.114	un
359	Spectrogram 1	1	279.197318306	279.603843401	6229.310	11537.124	un
360	Spectrogram 1	1	280.759230514	281.108699455	11279.105	13122.096	d
361	Spectrogram 1	1	274.597165914	275.338895912	0.000	469.149	un
362	Spectrogram 1	1	275.645572738	275.952249564	0.000	1251.064	
363	Spectrogram 1	1	276.044965814	277.143296773	52.128	1746.277	
364	Spectrogram 1	1	277.756650425	279.090338018	469.149	1016.489	
365	Spectrogram 1	1	278.912037538	280.901870898	0.000	377.926	
366	Spectrogram 1	1	279.561053172	279.782145768	91.223	1211.968	
367	Spectrogram 1	1	280.909004804	282.898838164	0.000	351.862	
368	Spectrogram 1	1	281.265605764	282.713405665	534.309	899.202	
369	Spectrogram 1	1	282.064391916	282.328276627	0.000	2528.191	
370	Spectrogram 1	1	282.592161338	283.904452873	0.000	1198.936	
371	Spectrogram 1	1	284.510676536	284.938597688	52.128	2606.383	
373	Spectrogram 1	1	285.994136532	287.406276336	18.430	2561.758	
374	Spectrogram 1	1	283.226913077	283.505061827	13918.085	14595.745	d
375	Spectrogram 1	1	283.119932789	283.483665769	14335.106	15951.064	d
376	Spectrogram 1	1	283.412345577	283.719022403	16889.362	17514.894	d
377	Spectrogram 1	1	283.711890384	284.410828267	13918.085	16159.574	d
378	Spectrogram 1	1	284.218263748	284.624788843	16315.957	17567.021	d
379	Spectrogram 1	1	284.581996728	284.959993746	14282.979	15377.660	d
380	Spectrogram 1	1	284.696109035	284.967125765	12667.021	13865.957	d
381	Spectrogram 1	1	285.109766149	285.487763168	14126.596	18401.064	d
382	Spectrogram 1	1	285.024181919	285.252406534	16472.340	17462.766	d
383	Spectrogram 1	1	285.309462687	285.694591725	14647.872	15638.298	d
384	Spectrogram 1	1	285.901420282	286.457717781	13553.191	15794.681	d
385	Spectrogram 1	1	288.304914789	290.059391515	13.032	2163.298	
386	Spectrogram 1	1	290.159239784	290.715537283	0.000	234.574	un
387	Spectrogram 1	1	290.587160937	291.278966801	0.000	2723.670	
388	Spectrogram 1	1	291.364551031	292.683974586	143.351	2606.383	
389	Spectrogram 1	1	293.261668142	293.568344968	52.128	2619.415	
390	Spectrogram 1	1	296.007499884	296.228592479	9956.383	17827.660	d
391	Spectrogram 1	1	297.861824879	298.125709590	10321.277	16003.191	d
392	Spectrogram 1	1	294.702340368	295.051809309	78.191	651.596	
393	Spectrogram 1	1	295.351354116	297.063038727	0.000	456.117	
394	Spectrogram 1	1	296.421156998	296.841946132	1798.404	2932.181	un
395	Spectrogram 1	1	298.781855358	300.429351796	26.064	547.340	
396	Spectrogram 1	1	298.974419876	299.295360741	78.191	2098.138	
397	Spectrogram 1	1	301.591873413	302.939825044	0.000	364.894	
398	Spectrogram 1	1	302.932693025	303.282161966	91.223	2046.011	
400	Spectrogram 1	1	303.360614177	303.774271292	52.128	1967.819	
401	Spectrogram 1	1	304.080948118	304.366228886	39.096	312.766	
402	Spectrogram 1	1	304.822678116	306.206289843	0.000	3127.660	
403	Spectrogram 1	1	306.684135131	307.475789263	26.064	247.606	un
404	Spectrogram 1	1	307.454393635	307.796730557	65.160	1941.755	
405	Spectrogram 1	1	307.219037001	307.318885270	8256.600	12274.321	d
406	Spectrogram 1	1	307.589902000	307.704014307	8404.039	11242.246	d
407	Spectrogram 1	1	307.675490414	307.989299260	13969.872	15038.807	un
408	Spectrogram 1	1	307.796734741	309.515551371	104.255	2723.670	
409	Spectrogram 1	1	310.193093197	311.869117712	39.096	807.979	
