Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
53	Spectrogram 1	1	38.325669218	39.125059735	88.255	250.056	0.7994	161.801	-57.65	
54	Spectrogram 1	1	39.393820340	40.937470994	500.111	838.422	1.5437	338.311	-58.36	
55	Spectrogram 1	1	40.020928418	40.882340613	353.020	426.566	0.8614	73.546	-56.91	
56	Spectrogram 1	1	41.502557394	41.888470057	426.566	514.820	0.3859	88.254	-61.45	
57	Spectrogram 1	1	41.047731755	41.571470369	345.665	433.920	0.5237	88.255	-56.33	
58	Spectrogram 1	1	40.117406584	41.206231599	161.801	330.956	1.0888	169.155	-58.34	
59	Spectrogram 1	1	39.593667969	39.931341550	88.255	235.346	0.3377	147.091	-58.15	
60	Spectrogram 1	1	38.580647227	39.173298818	426.566	882.549	0.5927	455.983	-67.60	
61	Spectrogram 1	1	42.968527911	43.202832028	169.155	227.992	0.2343	58.837	-57.66	
62	Spectrogram 1	1	42.913397531	43.630092477	80.900	169.155	0.7167	88.255	-59.72	
63	Spectrogram 1	1	43.450918741	44.043570331	323.601	478.048	0.5927	154.447	-59.66	
64	Spectrogram 1	1	44.174504985	45.180634429	301.538	404.502	1.0061	102.964	-55.85	
65	Spectrogram 1	1	44.746482682	45.297786487	205.928	301.538	0.5513	95.610	-52.51	
66	Spectrogram 1	1	43.492266526	44.484613375	529.530	845.776	0.9923	316.246	-69.68	
67	Spectrogram 1	1	45.208199619	45.725046936	492.757	654.557	0.5168	161.800	-54.75	
68	Spectrogram 1	1	45.435612438	46.744958975	36.773	330.956	1.3093	294.183	-57.04	
69	Spectrogram 1	1	47.368433751	48.595084717	492.757	845.776	1.2267	353.019	-64.11	
70	Spectrogram 1	1	48.057563507	48.595084717	316.247	389.793	0.5375	73.546	-54.59	
71	Spectrogram 1	1	48.140259078	48.698454180	242.701	286.829	0.5582	44.128	-52.24	
72	Spectrogram 1	1	48.808714941	48.939649595	235.346	301.538	0.1309	66.192	-56.55	
73	Spectrogram 1	1	49.442714317	49.904431253	176.510	286.829	0.4617	110.319	-57.82	
74	Spectrogram 1	1	51.422555746	53.262532195	610.430	845.776	1.8400	235.346	-61.75	
75	Spectrogram 1	1	51.615512078	53.476162420	198.574	404.502	1.8607	205.928	-56.60	
76	Spectrogram 1	1	55.047917137	56.867219694	242.701	382.438	1.8193	139.737	-55.34	
77	Spectrogram 1	1	55.833525059	56.908567479	404.502	757.521	1.0750	353.019	-60.62	
78	Spectrogram 1	1	57.039502133	57.962936006	102.964	227.992	0.9234	125.028	-62.00	
79	Spectrogram 1	1	56.963697859	57.969827304	478.048	772.231	1.0061	294.183	-65.53	
80	Spectrogram 1	1	58.155892338	58.479783323	154.446	242.701	0.3239	88.255	-61.86	
81	Spectrogram 1	1	59.515392300	59.942652749	286.829	367.729	0.4273	80.900	-48.76	
82	Spectrogram 1	1	58.998544983	60.521521744	448.629	698.685	1.5230	250.056	-60.17	
83	Spectrogram 1	1	61.038369061	61.376042642	492.757	683.976	0.3377	191.219	-67.88	
84	Spectrogram 1	1	62.974823676	63.477888398	279.474	382.438	0.5031	102.964	-52.99	
85	Spectrogram 1	1	63.573178584	65.454502818	242.701	353.020	1.8813	110.319	-59.92	
86	Spectrogram 1	1	64.207177959	64.820503442	110.319	213.283	0.6133	102.964	-57.23	
87	Spectrogram 1	1	64.675786194	65.378698545	411.856	706.039	0.7029	294.183	-58.51	
88	Spectrogram 1	1	65.861089374	67.342718350	478.048	875.195	1.4816	397.147	-65.78	
89	Spectrogram 1	1	66.791414545	68.348847794	257.410	330.956	1.5574	73.546	-56.35	
90	Spectrogram 1	1	67.246240184	67.769978799	95.610	242.701	0.5237	147.091	-58.62	
91	Spectrogram 1	1	71.247221264	72.618589479	514.820	647.203	1.3714	132.383	-61.52	
92	Spectrogram 1	1	70.751047840	71.660699118	227.992	338.311	0.9097	110.319	-52.86	
93	Spectrogram 1	1	71.812307664	72.591024289	117.673	213.283	0.7787	95.610	-58.45	
94	Spectrogram 1	1	73.949547684	74.914329342	397.147	794.294	0.9648	397.147	-62.53	
95	Spectrogram 1	1	74.935003235	75.961806572	455.984	683.976	1.0268	227.992	-57.41	
96	Spectrogram 1	1	74.438829811	74.941894533	235.346	323.601	0.5031	88.255	-53.52	
97	Spectrogram 1	1	75.114176972	76.368393128	191.219	286.829	1.2542	95.610	-53.47	
98	Spectrogram 1	1	76.395958318	76.768088387	117.673	191.219	0.3721	73.546	-58.37	
99	Spectrogram 1	1	78.228027694	79.709656670	191.219	330.956	1.4816	139.737	-52.76	
100	Spectrogram 1	1	79.900190355	80.162059662	308.892	625.139	0.2619	316.247	-63.86	
101	Spectrogram 1	1	80.961450179	81.430058414	125.028	191.219	0.4686	66.191	-57.52	
102	Spectrogram 1	1	82.215666336	84.179686141	176.510	397.147	1.9640	220.637	-57.13	
103	Spectrogram 1	1	82.381057477	83.345839136	58.837	242.701	0.9648	183.864	-58.08	
104	Spectrogram 1	1	83.173556697	83.862686453	455.984	809.004	0.6891	353.020	-60.44	
105	Spectrogram 1	1	85.560038759	86.235385921	198.574	330.956	0.6753	132.382	-56.52	
106	Spectrogram 1	1	86.635081179	88.006449394	169.155	389.793	1.3714	220.638	-56.70	
107	Spectrogram 1	1	86.943408223	87.832385608	441.275	720.749	0.8890	279.474	-63.06	
108	Spectrogram 1	1	88.804058565	89.134840848	257.410	338.311	0.3308	80.901	-59.43	
109	Spectrogram 1	1	89.396710155	90.699165394	169.155	294.183	1.3025	125.028	-54.05	
110	Spectrogram 1	1	90.094332960	90.900614774	411.856	720.749	0.8063	308.893	-66.92	
111	Spectrogram 1	1	91.520831555	92.437374131	58.837	213.283	0.9165	154.446	-54.78	
112	Spectrogram 1	1	93.491742658	94.236002795	176.510	323.601	0.7443	147.091	-53.16	
113	Spectrogram 1	1	92.747482521	93.154069077	478.048	551.593	0.4066	73.545	-58.78	
114	Spectrogram 1	1	94.926351100	95.718850320	470.693	764.876	0.7925	294.183	-57.89	
115	Spectrogram 1	1	96.904153501	98.006761111	169.155	301.538	1.1026	132.383	-55.22	
116	Spectrogram 1	1	97.255609676	98.227282633	66.191	183.864	0.9717	117.673	-56.27	
117	Spectrogram 1	1	98.045944348	98.686835021	161.801	257.410	0.6409	95.609	-58.62	
118	Spectrogram 1	1	98.493878690	99.810116524	426.566	794.294	1.3162	367.728	-58.06	
119	Spectrogram 1	1	100.333855139	101.215941227	169.155	330.956	0.8821	161.801	-53.49	
120	Spectrogram 1	1	99.258812719	100.216703080	58.837	213.283	0.9579	154.446	-59.28	
121	Spectrogram 1	1	101.098789168	102.125592505	448.629	720.749	1.0268	272.120	-62.37	
122	Spectrogram 1	1	103.171897454	103.640505689	213.283	294.183	0.4686	80.900	-60.89	
123	Spectrogram 1	1	103.936831484	104.398548421	463.338	735.458	0.4617	272.120	-55.26	
124	Spectrogram 1	1	103.723201259	104.474352694	176.510	316.247	0.7512	139.737	-51.67	
125	Spectrogram 1	1	106.597746899	107.445376500	117.673	227.992	0.8476	110.319	-54.73	
126	Spectrogram 1	1	107.920876031	108.355027778	110.319	250.056	0.4342	139.737	-55.29	
127	Spectrogram 1	1	109.089286903	109.261569342	227.992	463.338	0.1723	235.346	-58.69	
128	Spectrogram 1	1	109.330482317	110.274590083	169.155	323.601	0.9441	154.446	-54.85	
129	Spectrogram 1	1	109.716394981	110.439981225	397.147	735.458	0.7236	338.311	-62.79	
130	Spectrogram 1	1	112.205950032	112.371341173	147.092	367.729	0.1654	220.637	-56.48	
131	Spectrogram 1	1	112.516058422	112.667666969	205.928	382.438	0.1516	176.510	-58.95	
132	Spectrogram 1	1	113.019123144	113.777165876	183.864	345.665	0.7580	161.801	-54.21	
133	Spectrogram 1	1	115.568903242	115.741185681	139.737	360.374	0.1723	220.637	-55.84	
134	Spectrogram 1	1	115.052055925	116.106424452	500.111	742.812	1.0544	242.701	-57.23	
135	Spectrogram 1	1	115.837663847	117.009184433	242.701	433.920	1.1715	191.219	-60.61	
136	Spectrogram 1	1	116.092641857	116.788662911	117.673	213.283	0.6960	95.610	-53.28	
137	Spectrogram 1	1	118.865822483	120.533516493	80.900	316.247	1.6677	235.347	-51.14	
138	Spectrogram 1	1	119.279300337	120.058016962	441.275	823.713	0.7787	382.438	-57.65	
139	Spectrogram 1	1	121.333235303	122.187756201	88.255	213.283	0.8545	125.028	-54.91	
140	Spectrogram 1	1	121.415930874	122.449625508	522.175	831.067	1.0337	308.892	-60.59	
141	Spectrogram 1	1	122.911342445	123.669385177	161.801	308.892	0.7580	147.091	-50.20	
142	Spectrogram 1	1	124.634166835	125.585165899	485.402	786.940	0.9510	301.538	-54.42	
143	Spectrogram 1	1	126.864673711	127.002499663	242.701	448.629	0.1378	205.928	-56.20	
144	Spectrogram 1	1	125.961913731	126.919804092	102.964	227.992	0.9579	125.028	-55.20	
145	Spectrogram 1	1	128.870041302	129.938192424	147.092	272.119	1.0682	125.027	-52.50	
146	Spectrogram 1	1	129.655649224	130.241409517	514.820	860.486	0.5858	345.666	-54.93	
147	Spectrogram 1	1	130.744684404	130.854945165	250.056	397.147	0.1103	147.091	-56.04	
148	Spectrogram 1	1	132.343465438	133.142855955	80.900	191.219	0.7994	110.319	-54.05	
149	Spectrogram 1	1	132.791399780	133.556333809	198.574	308.892	0.7649	110.318	-53.05	
150	Spectrogram 1	1	134.176550590	134.824332561	279.474	360.374	0.6478	80.900	-61.08	
151	Spectrogram 1	1	135.331054179	135.599814784	536.884	617.785	0.2688	80.901	-57.68	
152	Spectrogram 1	1	135.138097848	135.537793106	73.546	382.438	0.3997	308.892	-58.39	
153	Spectrogram 1	1	135.799662413	136.495683467	110.319	205.928	0.6960	95.609	-50.50	
154	Spectrogram 1	1	136.881596131	137.033204677	433.920	522.175	0.1516	88.255	-60.43	
155	Spectrogram 1	1	137.315747877	137.777464814	286.829	404.502	0.4617	117.673	-60.92	
156	Spectrogram 1	1	138.314986024	139.197072112	183.864	308.892	0.8821	125.028	-52.36	
157	Spectrogram 1	1	138.590637926	138.714681282	272.119	433.920	0.1240	161.801	-55.48	
158	Spectrogram 1	1	139.672392048	140.843912633	581.012	867.840	1.1715	286.828	-57.20	
159	Spectrogram 1	1	139.954935248	140.595825921	66.191	198.574	0.6409	132.383	-58.22	
160	Spectrogram 1	1	142.001650624	142.373780692	242.701	316.247	0.3721	73.546	-48.15	
161	Spectrogram 1	1	141.126455833	141.333194760	191.219	441.275	0.2067	250.056	-60.42	
162	Spectrogram 1	1	143.484552642	145.372768174	551.593	941.386	1.8882	389.793	-58.78	
163	Spectrogram 1	1	144.814573072	145.827593813	110.319	198.574	1.0130	88.255	-52.62	
164	Spectrogram 1	1	146.220397774	146.399571511	176.510	367.729	0.1792	191.219	-56.23	
165	Spectrogram 1	1	147.033570887	148.012135141	169.155	330.956	0.9786	161.801	-51.50	
166	Spectrogram 1	1	145.007529403	145.910289384	235.346	316.247	0.9028	80.901	-59.88	
167	Spectrogram 1	1	149.547175953	150.312109982	558.948	882.549	0.7649	323.601	-57.62	
168	Spectrogram 1	1	150.815174704	150.939218060	139.737	463.338	0.1240	323.601	-56.24	
169	Spectrogram 1	1	151.090826607	151.903999719	161.801	323.601	0.8132	161.800	-53.47	
170	Spectrogram 1	1	153.482106861	153.688845788	176.510	411.856	0.2067	235.346	-57.25	
171	Spectrogram 1	1	151.753805018	152.036348218	330.956	522.175	0.2825	191.219	-59.99	
172	Spectrogram 1	1	153.986319939	155.102710144	102.964	242.701	1.1164	139.737	-53.47	
173	Spectrogram 1	1	156.501643549	157.556012076	161.801	308.892	1.0544	147.091	-51.42	
174	Spectrogram 1	1	158.320946105	158.617271900	117.673	433.920	0.2963	316.247	-58.06	
175	Spectrogram 1	1	156.253556837	157.480207803	478.048	742.812	1.2267	264.764	-60.55	
176	Spectrogram 1	1	154.172384973	154.889079919	264.765	404.502	0.7167	139.737	-57.68	
177	Spectrogram 1	1	158.739408807	159.208017041	279.474	375.083	0.4686	95.609	-59.99	
178	Spectrogram 1	1	160.324407247	161.213384632	191.219	323.601	0.8890	132.382	-53.06	
179	Spectrogram 1	1	161.716449354	161.902514388	183.864	419.211	0.1861	235.347	-53.81	
180	Spectrogram 1	1	159.187343149	160.351972437	1144.104	2090.590	1.1646	946.486	-67.82	
181	Spectrogram 1	1	159.449212456	160.351972437	353.632	717.665	0.9028	364.033	-62.35	
182	Spectrogram 1	1	162.601707543	164.069553923	1196.108	1861.769	1.4678	665.661	-70.22	
183	Spectrogram 1	1	163.049641884	164.172923387	93.608	218.420	1.1233	124.812	-52.78	
184	Spectrogram 1	1	165.123922450	165.978443348	187.217	332.830	0.8545	145.613	-51.81	
185	Spectrogram 1	1	166.123160597	166.302334334	197.618	426.439	0.1792	228.821	-53.68	
186	Spectrogram 1	1	167.852000896	168.616934926	1196.108	1788.962	0.7649	592.854	-69.73	
187	Spectrogram 1	1	167.976044252	168.499782867	95.610	213.283	0.5237	117.673	-60.74	
188	Spectrogram 1	1	168.878804233	169.561042692	198.574	330.956	0.6822	132.382	-52.56	
189	Spectrogram 1	1	170.580954731	170.794584955	1976.179	2381.816	0.2136	405.637	-72.68	
190	Spectrogram 1	1	170.739454575	171.146041131	110.319	198.574	0.4066	88.255	-58.61	
191	Spectrogram 1	1	171.297649677	173.096278341	95.610	235.346	1.7986	139.736	-53.40	
192	Spectrogram 1	1	173.431612587	174.437742031	176.510	338.311	1.0061	161.801	-51.73	
193	Spectrogram 1	1	174.210329211	175.051067514	433.920	676.621	0.8407	242.701	-65.51	
194	Spectrogram 1	1	177.159804568	178.034999358	176.510	323.601	0.8752	147.091	-52.65	
195	Spectrogram 1	1	177.724890968	178.317542558	389.793	845.776	0.5927	455.983	-64.68	
196	Spectrogram 1	1	179.082615268	179.275571599	764.876	867.840	0.1930	102.964	-64.53	
197	Spectrogram 1	1	179.640810370	180.481548673	1331.179	2051.927	0.8407	720.748	-73.77	
198	Spectrogram 1	1	179.468527931	180.550461648	80.900	250.056	1.0819	169.156	-53.90	
199	Spectrogram 1	1	182.025199327	183.052002663	139.737	330.956	1.0268	191.219	-53.73	
200	Spectrogram 1	1	183.303870959	184.185957047	1206.151	1390.015	0.8821	183.864	-68.11	
201	Spectrogram 1	1	183.717348813	184.192848345	242.701	353.020	0.4755	110.319	-59.30	
202	Spectrogram 1	1	184.482282842	185.529760072	375.083	676.621	1.0475	301.538	-60.51	
203	Spectrogram 1	1	186.246455018	187.824562160	95.610	330.956	1.5781	235.346	-55.35	
204	Spectrogram 1	1	184.496065437	185.984585711	88.255	213.283	1.4885	125.028	-59.00	
205	Spectrogram 1	1	187.885935147	188.326978191	1279.697	1360.597	0.4410	80.900	-67.80	
206	Spectrogram 1	1	187.851478659	189.277977254	419.211	720.749	1.4265	301.538	-59.68	
207	Spectrogram 1	1	188.237391322	188.650869176	73.546	220.637	0.4135	147.091	-59.23	
208	Spectrogram 1	1	189.188390386	190.077367771	95.610	220.637	0.8890	125.027	-51.23	
209	Spectrogram 1	1	189.353781527	189.918867927	242.701	316.247	0.5651	73.546	-58.12	
210	Spectrogram 1	1	191.117953703	191.931126816	161.801	323.601	0.8132	161.800	-51.46	
211	Spectrogram 1	1	192.716734738	193.123321294	117.673	198.574	0.4066	80.901	-51.91	
212	Spectrogram 1	1	192.570337737	192.921793913	323.601	397.147	0.3515	73.546	-60.42	
213	Spectrogram 1	1	193.349054362	194.072640606	463.338	720.749	0.7236	257.411	-59.29	
214	Spectrogram 1	1	194.796226850	195.712769426	183.864	345.665	0.9165	161.801	-53.42	
215	Spectrogram 1	1	194.665292196	195.120117835	1587.836	2036.465	0.4548	448.629	-72.65	
216	Spectrogram 1	1	197.107405552	198.044622020	102.964	227.992	0.9372	125.028	-49.46	
217	Spectrogram 1	1	199.381533748	200.098228694	198.574	330.956	0.7167	132.382	-56.26	
218	Spectrogram 1	1	201.056119055	201.697009728	117.673	183.864	0.6409	66.191	-53.53	
219	Spectrogram 1	1	201.538509885	202.743104097	573.657	1320.920	1.2046	747.263	-72.09	
220	Spectrogram 1	1	198.285817435	198.781990860	1162.023	1301.760	0.4962	139.737	-71.24	
221	Spectrogram 1	1	198.713077884	198.850903835	1622.547	1799.363	0.1378	176.816	-71.32	
222	Spectrogram 1	1	203.514929424	204.700232605	433.920	779.585	1.1853	345.665	-55.57	
223	Spectrogram 1	1	203.328864390	204.114472312	213.283	330.956	0.7856	117.673	-52.53	
224	Spectrogram 1	1	205.173216205	205.421302917	294.183	353.020	0.2481	58.837	-58.44	
225	Spectrogram 1	1	205.779650390	206.013954507	213.283	279.474	0.2343	66.191	-57.42	
226	Spectrogram 1	1	205.386846429	206.193128244	88.255	227.992	0.8063	139.737	-52.27	
227	Spectrogram 1	1	207.247496771	209.053016732	433.920	764.876	1.8055	330.956	-60.54	
228	Spectrogram 1	1	207.592061649	208.184713239	198.574	330.956	0.5927	132.382	-51.24	
229	Spectrogram 1	1	209.039234137	209.542298859	95.610	191.219	0.5031	95.609	-52.63	
230	Spectrogram 1	1	208.205387132	208.591299795	88.255	286.829	0.3859	198.574	-56.78	
231	Spectrogram 1	1	211.676413464	211.979630556	191.219	411.856	0.3032	220.637	-56.68	
232	Spectrogram 1	1	212.055434829	213.350998771	411.856	742.812	1.2956	330.956	-59.77	
233	Spectrogram 1	1	213.640433269	214.301997835	95.610	213.283	0.6616	117.673	-50.52	
234	Spectrogram 1	1	212.896173132	213.123585952	2142.594	2506.627	0.2274	364.033	-74.05	
235	Spectrogram 1	1	214.460497679	214.667236606	676.061	743.667	0.2067	67.606	-61.17	
236	Spectrogram 1	1	216.868307651	218.108741212	551.250	858.078	1.2404	306.828	-63.42	
237	Spectrogram 1	1	219.837575311	220.574944150	681.262	1050.495	0.7374	369.233	-63.54	
238	Spectrogram 1	1	219.810010120	220.120118511	124.811	374.434	0.3101	249.623	-54.63	
239	Spectrogram 1	1	220.754117886	220.940182921	572.052	769.670	0.1861	197.618	-63.63	
240	Spectrogram 1	1	221.658932597	221.920801904	1185.708	1305.318	0.2619	119.610	-70.74	
241	Spectrogram 1	1	221.596910919	222.313605865	109.210	197.618	0.7167	88.408	-49.76	
242	Spectrogram 1	1	222.844235778	224.208712695	374.434	728.066	1.3645	353.632	-57.50	
243	Spectrogram 1	1	224.250060480	224.525712383	561.651	629.257	0.2757	67.606	-56.92	
244	Spectrogram 1	1	223.374865690	223.740104461	764.469	1102.500	0.3652	338.031	-64.92	
245	Spectrogram 1	1	224.153582314	224.456799407	93.608	384.835	0.3032	291.227	-54.17	
246	Spectrogram 1	1	225.352668090	225.552515719	150.814	192.417	0.1998	41.603	-52.30	
247	Spectrogram 1	1	226.131384715	226.296775856	1175.307	1232.512	0.1654	57.205	-61.24	
248	Spectrogram 1	1	226.269570359	227.778764526	374.434	733.267	1.5092	358.833	-57.19	
249	Spectrogram 1	1	227.882133989	229.267284799	488.844	873.679	1.3852	384.835	-64.36	
250	Spectrogram 1	1	228.171568487	228.385198711	119.611	410.837	0.2136	291.226	-53.89	
251	Spectrogram 1	1	229.759199737	232.157371289	592.854	982.889	2.3982	390.035	-63.07	
252	Spectrogram 1	1	230.696416206	231.082328869	62.406	556.450	0.3859	494.044	-55.76	
253	Spectrogram 1	1	232.336545026	232.495044869	192.417	468.042	0.1585	275.625	-54.47	
254	Spectrogram 1	1	231.723219542	231.895501982	551.250	587.653	0.1723	36.403	-48.55	
255	Spectrogram 1	1	233.576978587	233.687239348	577.252	639.658	0.1103	62.406	-60.13	
256	Spectrogram 1	1	233.652782860	233.769934918	774.870	826.875	0.1172	52.005	-60.36	
257	Spectrogram 1	1	230.076199425	231.957523660	405.637	608.455	1.8813	202.818	-58.29	
258	Spectrogram 1	1	233.570032380	234.438335873	104.009	166.415	0.8683	62.406	-59.74	
259	Spectrogram 1	1	234.665748692	235.320421961	592.854	795.672	0.6547	202.818	-54.67	
260	Spectrogram 1	1	235.848574734	236.069096255	317.229	369.233	0.2205	52.004	-57.86	
261	Spectrogram 1	1	236.220704802	236.461900217	135.212	405.637	0.2412	270.425	-54.98	
262	Spectrogram 1	1	237.082116997	237.488703553	520.047	577.252	0.4066	57.205	-55.89	
263	Spectrogram 1	1	237.812594539	238.467267807	499.245	847.677	0.6547	348.432	-64.94	
264	Spectrogram 1	1	238.742919710	240.086722734	582.453	728.066	1.3438	145.613	-52.27	
265	Spectrogram 1	1	241.019329332	241.667111303	613.656	842.476	0.6478	228.820	-60.36	
266	Spectrogram 1	1	240.681655752	241.570633137	509.646	582.453	0.8890	72.807	-57.03	
267	Spectrogram 1	1	241.288089937	242.349349762	104.009	202.818	1.0613	98.809	-60.74	
268	Spectrogram 1	1	242.804175401	243.996369879	556.450	894.481	1.1922	338.031	-55.00	
269	Spectrogram 1	1	242.455578734	242.758795827	176.816	254.823	0.3032	78.007	-61.07	
270	Spectrogram 1	1	245.094945701	245.322358520	525.248	624.057	0.2274	98.809	-57.18	
271	Spectrogram 1	1	246.328487964	246.803987496	535.649	832.075	0.4755	296.426	-49.89	
272	Spectrogram 1	1	244.488511515	244.688359144	98.809	332.830	0.1998	234.021	-56.64	
273	Spectrogram 1	1	246.874814814	247.357205643	457.642	608.455	0.4824	150.813	-63.04	
274	Spectrogram 1	1	248.330394456	249.233154437	494.045	598.054	0.9028	104.009	-62.42	
275	Spectrogram 1	1	248.730089715	249.012632915	119.611	379.634	0.2825	260.023	-54.67	
276	Spectrogram 1	1	249.364089091	250.845718067	582.453	665.660	1.4816	83.207	-45.28	
277	Spectrogram 1	1	251.431478359	252.058586438	520.047	899.682	0.6271	379.635	-57.16	
278	Spectrogram 1	1	250.997326613	251.679565072	468.042	717.665	0.6822	249.623	-61.41	
279	Spectrogram 1	1	252.247526681	252.840178272	499.245	624.057	0.5927	124.812	-56.00	
280	Spectrogram 1	1	252.716134915	252.853960867	774.870	821.675	0.1378	46.805	-58.47	
281	Spectrogram 1	1	253.632677491	254.838654565	525.248	764.469	1.2060	239.221	-52.81	
282	Spectrogram 1	1	252.984895520	253.398373374	629.257	748.868	0.4135	119.611	-65.59	
283	Spectrogram 1	1	255.458871345	255.672501570	759.269	821.675	0.2136	62.406	-60.32	
284	Spectrogram 1	1	256.092870721	256.237587970	577.252	660.460	0.1447	83.208	-60.52	
285	Spectrogram 1	1	255.369284477	255.520893023	577.252	624.057	0.1516	46.805	-59.97	
286	Spectrogram 1	1	257.732210462	258.311079457	525.248	764.469	0.5789	239.221	-53.68	
287	Spectrogram 1	1	258.559166170	259.716904160	483.644	696.863	1.1577	213.219	-63.13	
