Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
62	Spectrogram 1	1	235.704337641	236.498490193	109.792	341.575	
63	Spectrogram 1	1	238.699597118	239.415120705	103.693	292.779	
64	Spectrogram 1	1	241.702719492	242.481146251	121.991	329.376	
65	Spectrogram 1	1	244.745660459	245.516224322	121.991	323.277	
66	Spectrogram 1	1	245.654967078	246.048111905	1670.735	2006.211	sc
67	Spectrogram 1	1	250.404795108	251.238262143	109.248	359.330	
68	Spectrogram 1	1	254.029086310	254.721021207	140.290	329.376	
69	Spectrogram 1	1	259.933617513	260.743495858	146.389	323.277	
70	Spectrogram 1	1	263.196215473	263.974642232	134.190	317.177	
71	Spectrogram 1	1	268.500377155	269.058642811	134.190	286.679	
72	Spectrogram 1	1	271.464689157	272.172349847	121.991	329.376	
73	Spectrogram 1	1	277.075000264	277.829838333	128.091	317.177	
74	Spectrogram 1	1	279.559675575	279.779836679	738.047	866.137	un
75	Spectrogram 1	1	280.715521369	281.438907853	170.788	317.177	
78	Spectrogram 1	1	286.352209978	286.493742116	1829.868	2000.655	un
79	Spectrogram 1	1	286.800395082	287.382249427	170.788	353.774	
80	Spectrogram 1	1	286.194952047	286.493742116	158.589	311.078	
81	Spectrogram 1	1	304.576388890	305.024573994	140.290	585.558	
82	Spectrogram 1	1	307.933341608	308.287171954	97.593	469.666	
83	Spectrogram 1	1	309.917076243	310.255180794	128.091	457.467	
84	Spectrogram 1	1	312.252356520	312.574735279	158.589	475.766	
85	Spectrogram 1	1	318.722512733	319.453762112	243.982	420.870	
86	Spectrogram 1	1	330.505198205	331.134229930	225.684	921.033	un
87	Spectrogram 1	1	335.300557451	335.662250693	91.493	738.047	
89	Spectrogram 1	1	339.003981729	339.475755523	140.290	548.960	
90	Spectrogram 1	1	341.663925467	342.127836364	719.748	866.137	sc
91	Spectrogram 1	1	342.819771261	343.150012917	134.190	524.562	
92	Spectrogram 1	1	352.293050417	352.764824210	433.069	817.341	
93	Spectrogram 1	1	359.290524241	360.383466862	231.783	396.471	
94	Spectrogram 1	1	361.646100284	362.314446491	225.684	457.467	
95	Spectrogram 1	1	373.260876116	373.583254874	152.489	396.471	
96	Spectrogram 1	1	378.431369126	378.840239747	182.987	347.675	
97	Spectrogram 1	1	387.934318139	388.154479242	97.593	274.480	
98	Spectrogram 1	1	391.634449493	392.011868528	97.593	420.870	
99	Spectrogram 1	1	392.638110870	393.243553905	323.277	664.852	un
100	Spectrogram 1	1	403.865722049	404.462535610	146.208	496.062	
101	Spectrogram 1	1	408.342315592	408.688852498	130.543	548.279	
102	Spectrogram 1	1	444.437924097	445.381274564	381.185	678.822	
103	Spectrogram 1	1	448.672138768	449.596237185	344.633	652.713	
104	Spectrogram 1	1	461.377995238	462.610126460	302.859	626.605	
105	Spectrogram 1	1	473.599093965	474.542444432	365.519	684.044	
106	Spectrogram 1	1	478.118388310	478.663863069	642.270	971.237	
107	Spectrogram 1	1	487.327529184	488.450565454	365.519	673.600	
108	Spectrogram 1	1	485.864373357	486.480438968	1686.611	2062.574	sc
109	Spectrogram 1	1	490.923465328	491.699964692	386.406	637.048	
110	Spectrogram 1	1	495.643177959	496.567276375	355.076	663.157	
111	Spectrogram 1	1	507.991143255	508.857485521	344.633	663.157	
112	Spectrogram 1	1	506.604995630	506.919445786	793.699	997.346	sc
113	Spectrogram 1	1	512.981865023	513.636434735	1284.540	1482.965	sc
114	Spectrogram 1	1	515.356284566	516.017271628	422.958	668.378	
115	Spectrogram 1	1	536.541184429	537.497369597	490.840	736.261	
116	Spectrogram 1	1	540.574980814	541.749355885	375.963	704.930	
117	Spectrogram 1	1	545.127842342	546.186705111	328.968	704.930	
118	Spectrogram 1	1	544.307160606	544.544602560	704.930	1169.662	sc
119	Spectrogram 1	1	551.226543324	551.540993480	313.302	621.383	
120	Spectrogram 1	1	549.249999489	549.513110844	240.199	475.175	
121	Spectrogram 1	1	558.041272389	559.549349666	297.637	788.478	
122	Spectrogram 1	1	561.580932815	562.646212934	287.194	757.147	
123	Spectrogram 1	1	566.652858917	567.756643137	428.180	793.699	
124	Spectrogram 1	1	577.710196624	579.019336047	344.633	757.147	
125	Spectrogram 1	1	581.081525514	582.563933391	438.623	809.365	
126	Spectrogram 1	1	586.084341197	587.027691664	386.406	835.473	
127	Spectrogram 1	1	593.905114366	594.636692279	344.633	553.501	
128	Spectrogram 1	1	599.280136925	600.756127452	355.076	720.596	
129	Spectrogram 1	1	604.082534891	605.211988511	297.637	516.949	
130	Spectrogram 1	1	602.612961715	603.922101138	475.175	762.369	
131	Spectrogram 1	1	607.517296497	608.467064314	391.628	851.138	
132	Spectrogram 1	1	611.660928051	612.456679465	323.746	584.831	
133	Spectrogram 1	1	619.001140177	619.796891591	229.755	407.293	
134	Spectrogram 1	1	623.167480265	623.648781524	318.524	475.175	
135	Spectrogram 1	1	630.302336620	631.277773837	198.425	396.850	
136	Spectrogram 1	1	634.695504611	635.414247824	234.977	454.288	
137	Spectrogram 1	1	639.955755084	640.488395144	1258.431	1482.965	
138	Spectrogram 1	1	641.014617853	642.208244974	146.208	381.185	
139	Spectrogram 1	1	645.118264873	645.689409033	229.755	407.293	
140	Spectrogram 1	1	648.147254127	649.058517843	1206.214	1399.417	SC
141	Spectrogram 1	1	651.358149264	652.436264084	177.538	407.293	
142	Spectrogram 1	1	656.231878298	656.937786811	1112.224	1749.272	SC
143	Spectrogram 1	1	655.602977987	656.417981451	182.760	412.515	
144	Spectrogram 1	1	661.080678148	661.985524514	187.981	443.845	
145	Spectrogram 1	1	665.453113656	665.844572013	276.750	422.958	
146	Spectrogram 1	1	670.321165556	671.161838421	219.312	469.954	
147	Spectrogram 1	1	679.407636486	679.722086641	313.302	475.175	
148	Spectrogram 1	1	688.147571154	688.949739918	208.868	496.062	
149	Spectrogram 1	1	696.320558363	696.827529022	229.755	485.619	
150	Spectrogram 1	1	704.270418750	704.976327263	981.681	1425.526	sc
151	Spectrogram 1	1	705.652369105	706.140087714	287.194	459.510	
152	Spectrogram 1	1	717.017739618	717.640222579	224.533	412.515	
153	Spectrogram 1	1	739.988883462	740.425263270	543.058	845.916	
154	Spectrogram 1	1	742.818934863	743.242479970	511.727	845.916	
155	Spectrogram 1	1	747.301945756	748.187540072	422.958	778.034	
156	Spectrogram 1	1	750.332414874	751.019071336	381.185	663.157	
157	Spectrogram 1	1	756.503188847	757.215514710	454.288	605.718	
158	Spectrogram 1	1	757.562051616	758.113943726	454.288	741.482	
159	Spectrogram 1	1	759.619304165	760.113440124	407.293	751.926	
160	Spectrogram 1	1	762.487859667	762.802309822	433.402	668.378	
161	Spectrogram 1	1	764.697648186	766.545845019	375.963	553.501	
162	Spectrogram 1	1	764.665561436	765.114775944	1864.149	2067.796	
165	Spectrogram 1	1	761.756281754	762.250417712	668.378	809.365	
166	Spectrogram 1	1	768.576688521	769.699724791	308.081	527.392	
167	Spectrogram 1	1	772.172624665	772.596169773	490.840	804.143	
168	Spectrogram 1	1	775.049817597	775.685135258	313.302	532.614	
169	Spectrogram 1	1	775.896907812	776.930101181	302.859	443.845	
170	Spectrogram 1	1	778.329083506	779.477789176	276.750	511.727	
171	Spectrogram 1	1	781.496537625	781.894413332	308.081	496.062	
172	Spectrogram 1	1	782.818511749	784.159737923	621.383	788.478	
173	Spectrogram 1	1	784.271052955	785.753460831	271.529	496.062	
174	Spectrogram 1	1	788.213526005	788.932269218	250.642	443.845	
175	Spectrogram 1	1	791.133420307	791.794407369	271.529	438.623	
176	Spectrogram 1	1	793.478713396	794.274464810	255.864	449.067	
177	Spectrogram 1	1	794.750828582	795.848195452	193.203	365.519	
178	Spectrogram 1	1	796.663198916	797.208673676	261.085	396.850	
179	Spectrogram 1	1	797.737116466	798.718971033	214.090	443.845	
180	Spectrogram 1	1	801.324415180	802.139418644	182.760	396.850	
181	Spectrogram 1	1	804.839146422	806.616752404	187.981	344.633	
182	Spectrogram 1	1	808.240341983	809.222196550	151.429	323.746	
183	Spectrogram 1	1	811.139007614	812.133696881	146.208	402.071	
184	Spectrogram 1	1	814.463194973	815.753082346	135.764	271.529	
185	Spectrogram 1	1	817.643483793	818.599668960	151.429	318.524	
186	Spectrogram 1	1	821.489696592	822.163518354	151.429	360.298	
187	Spectrogram 1	1	825.219656872	826.073164437	146.208	287.194	
188	Spectrogram 1	1	828.078337970	828.822750583	120.099	318.524	
189	Spectrogram 1	1	831.421777379	832.076347091	146.208	381.185	
190	Spectrogram 1	1	838.300679945	838.935997606	156.651	355.076	
191	Spectrogram 1	1	836.054607405	836.426813712	156.651	313.302	
192	Spectrogram 1	1	841.435307098	842.109128860	161.873	318.524	
193	Spectrogram 1	1	844.370256180	844.652619585	140.986	313.302	
194	Spectrogram 1	1	847.161803480	848.040980446	130.543	349.854	
195	Spectrogram 1	1	851.246938666	851.901508378	146.208	375.963	
196	Spectrogram 1	1	856.710323694	857.082530000	161.873	328.968	
197	Spectrogram 1	1	864.333638873	864.461985875	146.208	381.185	
198	Spectrogram 1	1	861.227641417	861.355988420	172.316	370.741	
199	Spectrogram 1	1	867.744212080	867.955984634	120.099	422.958	
200	Spectrogram 1	1	871.222415842	871.357180195	161.873	433.402	
201	Spectrogram 1	1	874.986683522	875.262629577	156.651	459.510	
202	Spectrogram 1	1	882.160044546	882.397486501	130.543	355.076	
203	Spectrogram 1	1	886.167431314	886.526802921	156.651	469.954	
204	Spectrogram 1	1	889.961565096	890.141250899	208.868	501.284	
205	Spectrogram 1	1	903.839820016	904.109348721	208.868	584.831	
206	Spectrogram 1	1	908.248539545	908.428225348	146.208	595.275	
207	Spectrogram 1	1	910.511887515	910.723660068	104.434	480.397	
208	Spectrogram 1	1	912.873472357	913.021071409	120.099	574.388	
209	Spectrogram 1	1	916.277628214	916.425227267	130.543	543.058	
210	Spectrogram 1	1	920.694985173	921.150617031	177.538	516.949	
211	Spectrogram 1	1	924.138385347	924.401496702	161.873	516.949	
212	Spectrogram 1	1	928.258324121	928.508600776	172.316	464.732	
213	Spectrogram 1	1	932.434782641	932.665807245	208.868	553.501	
214	Spectrogram 1	1	935.810308802	936.054168106	151.429	469.954	
215	Spectrogram 1	1	939.523977897	939.742167801	187.981	516.949	
216	Spectrogram 1	1	942.604305952	942.816078506	193.203	485.619	
217	Spectrogram 1	1	946.483345718	946.874804075	140.986	736.261	
218	Spectrogram 1	1	950.684733422	950.954262127	140.986	731.039	
219	Spectrogram 1	1	954.657073143	954.900932448	161.873	673.600	
220	Spectrogram 1	1	959.615708161	959.821063365	167.095	480.397	
221	Spectrogram 1	1	963.026281369	963.295810073	193.203	563.944	
222	Spectrogram 1	1	967.089203638	967.384401744	146.208	522.171	
223	Spectrogram 1	1	971.635647816	971.885924471	120.099	496.062	
224	Spectrogram 1	1	975.921201288	976.152225893	167.095	511.727	
225	Spectrogram 1	1	979.598342904	979.874288959	167.095	621.383	
226	Spectrogram 1	1	983.086664529	983.343358534	109.656	485.619	
227	Spectrogram 1	1	986.214874332	986.728262341	167.095	574.388	
228	Spectrogram 1	1	989.866346547	990.270639604	109.656	553.501	
229	Spectrogram 1	1	994.568287560	994.946911217	172.316	318.524	
230	Spectrogram 1	1	1007.770500069	1008.290305428	177.538	344.633	
231	Spectrogram 1	1	1016.587442370	1017.113665079	203.647	391.628	
232	Spectrogram 1	1	1021.737117458	1022.282592218	208.868	417.737	
233	Spectrogram 1	1	1025.821512428	1026.431160689	245.420	375.963	
234	Spectrogram 1	1	1030.934163848	1031.255031354	229.755	433.402	
235	Spectrogram 1	1	1037.860704702	1038.842559270	313.302	511.727	
236	Spectrogram 1	1	1041.527971914	1042.464905031	386.406	715.374	
237	Spectrogram 1	1	1044.586331082	1045.086884391	360.298	741.482	
238	Spectrogram 1	1	1054.320953880	1055.225800246	339.411	678.822	
239	Spectrogram 1	1	1058.152851545	1059.166792863	318.524	584.831	
240	Spectrogram 1	1	1063.118644130	1063.972151695	344.633	720.596	
241	Spectrogram 1	1	1079.652941781	1080.429441145	433.402	757.147	
242	Spectrogram 1	1	1081.411295712	1082.264803278	177.538	292.416	
243	Spectrogram 1	1	1088.867019572	1089.483085183	506.506	798.921	
244	Spectrogram 1	1	1102.700353611	1103.470435624	365.519	657.935	
245	Spectrogram 1	1	1106.500164526	1107.520523194	412.515	631.827	
246	Spectrogram 1	1	1111.651319478	1112.049195185	360.298	725.817	
248	Spectrogram 1	1	1190.083162803	1191.167694972	480.397	856.360	
249	Spectrogram 1	1	1193.538657461	1194.327991525	569.166	887.690	
250	Spectrogram 1	1	1197.983164253	1198.637733965	537.836	903.355	
251	Spectrogram 1	1	1210.112199429	1211.010628445	558.723	887.690	
252	Spectrogram 1	1	1213.297425166	1214.253610333	663.157	892.912	
253	Spectrogram 1	1	1212.745533057	1212.745533057	1326.314	1326.314	
