Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
124	Spectrogram 1	1	473.877648467	474.479487515	3260.058	11324.733	d
125	Spectrogram 1	1	475.097375603	475.806208259	3188.372	9819.327	d
126	Spectrogram 1	1	475.693865587	476.009496732	3224.215	7812.119	d
127	Spectrogram 1	1	471.527592228	472.064749161	101.379	348.825	
128	Spectrogram 1	1	474.046936031	474.879150997	164.741	506.897	
129	Spectrogram 1	1	477.685985112	478.291232361	101.379	405.517	
130	Spectrogram 1	1	481.499044137	481.922717211	114.052	405.517	
131	Spectrogram 1	1	483.420705180	484.010821247	202.759	430.862	
132	Spectrogram 1	1	485.917350080	486.507466147	114.052	380.172	
133	Spectrogram 1	1	490.169213874	490.577755767	139.397	354.828	
134	Spectrogram 1	1	495.381905802	495.888800373	164.741	456.207	
135	Spectrogram 1	1	494.710480810	495.045258194	2711.897	8820.000	d
136	Spectrogram 1	1	495.253311936	495.527564596	2737.241	6285.517	d
137	Spectrogram 1	1	498.737284890	499.034234321	1546.034	5829.310	d
138	Spectrogram 1	1	499.340640741	499.565717062	2078.276	5601.207	d
139	Spectrogram 1	1	499.445573657	499.838984369	152.069	405.517	
140	Spectrogram 1	1	502.002743282	502.555031397	215.431	405.517	
141	Spectrogram 1	1	504.189200756	504.998718951	76.034	380.172	
142	Spectrogram 1	1	508.615071261	509.469983000	177.414	405.517	
143	Spectrogram 1	1	513.457048265	514.130385829	63.362	392.845	
144	Spectrogram 1	1	517.693779005	518.026664992	139.397	481.552	
145	Spectrogram 1	1	511.754789311	512.314643016	2509.010	9068.279	d
146	Spectrogram 1	1	519.706224368	520.107200670	114.052	405.517	d
147	Spectrogram 1	1	522.369312262	522.906469195	88.707	380.172	d
148	Spectrogram 1	1	526.091582840	526.727092451	76.034	557.586	d
149	Spectrogram 1	1	521.317695167	521.892680053	3978.573	8494.791	d
150	Spectrogram 1	1	528.421783893	529.375048309	268.822	501.802	
151	Spectrogram 1	1	533.687434892	534.466690725	125.450	358.430	
152	Spectrogram 1	1	535.238380967	535.503176638	125.450	582.449	
153	Spectrogram 1	1	537.281090431	537.969559176	89.607	286.744	
154	Spectrogram 1	1	546.791038425	547.108793230	190.086	671.638	
155	Spectrogram 1	1	548.009098513	548.720264030	139.397	354.828	
156	Spectrogram 1	1	552.306353657	552.805682637	126.724	342.155	
157	Spectrogram 1	1	557.466086538	557.957849928	126.724	443.534	
158	Spectrogram 1	1	554.757605101	555.256934081	76.034	380.172	
159	Spectrogram 1	1	561.044610895	561.498546332	126.724	494.224	
160	Spectrogram 1	1	562.693909648	562.988967681	88.707	709.655	
161	Spectrogram 1	1	565.765538633	566.295129976	88.707	392.845	
162	Spectrogram 1	1	568.958217870	569.949310239	38.017	342.155	
163	Spectrogram 1	1	572.014717407	572.536743158	25.345	266.121	
164	Spectrogram 1	1	574.609714985	575.184699871	76.034	405.517	
165	Spectrogram 1	1	578.188239342	578.680002731	126.724	494.224	
166	Spectrogram 1	1	580.208252034	581.048032591	88.707	456.207	
167	Spectrogram 1	1	584.603860260	585.072926878	164.741	519.569	
168	Spectrogram 1	1	586.661700906	586.911365396	253.448	811.034	
169	Spectrogram 1	1	587.433391147	587.720883591	152.069	595.603	
170	Spectrogram 1	1	588.477442651	589.286960846	101.379	354.828	
171	Spectrogram 1	1	590.989219554	591.359933494	139.397	658.966	
172	Spectrogram 1	1	591.806303340	592.010574286	215.431	658.966	
173	Spectrogram 1	1	595.543705100	595.876591086	88.707	544.914	
174	Spectrogram 1	1	596.792027550	597.056823221	126.724	735.000	
175	Spectrogram 1	1	597.752858178	598.441326923	126.724	456.207	
176	Spectrogram 1	1	600.453774025	600.726135287	126.724	620.948	
177	Spectrogram 1	1	604.024732791	604.546758543	164.741	582.931	
178	Spectrogram 1	1	608.631029217	609.084964653	162.414	541.379	
179	Spectrogram 1	1	605.786367239	606.535360709	117.299	496.264	
180	Spectrogram 1	1	616.022611657	616.257144966	117.299	550.402	
181	Spectrogram 1	1	620.864589382	621.205040960	171.437	559.425	
182	Spectrogram 1	1	624.185882841	624.549031190	135.345	667.700	
183	Spectrogram 1	1	625.366114976	625.691435372	99.253	541.379	
184	Spectrogram 1	1	627.696316883	627.968678145	99.253	622.585	
185	Spectrogram 1	1	628.657146890	628.967336105	90.230	604.539	
186	Spectrogram 1	1	629.012729648	629.398574769	171.437	387.988	
187	Spectrogram 1	1	637.123042956	637.614806346	81.207	532.356	
188	Spectrogram 1	1	635.602359244	635.935245231	207.528	532.356	un
189	Spectrogram 1	1	638.273011561	638.999308259	144.368	739.884	
190	Spectrogram 1	1	639.808826454	640.103884488	99.253	523.333	
191	Spectrogram 1	1	646.050438888	646.564899050	144.368	387.988	
192	Spectrogram 1	1	647.548427074	647.820788336	153.391	541.379	
193	Spectrogram 1	1	650.945377257	651.300960015	234.597	595.516	
194	Spectrogram 1	1	664.086806412	665.176251460	387.988	640.631	
195	Spectrogram 1	1	669.155752119	669.995532677	387.988	622.585	
196	Spectrogram 1	1	670.275460277	670.562952720	261.666	559.425	
197	Spectrogram 1	1	677.871313246	678.083149783	270.689	586.494	
198	Spectrogram 1	1	678.635437484	679.815669619	406.034	667.700	
199	Spectrogram 1	1	681.805419949	683.220185392	460.172	893.275	
200	Spectrogram 1	1	687.101333884	687.789802630	415.057	694.769	
201	Spectrogram 1	1	689.945995766	690.150266712	99.253	442.126	
202	Spectrogram 1	1	693.774184613	694.061677056	117.299	595.516	
203	Spectrogram 1	1	696.089254872	696.898773067	406.034	658.677	
204	Spectrogram 1	1	699.735869544	700.840445773	415.057	875.229	
205	Spectrogram 1	1	701.135503807	701.498652156	171.437	730.861	
206	Spectrogram 1	1	704.925865799	705.538678638	297.758	875.229	
207	Spectrogram 1	1	712.763817679	713.036178940	27.069	469.195	
208	Spectrogram 1	1	714.102927216	715.056191632	460.172	730.861	
209	Spectrogram 1	1	718.059731103	719.255094419	469.195	839.137	
210	Spectrogram 1	1	722.523428227	723.446430281	505.287	803.045	
211	Spectrogram 1	1	732.858026021	733.977733431	460.172	911.321	
212	Spectrogram 1	1	736.307934353	737.223370817	478.218	640.631	
213	Spectrogram 1	1	740.128557610	740.453878006	108.276	523.333	
214	Spectrogram 1	1	741.732462819	742.715989598	469.195	694.769	
215	Spectrogram 1	1	747.701714649	747.989207092	153.391	532.356	
216	Spectrogram 1	1	751.053270230	751.302934720	180.460	613.562	
217	Spectrogram 1	1	751.787132519	752.921971110	487.241	803.045	
218	Spectrogram 1	1	755.940641762	756.833381454	469.195	803.045	
220	Spectrogram 1	1	758.656689779	758.876091906	216.551	766.953	
221	Spectrogram 1	1	760.578349793	761.342474444	397.011	839.137	un
222	Spectrogram 1	1	762.908551700	763.180912962	189.483	766.953	
223	Spectrogram 1	1	766.736739709	767.016666562	225.574	622.585	
224	Spectrogram 1	1	778.115387752	778.251568383	270.689	550.402	
225	Spectrogram 1	1	781.618256203	781.807395969	162.414	703.792	
226	Spectrogram 1	1	785.907946973	786.089521147	270.689	667.700	
227	Spectrogram 1	1	793.140651593	793.428144036	207.528	532.356	
228	Spectrogram 1	1	789.425946605	789.630217551	243.620	478.218	
229	Spectrogram 1	1	796.681348081	796.953709343	90.230	622.585	
230	Spectrogram 1	1	800.539799290	800.751635827	297.758	748.907	
231	Spectrogram 1	1	802.854870016	803.066706553	90.230	360.919	
232	Spectrogram 1	1	803.914052785	804.080495778	270.689	658.677	
233	Spectrogram 1	1	808.150783525	808.408013605	333.850	721.838	
234	Spectrogram 1	1	811.351028352	811.487208983	315.804	676.723	
235	Spectrogram 1	1	814.717717067	814.914422422	189.483	640.631	
236	Spectrogram 1	1	818.583733867	818.818267176	162.414	577.471	
237	Spectrogram 1	1	822.911251391	823.085259975	261.666	496.264	
238	Spectrogram 1	1	826.890752050	827.087457406	225.574	550.402	
239	Spectrogram 1	1	831.354451477	831.520894470	315.804	550.402	
240	Spectrogram 1	1	839.086485077	839.275624842	207.528	640.631	
241	Spectrogram 1	1	842.952502846	843.096249067	270.689	532.356	
242	Spectrogram 1	1	846.992528230	847.204364767	189.483	523.333	
243	Spectrogram 1	1	850.760192069	850.941766243	117.299	550.402	
244	Spectrogram 1	1	854.406806741	854.686733594	216.551	577.471	
245	Spectrogram 1	1	858.038290500	858.242561446	225.574	559.425	
246	Spectrogram 1	1	862.161537381	862.411201871	207.528	595.516	
247	Spectrogram 1	1	865.951898275	866.224259537	126.322	613.562	
248	Spectrogram 1	1	869.734694123	869.908702707	252.643	586.494	
249	Spectrogram 1	1	873.003029265	873.245128165	243.620	694.769	
250	Spectrogram 1	1	877.043055858	877.300285939	189.483	577.471	
251	Spectrogram 1	1	886.477347853	887.165816598	451.149	730.861	
252	Spectrogram 1	1	887.952638021	888.451967001	297.758	784.999	
253	Spectrogram 1	1	888.573016451	888.845377713	72.184	523.333	
254	Spectrogram 1	1	890.176921660	890.562766781	487.241	784.999	
255	Spectrogram 1	1	891.917007499	892.189368761	216.551	685.746	
256	Spectrogram 1	1	894.179119802	894.383390748	469.195	803.045	
257	Spectrogram 1	1	900.102977247	900.337510556	216.551	622.585	
258	Spectrogram 1	1	892.310418922	892.469296325	541.379	821.091	
259	Spectrogram 1	1	895.465270205	895.593885246	315.804	568.448	
260	Spectrogram 1	1	888.541208691	888.739146866	2347.917	5614.583	d
261	Spectrogram 1	1	889.145722578	889.399832398	2858.333	7605.208	d
