Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
83	Spectrogram 1	1	192.380954790	192.739098474	844.444	1088.889	0.3581	244.445	-52.31	
84	Spectrogram 1	1	193.058090939	193.749391538	192.593	459.259	0.6913	266.666	-62.13	
85	Spectrogram 1	1	194.548968135	195.123663814	274.074	451.852	0.5747	177.778	-49.47	
86	Spectrogram 1	1	195.889924720	197.039316078	407.407	762.963	1.1494	355.556	-49.53	
87	Spectrogram 1	1	194.490665675	194.765520130	1755.556	2037.037	0.2749	281.481	-54.46	
88	Spectrogram 1	1	199.368411961	200.076370407	511.111	703.704	0.7080	192.593	-54.78	
89	Spectrogram 1	1	200.850960235	201.259077457	725.926	925.926	0.4081	200.000	-56.43	
90	Spectrogram 1	1	201.542260835	202.225232511	200.000	429.630	0.6830	229.630	-61.22	
91	Spectrogram 1	1	203.091440492	204.024279855	451.852	711.111	0.9328	259.259	-56.76	
92	Spectrogram 1	1	203.716109708	204.315792156	948.148	1200.000	0.5997	251.852	-63.63	
93	Spectrogram 1	1	205.092704892	205.958912872	540.741	666.667	0.8662	125.926	-50.42	
94	Spectrogram 1	1	205.126020583	205.967241795	837.037	1081.481	0.8412	244.444	-49.36	
95	Spectrogram 1	1	206.683529163	207.566394989	148.148	333.333	0.8829	185.185	-61.18	
96	Spectrogram 1	1	208.041143593	209.332126641	733.333	1059.259	1.2910	325.926	-51.62	
97	Spectrogram 1	1	211.089529370	211.480988745	733.333	1162.963	0.3915	429.630	-58.01	
98	Spectrogram 1	1	213.296354327	214.420758916	800.000	1207.407	1.1244	407.407	-53.99	
99	Spectrogram 1	1	213.779431854	214.837205061	503.704	696.296	1.0578	192.592	-53.96	
100	Spectrogram 1	1	216.228135183	217.760656994	755.556	1274.074	1.5325	518.518	-55.50	
101	Spectrogram 1	1	219.465083097	220.364606769	674.074	1111.111	0.8995	437.037	-48.89	
102	Spectrogram 1	1	223.004875324	223.396334699	614.815	985.185	0.3915	370.370	-51.23	
103	Spectrogram 1	1	223.996017147	225.253684503	555.556	733.333	1.2577	177.777	-53.72	
104	Spectrogram 1	1	224.887211896	225.620157110	1037.037	1229.630	0.7329	192.593	-50.14	
105	Spectrogram 1	1	225.770077722	226.886153389	696.296	940.741	1.1161	244.445	-49.14	
106	Spectrogram 1	1	227.136021075	228.285412434	481.481	696.296	1.1494	214.815	-54.89	
107	Spectrogram 1	1	227.952255518	228.985041956	814.815	1207.407	1.0328	392.592	-52.10	
108	Spectrogram 1	1	229.026686570	230.184406852	614.815	859.259	1.1577	244.444	-46.41	
109	Spectrogram 1	1	232.055241758	232.421714365	570.370	792.593	0.3665	222.223	-47.33	
110	Spectrogram 1	1	232.546648209	233.379540497	511.111	666.667	0.8329	155.556	-52.37	
111	Spectrogram 1	1	232.938107584	233.504474341	162.963	362.963	0.5664	200.000	-58.95	
112	Spectrogram 1	1	234.653865699	234.987022614	562.963	814.815	0.3332	251.852	-46.85	
113	Spectrogram 1	1	235.153601072	235.961506592	118.519	340.741	0.8079	222.222	-62.86	
114	Spectrogram 1	1	236.302992430	236.586175809	1911.111	2162.963	0.2832	251.852	-57.15	
115	Spectrogram 1	1	237.219173948	238.335249615	614.815	851.852	1.1161	237.037	-45.07	
116	Spectrogram 1	1	239.159812980	239.726179737	229.630	377.778	0.5664	148.148	-59.57	
117	Spectrogram 1	1	240.192599418	241.192070165	540.741	770.370	0.9995	229.629	-45.25	
118	Spectrogram 1	1	241.850055073	242.866183665	548.148	792.593	1.0161	244.445	-50.08	
119	Spectrogram 1	1	244.681549165	245.247915921	570.370	740.741	0.5664	170.371	-45.25	
120	Spectrogram 1	1	246.405636202	247.213541722	918.519	1385.185	0.8079	466.666	-55.26	
121	Spectrogram 1	1	247.280173105	247.588343252	518.519	829.630	0.3082	311.111	-53.70	
122	Spectrogram 1	1	248.951283517	251.216750542	518.519	800.000	2.2655	281.481	-48.12	
123	Spectrogram 1	1	249.476005659	249.984069955	903.704	1051.852	0.5081	148.148	-49.18	
124	Spectrogram 1	1	252.326990681	252.576858368	888.889	1155.556	0.2499	266.667	-53.69	
125	Spectrogram 1	1	252.168741146	253.134896201	577.778	807.407	0.9662	229.629	-50.06	
126	Spectrogram 1	1	253.284816813	254.525826323	570.370	866.667	1.2410	296.297	-44.96	
127	Spectrogram 1	1	254.725720472	255.816809371	962.963	1192.593	1.0911	229.630	-49.17	
128	Spectrogram 1	1	255.208798000	255.791822602	533.333	770.370	0.5830	237.037	-47.55	
129	Spectrogram 1	1	257.049489958	258.057289627	503.704	829.630	1.0078	325.926	-49.20	
130	Spectrogram 1	1	258.323815159	259.448219749	859.259	1296.296	1.1244	437.037	-55.89	
131	Spectrogram 1	1	260.214141047	260.455679810	540.741	814.815	0.2415	274.074	-48.23	
132	Spectrogram 1	1	261.238598562	261.571755477	911.111	1148.148	0.3332	237.037	-56.00	
133	Spectrogram 1	1	262.296371768	264.078761266	548.148	829.630	1.7824	281.482	-45.96	
134	Spectrogram 1	1	263.670644045	264.062103420	1044.444	1214.815	0.3915	170.371	-60.23	
135	Spectrogram 1	1	265.677914460	266.669056284	911.111	1214.815	0.9911	303.704	-48.88	
136	Spectrogram 1	1	266.152663065	267.876750102	570.370	851.852	1.7241	281.482	-46.08	
137	Spectrogram 1	1	268.267869608	268.842565287	948.148	1185.185	0.5747	237.037	-61.06	
138	Spectrogram 1	1	268.875880979	269.458905581	533.333	740.741	0.5830	207.408	-51.68	
139	Spectrogram 1	1	269.442247735	270.291797870	807.407	1022.222	0.8496	214.815	-58.43	
140	Spectrogram 1	1	270.000285569	270.833177857	548.148	822.222	0.8329	274.074	-46.52	
141	Spectrogram 1	1	271.840977526	272.140818750	629.630	851.852	0.2998	222.222	-46.86	
142	Spectrogram 1	1	273.181934111	273.523419949	600.000	888.889	0.3415	288.889	-49.87	
143	Spectrogram 1	1	274.575357628	274.933501312	651.852	844.444	0.3581	192.592	-48.99	
144	Spectrogram 1	1	275.200026845	276.482680969	555.556	762.963	1.2827	207.407	-46.93	
145	Spectrogram 1	1	276.149524054	277.032389880	155.556	377.778	0.8829	222.222	-61.22	
146	Spectrogram 1	1	276.790851116	278.248412621	562.963	859.259	1.4576	296.296	-45.81	
147	Spectrogram 1	1	278.948042143	279.256212290	711.111	911.111	0.3082	200.000	-56.96	
148	Spectrogram 1	1	279.456106440	281.238495937	540.741	888.889	1.7824	348.148	-47.07	
149	Spectrogram 1	1	280.197380576	281.230167014	325.926	518.519	1.0328	192.593	-61.02	
150	Spectrogram 1	1	283.073351480	283.714678543	496.296	777.778	0.6413	281.482	-46.30	
151	Spectrogram 1	1	285.447094503	285.713620035	637.037	1044.444	0.2665	407.407	-56.86	
152	Spectrogram 1	1	285.746935727	286.513196632	481.481	725.926	0.7663	244.445	-54.33	
153	Spectrogram 1	1	287.304444307	289.128478419	540.741	851.852	1.8240	311.111	-45.50	
154	Spectrogram 1	1	289.511608871	290.144607011	533.333	785.185	0.6330	251.852	-46.51	
155	Spectrogram 1	1	290.652671307	293.084716790	503.704	881.481	2.4320	377.777	-46.84	
156	Spectrogram 1	1	294.875095391	296.041144596	533.333	807.407	1.1660	274.074	-44.53	
157	Spectrogram 1	1	297.681942404	298.023428242	577.778	970.370	0.3415	392.592	-50.64	
158	Spectrogram 1	1	298.714728842	299.505976516	503.704	725.926	0.7912	222.222	-47.32	
159	Spectrogram 1	1	299.722528511	300.980195867	518.519	762.963	1.2577	244.444	-42.95	
160	Spectrogram 1	1	301.301851169	302.667794522	637.037	1037.037	1.3659	400.000	-47.19	
161	Spectrogram 1	1	302.409597913	303.225832356	503.704	622.222	0.8162	118.518	-50.53	
162	Spectrogram 1	1	303.459042197	304.258618794	444.444	592.593	0.7996	148.149	-43.23	
163	Spectrogram 1	1	303.875488341	304.483499712	696.296	859.259	0.6080	162.963	-42.04	
164	Spectrogram 1	1	304.766683090	305.816127373	674.074	896.296	1.0494	222.222	-43.60	
165	Spectrogram 1	1	305.699522453	306.365836284	229.630	385.185	0.6663	155.555	-57.04	
166	Spectrogram 1	1	306.807269197	307.140426112	629.630	888.889	0.3332	259.259	-42.45	
167	Spectrogram 1	1	306.765624582	307.223715341	466.667	688.889	0.4581	222.222	-45.15	
168	Spectrogram 1	1	308.597987617	309.280959294	688.889	911.111	0.6830	222.222	-45.89	
169	Spectrogram 1	1	309.477850086	311.601725422	481.481	674.074	2.1239	192.593	-45.81	
170	Spectrogram 1	1	311.718330342	312.043158335	644.444	918.519	0.3248	274.075	-49.84	
171	Spectrogram 1	1	313.347796139	314.505516421	674.074	800.000	1.1577	125.926	-43.79	
172	Spectrogram 1	1	313.581005980	314.963607179	451.852	592.593	1.3826	140.741	-46.52	
173	Spectrogram 1	1	314.996922871	316.679365294	629.630	962.963	1.6824	333.333	-46.27	
174	Spectrogram 1	1	316.962548672	317.637191426	444.444	733.333	0.6746	288.889	-46.47	
175	Spectrogram 1	1	318.145255722	319.586159381	592.593	940.741	1.4409	348.148	-43.56	
176	Spectrogram 1	1	320.379900183	320.771359559	444.444	792.593	0.3915	348.149	-44.43	
177	Spectrogram 1	1	320.879635557	321.529291542	185.185	437.037	0.6497	251.852	-57.51	
178	Spectrogram 1	1	322.212263218	322.628709363	592.593	1007.407	0.4164	414.814	-46.81	
179	Spectrogram 1	1	322.961866278	323.378312422	459.259	696.296	0.4164	237.037	-52.62	
180	Spectrogram 1	1	323.794758567	325.385582838	481.481	629.630	1.5908	148.149	-45.37	
181	Spectrogram 1	1	324.935821002	326.168501589	651.852	829.630	1.2327	177.778	-44.18	
182	Spectrogram 1	1	326.601605579	327.676036632	688.889	837.037	1.0744	148.148	-45.18	
183	Spectrogram 1	1	327.317892947	328.167443082	451.852	629.630	0.8496	177.778	-47.01	
184	Spectrogram 1	1	327.942562164	328.617204918	688.889	925.926	0.6746	237.037	-43.89	
185	Spectrogram 1	1	328.558902458	328.925375065	437.037	703.704	0.3665	266.667	-43.98	
186	Spectrogram 1	1	329.663476304	330.721249511	637.037	829.630	1.0578	192.593	-43.30	
187	Spectrogram 1	1	331.104379964	331.595786414	466.667	837.037	0.4914	370.370	-43.96	
188	Spectrogram 1	1	333.311544528	333.636372521	614.815	962.963	0.3248	348.148	-44.49	
189	Spectrogram 1	1	333.983184194	336.090401684	444.444	755.556	2.1072	311.112	-48.19	
190	Spectrogram 1	1	336.190348759	338.072685331	622.222	888.889	1.8823	266.667	-43.50	
191	Spectrogram 1	1	338.147645637	339.305365918	466.667	629.630	1.1577	162.963	-43.05	
192	Spectrogram 1	1	338.639052087	339.430299761	651.852	948.148	0.7912	296.296	-42.76	
193	Spectrogram 1	1	339.921706212	340.204889590	659.259	888.889	0.2832	229.630	-46.66	
194	Spectrogram 1	1	341.295639185	342.311767777	666.667	859.259	1.0161	192.592	-40.78	
195	Spectrogram 1	1	341.920308402	342.378399160	392.593	607.407	0.4581	214.814	-45.95	
196	Spectrogram 1	1	344.943707409	345.435113860	503.704	977.778	0.4914	474.074	-47.37	
197	Spectrogram 1	1	345.901533541	347.617291656	437.037	644.444	1.7158	207.407	-44.37	
198	Spectrogram 1	1	347.683923039	349.074853161	585.185	955.556	1.3909	370.371	-46.07	
199	Spectrogram 1	1	349.729665458	350.887385740	400.000	562.963	1.1577	162.963	-39.88	
200	Spectrogram 1	1	349.621389461	350.920701431	629.630	933.333	1.2993	303.703	-43.97	
201	Spectrogram 1	1	351.428765727	351.911843255	674.074	896.296	0.4831	222.222	-41.56	
202	Spectrogram 1	1	353.052905690	353.519325372	377.778	585.185	0.4664	207.407	-42.46	
203	Spectrogram 1	1	352.986274307	353.819166596	614.815	911.111	0.8329	296.296	-43.23	
204	Spectrogram 1	1	354.427177966	354.727019190	651.852	940.741	0.2998	288.889	-43.63	
205	Spectrogram 1	1	356.025991553	357.200369680	370.370	525.926	1.1744	155.556	-40.92	
206	Spectrogram 1	1	356.475753389	356.767265690	577.778	1000.000	0.2915	422.222	-47.21	
207	Spectrogram 1	1	357.458566289	358.041590891	340.741	548.148	0.5830	207.407	-42.49	
208	Spectrogram 1	1	358.274800732	360.107163767	614.815	837.037	1.8324	222.222	-42.30	
209	Spectrogram 1	1	359.940585309	361.323186508	355.556	562.963	1.3826	207.407	-39.74	
210	Spectrogram 1	1	361.775441739	362.100269732	525.926	777.778	0.3248	251.852	-48.05	
211	Spectrogram 1	1	362.433426647	363.582818006	614.815	837.037	1.1494	222.222	-42.06	
212	Spectrogram 1	1	363.474542008	363.899317075	355.556	548.148	0.4248	192.592	-38.65	
213	Spectrogram 1	1	364.165842608	364.715551518	659.259	859.259	0.5497	200.000	-40.17	
214	Spectrogram 1	1	366.303372701	366.586556079	511.111	911.111	0.2832	400.000	-47.67	
215	Spectrogram 1	1	366.753134537	368.460563729	370.370	533.333	1.7074	162.963	-40.02	
216	Spectrogram 1	1	368.760404952	369.043588331	600.000	948.148	0.2832	348.148	-47.33	
217	Spectrogram 1	1	370.520301077	371.827941970	325.926	540.741	1.3076	214.815	-38.89	
218	Spectrogram 1	1	370.936747221	372.752452410	577.778	800.000	1.8157	222.222	-42.07	
219	Spectrogram 1	1	374.057090215	374.465207436	592.593	851.852	0.4081	259.259	-49.49	
220	Spectrogram 1	1	374.265313287	375.023245270	296.296	525.926	0.7579	229.630	-41.85	
221	Spectrogram 1	1	374.831680043	375.956084633	607.407	881.481	1.1244	274.074	-42.88	
222	Spectrogram 1	1	376.597411695	376.963884302	577.778	829.630	0.3665	251.852	-43.68	
223	Spectrogram 1	1	377.430303984	379.187706713	274.074	481.481	1.7574	207.407	-42.06	
224	Spectrogram 1	1	378.421445807	378.762931646	592.593	851.852	0.3415	259.259	-43.96	
225	Spectrogram 1	1	380.964260683	382.488453571	266.667	474.074	1.5242	207.407	-43.54	
226	Spectrogram 1	1	382.771636949	384.212540608	592.593	925.926	1.4409	333.333	-46.93	
227	Spectrogram 1	1	385.106228752	386.064054884	237.037	422.222	0.9578	185.185	-19.77	
228	Spectrogram 1	1	385.764213660	387.113499168	614.815	792.593	1.3493	177.778	-22.93	
229	Spectrogram 1	1	387.363366854	388.471113598	607.407	837.037	1.1077	229.630	-24.50	
230	Spectrogram 1	1	387.954720379	390.111911407	251.852	444.444	2.1572	192.592	-25.85	
231	Spectrogram 1	1	388.862572974	390.128569253	585.185	800.000	1.2660	214.815	-25.91	
232	Spectrogram 1	1	389.795412337	390.153556021	933.333	1303.704	0.3581	370.371	-35.21	
233	Spectrogram 1	1	391.197164777	393.296053344	214.815	466.667	2.0989	251.852	-35.07	
234	Spectrogram 1	1	392.088359526	392.504805670	503.704	844.444	0.4164	340.740	-34.93	
235	Spectrogram 1	1	392.862949354	393.637539183	488.889	755.556	0.7746	266.667	-39.99	
236	Spectrogram 1	1	394.811917310	395.694783136	222.222	400.000	0.8829	177.778	-32.88	
237	Spectrogram 1	1	394.761943772	396.069584666	555.556	844.444	1.3076	288.888	-34.28	
238	Spectrogram 1	1	397.890446167	399.231402752	533.333	770.370	1.3410	237.037	-33.86	
239	Spectrogram 1	1	398.240260928	399.864400891	207.407	422.222	1.6241	214.815	-37.37	
240	Spectrogram 1	1	400.097610732	400.389123033	659.259	903.704	0.2915	244.445	-36.77	
241	Spectrogram 1	1	401.188699630	401.646790389	214.815	451.852	0.4581	237.037	-47.09	
242	Spectrogram 1	1	401.996605150	403.220956814	170.370	392.593	1.2244	222.223	-36.25	
243	Spectrogram 1	1	401.546843314	402.421380217	481.481	770.370	0.8745	288.889	-34.88	
244	Spectrogram 1	1	402.571300829	403.046049434	451.852	740.741	0.4747	288.889	-41.27	
245	Spectrogram 1	1	404.481117565	404.872576941	459.259	651.852	0.3915	192.593	-39.89	
246	Spectrogram 1	1	405.055813244	405.447272620	422.222	703.704	0.3915	281.482	-41.57	
247	Spectrogram 1	1	405.505575080	406.463401212	229.630	392.593	0.9578	162.963	-37.48	
248	Spectrogram 1	1	406.763242436	408.312422093	525.926	748.148	1.5492	222.222	-33.20	
249	Spectrogram 1	1	408.409366643	410.200085063	200.000	451.852	1.7907	251.852	-39.69	
250	Spectrogram 1	1	409.783638919	410.758122896	540.741	792.593	0.9745	251.852	-35.92	
251	Spectrogram 1	1	411.057964120	411.799238257	525.926	814.815	0.7413	288.889	-33.26	
252	Spectrogram 1	1	411.890856409	412.773722235	429.630	659.259	0.8829	229.629	-38.45	
253	Spectrogram 1	1	412.082421635	413.123536996	170.370	377.778	1.0411	207.408	-36.63	
254	Spectrogram 1	1	413.514996372	413.831495441	481.481	792.593	0.3165	311.112	-34.35	
255	Spectrogram 1	1	414.672377045	415.480282565	414.815	637.037	0.8079	222.222	-40.79	
256	Spectrogram 1	1	415.530256103	416.346490545	192.593	377.778	0.8162	185.185	-35.14	
257	Spectrogram 1	1	415.955031170	416.296517008	437.037	822.222	0.3415	385.185	-35.51	
258	Spectrogram 1	1	418.178853580	419.411534168	496.296	918.519	1.2327	422.223	-34.57	
259	Spectrogram 1	1	418.611957570	419.494823396	192.593	362.963	0.8829	170.370	-37.39	
260	Spectrogram 1	1	419.852627473	420.310718232	133.333	311.111	0.4581	177.778	-46.98	
261	Spectrogram 1	1	420.885413911	421.176926212	488.889	740.741	0.2915	251.852	-45.16	
262	Spectrogram 1	1	421.335175747	421.993160655	414.815	540.741	0.6580	125.926	-39.87	
263	Spectrogram 1	1	421.776608660	423.209183396	511.111	888.889	1.4326	377.778	-34.97	
264	Spectrogram 1	1	422.184725881	423.075920630	170.370	325.926	0.8912	155.556	-36.64	
265	Spectrogram 1	1	424.791678744	425.391361192	400.000	644.444	0.5997	244.444	-38.73	
266	Spectrogram 1	1	425.682873493	426.190937789	437.037	837.037	0.5081	400.000	-36.92	
267	Spectrogram 1	1	425.899425488	426.540752550	214.815	377.778	0.6413	162.963	-35.58	
268	Spectrogram 1	1	428.081263677	428.289486749	333.333	622.222	0.2082	288.889	-40.46	
269	Spectrogram 1	1	428.705932893	429.530496259	192.593	414.815	0.8246	222.222	-39.07	
270	Spectrogram 1	1	428.580999050	429.697074717	511.111	814.815	1.1161	303.704	-33.37	
271	Spectrogram 1	1	430.471664545	431.021373456	429.630	585.185	0.5497	155.555	-49.66	
272	Spectrogram 1	1	431.204609759	431.820950053	400.000	629.630	0.6163	229.630	-39.35	
273	Spectrogram 1	1	432.095804508	433.195222329	429.630	844.444	1.0994	414.814	-36.30	
274	Spectrogram 1	1	432.004186356	432.945354642	177.778	370.370	0.9412	192.592	-34.25	
275	Spectrogram 1	1	433.578352782	434.269653381	422.222	607.407	0.6913	185.185	-47.11	
276	Spectrogram 1	1	434.502863222	434.786046600	429.630	777.778	0.2832	348.148	-35.54	
277	Spectrogram 1	1	434.819362292	435.285781973	407.407	651.852	0.4664	244.445	-38.51	
278	Spectrogram 1	1	435.827161961	436.368541948	200.000	370.370	0.5414	170.370	-38.74	
279	Spectrogram 1	1	436.401857640	437.093158240	422.222	829.630	0.6913	407.408	-36.61	
280	Spectrogram 1	1	437.692840687	438.009339757	281.481	592.593	0.3165	311.112	-39.85	
281	Spectrogram 1	1	438.500746207	438.783929585	451.852	903.704	0.2832	451.852	-37.10	
282	Spectrogram 1	1	438.534061899	439.616821874	200.000	370.370	1.0828	170.370	-38.24	
283	Spectrogram 1	1	440.085734468	441.426691053	444.444	933.333	1.3410	488.889	-36.63	
284	Spectrogram 1	1	441.784834737	442.817621175	177.778	362.963	1.0328	185.185	-36.09	
285	Spectrogram 1	1	442.800963329	443.767118384	511.111	755.556	0.9662	244.445	-37.33	
286	Spectrogram 1	1	444.266853757	445.641126033	414.815	977.778	1.3743	562.963	-39.50	
