Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
67	Spectrogram 1	1	265.042693824	265.598786839	156.250	429.687	
68	Spectrogram 1	1	269.474606394	270.632373817	331.456	524.806	
69	Spectrogram 1	1	275.616950393	276.874996885	999.893	1403.165	un
70	Spectrogram 1	1	275.708113182	276.154810850	149.155	348.029	
71	Spectrogram 1	1	280.772478005	281.711454735	331.456	486.136	
72	Spectrogram 1	1	280.207268712	280.635733821	132.583	370.126	
73	Spectrogram 1	1	283.610756266	283.957174865	93.913	325.932	
74	Spectrogram 1	1	284.130384165	285.260802752	320.408	447.466	
75	Spectrogram 1	1	288.189386550	288.736363286	104.961	447.466	
76	Spectrogram 1	1	285.171898225	285.974130771	1049.612	1353.447	un
77	Spectrogram 1	1	291.701412200	292.056947078	88.388	397.748	
78	Spectrogram 1	1	292.011365683	292.877412181	292.786	452.990	
79	Spectrogram 1	1	295.475551675	296.305133058	309.359	414.320	
80	Spectrogram 1	1	298.332919746	299.180733687	1066.184	1397.641	un
81	Spectrogram 1	1	302.803011658	303.277058163	104.961	364.602	
82	Spectrogram 1	1	303.251110337	303.907482419	287.262	447.466	
83	Spectrogram 1	1	306.368877729	306.751761444	138.107	309.359	
84	Spectrogram 1	1	306.742645165	307.225807949	265.165	425.369	
85	Spectrogram 1	1	314.352710072	314.899686808	292.786	414.320	
86	Spectrogram 1	1	313.468431016	313.878663568	143.631	386.699	
87	Spectrogram 1	1	315.574291448	316.358291436	1242.961	1463.932	un
88	Spectrogram 1	1	318.951287418	319.935845542	1104.854	1309.252	un
89	Spectrogram 1	1	317.702357205	318.149054872	93.913	336.981	
90	Spectrogram 1	1	320.459446208	321.124934569	607.670	756.825	sc ?
91	Spectrogram 1	1	320.988190385	321.699260142	1237.437	1474.981	un
92	Spectrogram 1	1	322.861857584	323.308555251	193.350	353.553	
93	Spectrogram 1	1	321.284741330	321.667625045	116.010	276.214	
94	Spectrogram 1	1	324.685113369	325.286787779	1121.427	1463.932	un
95	Spectrogram 1	1	324.457206396	325.213857547	198.874	320.408	un
96	Spectrogram 1	1	324.174601750	324.739811043	530.330	673.961	
97	Spectrogram 1	1	325.669671494	325.943159861	154.680	265.165	
98	Spectrogram 1	1	328.525325060	328.908208775	66.291	336.981	
99	Spectrogram 1	1	328.671185523	329.427836674	364.602	502.709	
100	Spectrogram 1	1	331.811158241	333.005390780	513.757	673.961	
101	Spectrogram 1	1	331.765576846	332.239623350	77.340	364.602	
102	Spectrogram 1	1	334.914665843	335.780712341	469.563	640.816	sc ?
103	Spectrogram 1	1	338.383682009	338.757449445	1027.515	1474.981	sc ?
104	Spectrogram 1	1	337.152984354	337.736426205	254.116	403.272	
105	Spectrogram 1	1	340.307216863	341.738472654	259.641	381.175	
106	Spectrogram 1	1	338.720984329	339.122100602	93.913	375.650	
107	Spectrogram 1	1	341.943003402	342.918445247	1138.000	1480.505	sc \ d \ un
108	Spectrogram 1	1	342.544677811	343.757142908	441.942	596.621	
109	Spectrogram 1	1	350.123964873	350.497732309	110.485	359.078	
110	Spectrogram 1	1	353.424057844	355.119685724	392.223	662.913	
111	Spectrogram 1	1	351.555220664	352.375685767	187.825	342.505	
112	Spectrogram 1	1	357.034648058	357.490462004	154.680	392.223	
113	Spectrogram 1	1	357.098462010	358.402089897	502.709	629.767	
114	Spectrogram 1	1	359.094927095	359.441345694	1027.515	1364.495	un
115	Spectrogram 1	1	358.219764318	359.997438709	232.019	364.602	
116	Spectrogram 1	1	362.070806792	362.553969575	88.388	408.796	
117	Spectrogram 1	1	364.399430685	365.475151599	414.320	591.097	
118	Spectrogram 1	1	365.779961570	365.779961570	497.184	497.184	
120	Spectrogram 1	1	365.898473196	366.864798762	1049.612	1486.029	un
121	Spectrogram 1	1	365.816426686	366.600426673	419.845	740.252	
122	Spectrogram 1	1	369.876286323	370.942890957	116.010	414.320	
123	Spectrogram 1	1	369.402239819	370.405030501	1060.660	1314.777	un
124	Spectrogram 1	1	372.401495586	373.057867668	480.612	812.068	sc ?
125	Spectrogram 1	1	373.039635110	374.188286255	226.495	392.223	
126	Spectrogram 1	1	375.979049692	376.963607816	419.845	552.427	
127	Spectrogram 1	1	379.467155512	380.962225256	386.699	530.330	
128	Spectrogram 1	1	383.637267749	384.412151458	397.748	640.816	
129	Spectrogram 1	1	386.913127398	387.305127392	226.495	353.553	
130	Spectrogram 1	1	390.655631777	391.549027112	348.029	491.660	
131	Spectrogram 1	1	388.221585304	389.160562033	1071.709	1463.932	cs ?
132	Spectrogram 1	1	391.293771302	392.506236399	1171.146	1364.495	sc
133	Spectrogram 1	1	393.328102513	394.203265290	232.019	353.553	
134	Spectrogram 1	1	395.324567598	395.953590844	364.602	673.961	
135	Spectrogram 1	1	395.652753640	396.062986191	143.631	342.505	
136	Spectrogram 1	1	392.434707178	392.744660662	110.485	348.029	
137	Spectrogram 1	1	399.592387147	399.929689467	93.913	353.553	
138	Spectrogram 1	1	398.161131355	399.565038310	336.981	524.806	
139	Spectrogram 1	1	401.169503401	402.473131288	1176.670	1497.078	un
140	Spectrogram 1	1	400.741038291	401.515922000	99.437	243.068	
141	Spectrogram 1	1	401.525038279	402.992759186	342.505	591.097	
142	Spectrogram 1	1	404.271296499	405.739017406	1049.612	1441.835	un
143	Spectrogram 1	1	403.459947674	403.879296505	49.718	386.699	
144	Spectrogram 1	1	404.207482546	404.708877887	165.728	336.981	
145	Spectrogram 1	1	405.866645311	406.623296462	364.602	745.777	
146	Spectrogram 1	1	407.735482491	408.200412716	160.204	673.961	
147	Spectrogram 1	1	409.448172184	410.842962860	325.932	519.282	
148	Spectrogram 1	1	411.417288432	411.791055868	77.340	430.893	
149	Spectrogram 1	1	411.754590752	413.003520965	867.311	1038.563	
150	Spectrogram 1	1	411.754590752	412.520358182	1784.340	1955.592	un \ d ?
151	Spectrogram 1	1	412.866776781	413.705474443	309.359	486.136	
152	Spectrogram 1	1	415.313055049	415.768868995	82.864	613.194	
153	Spectrogram 1	1	415.777985274	416.844589908	944.650	1370.019	sc ?
154	Spectrogram 1	1	417.227473623	417.637706175	325.932	651.864	
155	Spectrogram 1	1	418.321427094	418.649613136	143.631	386.699	
156	Spectrogram 1	1	420.118735054	421.477060614	270.689	513.757	
157	Spectrogram 1	1	421.960223397	422.297525717	110.485	353.553	
158	Spectrogram 1	1	423.145339657	424.485432660	254.116	607.670	
159	Spectrogram 1	1	419.234455998	419.854362965	801.019	1237.437	
160	Spectrogram 1	1	425.853418257	427.603743811	701.583	972.272	un
161	Spectrogram 1	1	425.725790352	426.136022904	104.961	580.049	
162	Spectrogram 1	1	427.339371722	428.013976363	320.408	530.330	
163	Spectrogram 1	1	430.429790279	432.016022812	298.311	452.990	
164	Spectrogram 1	1	430.384208884	430.703278646	82.864	298.311	
165	Spectrogram 1	1	433.938386920	435.187317133	270.689	430.893	
166	Spectrogram 1	1	437.759508801	438.224439026	121.534	419.845	
167	Spectrogram 1	1	441.387787814	442.983136626	292.786	452.990	
168	Spectrogram 1	1	444.999235280	446.193467819	220.971	452.990	
169	Spectrogram 1	1	442.729281827	443.048351589	1259.534	1541.272	un
170	Spectrogram 1	1	446.166118982	447.415049195	574.524	745.777	
171	Spectrogram 1	1	448.986164685	450.253327456	243.068	458.515	
172	Spectrogram 1	1	451.119373954	451.948955336	187.825	386.699	
173	Spectrogram 1	1	452.504734858	453.963339486	254.116	673.961	
174	Spectrogram 1	1	455.941572013	457.181385947	215.447	469.563	
175	Spectrogram 1	1	459.455312167	460.622195869	176.777	535.854	
176	Spectrogram 1	1	461.433544694	462.773637696	430.893	701.583	
177	Spectrogram 1	1	465.173476763	466.358593023	397.748	712.631	
178	Spectrogram 1	1	466.048639540	466.987616269	138.107	425.369	
179	Spectrogram 1	1	468.712851249	469.779455884	165.728	386.699	
180	Spectrogram 1	1	469.724758210	470.025595415	1695.951	1900.349	sc ?
181	Spectrogram 1	1	469.879734952	470.718432613	243.068	635.291	
182	Spectrogram 1	1	472.143687640	472.480989961	171.252	348.029	
183	Spectrogram 1	1	473.383501575	474.523036440	220.971	480.612	
184	Spectrogram 1	1	474.974564127	475.348331563	933.602	1546.796	sc ?
185	Spectrogram 1	1	475.858843182	476.569912939	237.544	392.223	
186	Spectrogram 1	1	476.825168749	478.046750125	220.971	419.845	
187	Spectrogram 1	1	478.716211253	479.308769384	204.398	353.553	
188	Spectrogram 1	1	479.691653099	481.232304237	397.748	707.107	
189	Spectrogram 1	1	483.644689145	484.975665868	436.417	651.864	
190	Spectrogram 1	1	483.471479845	484.155200765	220.971	331.456	
191	Spectrogram 1	1	481.575293828	482.213433353	298.311	469.563	
192	Spectrogram 1	1	486.164754895	486.620568842	950.175	1535.748	sc ?
193	Spectrogram 1	1	486.757313025	487.641592081	198.874	414.320	
194	Spectrogram 1	1	488.689964158	489.656289724	403.272	701.583	un
195	Spectrogram 1	1	490.531139008	491.278673880	220.971	386.699	
196	Spectrogram 1	1	492.299697120	493.056348270	88.388	254.116	
197	Spectrogram 1	1	493.111045944	493.694487795	254.116	491.660	
198	Spectrogram 1	1	492.472906419	493.393650591	1684.903	1922.447	un
199	Spectrogram 1	1	494.129497428	495.624567172	232.019	430.893	
200	Spectrogram 1	1	496.065264075	497.560333819	1044.087	1320.301	un
201	Spectrogram 1	1	496.803682668	498.462845433	215.447	441.942	
202	Spectrogram 1	1	499.438287278	500.276984939	447.466	712.631	un
203	Spectrogram 1	1	500.372120495	502.067748376	215.447	541.379	
204	Spectrogram 1	1	503.921468512	505.115701052	497.184	685.010	
205	Spectrogram 1	1	504.076445254	505.471235930	209.922	441.942	
206	Spectrogram 1	1	504.213189438	505.498584767	1066.184	1298.204	
207	Spectrogram 1	1	507.771653734	508.701514185	198.874	392.223	
208	Spectrogram 1	1	508.838258369	510.141886255	270.689	469.563	
209	Spectrogram 1	1	511.481979258	512.320676919	220.971	397.748	
210	Spectrogram 1	1	512.869054665	513.488961632	171.252	557.951	
211	Spectrogram 1	1	514.892868587	515.667752296	171.252	392.223	
212	Spectrogram 1	1	516.493047418	517.878721815	270.689	436.417	
213	Spectrogram 1	1	518.307186924	519.474070627	154.680	381.175	
214	Spectrogram 1	1	520.378840503	521.199305607	198.874	452.990	
215	Spectrogram 1	1	522.110933499	522.922282324	204.398	392.223	
216	Spectrogram 1	1	523.797445101	524.262375326	193.350	353.553	
217	Spectrogram 1	1	526.208972480	526.901809678	1762.243	2010.835	sc ?
218	Spectrogram 1	1	524.795949246	525.935484112	121.534	259.641	
219	Spectrogram 1	1	527.539949203	529.527298009	171.252	381.175	
220	Spectrogram 1	1	531.632844948	533.109682134	160.204	458.515	
221	Spectrogram 1	1	537.855834447	539.004485591	165.728	386.699	
222	Spectrogram 1	1	535.275927510	536.670718186	265.165	475.087	
223	Spectrogram 1	1	539.900139189	541.139953123	121.534	397.748	
224	Spectrogram 1	1	541.577534511	542.571208914	204.398	392.223	
225	Spectrogram 1	1	541.205168086	541.970935516	1010.942	1220.864	un
226	Spectrogram 1	1	543.493354097	545.061354072	154.680	386.699	
227	Spectrogram 1	1	546.895984122	547.907891083	154.680	364.602	
228	Spectrogram 1	1	548.646309676	549.794960821	149.155	359.078	
229	Spectrogram 1	1	550.752170108	551.508821259	220.971	381.175	
230	Spectrogram 1	1	551.831863789	553.254003301	104.961	414.320	
231	Spectrogram 1	1	549.461631268	550.437073113	933.602	1182.194	sc ?
232	Spectrogram 1	1	552.679677729	553.764514921	961.223	1154.573	sc ?
233	Spectrogram 1	1	553.737166084	554.776421882	93.913	287.262	
234	Spectrogram 1	1	556.428726630	557.787052191	121.534	392.223	
235	Spectrogram 1	1	559.947610296	561.287703298	132.583	381.175	
236	Spectrogram 1	1	560.449005637	561.953191660	386.699	618.718	un
237	Spectrogram 1	1	560.458121916	561.734400966	861.786	1143.524	sc ?
238	Spectrogram 1	1	563.312918231	564.379522865	132.583	386.699	
239	Spectrogram 1	1	565.728732146	566.631243760	171.252	508.233	
240	Spectrogram 1	1	567.706651180	568.764139536	149.155	353.553	
241	Spectrogram 1	1	569.137906972	570.860883689	348.029	486.136	
242	Spectrogram 1	1	570.815302294	572.210092970	88.388	298.311	
243	Spectrogram 1	1	572.029168402	573.369261404	789.971	1138.000	un
244	Spectrogram 1	1	572.175028865	573.815959072	220.971	552.427	
245	Spectrogram 1	1	574.472331155	575.356610210	198.874	408.796	
246	Spectrogram 1	1	575.566284626	576.377633450	187.825	375.650	
247	Spectrogram 1	1	575.775959041	577.526284595	348.029	602.146	
248	Spectrogram 1	1	579.313618747	580.243479197	121.534	375.650	
249	Spectrogram 1	1	579.833246645	580.553432681	408.796	778.922	sc ? un
250	Spectrogram 1	1	580.662828028	581.683851268	314.883	452.990	
251	Spectrogram 1	1	581.838828009	582.759572181	99.437	353.553	
252	Spectrogram 1	1	583.115107059	584.281990762	336.981	502.709	
253	Spectrogram 1	1	584.327572156	585.175386097	204.398	519.282	
