Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
111	Spectrogram 1	1	389.068133078	389.693684086	130.388	617.629	
112	Spectrogram 1	1	390.881466411	391.310084695	301.952	535.279	
113	Spectrogram 1	1	390.881466411	391.344837528	144.113	336.265	?
114	Spectrogram 1	1	393.352355308	393.873647815	150.976	610.767	
115	Spectrogram 1	1	397.025041649	397.523165601	89.213	549.004	
116	Spectrogram 1	1	400.804235878	401.290775551	123.526	487.241	
117	Spectrogram 1	1	402.330947906	403.095510250	13.725	260.777	
118	Spectrogram 1	1	406.564813356	406.842836026	157.839	233.327	
119	Spectrogram 1	1	405.116778613	405.591734009	109.801	446.065	
120	Spectrogram 1	1	421.053826204	421.401354542	144.113	549.004	
121	Spectrogram 1	1	421.887894216	422.258591110	137.251	288.227	?
122	Spectrogram 1	1	471.461735522	472.793927485	521.553	789.193	?
123	Spectrogram 1	1	544.525028025	545.567613039	370.577	542.141	?
124	Spectrogram 1	1	547.824371942	549.249238128	260.777	549.004	?
125	Spectrogram 1	1	587.269844345	588.289260804	699.980	919.581	?
127	Spectrogram 1	1	634.292768005	635.543870023	391.165	555.866	?
128	Spectrogram 1	1	650.504870805	652.254096773	377.440	576.454	?
130	Spectrogram 1	1	549.842499987	550.858223852	1194.083	1564.660	
131	Spectrogram 1	1	553.227994064	554.088082820	349.990	590.179	
132	Spectrogram 1	1	555.521741317	556.676717646	1283.296	1578.386	un
133	Spectrogram 1	1	560.762144864	561.597659655	1173.495	1523.485	un
134	Spectrogram 1	1	568.153498874	569.398579739	480.378	2031.314	un
135	Spectrogram 1	1	573.548177375	574.776875597	521.553	1049.970	
137	Spectrogram 1	1	576.373043051	577.495254095	789.193	1166.633	
139	Spectrogram 1	1	579.638566310	580.015367098	322.540	898.994	
140	Spectrogram 1	1	582.997180032	584.127582396	1118.595	1619.561	un
141	Spectrogram 1	1	589.813506548	590.837421734	521.553	988.207	
142	Spectrogram 1	1	589.182774794	589.707019369	418.615	1084.282	
143	Spectrogram 1	1	591.579439152	592.750798125	240.189	974.482	
144	Spectrogram 1	1	594.884999699	595.679557883	549.004	940.169	
145	Spectrogram 1	1	599.494359398	600.362639475	576.454	748.018	
146	Spectrogram 1	1	610.827162347	612.473617965	494.103	892.131	
147	Spectrogram 1	1	621.779889205	623.024970071	384.303	727.430	
148	Spectrogram 1	1	627.417378358	627.876092361	500.966	720.567	
149	Spectrogram 1	1	638.357465209	640.225086508	404.890	686.255	
150	Spectrogram 1	1	646.063068424	647.447401755	391.165	576.454	
151	Spectrogram 1	1	654.753599184	655.433478867	459.791	885.268	
152	Spectrogram 1	1	658.056721526	659.514776750	315.677	610.767	
153	Spectrogram 1	1	661.266759593	662.216952885	329.402	590.179	
154	Spectrogram 1	1	662.323440064	663.347355250	281.364	514.691	
155	Spectrogram 1	1	668.375792960	669.211307752	123.526	384.303	
156	Spectrogram 1	1	669.925598589	672.171684397	150.976	535.279	
157	Spectrogram 1	1	671.565526607	672.392850077	569.591	775.468	
158	Spectrogram 1	1	673.546200373	675.266377885	343.127	514.691	
159	Spectrogram 1	1	673.677261517	674.398097808	123.526	315.677	
160	Spectrogram 1	1	675.545699185	675.971647902	356.852	487.241	
161	Spectrogram 1	1	676.076646185	676.723760583	555.866	693.117	
163	Spectrogram 1	1	677.947680816	678.865108823	109.801	315.677	
164	Spectrogram 1	1	677.873958923	679.069891860	315.677	569.591	
165	Spectrogram 1	1	681.703839789	683.727096195	288.227	487.241	
167	Spectrogram 1	1	684.462381993	686.927969760	89.213	507.828	
168	Spectrogram 1	1	687.327226566	688.867195005	116.663	363.715	
169	Spectrogram 1	1	688.875386326	690.423546087	233.327	480.378	
170	Spectrogram 1	1	691.784504670	692.595445497	137.251	322.540	
171	Spectrogram 1	1	693.020589874	694.486836419	247.052	459.791	
172	Spectrogram 1	1	694.142800917	695.510751605	109.801	247.052	
173	Spectrogram 1	1	694.593323599	695.871169750	240.189	569.591	
174	Spectrogram 1	1	696.224595791	698.174130304	233.327	507.828	
175	Spectrogram 1	1	696.175447862	696.568631293	123.526	281.364	
176	Spectrogram 1	1	697.797329516	698.542739771	123.526	253.914	
177	Spectrogram 1	1	700.533230892	702.122347260	288.227	535.279	
178	Spectrogram 1	1	701.116404051	701.984684129	171.564	308.815	
179	Spectrogram 1	1	705.202369731	706.594894384	192.151	487.241	
180	Spectrogram 1	1	706.529363812	707.397643889	96.076	315.677	
181	Spectrogram 1	1	708.917043156	710.448820273	192.151	446.065	sc
182	Spectrogram 1	1	709.793514554	710.284993843	748.018	933.306	un
183	Spectrogram 1	1	710.488868797	711.480018697	137.251	343.127	sc
184	Spectrogram 1	1	710.423338225	713.011795814	281.364	549.004	sc
185	Spectrogram 1	1	710.521634083	712.741482205	555.866	1008.794	sc
186	Spectrogram 1	1	713.112523428	714.054525398	267.639	514.691	sc
187	Spectrogram 1	1	714.061813960	715.216790289	130.388	315.677	sc
188	Spectrogram 1	1	715.085729145	716.625697584	150.976	377.440	sc
189	Spectrogram 1	1	716.913204882	719.272305470	96.076	459.791	sc
190	Spectrogram 1	1	720.032739035	722.148710399	109.801	425.478	sc
191	Spectrogram 1	1	722.202455401	722.947865656	130.388	356.852	sc
192	Spectrogram 1	1	723.272720210	724.534183719	116.663	459.791	sc
193	Spectrogram 1	1	724.419505218	725.304167939	89.213	233.327	sc
194	Spectrogram 1	1	724.640670898	726.098726123	212.739	439.203	sc
195	Spectrogram 1	1	727.317294564	728.423122965	150.976	391.165	sc
196	Spectrogram 1	1	728.308444464	729.610864580	205.876	439.203	sc
197	Spectrogram 1	1	730.550748561	731.394454674	171.564	322.540	sc
198	Spectrogram 1	1	731.484553887	733.335792542	171.564	487.241	sc
199	Spectrogram 1	1	733.507810294	734.245029227	137.251	233.327	sc
200	Spectrogram 1	1	734.195881298	734.908526267	178.426	343.127	sc
201	Spectrogram 1	1	733.614297473	735.195222519	514.691	981.344	sc
202	Spectrogram 1	1	735.721714039	737.425508908	144.113	507.828	sc
203	Spectrogram 1	1	739.862662958	741.730284257	41.175	398.028	
204	Spectrogram 1	1	740.583499249	741.427205362	418.615	1221.533	sc
205	Spectrogram 1	1	743.689539087	744.598775772	123.526	233.327	sc
206	Spectrogram 1	1	743.026042047	745.475247171	212.739	487.241	sc
207	Spectrogram 1	1	747.049231984	748.318886814	137.251	398.028	sc
208	Spectrogram 1	1	749.114799830	749.491600618	109.801	212.739	sc
209	Spectrogram 1	1	750.494531586	751.403768271	144.113	336.265	sc
210	Spectrogram 1	1	751.502064129	752.509596671	130.388	411.753	sc
211	Spectrogram 1	1	752.550553279	753.558085821	89.213	315.677	sc
212	Spectrogram 1	1	753.631807715	755.188158797	178.426	363.715	sc
213	Spectrogram 1	1	755.200831979	756.904626848	109.801	432.340	sc
214	Spectrogram 1	1	757.117601207	757.576315210	96.076	212.739	sc
216	Spectrogram 1	1	757.742483428	759.823079085	116.663	439.203	sc
217	Spectrogram 1	1	761.101528796	761.838747730	109.801	233.327	sc
218	Spectrogram 1	1	761.363651084	762.592349307	192.151	583.316	sc
219	Spectrogram 1	1	762.461288163	763.214889739	144.113	459.791	sc
220	Spectrogram 1	1	763.812856208	764.730284214	164.701	411.753	sc
221	Spectrogram 1	1	764.959641216	766.565140226	96.076	411.753	sc
222	Spectrogram 1	1	767.516116566	768.269718142	150.976	418.615	sc
223	Spectrogram 1	1	768.580988359	770.030852261	150.976	370.577	sc
224	Spectrogram 1	1	770.519449106	771.420494469	68.625	240.189	sc
225	Spectrogram 1	1	770.847101965	772.190478689	178.426	363.715	sc
226	Spectrogram 1	1	772.476266857	773.909748117	157.839	370.577	sc
227	Spectrogram 1	1	773.950704724	774.368462120	137.251	542.141	sc
228	Spectrogram 1	1	775.894734903	777.295450877	150.976	411.753	sc
229	Spectrogram 1	1	778.475001171	779.285941998	82.351	281.364	sc
230	Spectrogram 1	1	779.007437067	780.899632330	150.976	363.715	sc
231	Spectrogram 1	1	781.447183812	782.323655210	199.014	404.890	sc
232	Spectrogram 1	1	784.012672176	784.700743181	185.289	377.440	sc
233	Spectrogram 1	1	784.733508466	785.380622864	137.251	446.065	sc
234	Spectrogram 1	1	786.156685781	787.442723254	109.801	329.402	sc
235	Spectrogram 1	1	789.091610628	789.591281239	137.251	555.866	sc
236	Spectrogram 1	1	790.058186564	791.180397607	123.526	418.615	sc
237	Spectrogram 1	1	792.757716936	793.363874726	116.663	555.866	sc
238	Spectrogram 1	1	793.516372158	795.326654206	137.251	500.966	sc
239	Spectrogram 1	1	796.213337836	798.850943354	109.801	549.004	sc
240	Spectrogram 1	1	799.342874714	799.760632110	130.388	535.279	sc
241	Spectrogram 1	1	800.481468400	801.751123231	109.801	603.904	sc
242	Spectrogram 1	1	804.002544589	805.894739852	164.701	549.004	sc
243	Spectrogram 1	1	806.271540640	806.631958785	185.289	329.402	sc
246	Spectrogram 1	1	806.778598232	808.105592312	130.388	370.577	sc
247	Spectrogram 1	1	808.678984816	809.162272784	150.976	569.591	sc
248	Spectrogram 1	1	809.712342411	810.515091917	150.976	398.028	sc
249	Spectrogram 1	1	810.719874954	811.891233926	185.289	356.852	sc
250	Spectrogram 1	1	813.456663120	815.234179882	157.839	535.279	sc
251	Spectrogram 1	1	816.177305325	816.824419722	123.526	411.753	sc
252	Spectrogram 1	1	816.914524259	817.487916763	109.801	610.767	sc
253	Spectrogram 1	1	818.239386113	819.533614907	157.839	439.203	sc
254	Spectrogram 1	1	820.814794449	821.175212594	226.464	562.729	sc
255	Spectrogram 1	1	822.323531921	823.363829750	178.426	494.103	sc
256	Spectrogram 1	1	823.664616534	825.532237832	109.801	549.004	sc
257	Spectrogram 1	1	825.808039805	826.676319883	109.801	226.464	sc
258	Spectrogram 1	1	826.733659133	828.126183785	137.251	398.028	sc
259	Spectrogram 1	1	828.383525012	829.210848481	137.251	418.615	sc
261	Spectrogram 1	1	829.698779248	830.034623429	185.289	363.715	sc
262	Spectrogram 1	1	830.698120469	832.295428159	96.076	507.828	sc
263	Spectrogram 1	1	832.541110608	832.926102718	178.426	535.279	sc
264	Spectrogram 1	1	833.596089303	835.152440385	226.464	466.653	sc
265	Spectrogram 1	1	836.707165434	837.608210797	171.564	370.577	sc
266	Spectrogram 1	1	837.649167404	837.919481013	130.388	528.416	sc
267	Spectrogram 1	1	838.363068785	838.764443538	192.151	452.928	sc
268	Spectrogram 1	1	839.367312235	839.776878309	164.701	288.227	sc
269	Spectrogram 1	1	840.547319923	841.522087180	144.113	535.279	sc
270	Spectrogram 1	1	843.408598621	844.555383629	89.213	363.715	sc
271	Spectrogram 1	1	844.342409270	845.161541419	164.701	384.303	sc
272	Spectrogram 1	1	845.335782575	845.647052791	164.701	336.265	sc
273	Spectrogram 1	1	846.011834703	846.445974741	199.014	473.516	sc
274	Spectrogram 1	1	846.847349494	847.797542786	185.289	343.127	sc
275	Spectrogram 1	1	847.960825431	848.272095647	150.976	500.966	sc
276	Spectrogram 1	1	850.152706752	850.603229434	130.388	706.842	sc
277	Spectrogram 1	1	850.767055864	851.053752115	157.839	610.767	sc
278	Spectrogram 1	1	851.193004581	851.569805369	171.564	404.890	sc
279	Spectrogram 1	1	848.896414423	849.363319747	157.839	686.255	sc
280	Spectrogram 1	1	854.463081479	855.183917769	260.777	370.577	sc
281	Spectrogram 1	1	853.340870435	854.635099230	473.516	727.430	un
282	Spectrogram 1	1	856.657371809	857.820539460	164.701	370.577	sc
283	Spectrogram 1	1	857.140659777	858.582332358	487.241	775.468	un
284	Spectrogram 1	1	860.456415202	861.439373780	130.388	384.303	sc
286	Spectrogram 1	1	863.852194442	864.687709233	240.189	418.615	un
287	Spectrogram 1	1	866.280774324	867.271924223	157.839	439.203	sc
288	Spectrogram 1	1	867.508363050	869.646297957	123.526	363.715	sc
289	Spectrogram 1	1	869.963292095	870.913485387	157.839	384.303	sc
290	Spectrogram 1	1	873.500213200	874.720720101	233.327	411.753	sc
291	Spectrogram 1	1	874.384875920	874.884546531	102.938	253.914	sc
292	Spectrogram 1	1	875.176731147	876.389046727	487.241	844.093	un
293	Spectrogram 1	1	876.077776510	876.937865266	157.839	391.165	sc
296	Spectrogram 1	1	878.856163489	880.379749285	411.753	823.506	un
297	Spectrogram 1	1	879.929226604	880.691019502	164.701	507.828	sc
298	Spectrogram 1	1	883.288587471	884.394415871	205.876	425.478	sc
299	Spectrogram 1	1	884.421438454	885.428970997	782.330	1695.049	un
300	Spectrogram 1	1	885.912971591	887.682297031	130.388	384.303	sc
301	Spectrogram 1	1	889.705553438	890.926060339	178.426	473.516	sc
302	Spectrogram 1	1	893.190490718	894.722267835	171.564	452.928	sc
303	Spectrogram 1	1	894.681311228	895.508634698	1146.045	1667.599	un
304	Spectrogram 1	1	895.849409178	897.225551187	137.251	404.890	sc
305	Spectrogram 1	1	900.100705028	900.985367748	219.601	370.577	sc
306	Spectrogram 1	1	901.350065216	901.784205255	130.388	432.340	sc
307	Spectrogram 1	1	902.447702295	903.709165804	185.289	425.478	sc
308	Spectrogram 1	1	904.822966196	906.281021420	150.976	439.203	sc
309	Spectrogram 1	1	906.480596019	908.020564458	1828.102	2685.920	
310	Spectrogram 1	1	908.585765640	909.372132503	2102.603	2555.531	
311	Spectrogram 1	1	911.764429719	912.354204866	1029.587	1729.567	sc
312	Spectrogram 1	1	911.459014112	913.228339552	126.166	446.435	sc
313	Spectrogram 1	1	913.875453950	914.178532845	126.166	553.191	sc
314	Spectrogram 1	1	914.301402667	915.390848424	0.000	388.204	sc
315	Spectrogram 1	1	913.048130480	915.145108780	1242.254	1649.868	un
316	Spectrogram 1	1	917.584830597	918.272901602	1329.599	1737.214	
317	Spectrogram 1	1	917.904292135	919.173946965	145.577	417.320	sc
318	Spectrogram 1	1	919.565608107	920.327401005	1232.548	1649.868	sc
319	Spectrogram 1	1	920.467091261	921.990677058	106.756	795.819	sc
320	Spectrogram 1	1	923.292472321	924.193517684	164.987	427.025	sc
321	Spectrogram 1	1	924.548013639	925.227893322	130.388	301.952	sc
322	Spectrogram 1	1	924.859283856	925.301615216	921.985	1640.163	un
323	Spectrogram 1	1	927.303216004	928.269791939	145.577	427.025	sc
324	Spectrogram 1	1	927.204920146	928.908715015	1213.138	1708.099	sc
325	Spectrogram 1	1	929.129255842	929.727222311	1999.252	2377.751	sc
326	Spectrogram 1	1	929.284890950	929.858283454	1310.189	1659.573	un
327	Spectrogram 1	1	929.465100023	930.579119745	97.051	388.204	sc
328	Spectrogram 1	1	931.083050379	932.647592782	1281.074	1717.804	sc
329	Spectrogram 1	1	932.369087852	933.499490217	164.987	397.909	sc
330	Spectrogram 1	1	936.496764555	937.471531812	194.102	465.845	sc
331	Spectrogram 1	1	938.988801924	940.184734861	58.231	407.614	sc
332	Spectrogram 1	1	939.357411391	940.635257542	553.191	1232.548	sc
333	Spectrogram 1	1	941.204022349	942.277085463	126.166	349.384	sc
334	Spectrogram 1	1	942.064111104	943.137174219	485.255	873.460	sc
335	Spectrogram 1	1	942.621120965	943.677801437	1319.894	1630.458	sc
336	Spectrogram 1	1	943.161748183	944.308533191	543.486	1057.857	sc
337	Spectrogram 1	1	944.095558833	944.668951337	1213.138	1698.393	sc
338	Spectrogram 1	1	945.718917610	946.497093151	194.102	427.025	sc
339	Spectrogram 1	1	947.062294334	947.848661196	650.242	1251.959	sc
340	Spectrogram 1	1	947.592649875	948.600182418	174.692	417.320	sc
341	Spectrogram 1	1	949.844997405	951.221139415	116.461	427.025	sc
342	Spectrogram 1	1	949.853188727	951.262096022	1290.779	1717.804	sc
343	Spectrogram 1	1	951.573366239	952.572707460	533.781	844.344	sc
344	Spectrogram 1	1	952.566569316	952.861456889	1222.843	1601.342	sc
345	Spectrogram 1	1	953.844262925	954.614247145	116.461	417.320	sc
346	Spectrogram 1	1	955.983042272	957.965342072	465.845	931.690	sc
347	Spectrogram 1	1	958.100890400	959.051083692	145.577	397.909	sc
348	Spectrogram 1	1	959.206718800	960.091381520	533.781	815.229	sc
349	Spectrogram 1	1	959.808586317	960.128047855	116.461	465.845	sc
350	Spectrogram 1	1	962.168611286	963.126995900	87.346	417.320	sc
351	Spectrogram 1	1	962.430733574	963.020508721	553.191	883.165	sc
352	Spectrogram 1	1	962.496264146	962.905830220	1349.010	1776.034	sc
353	Spectrogram 1	1	963.135187221	965.469713844	446.435	883.165	sc
354	Spectrogram 1	1	965.552258618	966.150225086	475.550	912.280	sc
355	Spectrogram 1	1	964.298986431	966.142033765	1145.202	1688.688	un
356	Spectrogram 1	1	966.641704375	967.493601810	77.641	397.909	sc
357	Spectrogram 1	1	967.075844414	968.566664924	339.679	786.114	sc
358	Spectrogram 1	1	967.616471632	968.583047567	921.985	1135.497	sc
359	Spectrogram 1	1	967.198714236	968.705917389	1349.010	1649.868	un
360	Spectrogram 1	1	970.170353091	970.686406345	135.871	543.486	sc
361	Spectrogram 1	1	970.915763346	971.620216994	359.089	1096.677	sc
362	Spectrogram 1	1	971.564053088	972.252124093	126.166	320.268	sc
363	Spectrogram 1	1	972.620733559	973.243273992	97.051	359.089	sc
364	Spectrogram 1	1	973.989550237	976.831938792	378.499	766.703	sc
365	Spectrogram 1	1	977.955678831	979.905213345	232.923	776.408	sc
366	Spectrogram 1	1	982.745483953	983.540042137	359.089	747.293	sc
367	Spectrogram 1	1	984.637679216	987.652085522	155.282	795.819	sc
368	Spectrogram 1	1	989.051268560	990.877933251	174.692	601.717	sc
369	Spectrogram 1	1	988.658085128	990.050609781	640.537	1145.202	sc
370	Spectrogram 1	1	993.113122993	994.128846857	252.333	960.805	sc
371	Spectrogram 1	1	996.900298926	999.005468548	145.577	650.242	sc
372	Spectrogram 1	1	999.226634228	999.980235804	203.807	533.781	sc
373	Spectrogram 1	1	1000.922411939	1002.904711738	164.987	640.537	sc
374	Spectrogram 1	1	1005.107084323	1006.049086294	184.397	543.486	sc
375	Spectrogram 1	1	1006.927092012	1007.410379979	1125.792	1717.804	sc
376	Spectrogram 1	1	1008.301532244	1010.660632832	155.282	562.896	sc
377	Spectrogram 1	1	1011.852728692	1014.088959457	155.282	475.550	sc
378	Spectrogram 1	1	1016.079450578	1017.136131049	126.166	436.730	sc
379	Spectrogram 1	1	1019.213521189	1021.261351560	38.820	572.601	sc
380	Spectrogram 1	1	1020.540515269	1021.285925524	2057.482	2736.840	sc
381	Spectrogram 1	1	1016.591182112	1017.639671262	1135.497	1649.868	sc
382	Spectrogram 1	1	1019.920315443	1021.280074809	630.832	1203.433	sc
383	Spectrogram 1	1	1021.361988024	1022.492390389	126.166	465.845	sc
384	Spectrogram 1	1	1022.955822935	1023.717615833	815.229	1048.151	sc
385	Spectrogram 1	1	1022.972205578	1025.577045810	145.577	465.845	sc
386	Spectrogram 1	1	1026.556989005	1027.318781903	2300.110	2727.135	sc
387	Spectrogram 1	1	1027.834835156	1028.973428842	77.641	504.665	sc
388	Spectrogram 1	1	1031.117106220	1033.558120023	67.936	524.076	sc
389	Spectrogram 1	1	1032.381979989	1033.037285708	2047.777	2698.019	un
390	Spectrogram 1	1	1034.990050994	1036.063114108	1766.329	2746.545	un
391	Spectrogram 1	1	1034.195492810	1037.177133830	106.756	456.140	sc
392	Spectrogram 1	1	1039.357861443	1040.258906807	155.282	368.794	sc
393	Spectrogram 1	1	1042.310245858	1044.784024946	67.936	436.730	sc
394	Spectrogram 1	1	1043.300261638	1044.586299111	659.947	1203.433	sc
395	Spectrogram 1	1	1045.550762423	1047.959010939	106.756	397.909	sc
396	Spectrogram 1	1	1046.253857863	1047.834782909	514.371	2591.263	sc
397	Spectrogram 1	1	1048.280987247	1048.895336359	601.717	999.626	sc
398	Spectrogram 1	1	1048.985440895	1049.992973438	504.665	1698.393	sc
399	Spectrogram 1	1	1050.132225903	1051.049653909	116.461	378.499	sc
400	Spectrogram 1	1	1052.861899672	1055.442165939	135.871	378.499	sc
401	Spectrogram 1	1	1055.953357064	1057.796404398	48.526	388.204	sc
402	Spectrogram 1	1	1058.535157650	1059.116741476	106.756	592.011	sc
403	Spectrogram 1	1	1060.477037053	1061.533717525	126.166	397.909	sc
404	Spectrogram 1	1	1062.052283602	1062.756737249	155.282	504.665	sc
405	Spectrogram 1	1	1063.969562095	1065.910905287	87.346	533.781	sc
406	Spectrogram 1	1	1066.225244141	1066.593853608	174.692	659.947	
407	Spectrogram 1	1	1066.896932503	1068.772745123	135.871	436.730	sc
408	Spectrogram 1	1	1069.356940191	1069.741932301	126.166	271.743	sc
