Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
31	Spectrogram 1	1	78.396206760	79.039756234	726.543	922.594	0.6435	196.051	-70.13	
32	Spectrogram 1	1	78.893494812	79.241721710	26.917	419.897	0.3482	392.980	-62.44	
33	Spectrogram 1	1	80.693501287	81.282230215	0.000	312.231	0.5887	312.231	-57.68	
34	Spectrogram 1	1	82.762819855	83.018353262	32.300	312.231	0.2555	279.931	-63.23	
35	Spectrogram 1	1	85.427129874	86.443000428	516.797	888.245	1.0159	371.448	-69.67	
36	Spectrogram 1	1	86.563251036	86.920246237	791.345	990.527	0.3570	199.182	-69.54	
37	Spectrogram 1	1	86.886425639	87.589142508	0.000	253.015	0.7027	253.015	-63.75	
38	Spectrogram 1	1	89.227561299	89.533199295	43.235	405.331	0.3056	362.096	-61.24	
39	Spectrogram 1	1	90.153243124	90.552827226	697.169	961.985	0.3996	264.816	-70.55	
40	Spectrogram 1	1	93.321104127	93.909833055	351.287	918.750	0.5887	567.463	-72.25	
41	Spectrogram 1	1	96.888548752	97.286880239	705.212	888.245	0.3983	183.033	-69.83	
42	Spectrogram 1	1	97.339490058	97.640117596	662.146	915.161	0.3006	253.015	-68.67	
43	Spectrogram 1	1	97.680201268	98.484379931	645.996	1012.061	0.8042	366.065	-73.51	
44	Spectrogram 1	1	99.834702024	101.247651451	608.313	974.377	1.4129	366.064	-73.48	
45	Spectrogram 1	1	103.667706316	104.216351572	640.613	909.778	0.5486	269.165	-69.24	
46	Spectrogram 1	1	107.240167822	108.678169544	511.414	899.011	1.4380	387.597	-71.97	
47	Spectrogram 1	1	110.902817103	111.794678798	506.030	888.245	0.8919	382.215	-70.02	
48	Spectrogram 1	1	114.262333780	115.008892165	511.414	855.945	0.7466	344.531	-70.06	
49	Spectrogram 1	1	115.141167635	116.214077432	279.474	518.498	1.0729	239.024	-68.31	
50	Spectrogram 1	1	116.832701387	117.341262972	0.000	247.632	0.5086	247.632	-58.90	
51	Spectrogram 1	1	118.318304083	119.555887447	608.313	888.245	1.2376	279.932	-72.58	
52	Spectrogram 1	1	123.093274358	123.438996026	581.396	802.112	0.3457	220.716	-71.45	
53	Spectrogram 1	1	123.619372549	124.375951852	339.148	619.080	0.7566	279.932	-67.39	
54	Spectrogram 1	1	128.394344528	129.025662357	543.713	823.645	0.6313	279.932	-72.46	
55	Spectrogram 1	1	129.754685469	130.120448973	597.546	866.711	0.3658	269.165	-69.09	
56	Spectrogram 1	1	132.432777495	133.041548259	430.664	759.045	0.6088	328.381	-71.24	
57	Spectrogram 1	1	135.849912492	136.313379946	576.013	791.345	0.4635	215.332	-71.55	
58	Spectrogram 1	1	138.776022010	140.226549880	414.514	866.711	1.4505	452.197	-70.95	
59	Spectrogram 1	1	142.258293350	143.636169565	468.347	1001.294	1.3779	532.947	-73.65	
60	Spectrogram 1	1	144.763524399	146.281693464	414.514	802.112	1.5182	387.598	-70.59	
61	Spectrogram 1	1	149.701334736	149.961878602	565.247	785.962	0.2605	220.715	-68.31	
62	Spectrogram 1	1	149.984425668	151.046642967	473.730	904.395	1.0622	430.665	-71.17	
63	Spectrogram 1	1	153.298846822	153.586948213	430.664	764.429	0.2881	333.765	-73.33	
64	Spectrogram 1	1	153.606990048	153.937680340	479.114	759.045	0.3307	279.931	-71.27	
65	Spectrogram 1	1	153.987784929	154.418684400	543.713	791.345	0.4309	247.632	-69.51	
66	Spectrogram 1	1	155.831635108	156.457942478	419.897	613.696	0.6263	193.799	-67.62	
67	Spectrogram 1	1	157.299701636	158.053775710	500.647	812.878	0.7541	312.231	-71.98	
68	Spectrogram 1	1	161.035001914	162.245027753	516.797	823.645	1.2100	306.848	-70.85	
69	Spectrogram 1	1	162.245029428	163.257142138	419.897	791.345	1.0121	371.448	-73.18	
70	Spectrogram 1	1	163.337310778	164.973225628	387.598	812.878	1.6359	425.280	-71.03	
71	Spectrogram 1	1	164.998279596	165.709764769	382.214	915.161	0.7115	532.947	-72.89	
72	Spectrogram 1	1	165.722290916	166.824591888	489.880	909.778	1.1023	419.898	-74.33	
73	Spectrogram 1	1	167.285556597	168.012073146	376.831	645.996	0.7265	269.165	-72.93	
74	Spectrogram 1	1	171.734848529	172.614184077	344.531	662.146	0.8793	317.615	-70.13	
75	Spectrogram 1	1	173.102705500	174.272647667	483.434	719.441	1.1699	236.007	-70.56	
76	Spectrogram 1	1	175.229647111	176.331948083	384.463	715.635	1.1023	331.172	-70.10	
77	Spectrogram 1	1	176.429654031	177.514418396	555.759	708.022	1.0848	152.263	-68.11	
78	Spectrogram 1	1	179.005032529	179.929462208	384.463	612.858	0.9244	228.395	-70.28	
79	Spectrogram 1	1	180.355353164	181.066838336	540.533	841.252	0.7115	300.719	-72.43	
80	Spectrogram 1	1	182.672692594	183.592111813	399.690	612.858	0.9194	213.168	-69.83	
81	Spectrogram 1	1	184.331155582	185.558718027	548.146	700.409	1.2276	152.263	-67.52	
82	Spectrogram 1	1	187.076890063	187.665618991	346.398	567.179	0.5887	220.781	-66.89	
83	Spectrogram 1	1	190.839748848	191.468561447	258.847	532.920	0.6288	274.073	-64.35	
84	Spectrogram 1	1	195.015971199	195.937895648	384.463	548.146	0.9219	163.683	-67.60	
85	Spectrogram 1	1	195.689877929	197.310761403	601.438	787.960	1.6209	186.522	-69.02	
86	Spectrogram 1	1	198.355445034	199.976328507	346.398	780.347	1.6209	433.949	-67.69	
87	Spectrogram 1	1	206.236905459	207.745053607	300.719	559.566	1.5081	258.847	-69.33	
88	Spectrogram 1	1	209.809366047	211.480354111	338.785	567.179	1.6710	228.394	-69.46	
89	Spectrogram 1	1	210.904152603	212.284534047	529.113	749.894	1.3804	220.781	-71.67	
90	Spectrogram 1	1	214.664504232	214.982668376	342.591	468.208	0.3182	125.617	-64.31	
91	Spectrogram 1	1	216.523387065	217.004391125	270.266	506.274	0.4810	236.008	-67.63	
92	Spectrogram 1	1	218.853253290	219.326741662	308.332	475.821	0.4735	167.489	-67.91	
93	Spectrogram 1	1	221.826957403	222.583536706	449.175	711.828	0.7566	262.653	-72.61	
94	Spectrogram 1	1	222.443243856	223.625712170	247.427	475.821	1.1825	228.394	-68.76	
95	Spectrogram 1	1	225.662467585	226.494203772	251.234	513.887	0.8317	262.653	-68.01	!
96	Spectrogram 1	1	228.450790265	229.164780667	498.660	658.536	0.7140	159.876	-71.57	
97	Spectrogram 1	1	229.292549531	230.424913256	228.394	460.595	1.1324	232.201	-70.90	
98	Spectrogram 1	1	230.542660284	231.755191353	228.394	475.821	1.2125	247.427	-69.84	
99	Spectrogram 1	1	230.818235527	231.271682063	574.792	795.573	0.4534	220.781	-73.44	
100	Spectrogram 1	1	231.598493611	233.071797973	495.894	680.413	1.4733	184.519	-73.26	
101	Spectrogram 1	1	234.150194679	235.325147306	177.649	479.114	1.1750	301.465	-66.67	
102	Spectrogram 1	1	238.315719311	239.187539170	188.416	446.814	0.8718	258.398	-67.00	
103	Spectrogram 1	1	238.686493274	239.438062118	484.497	715.979	0.7516	231.482	-72.69	
104	Spectrogram 1	1	239.548293296	240.162074518	215.332	436.047	0.6138	220.715	-68.45	
105	Spectrogram 1	1	242.444341816	242.840168074	392.981	732.129	0.3958	339.148	-69.01	
106	Spectrogram 1	1	242.875241287	243.624304901	506.030	683.679	0.7491	177.649	-65.62	
107	Spectrogram 1	1	245.846447123	247.194260584	145.349	446.814	1.3478	301.465	-65.87	
108	Spectrogram 1	1	249.589264342	250.646471183	177.649	430.664	1.0572	253.015	-68.04	
109	Spectrogram 1	1	250.212274040	251.513373996	622.751	738.075	1.3011	115.324	-70.33	
110	Spectrogram 1	1	253.031453106	253.870704982	150.732	349.915	0.8393	199.183	-65.55	
111	Spectrogram 1	1	253.397216610	254.379266566	441.431	694.446	0.9820	253.015	-74.43	
112	Spectrogram 1	1	255.616851695	256.378441458	468.347	780.579	0.7616	312.232	-75.08	
113	Spectrogram 1	1	255.251088191	256.335852556	183.032	425.281	1.0848	242.249	-68.10	
114	Spectrogram 1	1	256.428546445	257.550889252	123.816	376.831	1.1223	253.015	-64.34	
115	Spectrogram 1	1	256.884498210	257.726255315	500.647	715.979	0.8418	215.332	-72.11	
116	Spectrogram 1	1	258.976366611	259.725430225	220.715	425.281	0.7491	204.566	-68.23	
117	Spectrogram 1	1	259.993489780	260.702469723	522.180	775.195	0.7090	253.015	-73.55	
118	Spectrogram 1	1	261.103307131	261.764687714	419.897	769.812	0.6614	349.915	-72.17	
119	Spectrogram 1	1	263.545906438	265.016476143	140.843	333.075	1.4706	192.232	-64.13	
120	Spectrogram 1	1	265.044034748	265.254474025	190.328	433.949	0.2104	243.621	-65.47	
121	Spectrogram 1	1	266.708260211	267.163460583	190.285	369.038	0.4552	178.753	-62.26	
122	Spectrogram 1	1	270.289989605	270.826108714	159.876	464.401	0.5361	304.525	-66.44	
123	Spectrogram 1	1	271.794378776	272.266614533	437.755	612.858	0.4722	175.103	-72.63	
124	Spectrogram 1	1	273.307534837	273.908789913	232.201	422.529	0.6013	190.328	-67.31	
125	Spectrogram 1	1	274.880815762	275.698773187	441.562	757.507	0.8180	315.945	-71.01	
126	Spectrogram 1	1	277.936693945	278.408929702	433.949	700.409	0.4722	266.460	-71.80	
127	Spectrogram 1	1	280.053610024	280.242754850	175.102	388.270	0.1891	213.168	-67.82	
128	Spectrogram 1	1	280.257786227	280.365511095	152.263	464.401	0.1077	312.138	-66.03	
129	Spectrogram 1	1	280.365511095	280.782631803	144.650	532.920	0.4171	388.270	-65.28	
130	Spectrogram 1	1	281.526889057	283.994331668	388.270	708.022	2.4674	319.752	-73.08	
131	Spectrogram 1	1	285.455107801	287.689772498	349.915	672.913	2.2347	322.998	-70.32	
132	Spectrogram 1	1	286.256781235	287.960337281	75.366	360.681	1.7036	285.315	-60.12	
133	Spectrogram 1	1	289.683935164	290.826319807	156.116	436.047	1.1424	279.931	-65.91	
134	Spectrogram 1	1	292.830503392	293.692302333	134.583	349.915	0.8618	215.332	-66.53	
135	Spectrogram 1	1	293.668416966	296.020922159	426.336	692.795	2.3525	266.459	-70.82	
136	Spectrogram 1	1	295.865033831	297.636498585	129.423	380.657	1.7715	251.234	-63.99	
137	Spectrogram 1	1	297.551468277	298.699377438	395.883	631.890	1.1479	236.007	-70.81	
138	Spectrogram 1	1	299.252074441	301.363660428	182.715	388.270	2.1116	205.555	-68.32	
139	Spectrogram 1	1	300.740104834	303.050094874	441.562	768.927	2.3100	327.365	-70.16	
140	Spectrogram 1	1	303.574448750	304.694014475	350.204	601.438	1.1196	251.234	-71.29	
141	Spectrogram 1	1	304.807388219	306.224560023	456.788	768.927	1.4172	312.139	-70.51	
142	Spectrogram 1	1	10.677578862	11.643197679	246.378	319.924	0.9656	73.546	-59.94	
143	Spectrogram 1	1	14.672148314	15.783376318	95.610	205.928	1.1112	110.318	-58.02	
145	Spectrogram 1	1	21.672556031	22.507892944	95.610	205.928	0.8353	110.318	-61.97	
146	Spectrogram 1	1	22.638174848	24.499384827	81.207	235.346	1.8612	154.139	-59.98	
149	Spectrogram 1	1	106.490799519	106.774354251	132.382	507.466	0.2836	375.084	-64.29	
150	Spectrogram 1	1	118.937005879	120.531043291	275.797	614.107	1.5940	338.310	-71.68	
151	Spectrogram 1	1	35.476821913	35.476821913	124.811	124.811	0.0000	0.000	-64.45	
152	Spectrogram 1	1	2.496247044	3.118611216	39.241	372.788	0.6224	333.547	-59.33	
153	Spectrogram 1	1	15.871695344	16.575237451	163.504	438.190	0.7035	274.686	-61.38	
154	Spectrogram 1	1	19.043239134	19.864038260	111.182	372.788	0.8208	261.606	-60.65	
156	Spectrogram 1	1	26.348542996	27.027543515	109.624	334.091	0.6790	224.467	-62.72	
157	Spectrogram 1	1	32.517584161	33.123488552	193.146	391.513	0.6059	198.366	-58.32	
158	Spectrogram 1	1	38.249272070	39.078404395	83.523	203.587	0.8291	120.064	-51.50	
161	Spectrogram 1	1	58.729599362	59.099519938	265.246	449.765	0.3699	184.519	-65.75	
162	Spectrogram 1	1	69.618537381	70.383890296	801.504	951.425	0.7654	149.922	-69.59	
163	Spectrogram 1	1	83.772317331	84.677984948	213.350	415.167	0.9057	201.817	-69.42	
164	Spectrogram 1	1	85.420939151	85.892906782	115.324	524.725	0.4720	409.401	-61.60	
165	Spectrogram 1	1	88.603531691	88.762980215	253.713	818.802	0.1594	565.089	-68.91	
166	Spectrogram 1	1	92.703616628	92.863065152	467.063	818.802	0.1594	351.739	-61.81	
167	Spectrogram 1	1	92.384719580	92.767396037	103.792	426.700	0.3827	322.908	-63.44	
168	Spectrogram 1	1	94.815892258	95.689670170	247.947	392.103	0.8738	144.155	-69.48	
169	Spectrogram 1	1	96.468450838	96.902150824	86.493	443.998	0.4337	357.505	-64.08	
170	Spectrogram 1	1	99.112703319	99.571915068	74.961	432.466	0.4592	357.505	-64.57	
171	Spectrogram 1	1	98.755538625	99.093569496	80.727	207.584	0.3380	126.857	-67.80	
172	Spectrogram 1	1	101.026085607	101.600100294	74.961	207.584	0.5740	132.623	-63.36	
173	Spectrogram 1	1	103.063373692	103.643766319	51.896	490.128	0.5804	438.232	-65.75	
174	Spectrogram 1	1	105.252624914	105.609789608	172.986	472.829	0.3572	299.843	-65.20	
175	Spectrogram 1	1	109.040145279	109.480223206	57.662	247.947	0.4401	190.285	-63.08	
176	Spectrogram 1	1	111.737114169	112.661915609	57.662	299.843	0.9248	242.181	-62.84	
177	Spectrogram 1	1	116.771130353	117.734199439	432.466	593.920	0.9631	161.454	-73.65	
178	Spectrogram 1	1	121.047743571	121.443175911	219.116	645.816	0.3954	426.700	-65.53	
179	Spectrogram 1	1	124.758649221	124.981877155	242.181	507.427	0.2232	265.246	-63.10	
180	Spectrogram 1	1	124.726759517	125.300774203	513.193	715.010	0.5740	201.817	-70.41	
181	Spectrogram 1	1	136.624949236	136.988491871	265.246	513.193	0.3635	247.947	-62.82	
182	Spectrogram 1	1	138.005697535	138.771050451	518.959	663.115	0.7654	144.155	-73.37	
183	Spectrogram 1	1	140.142307757	140.735456267	28.831	219.116	0.5931	190.285	-61.76	
184	Spectrogram 1	1	140.486716569	140.869393027	219.116	605.452	0.3827	386.336	-64.04	
185	Spectrogram 1	1	141.721800248	142.334082580	46.130	172.986	0.6123	126.857	-64.17	
186	Spectrogram 1	1	142.461641399	142.857073739	11.532	213.350	0.3954	201.817	-58.83	
187	Spectrogram 1	1	144.324000160	144.751322205	201.817	397.869	0.4273	196.051	-63.31	
188	Spectrogram 1	1	145.728532363	146.257901463	126.857	265.246	0.5294	138.389	-64.44	
189	Spectrogram 1	1	152.635935329	153.146170606	472.829	726.543	0.5102	253.713	-71.78	
190	Spectrogram 1	1	160.532902721	160.794398301	103.792	282.544	0.2615	178.753	-62.29	
191	Spectrogram 1	1	164.532588020	164.928020360	207.584	392.103	0.3954	184.519	-61.76	
192	Spectrogram 1	1	168.807785083	169.853767400	570.855	772.673	1.0460	201.817	-71.91	
193	Spectrogram 1	1	169.043768898	169.266996832	149.922	380.570	0.2232	230.649	-62.15	
194	Spectrogram 1	1	174.854476824	175.160617990	86.493	196.051	0.3061	109.558	-62.15	
195	Spectrogram 1	1	185.671405762	186.168885157	542.024	686.179	0.4975	144.155	-71.09	
196	Spectrogram 1	1	185.556602825	185.990302810	247.947	392.103	0.4337	144.155	-64.14	
197	Spectrogram 1	1	186.423846943	186.997861629	409.401	593.920	0.5740	184.519	-70.53	
198	Spectrogram 1	1	187.723530744	188.310301312	380.570	697.712	0.5868	317.142	-69.16	
199	Spectrogram 1	1	187.296208699	187.583216043	46.130	207.584	0.2870	161.454	-60.99	
200	Spectrogram 1	1	189.026327596	189.549318755	507.427	726.543	0.5230	219.116	-68.47	
201	Spectrogram 1	1	190.129711383	190.403962844	74.961	155.688	0.2743	80.727	-57.89	
202	Spectrogram 1	1	191.592468763	192.096326099	46.130	224.882	0.5039	178.753	-60.69	
203	Spectrogram 1	1	191.605224644	192.230262859	582.388	853.400	0.6250	271.012	-71.84	
204	Spectrogram 1	1	192.568886176	192.824003815	126.857	501.661	0.2551	374.804	-61.32	
205	Spectrogram 1	1	195.920934251	196.750066576	415.167	565.089	0.8291	149.922	-69.61	
206	Spectrogram 1	1	197.309753373	198.075106288	259.480	484.362	0.7654	224.882	-67.93	
207	Spectrogram 1	1	200.185816612	200.472823956	265.246	518.959	0.2870	253.713	-63.51	
208	Spectrogram 1	1	201.111722502	201.959988650	230.649	461.297	0.8483	230.649	-72.27	
209	Spectrogram 1	1	202.643532782	203.708648923	530.492	715.010	1.0651	184.519	-74.46	
210	Spectrogram 1	1	202.956051889	203.274948937	34.597	190.285	0.3189	155.688	-59.63	
211	Spectrogram 1	1	203.861131074	204.007823716	588.154	715.010	0.1467	126.857	-62.80	
212	Spectrogram 1	1	205.329241369	205.660894299	213.350	340.207	0.3317	126.857	-68.13	
213	Spectrogram 1	1	206.976959037	209.215616315	501.661	715.010	2.2387	213.350	-73.46	
214	Spectrogram 1	1	208.848060491	210.193806034	219.116	403.635	1.3457	184.519	-70.51	
215	Spectrogram 1	1	212.005857583	212.324754631	247.947	403.635	0.3189	155.688	-64.98	
216	Spectrogram 1	1	213.012156100	214.128295768	334.440	518.959	1.1161	184.519	-72.90	
217	Spectrogram 1	1	214.521131074	215.158925170	530.492	738.075	0.6378	207.584	-69.82	
218	Spectrogram 1	1	215.620501672	215.856485488	276.778	530.492	0.2360	253.713	-63.22	
219	Spectrogram 1	1	217.156013436	218.074436934	144.155	294.077	0.9184	149.922	-66.38	
220	Spectrogram 1	1	219.209398720	219.445382536	92.259	196.051	0.2360	103.792	-60.95	
221	Spectrogram 1	1	219.649476646	219.847192816	265.246	415.167	0.1977	149.922	-59.35	
222	Spectrogram 1	1	218.431289923	220.472231031	513.193	749.608	2.0409	236.415	-71.98	
223	Spectrogram 1	1	221.254044307	221.579319296	247.947	403.635	0.3253	155.688	-68.41	
224	Spectrogram 1	1	223.744477905	224.159044067	132.623	415.167	0.4146	282.544	-62.57	
225	Spectrogram 1	1	227.617273260	227.948926190	219.116	542.024	0.3317	322.908	-64.97	
226	Spectrogram 1	1	228.888848263	229.131210020	265.246	392.103	0.2424	126.857	-68.33	
227	Spectrogram 1	1	229.493336499	230.239555592	478.596	680.413	0.7462	201.817	-77.16	
228	Spectrogram 1	1	233.603375972	233.826603906	340.207	443.998	0.2232	103.792	-68.64	
229	Spectrogram 1	1	239.807747828	240.738927209	507.427	703.478	0.9312	196.051	-71.40	
230	Spectrogram 1	1	242.081919866	243.638137460	207.584	380.570	1.5562	172.986	-66.86	
231	Spectrogram 1	1	246.158888755	246.618100505	518.959	680.413	0.4592	161.454	-69.24	
232	Spectrogram 1	1	249.855109346	251.245500475	536.258	628.517	1.3904	92.259	-70.04	
233	Spectrogram 1	1	252.259281383	252.488887257	161.454	449.765	0.2296	288.311	-63.29	
234	Spectrogram 1	1	258.139991707	258.662982866	374.804	478.596	0.5230	103.792	-72.78	
235	Spectrogram 1	1	259.887391678	260.518807833	161.454	386.336	0.6314	224.882	-63.11	
236	Spectrogram 1	1	261.834716718	262.300306408	495.894	628.517	0.4656	132.623	-74.90	
237	Spectrogram 1	1	262.574557870	263.913925472	542.024	645.816	1.3394	103.792	-74.63	
238	Spectrogram 1	1	264.073373996	265.661481295	484.362	611.219	1.5881	126.857	-74.43	
240	Spectrogram 1	1	268.739324093	268.937040263	28.831	374.804	0.1977	345.973	-52.34	
241	Spectrogram 1	1	273.665584157	274.182197374	109.558	236.415	0.5166	126.857	-60.62	
242	Spectrogram 1	1	275.347788563	275.851645899	196.051	369.038	0.5039	172.986	-68.73	
243	Spectrogram 1	1	276.087629714	276.521329700	224.882	345.973	0.4337	121.090	-66.13	
244	Spectrogram 1	1	276.554088577	276.968654740	149.922	317.142	0.4146	167.220	-62.12	
245	Spectrogram 1	1	277.051567972	277.293929729	184.519	288.311	0.2424	103.792	-66.50	
246	Spectrogram 1	1	277.332197374	278.014637057	172.986	305.609	0.6824	132.623	-67.40	
247	Spectrogram 1	1	278.894404776	279.391884171	259.480	495.894	0.4975	236.415	-68.37	
248	Spectrogram 1	1	278.562751846	278.690310665	530.492	772.673	0.1276	242.181	-68.05	
249	Spectrogram 1	1	284.099520917	284.609756194	224.882	386.336	0.5102	161.454	-67.30	
250	Spectrogram 1	1	296.836766533	297.053616525	542.024	761.140	0.2168	219.116	-71.24	
251	Spectrogram 1	1	297.213065049	297.557473861	524.725	795.737	0.3444	271.012	-69.96	
252	Spectrogram 1	1	300.076372407	300.605741507	443.998	542.024	0.5294	98.026	-71.42	
