Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
40	Spectrogram 1	1	225.591555015	226.230085518	370.577	494.103	
41	Spectrogram 1	1	228.821471919	229.011910841	638.217	844.093	un
42	Spectrogram 1	1	234.033127101	234.537230130	473.516	597.042	un
43	Spectrogram 1	1	246.542605084	247.774856932	398.028	507.828	
44	Spectrogram 1	1	249.134989252	249.415046490	371.231	644.318	un
45	Spectrogram 1	1	250.485179951	250.832450927	356.852	651.942	un
46	Spectrogram 1	1	250.518786820	250.754034900	1091.145	1310.746	un
47	Spectrogram 1	1	251.932215464	252.313093308	329.402	603.904	un
48	Spectrogram 1	1	255.180879428	255.830612221	267.639	1626.423	un
49	Spectrogram 1	1	251.465065475	251.689111265	5945.350	7926.031	d
50	Spectrogram 1	1	251.364244869	251.588290659	3964.668	5706.713	d
52	Spectrogram 1	1	253.529715574	253.944200287	295.297	658.091	un
53	Spectrogram 1	1	256.986759170	257.378839303	320.609	683.403	un
54	Spectrogram 1	1	258.457513832	259.062437466	371.231	464.039	
55	Spectrogram 1	1	259.040032887	259.308887836	320.609	548.410	un
56	Spectrogram 1	1	261.806646266	262.579604244	354.357	497.787	
57	Spectrogram 1	1	260.932867683	261.436970712	75.934	320.609	un
58	Spectrogram 1	1	263.106111852	263.442180538	337.483	632.780	un
59	Spectrogram 1	1	267.447078860	267.917575021	185.616	286.860	
60	Spectrogram 1	1	269.620323030	270.438090165	345.920	472.476	s
61	Spectrogram 1	1	273.292952352	273.998696592	362.794	480.913	s
62	Spectrogram 1	1	275.234345081	275.648829794	84.371	421.853	un
63	Spectrogram 1	1	277.846981172	278.552725413	388.105	539.972	s
64	Spectrogram 1	1	281.619432529	282.145940137	312.172	404.979	s
65	Spectrogram 1	1	285.036130837	285.853897972	286.860	438.728	s
66	Spectrogram 1	1	293.313346873	294.209530036	303.735	430.291	s
67	Spectrogram 1	1	296.842068076	297.738251238	269.986	413.416	s
68	Spectrogram 1	1	305.555530401	306.104442588	227.801	396.542	s
69	Spectrogram 1	1	308.695000300	309.400744541	219.364	388.105	s
70	Spectrogram 1	1	312.922813591	313.482928068	227.801	388.105	s
71	Spectrogram 1	1	317.075584821	318.117397747	219.364	396.542	s
72	Spectrogram 1	1	320.727531208	321.198027368	236.238	371.231	s
73	Spectrogram 1	1	325.020511602	325.491007763	244.675	413.416	s
74	Spectrogram 1	1	322.970492618	323.272954435	8889.520	11607.158	d
75	Spectrogram 1	1	329.153240627	329.634939077	244.675	345.920	s
76	Spectrogram 1	1	326.789557535	327.092019353	9402.496	12001.114	d
77	Spectrogram 1	1	333.802190783	334.183068627	8086.313	10212.455	d
78	Spectrogram 1	1	333.802190783	334.295091522	9368.748	14498.486	d
79	Spectrogram 1	1	332.536332065	333.174862569	227.801	362.794	s
80	Spectrogram 1	1	336.793210819	337.308516137	202.490	379.668	s
81	Spectrogram 1	1	340.893248788	341.643802186	160.304	388.105	s
82	Spectrogram 1	1	344.553206064	345.214141147	185.616	388.105	s
83	Spectrogram 1	1	348.658511620	349.173816938	210.927	396.542	s
84	Spectrogram 1	1	352.192861908	352.909808438	177.178	371.231	s
85	Spectrogram 1	1	355.794161808	356.432692311	219.364	396.542	s
86	Spectrogram 1	1	359.798332354	360.179210198	210.927	379.668	s
87	Spectrogram 1	1	366.642639024	367.538822186	185.616	379.668	s
88	Spectrogram 1	1	366.104929126	366.597829866	9264.487	12199.715	d
89	Spectrogram 1	1	366.586627576	366.833077946	5042.459	8049.278	d
90	Spectrogram 1	1	371.620677315	371.934341422	8724.802	14261.166	d
91	Spectrogram 1	1	370.990626589	371.819596014	185.616	354.357	s
92	Spectrogram 1	1	374.247182730	374.796094917	219.364	404.979	s
93	Spectrogram 1	1	377.809510801	378.537659620	236.238	388.105	s
94	Spectrogram 1	1	375.287627980	375.847742456	227.801	354.357	s
95	Spectrogram 1	1	392.232939661	392.882672454	237.866	383.654	ד
96	Spectrogram 1	1	396.137530145	396.865678964	122.769	375.981	s
97	Spectrogram 1	1	399.704669233	400.298390578	222.519	368.308	s
98	Spectrogram 1	1	403.314887103	403.841394711	214.846	368.308	s
99	Spectrogram 1	1	409.217316735	409.979072423	191.827	360.635	s
100	Spectrogram 1	1	413.451063133	413.775929530	260.885	352.962	s
101	Spectrogram 1	1	419.102720952	419.786060614	207.173	383.654	s
102	Spectrogram 1	1	422.934283564	423.438386593	145.789	360.635	s
103	Spectrogram 1	1	427.681897710	428.331630502	191.827	360.635	s
104	Spectrogram 1	1	430.424357150	431.085292232	214.846	368.308	s
105	Spectrogram 1	1	431.522181524	431.970273105	199.500	337.616	s
106	Spectrogram 1	1	436.148727100	436.876875920	191.827	375.981	s
107	Spectrogram 1	1	443.837598682	444.240881105	237.866	360.635	s
108	Spectrogram 1	1	445.282694032	445.786797061	230.192	375.981	s
109	Spectrogram 1	1	451.218446718	452.898790148	9568.033	14540.191	d
110	Spectrogram 1	1	453.436500046	454.735965631	9752.187	16719.346	d
111	Spectrogram 1	1	455.531328188	456.931614380	9619.307	16999.393	d
112	Spectrogram 1	1	457.928674082	459.317757984	9559.700	16342.706	d
113	Spectrogram 1	1	454.574353968	454.921624944	207.173	314.596	s
114	Spectrogram 1	1	467.301759096	467.749850678	214.846	337.616	s
115	Spectrogram 1	1	471.753527181	472.078393578	222.519	329.943	s
116	Spectrogram 1	1	479.929595867	480.512114923	222.519	352.962	s
117	Spectrogram 1	1	496.883282650	497.364981100	184.154	375.981	s
118	Spectrogram 1	1	560.340816078	562.267609877	9744.875	16374.419	d
