Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
59	Spectrogram 1	1	57.492451757	57.707021238	323.601	639.848	0.2146	316.247	-49.93	
60	Spectrogram 1	1	58.097147568	58.175172833	610.430	735.458	0.0780	125.028	-38.91	
61	Spectrogram 1	1	59.709669729	60.489922388	198.574	353.020	0.7803	154.446	-53.77	
62	Spectrogram 1	1	60.593956075	61.042601354	242.701	316.247	0.4486	73.546	-50.58	
64	Spectrogram 1	1	59.512742664	60.403531116	1125.250	1360.597	0.8908	235.347	-61.41	
65	Spectrogram 1	1	63.364018340	63.650110981	220.637	301.538	0.2861	80.901	-49.54	
66	Spectrogram 1	1	63.949207834	64.443367851	1248.773	2719.689	0.4942	1470.916	-59.10	
67	Spectrogram 1	1	66.966184781	67.213264790	485.402	904.613	0.2471	419.211	-55.04	
68	Spectrogram 1	1	65.412181569	65.880333164	323.601	433.920	0.4682	110.319	-44.30	
69	Spectrogram 1	1	61.199364631	61.563482539	294.183	419.211	0.3641	125.028	-45.04	
70	Spectrogram 1	1	67.304571626	67.415107420	3206.596	3677.289	0.1105	470.693	-57.87	
71	Spectrogram 1	1	68.195360078	68.331904294	2294.628	2809.449	0.1365	514.821	-58.06	
72	Spectrogram 1	1	71.152456247	71.341017306	1926.899	2574.102	0.1886	647.203	-61.47	
73	Spectrogram 1	1	69.539934086	69.904051993	301.538	397.147	0.3641	95.609	-38.27	
74	Spectrogram 1	1	72.380785431	72.471814907	1912.190	2456.429	0.0910	544.239	-59.25	
75	Spectrogram 1	1	76.675383419	76.935467638	382.438	2118.118	0.2601	1735.680	-59.33	
76	Spectrogram 1	1	76.935467638	78.151361365	1691.553	2324.047	1.2159	632.494	-60.97	
77	Spectrogram 1	1	78.053829782	78.970626656	1720.971	2721.194	0.9168	1000.223	-63.64	
78	Spectrogram 1	1	79.237212981	80.979777252	1882.772	3103.632	1.7426	1220.860	-65.14	
79	Spectrogram 1	1	81.808983034	81.939025143	102.964	433.920	0.1300	330.956	-46.30	
80	Spectrogram 1	1	84.591884183	85.411149475	1382.661	2073.991	0.8193	691.330	-56.88	
81	Spectrogram 1	1	86.454477690	87.130696661	51.482	183.864	0.6762	132.382	-51.50	
82	Spectrogram 1	1	87.111190344	87.637860889	279.474	353.020	0.5267	73.546	-49.66	
83	Spectrogram 1	1	87.182713505	87.520822990	1542.358	2347.308	0.3381	804.950	-60.63	
84	Spectrogram 1	1	88.957788303	89.269889367	503.789	816.358	0.3121	312.569	-49.53	
85	Spectrogram 1	1	88.671695662	89.679522012	2309.337	2927.122	1.0078	617.785	-62.08	
86	Spectrogram 1	1	92.924993401	93.094048143	272.119	544.239	0.1691	272.120	-48.43	
87	Spectrogram 1	1	94.322946081	94.550519773	1199.320	2738.659	0.2276	1539.339	-61.15	
88	Spectrogram 1	1	97.714622169	98.299811663	1279.316	1414.528	0.5852	135.212	-51.48	
89	Spectrogram 1	1	100.048878039	100.731599115	1206.509	1508.137	0.6827	301.628	-59.39	
90	Spectrogram 1	1	101.667902306	101.947492842	1014.932	1191.442	0.2796	176.510	-56.33	
91	Spectrogram 1	1	101.927986525	102.240087589	1560.142	2371.415	0.3121	811.273	-62.69	
92	Spectrogram 1	1	101.147733867	101.264771766	364.033	665.660	0.1170	301.627	-42.59	
93	Spectrogram 1	1	105.307120589	105.664736391	911.968	1220.860	0.3576	308.892	-54.16	
94	Spectrogram 1	1	108.842033232	109.589775364	875.195	1441.497	0.7477	566.302	-63.12	
95	Spectrogram 1	1	108.302358477	108.399890059	338.311	603.075	0.0975	264.764	-41.96	
96	Spectrogram 1	1	110.396036444	111.390858584	823.713	1345.888	0.9948	522.175	-60.72	
97	Spectrogram 1	1	112.411689146	112.574241783	220.637	669.267	0.1626	448.630	-43.30	
98	Spectrogram 1	1	111.878516496	112.346668091	514.820	647.203	0.4682	132.383	-56.50	
99	Spectrogram 1	1	112.683590747	113.645902359	683.976	1537.107	0.9623	853.131	-61.55	
100	Spectrogram 1	1	116.773415099	117.105022479	625.139	1066.414	0.3316	441.275	-46.33	
101	Spectrogram 1	1	116.435305614	116.493824563	397.147	529.530	0.0585	132.383	-40.52	
102	Spectrogram 1	1	119.892992839	121.024359194	470.693	581.012	1.1314	110.319	-55.44	
103	Spectrogram 1	1	120.335136012	121.687573954	669.267	831.067	1.3524	161.800	-55.21	
104	Spectrogram 1	1	121.095882354	121.167405515	367.729	639.848	0.0715	272.119	-41.67	
105	Spectrogram 1	1	122.565358195	123.176556111	1132.605	1309.115	0.6112	176.510	-59.69	
106	Spectrogram 1	1	123.554123298	125.023599139	1191.442	1448.852	1.4695	257.410	-58.81	
107	Spectrogram 1	1	127.954208815	128.409356199	581.012	1022.286	0.4551	441.274	-49.13	
108	Spectrogram 1	1	131.146742610	131.471847884	500.111	581.012	0.3251	80.901	-51.70	
109	Spectrogram 1	1	131.276784719	131.712425787	595.721	683.976	0.4356	88.255	-48.22	
110	Spectrogram 1	1	131.570092204	131.719640630	253.733	426.566	0.1495	172.833	-45.49	
111	Spectrogram 1	1	132.148779592	132.350344863	382.438	437.597	0.2016	55.159	-50.83	
112	Spectrogram 1	1	132.233306964	133.299652264	562.625	636.171	1.0663	73.546	-54.99	
113	Spectrogram 1	1	131.264451264	133.546690291	1147.314	1331.179	2.2822	183.865	-61.70	
114	Spectrogram 1	1	134.593733268	136.557369126	1024.493	1227.311	1.9636	202.818	-61.47	
115	Spectrogram 1	1	134.860277278	135.816086785	452.441	551.250	0.9558	98.809	-54.27	
116	Spectrogram 1	1	135.556002565	136.628849971	504.446	624.057	1.0728	119.611	-48.76	
117	Spectrogram 1	1	136.316748907	136.420782595	270.425	436.840	0.1040	166.415	-42.43	
118	Spectrogram 1	1	139.439596686	140.187338817	504.446	889.281	0.7477	384.835	-46.59	
119	Spectrogram 1	1	140.356393560	140.486435669	254.823	473.243	0.1300	218.420	-41.46	
120	Spectrogram 1	1	142.066447303	143.555429460	507.466	588.366	1.4890	80.900	-55.36	
121	Spectrogram 1	1	143.379872612	143.874032629	441.275	514.820	0.4942	73.545	-52.17	
122	Spectrogram 1	1	143.900840499	144.941177377	522.175	669.267	1.0403	147.092	-47.94	
123	Spectrogram 1	1	144.830641584	144.993194221	176.510	558.948	0.1626	382.438	-42.78	
124	Spectrogram 1	1	145.129738437	145.662911087	529.530	1162.023	0.5332	632.493	-42.93	
125	Spectrogram 1	1	146.898311130	147.613542733	441.275	617.785	0.7152	176.510	-51.32	
126	Spectrogram 1	1	147.841116426	147.984162746	161.801	426.566	0.1430	264.765	-43.92	
127	Spectrogram 1	1	148.087489665	148.666177053	485.402	948.741	0.5787	463.339	-36.61	
128	Spectrogram 1	1	150.454256063	150.772859232	404.502	1007.577	0.3186	603.075	-43.50	
129	Spectrogram 1	1	151.760163469	151.948724528	198.574	463.338	0.1886	264.764	-42.41	
130	Spectrogram 1	1	152.046256110	154.393516192	485.402	1213.505	2.3473	728.103	-45.69	
131	Spectrogram 1	1	155.011216213	155.154262534	154.446	478.048	0.1430	323.602	-45.10	
132	Spectrogram 1	1	155.663581670	157.341124886	404.502	1191.442	1.6775	786.940	-43.78	
133	Spectrogram 1	1	160.450004730	161.028692119	411.856	897.258	0.5787	485.402	-36.55	
134	Spectrogram 1	1	163.913546031	166.039734526	448.629	838.422	2.1262	389.793	-43.55	
135	Spectrogram 1	1	168.009120381	168.893406727	367.729	875.195	0.8843	507.466	-40.06	
136	Spectrogram 1	1	171.344700497	171.507253134	353.020	742.812	0.1626	389.792	-40.37	
137	Spectrogram 1	1	173.784265184	176.014487367	419.211	683.976	2.2302	264.765	-41.74	
138	Spectrogram 1	1	175.071682071	175.188719969	183.864	419.211	0.1170	235.347	-43.17	
139	Spectrogram 1	1	177.299433947	178.788416104	397.147	779.585	1.4890	382.438	-44.41	
140	Spectrogram 1	1	178.170716083	178.300758192	176.510	411.856	0.1300	235.346	-44.13	
141	Spectrogram 1	1	179.627187712	180.264394050	397.147	514.820	0.6372	117.673	-48.59	
142	Spectrogram 1	1	181.285224612	181.701359363	426.566	764.876	0.4161	338.310	-36.81	
143	Spectrogram 1	1	182.406304055	182.549350376	176.510	397.147	0.1430	220.637	-42.89	
144	Spectrogram 1	1	184.417562230	186.888362316	389.793	941.386	2.4708	551.593	-44.43	
145	Spectrogram 1	1	186.498235987	186.621775991	169.155	389.793	0.1235	220.638	-44.72	
146	Spectrogram 1	1	187.720631819	189.714983643	353.020	706.039	1.9944	353.019	-45.86	
147	Spectrogram 1	1	190.859354209	191.015404741	220.637	500.111	0.1561	279.474	-47.35	
148	Spectrogram 1	1	189.787584258	190.320756908	272.119	360.374	0.5332	88.255	-54.34	
149	Spectrogram 1	1	191.101009566	191.939781175	345.665	478.048	0.8388	132.383	-52.59	
150	Spectrogram 1	1	192.089329601	192.381924348	367.729	1117.896	0.2926	750.167	-44.45	
151	Spectrogram 1	1	193.838395977	193.961935982	139.737	478.048	0.1235	338.311	-44.26	
152	Spectrogram 1	1	194.484015208	195.680402618	367.729	529.530	1.1964	161.801	-44.05	
153	Spectrogram 1	1	195.589373141	196.506170015	367.729	522.175	0.9168	154.446	-40.80	
154	Spectrogram 1	1	196.584195281	197.162882669	382.438	514.820	0.5787	132.382	-36.24	
155	Spectrogram 1	1	197.559511104	197.663544792	191.219	536.884	0.1040	345.665	-44.81	
156	Spectrogram 1	1	198.248301554	200.068891091	345.665	603.075	1.8206	257.410	-42.79	
157	Spectrogram 1	1	201.414826927	201.473345877	330.956	448.629	0.0585	117.673	-44.33	
158	Spectrogram 1	1	202.035778002	203.271178044	301.538	455.984	1.2354	154.446	-46.76	
159	Spectrogram 1	1	202.790022238	203.251671728	382.438	1220.860	0.4616	838.422	-44.78	
160	Spectrogram 1	1	205.610151900	205.753198221	198.574	647.203	0.1430	448.629	-45.49	
161	Spectrogram 1	1	206.656990884	208.250006729	338.311	632.494	1.5930	294.183	-40.75	
162	Spectrogram 1	1	209.574882713	210.010523780	286.829	360.374	0.4356	73.545	-48.40	
163	Spectrogram 1	1	209.828464827	211.245923823	316.247	683.976	1.4175	367.729	-42.88	
164	Spectrogram 1	1	213.066513360	213.365610213	279.474	353.020	0.2991	73.546	-48.02	
165	Spectrogram 1	1	213.359108107	213.833761808	323.601	639.848	0.4747	316.247	-36.65	
166	Spectrogram 1	1	217.386228985	218.634633239	338.311	683.976	1.2484	345.665	-38.46	
167	Spectrogram 1	1	216.560461588	217.444747935	389.793	507.466	0.8843	117.673	-36.26	
168	Spectrogram 1	1	218.049443745	218.166481644	154.446	301.538	0.1170	147.092	-44.43	
169	Spectrogram 1	1	220.165652379	221.199487152	308.892	750.167	1.0338	441.275	-39.09	
170	Spectrogram 1	1	219.651986045	220.503761864	264.765	345.665	0.8518	80.900	-53.31	
171	Spectrogram 1	1	222.298342979	222.402376667	308.892	478.048	0.1040	169.156	-46.49	
172	Spectrogram 1	1	223.929252642	224.338885288	301.538	639.848	0.4096	338.310	-35.36	
173	Spectrogram 1	1	227.152495270	228.940574279	250.056	603.075	1.7881	353.019	-44.19	
174	Spectrogram 1	1	230.194642336	230.331186551	102.964	485.402	0.1365	382.438	-47.33	
175	Spectrogram 1	1	230.389705501	232.047742401	257.410	603.075	1.6580	345.665	-43.27	
176	Spectrogram 1	1	233.328980538	233.972688981	257.410	345.665	0.6437	88.255	-51.65	
177	Spectrogram 1	1	234.661912163	235.039034281	330.956	455.984	0.3771	125.028	-41.28	
178	Spectrogram 1	1	237.704897532	238.420129136	257.410	389.793	0.7152	132.383	-44.28	
179	Spectrogram 1	1	239.148364950	239.922115504	227.992	389.793	0.7738	161.801	-47.90	
180	Spectrogram 1	1	241.307063973	242.048303999	242.701	433.920	0.7412	191.219	-49.05	
181	Spectrogram 1	1	242.347400851	243.108147193	227.992	397.147	0.7607	169.155	-44.35	
182	Spectrogram 1	1	243.543788261	243.810374586	323.601	397.147	0.2666	73.546	-48.71	
183	Spectrogram 1	1	244.499597768	244.922234625	250.056	353.020	0.4226	102.964	-49.63	
184	Spectrogram 1	1	245.409892536	245.624462018	308.892	367.729	0.2146	58.837	-40.98	
185	Spectrogram 1	1	247.756719443	248.523967891	227.992	353.020	0.7672	125.028	-40.01	
186	Spectrogram 1	1	249.024630014	249.648832141	191.219	330.956	0.6242	139.737	-45.09	
187	Spectrogram 1	1	251.196576261	252.438478410	191.219	382.438	1.2419	191.219	-47.84	
188	Spectrogram 1	1	254.024992149	254.863763757	272.119	367.729	0.8388	95.610	-49.20	
189	Spectrogram 1	1	255.722041682	256.489290129	183.864	375.083	0.7672	191.219	-45.19	
190	Spectrogram 1	1	259.360754428	259.711868124	176.510	294.183	0.3511	117.673	-47.60	
191	Spectrogram 1	1	262.999943256	263.988263290	139.737	272.119	0.9883	132.382	-41.87	
192	Spectrogram 1	1	266.238430489	266.732590506	294.183	375.083	0.4942	80.900	-52.76	
193	Spectrogram 1	1	267.161729468	267.889965283	176.510	338.311	0.7282	161.801	-41.80	
194	Spectrogram 1	1	270.877657573	272.496681840	147.092	323.601	1.6190	176.509	-48.84	
195	Spectrogram 1	1	274.615523452	275.356763478	147.092	294.183	0.7412	147.091	-42.55	
196	Spectrogram 1	1	278.646828855	279.199507822	191.219	294.183	0.5527	102.964	-39.71	
197	Spectrogram 1	1	285.356011905	286.246800357	139.737	338.311	0.8908	198.574	-45.66	
198	Spectrogram 1	1	289.465416557	289.901057625	169.155	294.183	0.4356	125.028	-44.62	
199	Spectrogram 1	1	293.406691581	293.985378969	125.028	198.574	0.5787	73.546	-48.12	
200	Spectrogram 1	1	296.020537987	296.638238009	139.737	308.892	0.6177	169.155	-47.32	
201	Spectrogram 1	1	297.375291520	297.609367318	338.311	404.502	0.2341	66.191	-50.76	
202	Spectrogram 1	1	298.051510491	298.591185247	191.219	301.538	0.5397	110.319	-51.94	
203	Spectrogram 1	1	298.669210513	299.683538969	367.729	455.984	1.0143	88.255	-58.13	
204	Spectrogram 1	1	300.080167404	300.645850581	147.092	294.183	0.5657	147.091	-47.66	
205	Spectrogram 1	1	303.308215390	303.581303820	95.610	544.239	0.2731	448.629	-50.11	
206	Spectrogram 1	1	306.812850248	307.248491316	161.801	316.247	0.4356	154.446	-45.94	
207	Spectrogram 1	1	310.592021676	310.969143794	161.801	279.474	0.3771	117.673	-43.65	
208	Spectrogram 1	1	316.136055364	316.571696431	169.155	323.601	0.4356	154.446	-48.08	
209	Spectrogram 1	1	319.939787075	320.446951303	183.864	345.665	0.5072	161.801	-46.27	
210	Spectrogram 1	1	325.581550020	325.978178454	147.092	279.474	0.3966	132.382	-40.81	
211	Spectrogram 1	1	329.577680893	330.032828277	154.446	294.183	0.4551	139.737	-43.82	
212	Spectrogram 1	1	335.918669557	336.386821152	154.446	257.410	0.4682	102.964	-41.79	
213	Spectrogram 1	1	339.246307386	339.733965298	176.510	279.474	0.4877	102.964	-39.56	
214	Spectrogram 1	1	341.236388376	341.561493650	205.928	264.765	0.3251	58.837	-47.15	
215	Spectrogram 1	1	344.669147684	345.163307701	147.092	279.474	0.4942	132.382	-43.49	
216	Spectrogram 1	1	361.429082262	362.677486516	478.048	764.876	1.2484	286.828	-55.31	
217	Spectrogram 1	1	364.250996045	364.628118163	154.446	308.892	0.3771	154.446	-42.67	
218	Spectrogram 1	1	364.946721332	366.149610847	551.593	926.677	1.2029	375.084	-50.09	
219	Spectrogram 1	1	368.017987336	368.421117876	161.801	338.311	0.4031	176.510	-44.06	
220	Spectrogram 1	1	370.040142143	370.774880063	551.593	875.195	0.7347	323.602	-46.47	
221	Spectrogram 1	1	371.249533764	371.555132722	154.446	279.474	0.3056	125.028	-47.31	
222	Spectrogram 1	1	373.671114646	374.093751503	161.801	323.601	0.4226	161.800	-43.28	
223	Spectrogram 1	1	375.795908299	376.179532523	169.155	301.538	0.3836	132.383	-51.82	
224	Spectrogram 1	1	382.104306094	382.487930318	191.219	294.183	0.3836	102.964	-45.48	
225	Spectrogram 1	1	381.941753457	382.741512432	617.785	1051.705	0.7998	433.920	-51.46	
226	Spectrogram 1	1	385.381367261	386.233143080	573.657	882.549	0.8518	308.892	-45.59	
227	Spectrogram 1	1	387.610563297	387.896655938	205.928	330.956	0.2861	125.028	-50.26	
228	Spectrogram 1	1	390.289430758	391.056679206	581.012	1088.477	0.7672	507.465	-49.47	
229	Spectrogram 1	1	392.781343993	392.885377681	323.601	433.920	0.1040	110.319	-42.86	
230	Spectrogram 1	1	394.088267196	394.172794568	308.892	441.275	0.0845	132.383	-45.36	
231	Spectrogram 1	1	394.859580456	394.957112038	272.119	375.083	0.0975	102.964	-49.38	
232	Spectrogram 1	1	395.334234157	395.464276267	301.538	455.984	0.1300	154.446	-49.21	
233	Spectrogram 1	1	395.730862592	395.841398385	610.430	735.458	0.1105	125.028	-51.18	
234	Spectrogram 1	1	396.459098406	396.634655255	338.311	661.912	0.1756	323.601	-53.22	
235	Spectrogram 1	1	397.271861593	397.375895280	161.801	323.601	0.1040	161.800	-49.25	
236	Spectrogram 1	1	396.081976288	396.192512081	227.992	397.147	0.1105	169.155	-51.13	
237	Spectrogram 1	1	399.183281566	399.306821571	397.147	529.530	0.1235	132.383	-48.89	
238	Spectrogram 1	1	399.911517381	400.022053174	139.737	286.829	0.1105	147.092	-48.19	
239	Spectrogram 1	1	400.392673187	400.509711086	272.119	419.211	0.1170	147.092	-54.61	
240	Spectrogram 1	1	404.327627121	405.185905046	654.557	956.095	0.8583	301.538	-47.27	
241	Spectrogram 1	1	407.708721975	408.632020955	544.239	978.159	0.9233	433.920	-50.23	
242	Spectrogram 1	1	409.238826334	409.349362127	227.992	411.856	0.1105	183.864	-44.03	
243	Spectrogram 1	1	408.281127605	408.391663398	323.601	492.757	0.1105	169.156	-51.66	
244	Spectrogram 1	1	412.700204375	413.070824388	706.039	1029.641	0.3706	323.602	-52.13	
245	Spectrogram 1	1	419.199567509	419.342613830	176.510	323.601	0.1430	147.091	-45.81	
246	Spectrogram 1	1	418.412812745	418.503842222	257.410	389.793	0.0910	132.383	-48.95	
247	Spectrogram 1	1	415.941928427	416.032957904	536.884	720.749	0.0910	183.865	-49.16	
248	Spectrogram 1	1	416.351561072	416.442590549	514.820	617.785	0.0910	102.965	-48.16	
249	Spectrogram 1	1	416.741687402	416.806708457	529.530	617.785	0.0650	88.255	-42.42	
250	Spectrogram 1	1	417.489429533	417.586961115	397.147	573.657	0.0975	176.510	-49.89	
251	Spectrogram 1	1	425.276458928	425.712099996	1250.278	1485.625	0.4356	235.347	-54.96	
252	Spectrogram 1	1	425.373990511	425.549547359	117.673	470.693	0.1756	353.020	-41.59	
253	Spectrogram 1	1	428.594893658	429.531196849	1625.362	1831.290	0.9363	205.928	-58.51	
254	Spectrogram 1	1	429.609222115	429.752268435	110.319	433.920	0.1430	323.601	-41.77	
255	Spectrogram 1	1	433.640657177	433.822716131	110.319	507.466	0.1821	397.147	-41.18	
256	Spectrogram 1	1	434.557454051	434.739513005	308.892	404.502	0.1821	95.610	-46.21	
257	Spectrogram 1	1	435.402727765	435.584786719	330.956	426.566	0.1821	95.610	-45.41	
258	Spectrogram 1	1	437.229819407	437.457393100	125.028	507.466	0.2276	382.438	-40.87	
259	Spectrogram 1	1	440.799321461	440.948869887	367.729	478.048	0.1495	110.319	-38.74	
260	Spectrogram 1	1	441.787641495	441.930687816	147.092	257.410	0.1430	110.318	-44.35	
261	Spectrogram 1	1	442.684932053	442.853986796	191.219	272.119	0.1691	80.900	-39.59	
262	Spectrogram 1	1	445.284014690	445.414056800	183.864	286.829	0.1300	102.965	-38.47	
263	Spectrogram 1	1	446.636452632	447.657283194	1287.051	1698.907	1.0208	411.856	-53.20	
264	Spectrogram 1	1	449.376521340	449.558580293	154.446	455.984	0.1821	301.538	-39.57	
265	Spectrogram 1	1	449.669116087	451.190608771	1300.118	2080.189	1.5215	780.071	-57.61	
266	Spectrogram 1	1	450.455870851	450.566406644	317.229	395.236	0.1105	78.007	-43.64	
267	Spectrogram 1	1	451.424684569	451.606743522	171.616	468.042	0.1821	296.426	-49.13	
268	Spectrogram 1	1	453.511860431	453.648404646	182.017	306.828	0.1365	124.811	-37.11	
269	Spectrogram 1	1	454.926690427	455.518382027	1248.113	2132.193	0.5917	884.080	-53.63	
270	Spectrogram 1	1	457.345473669	457.534034728	125.028	507.466	0.1886	382.438	-40.94	
271	Spectrogram 1	1	458.327291598	458.411818969	345.665	419.211	0.0845	73.546	-39.91	
272	Spectrogram 1	1	458.998683311	459.161235948	22.064	327.279	0.1626	305.215	-46.12	
273	Spectrogram 1	1	461.020838118	461.228905493	130.012	468.042	0.2081	338.030	-40.42	
274	Spectrogram 1	1	462.230229739	462.405786587	1820.165	2163.396	0.1756	343.231	-53.54	
275	Spectrogram 1	1	462.964967659	463.075503452	1736.958	2059.387	0.1105	322.429	-49.72	
276	Spectrogram 1	1	462.035166574	462.119693946	1081.698	1289.717	0.0845	208.019	-47.89	
277	Spectrogram 1	1	460.448652835	460.663222316	2740.289	3312.341	0.2146	572.052	-66.05	
279	Spectrogram 1	1	464.783088879	465.010662571	125.028	507.466	0.2276	382.438	-40.86	
280	Spectrogram 1	1	465.862438390	465.985978395	343.231	442.040	0.1235	98.809	-45.30	
281	Spectrogram 1	1	468.497946021	469.752852380	1198.796	1573.880	1.2549	375.084	-54.13	
282	Spectrogram 1	1	469.063629199	469.232683941	183.864	522.175	0.1691	338.311	-41.95	
283	Spectrogram 1	1	470.539607145	470.643640832	272.119	426.566	0.1040	154.447	-45.41	
284	Spectrogram 1	1	470.936235580	471.027265056	426.566	551.593	0.0910	125.027	-49.40	
285	Spectrogram 1	1	471.931057719	472.022087196	463.338	581.012	0.0910	117.674	-48.17	
286	Spectrogram 1	1	472.438625645	473.862586747	1220.860	1676.844	1.4240	455.984	-57.02	
287	Spectrogram 1	1	473.134350932	473.283899358	176.510	463.338	0.1495	286.828	-40.15	
288	Spectrogram 1	1	474.896421520	475.058974157	213.283	382.438	0.1626	169.155	-49.68	
