filename,begin_time,end_time,label,call_length
180913_081527 (1),137.339729154,137.851504136,bg,0.5117749819999915
180913_081527 (1),138.48269328,138.926231598,bg,0.44353831799998034
180913_081527 (1),140.64920737,141.365692344,bg,0.7164849739999966
180913_081527 (1),142.269828146,144.455894742,bg,2.186066595999989
180913_081527 (1),147.697136293,149.931887047,bg,2.234750754000004
180913_081527 (1),150.81034152,151.134465675,bg,0.3241241549999927
180913_081527 (1),151.560944827,152.123897307,bg,0.562952480000007
180913_081527 (1),153.855218826,154.119819736,bg,0.26460091000001285
180913_081527 (1),154.614535552,155.552789685,bg,0.9382541329999867
180913_081527 (1),156.371629656,157.361061287,bg,0.9894316310000022
180913_081527 (1),160.996416902,161.471097492,bg,0.4746805900000197
180913_081527 (1),162.739254604,163.660449571,bg,0.921194966999991
180913_081527 (1),164.223402051,164.786354531,bg,0.562952480000007
180913_081527 (1),165.195774517,165.332247845,bg,0.13647332800002232
180913_081527 (1),166.270501978,166.799894115,bg,0.5293921370000021
180913_081527 (1),167.226373266,167.85756241,bg,0.6311891440000181
180913_081527 (1),168.795816544,168.915230706,bg,0.11941416199999821
180913_081527 (1),169.409946522,170.399378153,bg,0.9894316309999738
180913_081527 (1),170.894093969,171.525283113,bg,0.6311891439999897
180913_081527 (1),171.968821431,172.770602236,bg,0.8017808049999928
180913_081527 (1),174.374163846,175.073589654,bg,0.6994258080000009
180913_081527 (1),175.670660466,176.642156317,bg,0.9714958510000145
180913_081527 (1),177.205108797,178.245717926,bg,1.0406091289999893
180913_081527 (1),178.876907071,179.303386222,bg,0.4264791509999952
180913_081527 (1),179.883397868,180.48046868,bg,0.5970708119999983
180913_081527 (1),181.094598658,181.396018605,bg,0.3014199469999994
180913_081527 (1),181.902649989,182.481657285,bg,0.5790072960000145
180913_081527 (1),182.867662149,182.927975409,bg,0.06031325999998671
180913_081527 (1),183.989488786,185.282981796,bg,1.2934930099999917
180913_081527 (1),185.78961318,186.790813296,bg,1.0012001160000068
180913_081527 (1),187.273319376,187.924702584,bg,0.6513832079999986
180913_081527 (1),189.432534084,189.987416077,bg,0.5548819930000093
180913_081527 (1),190.506110113,190.880052325,bg,0.3739422120000029
180913_081527 (1),191.374621057,191.700312661,bg,0.3256916039999851
180913_081527 (1),192.074254873,192.098380177,bg,0.024125303999994685
180913_081527 (1),192.448197085,193.093773766,bg,0.6455766809999943
180913_081527 (1),193.60040515,194.155287142,bg,0.5548819919999914
180913_081527 (1),194.613667919,195.180612563,bg,0.5669446440000172
180913_081527 (1),195.638993339,195.844058423,bg,0.20506508400001167
180913_081527 (1),196.591942847,197.207138099,bg,0.6151952519999782
180913_081527 (1),197.617268267,200.188517748,bg,2.5712494810000237
180913_081527 (1),200.634835872,201.057028693,bg,0.4221928210000101
180913_081527 (1),202.625173453,202.914677101,bg,0.28950364799999306
180913_081527 (1),203.662561525,204.374257993,bg,0.7116964679999853
180913_081527 (1),204.784388161,205.381010393,bg,0.5966222319999872
180913_081527 (1),205.754952605,205.960017689,bg,0.20506508400001167
180913_081527 (1),207.491974494,207.941425283,bg,0.4494507889999966
180913_081527 (1),208.339492799,208.460119319,bg,0.12062652000000185
180913_081527 (1),210.957088284,211.668784752,bg,0.7116964679999853
180913_081527 (1),215.359956265,217.490278732,bg,2.1303224670000134
180913_081527 (1),220.339159464,220.885052778,bg,0.5458933139999829
180913_081527 (1),221.379768594,221.758799856,bg,0.3790312619999838
180913_081527 (1),223.967472736,224.235454337,bg,0.26798160100000246
180913_081527 (1),224.678992655,225.207826802,bg,0.5288341469999978
180913_081527 (1),225.719601784,226.009607607,bg,0.29000582300000133
180913_081527 (1),227.664346715,227.954352538,bg,0.29000582300000133
180913_081527 (1),231.093239093,233.827018512,bg,2.733779419000001
180913_081527 (1),234.407030158,234.594680984,bg,0.18765082600000937
180913_081527 (1),235.601171782,236.556485081,bg,0.9553132990000108
180913_081527 (1),237.119437561,238.55240751,bg,1.4329699489999825
180913_081527 (1),240.309501614,240.93912588,bg,0.6296242660000075
180913_081527 (1),241.570315024,242.508569158,bg,0.9382541340000046
180913_081527 (1),243.054462471,245.375840112,bg,2.321377640999998
180913_081527 (1),246.890358658,247.124100353,bg,0.23374169499999198
180913_081527 (1),248.847076125,249.972981085,bg,1.1259049599999855
180913_081527 (1),250.996531049,251.627720193,bg,0.6311891439999897
180913_081527 (1),252.258909338,254.510091955,bg,2.251182617000012
180913_081527 (1),255.260695261,256.52307355,bg,1.2623782889999973
180913_081527 (1),257.188381026,258.348404318,bg,1.1600232920000053
180913_081527 (1),258.8601793,261.000025027,bg,2.1398457269999653
180913_081527 (1),261.904529158,262.762595233,bg,0.8580660750000106
180913_081527 (1),264.992303093,265.205627707,bg,0.21332461400004377
180913_081527 (1),268.071567605,270.571960017,bg,2.5003924119999965
180913_081527 (1),271.527273316,272.704355775,bg,1.1770824590000188
180913_081527 (1),273.847319901,274.819692366,bg,0.9723724650000349
180913_081527 (1),275.467940676,275.826183164,bg,0.3582424879999735
180913_081527 (1),276.525608972,277.190916448,bg,0.6653074760000095
180913_081527 (1),277.839164759,278.692123062,bg,0.8529583029999799
180913_081527 (1),280.705104657,281.261778325,bg,0.5566736680000304
180913_081527 (1),282.387683285,283.243070269,bg,0.8553869840000061
180913_081527 (1),284.550732625,286.397010146,bg,1.8462775209999904
180913_081527 (1),287.420560109,288.495287571,bg,1.0747274619999985
180913_081527 (1),289.297068376,289.84296169,bg,0.5458933139999544
180913_081527 (1),290.542387498,292.067182162,bg,1.5247946640000123
180913_081527 (1),292.800726303,296.314914511,bg,3.5141882080000073
180913_081527 (1),298.208481944,300.762483815,bg,2.5540018709999686
210824-095226_Tr1.txt,19.764583311,20.16927303,bg,0.4046897190000003
210824-095226_Tr1.txt,20.65097148,29.63216547,bg,8.981193990000001
210824-095226_Tr1.txt,30.752394423,40.781279102,bg,10.028884679
210824-095226_Tr1.txt,41.599046238,44.016323101,bg,2.417276862999998
210824-095226_Tr1.txt,44.733269631,46.71789204,bg,1.9846224090000035
210824-095226_Tr1.txt,47.289208806,51.365629368,bg,4.076420562000003
210824-095226_Tr1.txt,52.351430847,52.597881217,bg,0.24645036999999803
210824-095226_Tr1.txt,52.978759061,53.404446063,bg,0.42568700200000364
210824-095226_Tr1.txt,53.729312459,54.087785724,bg,0.35847326500000065
210824-095226_Tr1.txt,54.68150707,60.576456302,bg,5.894949231999995
210824-095226_Tr1.txt,61.203784516,61.909528756,bg,0.7057442400000014
210824-095226_Tr1.txt,62.223192863,62.682486734,bg,0.45929387099999985
210824-095226_Tr1.txt,62.895330235,64.404869951,bg,1.509539715999992
210824-095226_Tr1.txt,64.897770691,67.837070449,bg,2.93929975799999
210824-095226_Tr1.txt,68.273959741,72.605060391,bg,4.331100649999996
210824-095226_Tr1.txt,73.10916342,74.44720365,bg,1.3380402300000043
210824-095226_Tr1.txt,75.41060055,75.513535411,bg,0.10293486100000848
210824-095226_Tr1.txt,76.01763844,76.689478538,bg,0.6718400980000041
210824-095226_Tr1.txt,77.294402173,77.783555891,bg,0.4891537180000114
210824-095226_Tr1.txt,78.086017709,78.086017709,bg,0.0
210824-095226_Tr1.txt,78.794573265,80.498305434,bg,1.7037321690000056
210824-095226_Tr1.txt,80.912790146,81.457552527,bg,0.5447623809999982
210824-095226_Tr1.txt,81.726407475,82.282259864,bg,0.5558523889999947
210824-095226_Tr1.txt,82.528710234,86.011795267,bg,3.4830850329999947
210824-095226_Tr1.txt,86.303054795,86.639123481,bg,0.3360686860000044
210824-095226_Tr1.txt,86.941585298,109.562994375,bg,22.621409076999996
210824-095226_Tr1.txt,110.593605012,121.018726582,bg,10.425121570000002
210824-095226_Tr1.txt,121.948516613,132.565554831,bg,10.61703821799999
210824-095226_Tr1.txt,133.349715099,135.63276224,bg,2.2830471409999973
210824-095226_Tr1.txt,136.293697323,193.059164224,bg,56.765466900999996
210824-095226_Tr1.txt,193.63048099,197.183875072,bg,3.553394082000011
210824-095226_Tr1.txt,197.867214733,200.876494668,bg,3.009279934999995
210824-095226_Tr1.txt,201.358193118,201.551798889,bg,0.19360577099999432
210824-095226_Tr1.txt,201.988688181,208.121793659,bg,6.1331054780000045
210824-095226_Tr1.txt,208.749121873,213.460408525,bg,4.711286651999984
210824-095226_Tr1.txt,213.897297817,225.591555015,bg,11.694257198000003
210824-095226_Tr1.txt,226.230085518,228.821471919,bg,2.591386400999994
210824-095226_Tr1.txt,229.011910841,234.033127101,bg,5.0212162599999886
210824-095226_Tr1.txt,234.53723013,246.542605084,bg,12.00537495399999
210824-095226_Tr1.txt,247.774856932,249.134989252,bg,1.360132319999991
210824-095226_Tr1.txt,249.41504649,250.485179951,bg,1.0701334609999833
210824-095226_Tr1.txt,250.7540349,251.364244869,bg,0.6102099690000102
210824-095226_Tr1.txt,251.689111265,251.932215464,bg,0.24310419899998692
210824-095226_Tr1.txt,252.313093308,253.529715574,bg,1.2166222660000017
210824-095226_Tr1.txt,253.944200287,255.180879428,bg,1.2366791409999962
210824-095226_Tr1.txt,255.830612221,256.98675917,bg,1.156146949000032
210824-095226_Tr1.txt,257.378839303,258.457513832,bg,1.0786745290000113
210824-095226_Tr1.txt,259.308887836,260.932867683,bg,1.6239798469999869
210824-095226_Tr1.txt,261.436970712,261.806646266,bg,0.36967555399996854
210824-095226_Tr1.txt,262.579604244,263.106111852,bg,0.5265076080000313
210824-095226_Tr1.txt,263.442180538,267.44707886,bg,4.004898321999974
210824-095226_Tr1.txt,267.917575021,269.62032303,bg,1.702748009000004
210824-095226_Tr1.txt,270.438090165,273.292952352,bg,2.8548621869999806
210824-095226_Tr1.txt,273.998696592,275.234345081,bg,1.2356484890000274
210824-095226_Tr1.txt,275.648829794,277.846981172,bg,2.198151378000034
210824-095226_Tr1.txt,278.552725413,281.619432529,bg,3.066707115999975
210824-095226_Tr1.txt,282.145940137,285.036130837,bg,2.8901906999999483
210824-095226_Tr1.txt,285.853897972,293.313346873,bg,7.459448900999973
210824-095226_Tr1.txt,294.209530036,296.842068076,bg,2.632538039999986
210824-095226_Tr1.txt,297.738251238,305.555530401,bg,7.817279163000023
210824-095226_Tr1.txt,306.104442588,308.6950003,bg,2.5905577120000203
210824-095226_Tr1.txt,309.400744541,312.922813591,bg,3.5220690500000273
210824-095226_Tr1.txt,313.482928068,317.075584821,bg,3.5926567530000284
210824-095226_Tr1.txt,318.117397747,320.727531208,bg,2.610133461000032
210824-095226_Tr1.txt,321.198027368,322.970492618,bg,1.772465249999982
210824-095226_Tr1.txt,323.272954435,325.020511602,bg,1.747557167000025
210824-095226_Tr1.txt,325.491007763,326.789557535,bg,1.2985497719999444
210824-095226_Tr1.txt,327.092019353,329.153240627,bg,2.0612212739999904
210824-095226_Tr1.txt,329.634939077,332.536332065,bg,2.901392987999998
210824-095226_Tr1.txt,333.174862569,333.802190783,bg,0.6273282139999878
210824-095226_Tr1.txt,334.295091522,336.793210819,bg,2.4981192970000166
210824-095226_Tr1.txt,337.308516137,340.893248788,bg,3.5847326509999675
210824-095226_Tr1.txt,341.643802186,344.553206064,bg,2.909403877999978
210824-095226_Tr1.txt,345.214141147,348.65851162,bg,3.444370472999992
210824-095226_Tr1.txt,349.173816938,352.192861908,bg,3.0190449699999817
210824-095226_Tr1.txt,352.909808438,355.794161808,bg,2.8843533699999853
210824-095226_Tr1.txt,356.432692311,359.798332354,bg,3.3656400430000417
210824-095226_Tr1.txt,360.179210198,366.104929126,bg,5.925718927999981
210824-095226_Tr1.txt,367.538822186,370.990626589,bg,3.451804402999983
210824-095226_Tr1.txt,371.934341422,374.24718273,bg,2.3128413080000314
210824-095226_Tr1.txt,374.796094917,375.28762798,bg,0.49153306300001987
210824-095226_Tr1.txt,375.847742456,377.809510801,bg,1.9617683449999959
210824-095226_Tr1.txt,378.53765962,392.232939661,bg,13.69528004099999
210824-095226_Tr1.txt,392.882672454,396.137530145,bg,3.2548576910000406
210824-095226_Tr1.txt,396.865678964,399.704669233,bg,2.8389902690000213
210824-095226_Tr1.txt,400.298390578,403.314887103,bg,3.0164965249999796
210824-095226_Tr1.txt,403.841394711,409.217316735,bg,5.375922023999976
210824-095226_Tr1.txt,409.979072423,413.451063133,bg,3.47199071
210824-095226_Tr1.txt,413.77592953,419.102720952,bg,5.326791422000042
210824-095226_Tr1.txt,419.786060614,422.934283564,bg,3.1482229499999903
210824-095226_Tr1.txt,423.438386593,427.68189771,bg,4.243511116999969
210824-095226_Tr1.txt,428.331630502,430.42435715,bg,2.0927266479999957
210824-095226_Tr1.txt,431.085292232,431.522181524,bg,0.4368892920000462
210824-095226_Tr1.txt,431.970273105,436.1487271,bg,4.178453994999984
210824-095226_Tr1.txt,436.87687592,443.837598682,bg,6.960722762000046
210824-095226_Tr1.txt,444.240881105,445.282694032,bg,1.0418129269999667
210824-095226_Tr1.txt,445.786797061,451.218446718,bg,5.43164965699998
210824-095226_Tr1.txt,452.898790148,453.436500046,bg,0.5377098980000028
210824-095226_Tr1.txt,454.921624944,455.531328188,bg,0.6097032440000021
210824-095226_Tr1.txt,456.93161438,457.928674082,bg,0.9970597020000014
210824-095226_Tr1.txt,459.317757984,467.301759096,bg,7.984001111999987
210824-095226_Tr1.txt,467.749850678,471.753527181,bg,4.003676503000008
210824-095226_Tr1.txt,472.078393578,479.929595867,bg,7.851202289000014
210824-095226_Tr1.txt,480.512114923,496.88328265,bg,16.371167727
210824-095226_Tr1.txt,497.3649811,560.340816078,bg,62.975834977999966
210824-095226_Tr2.txt,4.156870263,20.197550539,bg,16.040680276000003
210824-095226_Tr2.txt,20.781114953,29.902678427,bg,9.121563474000002
210824-095226_Tr2.txt,30.943940421,40.719084034,bg,9.775143612999997
210824-095226_Tr2.txt,41.703133831,74.476774856,bg,32.773641025
210824-095226_Tr2.txt,76.078716386,77.79509256,bg,1.716376174000004
210824-095226_Tr2.txt,78.69904528,86.572013528,bg,7.872968247999992
210824-095226_Tr2.txt,87.132693063,132.735824169,bg,45.603131106000006
210824-095226_Tr2.txt,133.294105001,135.559592439,bg,2.265487438000008
210824-095226_Tr2.txt,136.684245131,162.446115018,bg,25.76186988699999
210824-095226_Tr2.txt,163.634538253,197.097313085,bg,33.46277483200001
210824-095226_Tr2.txt,198.722139493,200.873852438,bg,2.151712945000014
210824-095226_Tr2.txt,201.348713677,201.517555984,bg,0.16884230700000558
210824-095226_Tr2.txt,201.998138443,208.444229377,bg,6.446090934000011
210824-095226_Tr2.txt,208.879042077,225.545315186,bg,16.666273109000002
210824-095226_Tr2.txt,226.277631313,226.870028568,bg,0.5923972550000087
210824-095226_Tr2.txt,227.545132498,249.144372349,bg,21.59923985100002
210824-095226_Tr2.txt,249.418990897,250.386787443,bg,0.9677965460000166
210824-095226_Tr2.txt,250.772692086,250.795576965,bg,0.02288487900000291
210824-095226_Tr2.txt,251.018704535,251.350535281,bg,0.3318307459999801
210824-095226_Tr2.txt,251.676644807,251.928028235,bg,0.2513834279999969
210824-095226_Tr2.txt,252.282743859,253.573409687,bg,1.2906658280000158
210824-095226_Tr2.txt,253.96245263,255.306840097,bg,1.34438746699999
210824-095226_Tr2.txt,255.661555721,256.988878703,bg,1.3273229819999983
210824-095226_Tr2.txt,257.389364085,259.021623364,bg,1.6322592789999817
210824-095226_Tr2.txt,259.364896549,260.957349436,bg,1.5924528870000358
210824-095226_Tr2.txt,261.254852863,261.826974838,bg,0.5721219750000159
210824-095226_Tr2.txt,262.421981692,262.937366315,bg,0.5153846230000454
210824-095226_Tr2.txt,263.406031489,267.429448928,bg,4.0234174390000135
210824-095226_Tr2.txt,267.875704068,269.580627553,bg,1.7049234849999948
210824-095226_Tr2.txt,270.736313942,273.526071172,bg,2.7897572300000206
210824-095226_Tr2.txt,274.281272178,277.789065682,bg,3.5077935040000057
210824-095226_Tr2.txt,278.395514975,281.59176147,bg,3.1962464949999685
210824-095226_Tr2.txt,282.541483948,282.747447859,bg,0.20596391099996936
210824-095226_Tr2.txt,283.468321547,284.981886089,bg,1.5135645419999832
210824-095226_Tr2.txt,285.87439637,297.232690437,bg,11.358294066999974
210824-095226_Tr2.txt,298.239625113,308.688505354,bg,10.448880240999983
210824-095226_Tr2.txt,309.306397087,312.990862605,bg,3.6844655180000245
210824-095226_Tr2.txt,313.517214822,317.01298314,bg,3.495768317999989
210824-095226_Tr2.txt,318.15722709,320.670883104,bg,2.5136560139999915
210824-095226_Tr2.txt,321.231562639,322.975662905,bg,1.7441002659999754
210824-095226_Tr2.txt,323.313214871,324.975179708,bg,1.6619648369999709
210824-095226_Tr2.txt,325.570186561,326.732146711,bg,1.1619601499999703
210824-095226_Tr2.txt,327.001044039,327.550281135,bg,0.5492370959999562
210824-095226_Tr2.txt,327.796293584,329.100472314,bg,1.3041787299999896
210824-095226_Tr2.txt,329.718364047,332.592370158,bg,2.8740061109999715
210824-095226_Tr2.txt,333.164492133,333.813262784,bg,0.6487706510000066
210824-095226_Tr2.txt,334.253796705,335.071931129,bg,0.818134423999993
210824-095226_Tr2.txt,335.375155776,335.563956027,bg,0.18880025100003195
210824-095226_Tr2.txt,335.781362378,336.800665923,bg,1.0193035450000139
210824-095226_Tr2.txt,337.258363503,341.23219045,bg,3.9738269470000205
210824-095226_Tr2.txt,341.598348514,344.081357884,bg,2.4830093699999907
210824-095226_Tr2.txt,345.156947197,348.550307787,bg,3.393360589999986
210824-095226_Tr2.txt,349.15675708,352.200445987,bg,3.043688907000046
210824-095226_Tr2.txt,352.864107477,356.148483992,bg,3.2843765150000195
210824-095226_Tr2.txt,356.434544979,366.111215565,bg,9.676670586
210824-095226_Tr2.txt,366.597519243,366.603240463,bg,0.005721219999998084
210824-095226_Tr2.txt,367.634036376,371.638718816,bg,4.0046824400000105
210824-095226_Tr2.txt,371.884731265,374.505282773,bg,2.6205515079999486
210824-095226_Tr2.txt,374.825671079,375.213551123,bg,0.387880043999985
210824-095226_Tr2.txt,375.774230658,376.179009727,bg,0.4047790689999715
210824-095226_Tr2.txt,376.682477064,377.777820469,bg,1.0953434049999942
210824-095226_Tr2.txt,378.498694158,392.325611668,bg,13.826917510000044
210824-095226_Tr2.txt,392.806194126,396.1464115,bg,3.3402173740000194
210824-095226_Tr2.txt,396.82151543,399.682125304,bg,2.8606098740000334
210824-095226_Tr2.txt,400.254247279,403.383078903,bg,3.128831623999986
210824-095226_Tr2.txt,403.863661362,409.207280607,bg,5.343619244999957
210824-095226_Tr2.txt,409.859499658,416.672203933,bg,6.812704274999987
210824-095226_Tr2.txt,417.152786392,419.143770865,bg,1.990984473000026
210824-095226_Tr2.txt,419.693007961,422.887009877,bg,3.1940019160000475
210824-095226_Tr2.txt,423.459131851,427.954849692,bg,4.495717840999987
210824-095226_Tr2.txt,428.332450196,431.479121057,bg,3.1466708609999614
210824-095226_Tr2.txt,431.925376198,445.233505066,bg,13.30812886800004
210824-095226_Tr2.txt,445.82851192,449.569813597,bg,3.741301677000024
210824-095226_Tr2.txt,450.050396056,451.263320199,bg,1.2129241430000093
210824-095226_Tr2.txt,452.922473926,453.443306031,bg,0.5208321050000109
210824-095226_Tr2.txt,454.860873944,455.580483268,bg,0.7196093240000323
210824-095226_Tr2.txt,456.88492137,457.975115393,bg,1.0901940230000378
210824-095226_Tr2.txt,459.136523002,463.656412621,bg,4.5198896190000255
210824-095226_Tr2.txt,464.285746793,483.425448806,bg,19.139702013000033
210824-095226_Tr2.txt,483.79160687,521.926315736,bg,38.13470886599998
210824-095226_Tr2.txt,522.361128437,560.31557547,bg,37.95444703299995
210824-100209_Tr1.txt,11.460182199,11.503209839,bg,0.043027640000000034
210824-100209_Tr1.txt,11.895668389,14.283828451,bg,2.388160061999999
210824-100209_Tr1.txt,14.949093555,17.344633153,bg,2.395539598000001
210824-100209_Tr1.txt,17.756236022,24.574254626,bg,6.818018603999999
210824-100209_Tr1.txt,25.349599567,27.956662402,bg,2.6070628350000007
210824-100209_Tr1.txt,28.358693112,37.44952269,bg,9.090829578000001
210824-100209_Tr1.txt,37.86591164,45.182160757,bg,7.316249116999998
210824-100209_Tr1.txt,45.746918183,65.650305124,bg,19.903386941
210824-100209_Tr1.txt,66.267709429,73.456945153,bg,7.1892357239999995
210824-100209_Tr1.txt,74.007344339,76.36832332,bg,2.3609789810000024
210824-100209_Tr1.txt,77.038374503,80.946391754,bg,3.908017251000004
210824-100209_Tr1.txt,81.554223899,82.640664031,bg,1.086440132000007
210824-100209_Tr1.txt,83.979661392,86.300663974,bg,2.3210025820000055
210824-100209_Tr1.txt,86.884565719,86.937212598,bg,0.052646879000008084
210824-100209_Tr1.txt,87.26266603,91.017483516,bg,3.754817485999993
210824-100209_Tr1.txt,92.200131215,92.371041428,bg,0.1709102129999991
210824-100209_Tr1.txt,93.270824446,93.653710836,bg,0.3828863899999959
210824-100209_Tr1.txt,94.805805388,96.479335101,bg,1.6735297130000077
210824-100209_Tr1.txt,97.135028045,97.556394568,bg,0.4213665230000032
210824-100209_Tr1.txt,97.934494878,100.129533186,bg,2.195038308000008
210824-100209_Tr1.txt,100.852231248,101.705472174,bg,0.853240925999998
210824-100209_Tr1.txt,102.169721923,102.380309437,bg,0.21058751399999664
210824-100209_Tr1.txt,103.122151819,104.711858106,bg,1.5897062869999985
210824-100209_Tr1.txt,105.133033135,106.449205102,bg,1.3161719669999883
210824-100209_Tr1.txt,107.061823327,109.362426869,bg,2.3006035420000046
210824-100209_Tr1.txt,109.71659678,109.884109576,bg,0.1675127959999969
210824-100209_Tr1.txt,110.477583481,110.716887475,bg,0.23930399399999658
210824-100209_Tr1.txt,111.425227297,112.037301412,bg,0.6120741149999986
210824-100209_Tr1.txt,112.563770199,112.90836795,bg,0.3445977509999949
210824-100209_Tr1.txt,113.176388424,114.781844962,bg,1.6054565379999985
210824-100209_Tr1.txt,115.614622861,116.662774355,bg,1.0481514939999954
210824-100209_Tr1.txt,117.433333216,118.658476792,bg,1.2251435760000078
210824-100209_Tr1.txt,119.429035653,121.501963618,bg,2.072927965000005
210824-100209_Tr1.txt,122.18637304,123.168876329,bg,0.9825032889999932
210824-100209_Tr1.txt,124.011226388,124.633416773,bg,0.6221903849999961
210824-100209_Tr1.txt,125.011517083,125.543308224,bg,0.5317911409999994
210824-100209_Tr1.txt,126.170284688,127.481117839,bg,1.3108331510000113
210824-100209_Tr1.txt,127.787426952,127.873576389,bg,0.0861494369999889
210824-100209_Tr1.txt,128.194243741,128.572344052,bg,0.3781003109999972
210824-100209_Tr1.txt,128.893011404,129.39467495,bg,0.5016635460000032
210824-100209_Tr1.txt,129.830208219,130.801782435,bg,0.9715742159999934
210824-100209_Tr1.txt,131.328251222,133.575460549,bg,2.2472093270000073
210824-100209_Tr1.txt,133.881769662,136.259680291,bg,2.3779106289999845
210824-100209_Tr1.txt,136.446337406,136.570775483,bg,0.12443807700000775
210824-100209_Tr1.txt,136.70478572,136.781362998,bg,0.07657727800000202
210824-100209_Tr1.txt,136.877084595,136.99482226,bg,0.11773766499999283
210824-100209_Tr1.txt,137.37770865,138.287063827,bg,0.909355177000009
210824-100209_Tr1.txt,138.918826372,141.022127624,bg,2.1033012519999943
210824-100209_Tr1.txt,141.328436737,141.99370184,bg,0.6652651029999959
210824-100209_Tr1.txt,142.39094647,142.892510834,bg,0.5015643640000178
210824-100209_Tr1.txt,143.275397224,143.883229369,bg,0.6078321450000033
210824-100209_Tr1.txt,144.553280552,144.577210952,bg,0.023930400000011787
210824-100209_Tr1.txt,144.888306144,145.199956713,bg,0.311650568999994
210824-100209_Tr1.txt,145.554126624,145.616345662,bg,0.06221903799999495
210824-100209_Tr1.txt,145.984873813,148.594603019,bg,2.6097292059999972
210824-100209_Tr1.txt,148.92484253,149.417808758,bg,0.49296622800000023
210824-100209_Tr1.txt,149.74804827,152.52923918,bg,2.7811909099999923
210824-100209_Tr1.txt,153.338086679,153.443380437,bg,0.10529375799998775
210824-100209_Tr1.txt,153.792764268,155.168239705,bg,1.3754754369999773
210824-100209_Tr1.txt,155.78085793,155.934012486,bg,0.15315455600000405
210824-100209_Tr1.txt,156.685427027,156.714143506,bg,0.028716478999996298
210824-100209_Tr1.txt,157.068313417,157.618712604,bg,0.5503991869999822
210824-100209_Tr1.txt,157.982454675,158.102106672,bg,0.11965199699997697
210824-100209_Tr1.txt,158.513709541,162.183204766,bg,3.6694952249999915
210824-100209_Tr1.txt,162.556518997,162.637882355,bg,0.08136335799997596
210824-100209_Tr1.txt,163.21699802,163.848760565,bg,0.6317625449999866
210824-100209_Tr1.txt,164.351298952,164.754418205,bg,0.40311925299999984
210824-100209_Tr1.txt,165.070299477,166.16631177,bg,1.0960122930000011
210824-100209_Tr1.txt,166.740641356,167.209677184,bg,0.46903582799998844
210824-100209_Tr1.txt,167.563847095,169.855273886,bg,2.291426790999992
210824-100209_Tr1.txt,170.252518516,170.582758028,bg,0.33023951199999146
210824-100209_Tr1.txt,170.90821146,171.147515454,bg,0.2393039940000108
210824-100209_Tr1.txt,171.755347598,172.940627493,bg,1.1852798950000079
210824-100209_Tr1.txt,173.266080925,174.807684679,bg,1.5416037539999934
210824-100209_Tr1.txt,175.18578499,175.764900655,bg,0.5791156649999891
210824-100209_Tr1.txt,176.176503525,176.515915748,bg,0.3394122230000107
210824-100209_Tr1.txt,176.989737657,177.559281162,bg,0.5695435049999844
210824-100209_Tr1.txt,177.808157316,177.937381473,bg,0.1292241569999817
210824-100209_Tr1.txt,178.765373292,179.023899735,bg,0.25852644299999383
210824-100209_Tr1.txt,179.392427886,179.679592679,bg,0.2871647929999881
210824-100209_Tr1.txt,180.143842427,180.344857782,bg,0.20101535499998135
210824-100209_Tr1.txt,180.703813773,182.691986498,bg,1.9881727249999983
